orgId	locusId	sysName	geneName	desc	set1IT006 KB	set1IT008 KB with Dimethyl Sulfoxide 0.42 vol%	set1IT012 KB with Acriflavine 1.25 ug/ml	set1IT014 KB with Ampicillin 0.775 ug/ml	set1IT016 KB with Berberine 15.6 ug/ml	set1IT018 KB with Carbenicillin 3.1 ug/ml	set1IT020 KB with Chloramphenicol 1.55 ug/ml	set1IT022 KB with Erythromycin 6.25 ug/ml	set1IT030 KB with Nalidixic 0.775 ug/ml	set1IT034 KB with Nitrofurantoin 31.25 ug/ml	set1IT038 KB with Phloretin 125 ug/ml	set1IT046 KB with Trimethoprim 15.6 ug/ml	set3IT010 KB with Acridine orange 3.125 ug/ml	set3IT020 KB with Mitomycin C 0.05 ug/ml	set4IT014 KB	set4IT016 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT018 KB with Rifampicin 0.1 mg/ml	set4IT020 KB with capsaicin 0.25 mg/ml	set4IT022 KB with capsaicin 0.125 mg/ml	set4IT026 KB with Flavone 0.125 mg/ml	set4IT028 KB with Rotenone 0.25 mg/ml	set4IT030 KB with Rotenone 0.125 mg/ml	set4IT032 KB with Nitrofurantoin 0.0625 mg/ml
SyringaeB728a_mexBdelta	Psyr_0575	Psyr_0575		protease FtsH subunit HflC	-0.630	-0.621	-2.611	-0.772	-1.586	1.106	-1.874	-1.943	-0.024	-0.884	-1.547	-0.945	-2.374	0.225	-1.069	-0.836	0.122	-0.438	-0.324	-1.041	-1.520	-0.012	-1.109
SyringaeB728a_mexBdelta	Psyr_0576	Psyr_0576		ATP phosphoribosyltransferase regulatory subunit, putative	-0.036	0.218	0.303	0.071	0.075	-0.285	0.052	0.037	-0.106	-0.147	0.024	-0.087	0.723	0.206	-0.117	-0.114	-0.227	-0.121	0.062	-0.137	-0.348	-0.487	-0.039
SyringaeB728a_mexBdelta	Psyr_0578	Psyr_0578		Histidine kinase, HAMP region:Bacterial chemotaxis sensory transducer	-0.007	0.062	-0.011	-0.040	0.007	0.173	0.085	0.031	0.053	-0.111	0.148	0.052	-0.081	-0.272	0.112	-0.021	-0.067	0.026	-0.062	0.071	-0.076	-0.077	0.060
SyringaeB728a_mexBdelta	Psyr_0579	Psyr_0579		RNAse R	-0.882	-1.073	-1.610	-0.887	-1.599	1.510	-1.734	-2.826	-1.185	-1.111	-1.576	-0.893	-0.819	-0.300	-0.863	-1.227	-0.807	-1.566	-1.262	-0.940	-1.128	-1.081	-1.455
SyringaeB728a_mexBdelta	Psyr_0580	Psyr_0580		23S rRNA Gm-2251 2'-O-methyltransferase	-0.272	0.350	-0.529	0.105	-0.624	1.035	0.095	0.112	0.489	0.260	0.355	0.651	-0.244	-0.008	0.542	0.787	0.000	-0.201	0.179	0.082	0.429	-0.193	-0.016
SyringaeB728a_mexBdelta	Psyr_0583	Psyr_0583		membrane protein, putative	0.056	-0.306	0.228	0.091	-0.216	0.514	0.099	-1.258	0.173	0.107	-0.168	0.063	0.366	0.811	-0.228	-0.148	-0.109	0.052	-0.315	-0.001	-0.346	-0.100	-0.153
SyringaeB728a_mexBdelta	Psyr_0586	Psyr_0586		YD repeat protein	-0.120	-0.042	-0.149	-0.063	-0.113	-0.325	-0.022	-0.126	-0.029	-0.038	-0.057	-0.058	-0.005	-0.136	-0.018	-0.011	-0.046	0.014	-0.025	-0.068	-0.043	0.013	-0.000
SyringaeB728a_mexBdelta	Psyr_0587	Psyr_0587		Radical SAM	0.009	-0.012	-0.106	0.130	0.029	-0.173	-0.029	0.103	0.038	0.120	0.065	0.100	0.029	0.093	-0.079	-0.061	0.043	0.063	-0.096	-0.048	-0.083	-0.078	-0.118
SyringaeB728a_mexBdelta	Psyr_0588	Psyr_0588		Transglutaminase-like protein	0.139	0.113	-0.031	-0.047	0.043	0.118	0.048	-0.117	-0.018	-0.134	-0.044	0.052	0.098	0.050	0.138	0.141	0.191	0.198	0.152	0.029	0.038	0.164	0.196
SyringaeB728a_mexBdelta	Psyr_0589	Psyr_0589		protein of unknown function DUF403:Protein of unknown function DUF404:Protein of unknown function DUF407	-0.054	0.027	0.046	0.121	0.079	0.028	0.003	-0.045	0.022	0.046	0.225	0.091	0.002	-0.038	-0.086	-0.002	-0.111	0.095	-0.148	-0.050	-0.006	0.026	0.067
SyringaeB728a_mexBdelta	Psyr_0590	Psyr_0590		Transglutaminase-like protein	0.384	-0.058	0.057	0.098	-0.044	-0.086	-0.054	0.108	0.174	-0.225	0.039	0.183	0.845	0.700	-0.149	0.103	0.071	-0.050	0.249	0.181	0.207	-0.089	0.225
SyringaeB728a_mexBdelta	Psyr_0591	Psyr_0591		Blue (type 1) copper domain protein	0.220	0.229	-0.175	0.025	-0.034	-0.112	-0.028	-0.141	0.167	0.129	-0.129	0.038	0.029	-0.136	0.129	0.124	-0.019	-0.120	0.263	0.019	0.208	0.166	-0.063
SyringaeB728a_mexBdelta	Psyr_0595	Psyr_0595		Nicotinate phosphoribosyltransferase	-0.586	-0.206	-0.073	-0.262	-0.245	0.758	-0.023	-0.567	-0.248	-0.396	-0.493	-0.049	-0.433	-0.238	-0.014	0.189	0.091	-0.793	0.025	0.251	0.208	-0.104	-0.477
SyringaeB728a_mexBdelta	Psyr_0596	Psyr_0596		transcriptional regulator, LysR family	0.096	0.227	-0.099	0.023	0.063	-0.133	0.100	0.138	0.090	0.089	0.085	0.020	-0.031	-0.209	0.080	0.149	0.020	0.080	-0.003	-0.075	-0.049	0.053	0.045
SyringaeB728a_mexBdelta	Psyr_0597	Psyr_0597		amino acid/amide ABC transporter substrate-binding protein, HAAT family	0.212	0.058	-0.057	-0.053	0.003	-0.168	0.029	0.070	-0.030	-0.045	-0.035	-0.063	0.079	0.045	-0.062	0.068	0.064	0.061	-0.015	-0.003	0.004	0.050	0.005
SyringaeB728a_mexBdelta	Psyr_0598	Psyr_0598		amino acid/amide ABC transporter membrane protein 1, HAAT family	-0.073	-0.167	-0.099	0.016	-0.191	-0.045	-0.084	-0.101	-0.026	-0.085	-0.047	-0.091	0.119	-0.019	-0.090	-0.011	-0.155	-0.095	-0.215	0.001	-0.070	-0.118	-0.057
SyringaeB728a_mexBdelta	Psyr_0599	Psyr_0599		amino acid/amide ABC transporter membrane protein 2, HAAT family	-0.047	-0.082	-0.229	-0.026	-0.234	0.016	-0.002	-0.017	0.090	-0.025	-0.039	-0.071	-0.074	0.092	0.015	0.051	-0.063	0.008	-0.109	0.004	-0.052	0.090	-0.019
SyringaeB728a_mexBdelta	Psyr_0600	Psyr_0600		amino acid/amide ABC transporter ATP-binding protein 1, HAAT family	0.095	0.411	0.221	0.060	0.171	-0.038	0.262	0.311	0.319	0.199	0.259	0.163	0.119	0.060	-0.105	0.047	-0.109	-0.143	0.139	0.087	-0.063	-0.003	-0.134
SyringaeB728a_mexBdelta	Psyr_0601	Psyr_0601		amino acid/amide ABC transporter ATP-binding protein 2, HAAT family	0.168	-0.008	0.145	-0.189	0.141	0.456	0.240	0.018	0.181	0.056	-0.042	-0.024	0.247	0.410	0.150	0.135	-0.025	0.267	0.280	0.120	0.191	0.259	0.114
SyringaeB728a_mexBdelta	Psyr_0602	Psyr_0602		Short-chain dehydrogenase/reductase SDR	0.022	0.158	-0.083	-0.141	-0.021	0.061	-0.064	0.274	-0.054	-0.004	-0.109	-0.087	-0.314	0.088	-0.116	0.014	-0.321	-0.217	-0.160	-0.230	-0.190	-0.010	-0.180
SyringaeB728a_mexBdelta	Psyr_0603	Psyr_0603		N-acylglucosamine 2-epimerase	-0.450	-0.326	-0.450	-0.340	-0.568	-0.437	0.076	-2.108	-0.318	-0.272	-0.581	-1.177	-0.252	-0.040	-0.370	-0.592	-0.210	-0.633	-0.406	-0.499	-0.504	-0.772	-0.738
SyringaeB728a_mexBdelta	Psyr_0607	Psyr_0607		cystathionine beta-lyase	-0.019	-0.033	0.074	0.304	0.012	0.198	-0.008	0.164	0.251	0.061	-0.127	0.193	-0.276	0.004	0.050	0.094	0.012	0.175	-0.021	-0.007	-0.037	-0.009	0.006
SyringaeB728a_mexBdelta	Psyr_0608	Psyr_0608		Protein of unknown function DUF1016	0.074	0.048	0.050	0.028	0.049	0.231	0.027	-0.053	-0.039	0.040	-0.036	0.021	0.140	0.073	0.183	0.218	0.118	0.156	0.100	0.106	0.067	0.162	0.182
SyringaeB728a_mexBdelta	Psyr_0609	Psyr_0609		Glutathione S-transferase, C-terminal	-0.038	0.030	-0.025	-0.284	-0.020	-0.177	-0.085	-0.043	0.119	0.316	-0.046	-0.097	0.054	-0.148	0.166	0.403	-0.009	0.038	-0.128	0.259	0.013	0.157	0.090
SyringaeB728a_mexBdelta	Psyr_0610	Psyr_0610		ABC-2	0.020	0.020	-0.087	-0.204	0.114	0.313	0.134	0.545	0.308	0.030	0.060	0.171	-0.240	-0.687	-0.101	-0.183	-0.115	0.122	-0.037	0.005	-0.131	-0.169	0.078
SyringaeB728a_mexBdelta	Psyr_0611	Psyr_0611		ABC transporter	-0.258	-0.306	-0.385	-0.112	-0.137	-0.031	0.008	0.638	0.507	-0.044	-0.029	-0.176	-0.223	-0.328	-0.259	-0.086	-0.166	-0.170	-0.301	-0.183	-0.182	-0.477	-0.077
SyringaeB728a_mexBdelta	Psyr_0612	Psyr_0612		Nucleotidyl transferase	0.125	0.049	-0.074	-0.003	0.031	-0.010	0.214	-0.097	-0.094	-0.023	-0.011	-0.078	-0.322	-0.223	-0.081	-0.036	0.084	-0.004	-0.050	-0.288	0.002	-0.034	-0.085
SyringaeB728a_mexBdelta	Psyr_0613	Psyr_0613		conserved hypothetical protein	-0.227	-0.013	0.117	-0.107	-0.264	0.278	-0.113	0.182	-0.016	0.034	0.074	-0.108	0.055	0.029	0.204	-0.015	-0.125	0.351	0.308	-0.019	0.138	0.146	0.189
SyringaeB728a_mexBdelta	Psyr_0614	Psyr_0614		HAD-superfamily hydrolase, subfamily IA, variant 3	-0.042	0.015	0.237	0.157	-0.071	-0.206	0.024	0.027	0.053	0.061	0.005	0.060	-0.384	-0.439	-0.012	0.039	0.026	0.136	0.084	0.047	0.035	0.058	-0.134
SyringaeB728a_mexBdelta	Psyr_0615	Psyr_0615		conserved hypothetical protein	-0.025	-0.109	0.094	0.137	0.127	0.127	0.041	0.097	0.041	-0.009	0.020	-0.025	0.109	-0.114	0.100	0.118	0.051	0.003	0.139	0.131	-0.037	-0.069	0.103
SyringaeB728a_mexBdelta	Psyr_0616	Psyr_0616		conserved domain protein	0.351	0.336	-0.348	0.257	-0.012	-0.101	-0.265	-0.402	0.200	-0.312	0.635	0.189	0.130	0.039	0.043	0.214	0.391	0.047	-0.093	0.299	0.494	0.533	-0.013
SyringaeB728a_mexBdelta	Psyr_0617	Psyr_0617		conserved hypothetical protein	-0.106	-0.050	-0.183	-0.208	-0.000	-0.307	-0.110	-0.108	-0.079	-0.118	-0.189	-0.165	0.006	-0.045	-0.024	-0.011	-0.035	-0.163	0.067	-0.093	-0.118	0.007	-0.044
SyringaeB728a_mexBdelta	Psyr_0618	Psyr_0618		conserved hypothetical protein	0.171	-0.153	0.122	-0.085	-0.172	-0.310	0.201	0.183	-0.106	-0.145	0.297	-0.183	0.339	0.185	0.238	0.410	0.091	0.135	0.139	0.260	0.135	0.184	0.390
SyringaeB728a_mexBdelta	Psyr_0619	Psyr_0619		WavE lipopolysaccharide synthesis	-0.104	-0.074	0.008	0.038	-0.195	-0.065	-0.115	-0.061	-0.040	-0.086	-0.150	-0.048	0.084	0.011	0.179	0.258	-0.030	0.206	0.180	0.140	0.029	0.254	0.175
SyringaeB728a_mexBdelta	Psyr_0620	Psyr_0620		Outer membrane autotransporter barrel	-0.044	-0.076	-0.047	0.101	0.040	0.061	0.074	0.034	-0.008	0.109	-0.025	0.005	-0.008	0.077	0.098	-0.019	0.097	0.024	0.114	0.050	0.007	0.010	0.066
SyringaeB728a_mexBdelta	Psyr_0621	Psyr_0621		conserved hypothetical protein	0.087	-0.069	-0.285	0.010	-0.288	-0.309	-0.263	-0.067	-0.130	0.038	-0.065	-0.032	-0.002	0.132	0.097	-0.062	0.055	-0.001	0.075	0.030	-0.094	-0.058	-0.144
SyringaeB728a_mexBdelta	Psyr_0622	Psyr_0622		transcriptional regulator, XRE family	-0.346	0.028	-0.116	-0.171	0.228	-1.250	0.186	-0.535	0.150	0.232	0.129	-0.487	-0.029	-0.847	-0.039	0.237	0.097	0.319	0.101	0.387	0.213	0.037	0.149
SyringaeB728a_mexBdelta	Psyr_0623	Psyr_0623		Peptidase S24, S26A and S26B	0.382	0.067	0.030	0.588	-0.419	-0.210	0.472	0.150	-0.219	-0.082	-0.396	0.376	-0.331	-0.491	-0.077	-0.369	0.257	-0.529	-0.197	-0.157	-0.032	-0.203	-0.356
SyringaeB728a_mexBdelta	Psyr_0625	Psyr_0625		Protein of unknown function DUF980	-0.210	-0.019	-0.049	0.196	0.136	-0.332	-0.110	-0.006	0.258	0.041	-0.169	0.070	-0.122	-0.061	0.014	0.225	-0.292	0.037	0.003	0.045	-0.104	-0.191	-0.050
SyringaeB728a_mexBdelta	Psyr_0626	Psyr_0626		DedA	0.410	0.344	0.210	0.030	0.507	0.989	0.446	1.522	1.591	0.395	0.453	0.153	0.584	2.514	0.175	0.212	0.559	0.157	-0.029	0.342	0.083	0.253	0.686
SyringaeB728a_mexBdelta	Psyr_0627	Psyr_0627		Ethanolamine ammonia-lyase light chain	0.019	0.023	0.023	0.316	0.024	0.103	0.149	0.276	-0.016	-0.065	0.109	0.133	-0.462	0.036	-0.057	0.070	-0.117	0.088	0.237	-0.001	0.134	0.035	-0.108
SyringaeB728a_mexBdelta	Psyr_0628	Psyr_0628		Ethanolamine ammonia-lyase heavy chain	-0.068	-0.105	-0.154	0.109	-0.097	0.068	0.119	-0.191	-0.203	0.152	0.095	0.058	0.305	0.089	-0.130	0.156	0.227	0.001	0.008	0.065	-0.070	-0.039	0.053
SyringaeB728a_mexBdelta	Psyr_0629	Psyr_0629		Aldehyde dehydrogenase (NAD+)	0.460	0.167	0.209	0.186	0.240	-0.094	0.121	0.043	0.082	0.095	0.206	-0.048	-0.020	0.523	0.149	-0.031	0.244	0.114	0.103	0.028	0.006	0.043	-0.008
SyringaeB728a_mexBdelta	Psyr_0630	Psyr_0630		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	-0.085	-0.698	-0.449	-0.334	-0.481	-3.026	-0.665	-1.787	-0.126	-0.093	-0.155	-0.268	-0.043	-0.849	-0.194	-0.238	-0.619	-0.505	-0.255	-0.750	-0.124	0.068	-0.415
SyringaeB728a_mexBdelta	Psyr_0632	Psyr_0632		Protein of unknown function DUF1375	0.214	0.069	0.090	0.103	0.161	0.361	-0.011	0.181	-0.074	-0.052	0.169	-0.097	-0.356	0.126	0.081	0.026	0.062	0.068	0.192	0.114	0.142	0.105	0.009
SyringaeB728a_mexBdelta	Psyr_0633	Psyr_0633		conserved hypothetical protein	-0.240	0.482	0.103	-0.104	0.591	-1.058	-0.828	0.063	0.144	0.087	-0.159	-0.019	-0.903	-0.570	-0.031	-0.297	0.558	0.454	0.088	-0.113	0.188	0.009	0.290
SyringaeB728a_mexBdelta	Psyr_0634	Psyr_0634		MORN motif protein	-0.092	-0.164	0.004	-0.073	-0.048	-0.212	-0.052	-0.487	-0.334	-0.110	-0.094	-0.118	0.039	0.074	0.137	0.044	0.151	0.224	0.090	0.045	0.070	0.131	0.049
SyringaeB728a_mexBdelta	Psyr_0635	Psyr_0635		MaoC-like dehydratase	0.711	0.488	-0.300	0.075	0.171	0.625	0.361	0.354	0.099	0.149	0.313	0.319	0.635	0.134	0.524	0.508	0.544	0.316	0.190	0.341	0.682	0.143	-0.092
SyringaeB728a_mexBdelta	Psyr_0636	Psyr_0636		LrgA	-0.229	-0.006	0.010	0.362	0.424	-0.924	-0.331	0.082	-0.305	-0.395	-0.060	-0.222	0.252	0.641	0.215	-0.177	0.216	-0.055	-0.376	0.595	0.595	-0.087	0.346
SyringaeB728a_mexBdelta	Psyr_0637	Psyr_0637		LrgB-like protein	0.171	-0.283	-0.485	0.169	-0.027	-0.509	0.232	-0.374	-0.309	-0.484	-0.168	-0.112	0.147	-0.063	-0.083	-0.159	-0.265	-0.096	-0.210	-0.051	-0.033	0.124	0.059
SyringaeB728a_mexBdelta	Psyr_0638	Psyr_0638		Peptidase S16, lon N-terminal	-0.057	-0.500	0.028	0.069	-0.113	-1.737	-0.132	-0.454	-0.553	-0.582	-0.554	-0.213	0.114	0.241	-0.145	-0.774	-0.585	-0.188	-0.203	-0.485	-0.780	-0.490	-0.707
SyringaeB728a_mexBdelta	Psyr_0639	Psyr_0639		lipoprotein, putative	-0.036	0.141	0.010	0.040	0.224	0.435	0.292	0.047	-0.131	0.155	0.235	0.075	0.580	0.542	0.210	-0.134	-0.049	0.175	-0.226	-0.054	0.086	-0.393	0.008
SyringaeB728a_mexBdelta	Psyr_0640	Psyr_0640		lipoprotein, putative	0.119	0.053	0.235	-0.132	-0.137	0.210	0.114	-0.189	0.197	-0.009	-0.024	0.019	-0.214	0.078	0.081	0.200	0.133	0.244	0.232	0.166	0.152	0.321	0.171
SyringaeB728a_mexBdelta	Psyr_0641	Psyr_0641		smtA protein	0.047	0.272	-0.080	0.181	0.095	0.257	0.268	-0.051	-0.112	0.100	0.252	0.168	0.262	0.321	0.170	0.151	0.023	0.043	0.062	0.116	0.018	0.059	-0.019
SyringaeB728a_mexBdelta	Psyr_0643	Psyr_0643		MaoC-like dehydratase	-0.008	-0.020	-0.358	0.142	0.379	-0.260	-0.066	-0.135	0.115	0.004	0.042	-0.147	-0.406	-0.307	-0.027	0.001	-0.310	0.178	0.019	-0.094	-0.062	-0.023	0.066
SyringaeB728a_mexBdelta	Psyr_0644	Psyr_0644		Short-chain dehydrogenase/reductase SDR	0.024	-0.008	-0.159	-0.103	-0.068	0.052	0.163	-0.031	-0.125	-0.071	-0.124	0.145	0.244	0.369	0.110	-0.114	-0.090	0.154	0.075	0.022	0.021	-0.132	-0.172
SyringaeB728a_mexBdelta	Psyr_0645	Psyr_0645		3-ketoacyl-CoA thiolase	0.071	-0.612	-0.935	0.025	-0.172	0.578	-0.413	0.026	0.030	-0.377	-0.317	-0.225	-0.803	-0.054	-0.094	0.007	0.058	-0.218	-0.519	-0.114	-0.043	0.223	0.116
SyringaeB728a_mexBdelta	Psyr_0646	Psyr_0646		conserved hypothetical protein	-0.010	0.206	-0.040	0.004	-0.016	-0.080	0.184	-0.021	0.093	-0.051	-0.216	0.141	0.176	0.195	-0.014	-0.040	-0.071	0.126	0.073	0.056	-0.103	-0.086	-0.037
SyringaeB728a_mexBdelta	Psyr_0647	Psyr_0647		Protein of unknown function DUF726	0.206	-0.094	-0.051	-0.163	-0.156	0.192	-0.053	-0.162	0.015	-0.022	-0.020	0.116	-0.404	0.064	-0.019	-0.091	-0.041	-0.146	0.113	-0.138	-0.079	0.010	-0.145
SyringaeB728a_mexBdelta	Psyr_0648	Psyr_0648		transporter, putative	-0.569	-0.576	-0.592	-0.618	-0.487	-0.018	-0.556	-0.318	-0.475	-0.490	-0.849	-0.472	-0.238	-0.323	-0.467	-0.362	-0.274	-0.265	-0.524	-0.235	-0.723	-0.385	-0.691
SyringaeB728a_mexBdelta	Psyr_0649	Psyr_0649		transcriptional regulator, AraC family	-0.259	0.236	0.089	-0.045	0.104	0.536	0.014	-0.052	-0.010	-0.175	-0.261	-0.105	0.466	0.578	0.354	0.059	-0.076	0.233	0.004	0.029	-0.139	-0.077	0.111
SyringaeB728a_mexBdelta	Psyr_0650	Psyr_0650		Protein of unknown function RIO1	-0.050	-0.003	-0.099	-0.076	-0.513	0.628	-0.175	0.096	-0.181	-0.016	-0.227	-0.120	-0.358	-0.444	0.094	0.094	0.003	0.029	0.045	-0.024	0.031	0.174	0.021
SyringaeB728a_mexBdelta	Psyr_0653	Psyr_0653		transcriptional regulator, MerR family	-0.493	-0.451	-0.129	-1.612	-0.340	-0.456	-0.795	-0.736	-0.040	-0.045	-0.525	-0.173	-0.212	-0.424	-0.105	0.253	-0.170	-0.759	-0.459	0.492	-0.378	-0.340	0.273
SyringaeB728a_mexBdelta	Psyr_0654	Psyr_0654		Copper-translocating P-type ATPase:Heavy metal translocating P-type ATPase	0.084	0.093	0.019	0.200	-0.104	0.291	-0.149	0.288	0.021	0.251	0.132	0.195	0.184	0.071	0.087	0.014	0.145	-0.136	0.100	0.019	0.024	0.095	-0.016
SyringaeB728a_mexBdelta	Psyr_0655	Psyr_0655		conserved domain protein	0.125	0.089	-0.113	-0.042	-0.191	0.032	-0.404	-0.060	-0.262	0.008	0.082	-0.247	-0.075	0.097	0.006	0.125	0.148	0.023	0.104	-0.232	-0.115	-0.033	-0.019
SyringaeB728a_mexBdelta	Psyr_0657	Psyr_0657		Drug resistance transporter Bcr/CflA subfamily	-0.106	0.101	-0.159	0.192	0.129	0.346	0.258	-0.349	0.260	-0.100	-0.222	0.161	-0.085	0.237	0.018	-0.207	-0.016	-0.121	-0.021	-0.145	-0.083	-0.187	-0.029
SyringaeB728a_mexBdelta	Psyr_0658	Psyr_0658		Zinc-containing alcohol dehydrogenase superfamily	0.101	-0.006	0.262	-0.050	0.107	0.317	-0.135	0.026	0.140	-0.065	0.173	0.188	-0.613	0.086	0.122	0.132	0.212	0.024	0.155	0.049	0.197	-0.032	0.297
SyringaeB728a_mexBdelta	Psyr_0659	Psyr_0659		transcriptional regulator, LysR family	0.166	0.288	0.330	-0.021	0.018	0.456	0.209	0.171	-0.105	0.079	0.071	-0.028	-0.105	0.040	0.080	-0.167	-0.235	-0.121	-0.011	-0.031	-0.172	-0.098	0.293
SyringaeB728a_mexBdelta	Psyr_0660	Psyr_0660		transcriptional regulator, ArsR family	-0.124	0.100	0.030	0.229	0.180	-0.007	0.052	0.018	-0.075	-0.025	0.293	-0.046	-0.084	0.068	0.112	-0.028	0.013	0.154	-0.094	0.046	-0.006	-0.018	-0.058
SyringaeB728a_mexBdelta	Psyr_0661	Psyr_0661		adenosine deaminase	0.143	0.150	0.242	-0.068	0.103	-0.247	0.035	0.250	0.142	0.021	0.115	0.102	0.269	-0.020	0.124	0.215	0.053	-0.136	0.010	0.119	0.187	0.325	0.129
SyringaeB728a_mexBdelta	Psyr_0662	Psyr_0662		2OG-Fe(II) oxygenase superfamily	-0.102	-0.010	-0.199	-0.126	-0.168	0.365	-0.324	-0.147	0.006	-0.118	-0.103	0.111	0.192	0.229	0.096	0.130	0.043	-0.124	0.143	0.225	0.042	0.158	0.152
SyringaeB728a_mexBdelta	Psyr_0663	Psyr_0663		nucleoside-binding protein	0.149	0.133	0.126	0.107	0.130	-0.084	0.193	0.203	0.078	0.047	0.145	0.143	-0.085	-0.042	0.122	0.172	-0.013	0.053	-0.100	0.099	-0.018	0.036	0.039
SyringaeB728a_mexBdelta	Psyr_0664	Psyr_0664		ABC transporter	0.233	-0.714	0.172	-0.187	-0.313	0.106	0.054	-0.639	-0.277	-0.409	-0.227	0.044	-0.360	-0.249	-0.283	-0.587	0.035	-0.411	-0.157	-0.220	-0.076	-0.124	-0.426
SyringaeB728a_mexBdelta	Psyr_0665	Psyr_0665		transport system permease protein	0.016	0.250	0.155	0.148	0.263	0.045	0.007	0.310	0.154	0.018	0.246	0.137	0.184	-0.234	-0.121	-0.214	-0.340	-0.015	-0.305	0.031	-0.212	-0.233	-0.189
SyringaeB728a_mexBdelta	Psyr_0666	Psyr_0666		transport system permease protein	0.072	0.555	-0.361	0.138	0.052	0.243	0.216	0.717	0.633	0.525	-0.045	0.288	-0.411	-0.218	0.557	-0.169	0.198	0.399	0.213	0.016	0.271	0.362	0.261
SyringaeB728a_mexBdelta	Psyr_0667	Psyr_0667		Periplasmic binding protein	0.200	0.128	-0.106	0.053	0.060	0.298	-0.021	-0.033	-0.045	0.115	0.071	0.051	0.152	0.044	0.001	0.071	-0.062	-0.145	-0.126	-0.166	0.127	-0.034	-0.027
SyringaeB728a_mexBdelta	Psyr_0668	Psyr_0668		Sodium/calcium exchanger membrane region	0.017	-0.083	-0.357	0.067	-0.210	-0.059	-0.375	-0.168	-0.031	-0.009	0.028	-0.187	-0.029	0.193	-0.124	-0.144	-0.266	-0.317	-0.150	-0.436	-0.372	-0.276	-0.499
SyringaeB728a_mexBdelta	Psyr_0669	Psyr_0669		Amidohydrolase	0.069	-0.033	0.100	0.100	0.035	0.174	0.127	0.015	0.297	0.097	-0.004	0.237	0.100	-0.066	0.118	-0.161	-0.130	0.318	0.056	0.187	0.034	0.125	0.250
SyringaeB728a_mexBdelta	Psyr_0670	Psyr_0670		Short-chain dehydrogenase/reductase SDR	0.440	0.266	0.212	0.115	0.431	0.536	0.205	0.199	0.259	0.047	0.463	0.299	0.246	-0.387	0.459	0.410	0.505	-0.367	0.345	0.031	0.336	0.245	0.461
SyringaeB728a_mexBdelta	Psyr_0671	Psyr_0671		nucleoside ABC transporter membrane protein	0.419	0.375	0.240	0.346	0.221	0.581	0.027	0.048	0.182	0.195	0.314	0.214	0.555	0.510	0.075	0.353	0.183	0.070	0.200	0.249	0.254	0.115	0.100
SyringaeB728a_mexBdelta	Psyr_0672	Psyr_0672		nucleoside ABC transporter membrane protein	0.226	0.015	0.052	0.020	0.116	0.090	0.029	-0.078	-0.012	-0.081	0.015	0.121	0.177	0.025	0.153	0.072	0.078	0.077	0.048	0.144	0.002	0.194	0.114
SyringaeB728a_mexBdelta	Psyr_0673	Psyr_0673		nucleoside ABC transporter ATP-binding protein	-0.109	-0.270	-0.521	-0.387	0.071	-0.245	-0.291	-0.437	-0.265	0.005	0.002	0.063	-0.138	0.279	-0.382	0.252	-0.018	-0.038	-0.102	-0.013	-0.283	0.064	0.041
SyringaeB728a_mexBdelta	Psyr_0674	Psyr_0674		Protein of unknown function UPF0029	-0.513	-0.345	0.125	-0.314	-0.012	0.751	-0.013	-0.137	-0.018	0.036	0.139	-0.189	0.791	0.734	0.246	-0.067	-0.138	0.012	0.146	0.179	-0.172	-0.070	-0.486
SyringaeB728a_mexBdelta	Psyr_0675	Psyr_0675		transcriptional regulator, TetR family	0.063	-0.006	-0.053	0.161	0.099	0.097	-0.081	0.018	0.006	-0.070	0.000	0.142	-0.214	0.026	0.108	0.065	-0.135	0.115	0.075	0.048	0.010	0.203	0.150
SyringaeB728a_mexBdelta	Psyr_0676	Psyr_0676		Xanthine/uracil permease family	0.072	0.024	0.090	-0.011	0.079	0.137	-0.046	0.298	-0.292	0.077	0.073	0.146	0.109	-0.101	0.271	0.166	0.197	0.131	0.223	0.156	0.123	0.135	0.309
SyringaeB728a_mexBdelta	Psyr_0677	Psyr_0677		transcriptional regulator, LysR family	0.101	-0.120	0.089	-0.070	0.099	0.009	0.055	0.233	0.161	-0.007	0.224	0.019	-0.363	0.386	0.107	0.214	0.259	0.190	0.181	0.371	0.148	0.230	0.165
SyringaeB728a_mexBdelta	Psyr_0678	Psyr_0678		Aminotransferase class-III	0.129	0.160	-0.073	0.107	0.080	0.336	0.068	0.042	-0.009	0.005	0.145	0.051	0.355	0.446	0.272	0.328	0.230	0.332	0.374	0.418	0.294	0.358	0.289
SyringaeB728a_mexBdelta	Psyr_0679	Psyr_0679		methylmalonate-semialdehyde dehydrogenase (acylating)	0.061	0.126	0.006	0.091	-0.095	0.235	0.024	0.113	0.021	0.004	0.054	0.017	-0.036	0.103	0.165	0.154	0.181	0.212	0.150	0.139	0.125	0.204	0.135
SyringaeB728a_mexBdelta	Psyr_0680	Psyr_0680		DNA helicase/exodeoxyribonuclease V, gamma subunit	-0.947	-0.412	-2.543	-1.280	-0.555	-0.064	0.197	-0.870	-0.416	-0.410	-0.894	-1.066	-0.991	-0.149	-0.120	-0.204	-0.735	-0.604	-0.812	-0.366	-0.789	-0.044	-0.710
