orgId	locusId	sysName	geneName	desc	set1IT006 KB	set1IT008 KB with Dimethyl Sulfoxide 0.42 vol%	set1IT012 KB with Acriflavine 1.25 ug/ml	set1IT014 KB with Ampicillin 0.775 ug/ml	set1IT016 KB with Berberine 15.6 ug/ml	set1IT018 KB with Carbenicillin 3.1 ug/ml	set1IT020 KB with Chloramphenicol 1.55 ug/ml	set1IT022 KB with Erythromycin 6.25 ug/ml	set1IT030 KB with Nalidixic 0.775 ug/ml	set1IT034 KB with Nitrofurantoin 31.25 ug/ml	set1IT038 KB with Phloretin 125 ug/ml	set1IT046 KB with Trimethoprim 15.6 ug/ml	set3IT010 KB with Acridine orange 3.125 ug/ml	set3IT020 KB with Mitomycin C 0.05 ug/ml	set4IT014 KB	set4IT016 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT018 KB with Rifampicin 0.1 mg/ml	set4IT020 KB with capsaicin 0.25 mg/ml	set4IT022 KB with capsaicin 0.125 mg/ml	set4IT026 KB with Flavone 0.125 mg/ml	set4IT028 KB with Rotenone 0.25 mg/ml	set4IT030 KB with Rotenone 0.125 mg/ml	set4IT032 KB with Nitrofurantoin 0.0625 mg/ml
SyringaeB728a_mexBdelta	Psyr_0003	Psyr_0003		DNA replication and repair protein RecF	-0.076	0.043	-0.203	-0.164	-0.108	0.166	-0.020	-0.044	-0.102	-1.920	-0.046	-0.020	0.122	0.022	-0.060	-0.158	-0.093	-0.078	-0.044	-0.136	-0.317	0.005	-2.336
SyringaeB728a_mexBdelta	Psyr_0005	Psyr_0005		conserved hypothetical protein	0.030	0.015	-0.094	0.019	-0.019	0.146	0.210	0.092	0.032	0.066	0.024	0.035	-0.116	-0.127	0.006	0.016	0.015	-0.102	0.096	-0.107	-0.045	0.102	0.070
SyringaeB728a_mexBdelta	Psyr_0006	Psyr_0006		putative phenylacetaldoxime dehydratase	-0.154	0.036	-0.202	-0.104	-0.119	0.051	-0.157	-0.190	-0.260	-0.201	-0.099	-0.037	-0.028	-0.310	-0.031	-0.153	-0.053	-0.040	-0.093	-0.104	-0.191	0.008	-0.047
SyringaeB728a_mexBdelta	Psyr_0007	Psyr_0007		Aliphatic nitrilase	0.104	-0.206	-0.110	0.007	-0.011	-0.092	0.049	-0.059	0.034	0.059	-0.161	0.032	0.256	0.140	0.012	0.038	-0.084	-0.089	-0.006	0.064	-0.068	0.046	-0.038
SyringaeB728a_mexBdelta	Psyr_0008	Psyr_0008		transcriptional regulator, AraC family	0.043	0.137	-0.151	-0.066	-0.099	-0.223	-0.106	-0.209	-0.036	-0.026	-0.126	-0.080	-0.007	-0.368	0.140	0.032	-0.068	-0.054	-0.074	0.025	0.001	0.062	0.017
SyringaeB728a_mexBdelta	Psyr_0013	Psyr_0013		DNA-3-methyladenine glycosylase I	-0.161	-0.038	-0.164	-0.369	-0.076	0.119	-0.233	-0.425	-0.147	-0.396	-0.022	-0.381	-0.683	-0.256	-0.075	0.129	0.026	-0.112	-0.261	-0.099	0.088	-0.242	-0.277
SyringaeB728a_mexBdelta	Psyr_0014	Psyr_0014		lipid A biosynthesis acyltransferase	-1.599	-2.206	-3.377	-0.967	-3.063	-1.407	-1.575	-2.957	-3.077	-0.220	-2.554	-2.812	-4.793	-3.342	-1.046	-2.021	-2.055	-4.410	-4.020	-4.189	-2.459	-1.782	-0.979
SyringaeB728a_mexBdelta	Psyr_0015	Psyr_0015		Oxidoreductase alpha (molybdopterin) subunit	-0.012	0.036	-0.087	0.039	0.029	0.009	-0.114	0.010	0.072	0.021	-0.026	0.043	0.112	-0.066	0.024	0.060	0.023	0.023	0.045	-0.022	-0.030	0.092	0.058
SyringaeB728a_mexBdelta	Psyr_0016	Psyr_0016		TrkA-N:TrkA-C	0.090	0.071	0.030	-0.164	-0.026	0.305	-0.059	-0.019	0.245	0.221	-0.043	-0.022	-0.492	-0.575	0.108	0.109	0.221	0.130	0.141	0.205	0.095	0.027	0.288
SyringaeB728a_mexBdelta	Psyr_0017	Psyr_0017		16S rRNA m(5)C-967 methyltransferase	0.218	-0.111	-0.005	-0.540	-0.674	-0.321	0.166	-0.297	0.180	-0.209	-0.338	0.057	-0.431	0.376	0.030	-0.008	0.473	-0.520	-0.198	-0.341	-0.288	-0.260	-0.190
SyringaeB728a_mexBdelta	Psyr_0020	Psyr_0020		Peptidoglycan-binding LysM	0.202	0.219	0.397	0.071	0.133	0.295	0.151	-0.460	0.167	0.112	-0.013	0.117	0.365	0.411	-0.087	-0.222	-0.576	-0.256	-0.299	-0.228	0.228	0.086	0.007
SyringaeB728a_mexBdelta	Psyr_0021	Psyr_0021		DNA protecting protein DprA	0.275	0.119	-0.144	0.205	0.253	0.249	-0.156	0.063	-0.016	0.071	0.208	-0.011	0.434	-0.056	0.130	-0.163	-0.144	-0.055	0.030	0.084	-0.001	0.043	0.185
SyringaeB728a_mexBdelta	Psyr_0023	Psyr_0023		Zinc-containing alcohol dehydrogenase superfamily	0.019	0.011	0.075	0.049	0.059	-0.037	0.021	-0.139	-0.028	0.060	0.130	0.012	0.226	0.210	0.155	0.032	0.010	0.061	-0.014	0.035	0.060	0.065	0.163
SyringaeB728a_mexBdelta	Psyr_0025	Psyr_0025		shikimate dehydrogenase	-0.119	-0.024	0.847	-0.109	0.443	1.819	0.576	-0.526	1.098	-0.372	0.158	0.280	-0.011	0.653	-0.900	0.205	0.363	-0.047	-0.529	-0.507	-0.258	-0.338	-0.169
SyringaeB728a_mexBdelta	Psyr_0026	Psyr_0026		Sulfate transporter/antisigma-factor antagonist STAS:Sulphate transporter	-0.006	0.071	-0.188	-0.168	0.035	-0.127	-0.085	-0.168	-0.093	-0.089	0.007	-0.268	0.091	0.378	-0.050	0.113	0.030	0.008	-0.027	-0.069	-0.045	-0.020	-0.112
SyringaeB728a_mexBdelta	Psyr_0027	Psyr_0027		conserved hypothetical protein	0.017	-0.107	0.193	-0.111	0.189	-0.112	-0.025	-0.172	0.073	0.011	0.018	-0.238	0.117	0.083	0.053	0.171	-0.100	0.175	-0.103	0.135	0.120	0.188	-0.000
SyringaeB728a_mexBdelta	Psyr_0028	Psyr_0028		Substrate-binding region of ABC-type glycine betaine transport system	-0.034	0.428	0.130	0.307	0.131	0.259	0.001	-0.130	0.050	0.284	0.095	0.024	0.089	0.129	-0.058	0.040	-0.064	-0.007	0.054	0.124	-0.003	-0.186	0.024
SyringaeB728a_mexBdelta	Psyr_0029	Psyr_0029		Sulfatase	0.019	0.001	0.040	-0.011	0.082	0.262	0.012	-0.005	0.155	-0.048	0.034	-0.003	-0.099	-0.025	0.082	-0.023	0.053	0.155	-0.021	0.037	-0.009	0.103	-0.003
SyringaeB728a_mexBdelta	Psyr_0030	Psyr_0030		transcriptional regulator, LysR family	0.049	0.006	0.124	0.039	0.050	0.341	-0.102	0.065	0.029	-0.121	0.028	-0.068	-0.019	-0.062	0.046	0.181	0.048	-0.021	0.026	0.056	-0.051	0.087	0.205
SyringaeB728a_mexBdelta	Psyr_0031	Psyr_0031		Alpha/beta hydrolase fold protein	-0.100	0.115	0.052	-0.061	0.035	-0.090	0.014	-0.025	0.032	0.017	-0.088	-0.023	0.241	0.018	-0.012	-0.053	0.032	0.047	-0.021	0.025	0.043	-0.002	0.046
SyringaeB728a_mexBdelta	Psyr_0032	Psyr_0032		conserved hypothetical protein	-0.025	-0.256	-0.001	0.236	-0.041	0.558	0.124	-0.082	-0.232	-0.024	-0.011	-0.155	0.143	0.331	-0.223	-0.335	-0.089	-0.020	-0.141	-0.027	-0.488	-0.120	-0.125
SyringaeB728a_mexBdelta	Psyr_0033	Psyr_0033		tryptophan synthase, alpha chain	-0.551	-0.704	-0.536	-0.429	-0.430	0.569	-0.273	-0.107	-0.311	-0.759	-0.858	-0.434	0.184	0.016	-0.383	-0.797	-0.340	-0.587	-0.910	-0.830	-0.635	-0.946	-0.631
SyringaeB728a_mexBdelta	Psyr_0034	Psyr_0034		tryptophan synthase, beta chain	-0.378	-0.633	-0.671	-0.512	-0.258	-0.514	-0.582	-0.749	-0.693	-0.424	-0.732	-0.214	-0.600	-0.864	-0.062	-0.305	-0.298	-0.350	-0.213	-0.246	-0.236	-0.311	-0.576
SyringaeB728a_mexBdelta	Psyr_0035	Psyr_0035		regulatory protein, LysR:LysR, substrate-binding protein	-0.004	-0.058	0.099	-0.010	-0.019	0.006	0.089	-0.118	0.018	-0.022	0.028	-0.007	-0.230	-0.311	0.150	0.162	0.007	0.143	-0.082	0.015	0.023	0.075	0.211
SyringaeB728a_mexBdelta	Psyr_0036	Psyr_0036		protein of unknown function DUF883	-0.120	0.194	0.232	-0.338	-0.273	0.204	-0.190	-0.014	0.002	-0.151	-0.020	-0.203	1.412	0.812	0.026	-0.182	-0.179	-0.066	-0.245	0.191	-0.234	0.055	-0.343
SyringaeB728a_mexBdelta	Psyr_0038	Psyr_0038		Protein of unknown function DUF1161	0.414	0.340	0.469	-0.389	0.428	-0.525	0.099	0.157	0.223	0.603	-1.279	0.218	-1.277	0.156	0.231	0.310	-0.715	-0.226	-0.034	-0.032	0.641	-0.040	0.244
SyringaeB728a_mexBdelta	Psyr_0039	Psyr_0039		luciferase	0.082	0.345	0.269	-0.019	0.057	0.511	0.005	0.241	0.132	0.111	-0.014	0.126	-0.397	-0.007	0.197	0.042	-0.070	0.098	-0.046	0.039	0.049	0.071	0.185
SyringaeB728a_mexBdelta	Psyr_0040	Psyr_0040		OsmC-like protein	-0.294	-0.352	-0.058	-0.215	0.004	-0.146	-0.470	-0.716	-0.216	-0.430	0.024	-0.389	-0.308	0.174	0.160	0.293	0.257	0.606	-0.048	0.239	-0.047	0.181	0.089
SyringaeB728a_mexBdelta	Psyr_0041	Psyr_0041		Protein of unknown function DUF1161	-0.360	0.317	0.076	-0.117	-0.232	0.737	0.500	0.185	0.278	0.195	0.169	0.395	-0.375	-0.235	-0.068	-0.277	0.060	-0.297	-0.094	-0.204	-0.210	-0.033	-0.167
SyringaeB728a_mexBdelta	Psyr_0042	Psyr_0042		lipoprotein, putative	0.040	0.045	-0.113	0.013	-0.035	-0.694	-0.069	-0.217	-0.198	-0.237	0.021	0.010	-0.131	-0.286	-0.014	0.046	0.087	0.080	0.045	0.138	-0.016	0.050	-0.043
SyringaeB728a_mexBdelta	Psyr_0043	Psyr_0043		conserved hypothetical protein	-0.151	-0.007	-0.162	-0.217	-0.269	-0.007	0.167	-0.985	-0.485	-0.154	-0.020	-0.051	0.152	0.110	-0.014	-0.067	0.110	-0.113	0.023	0.109	-0.091	-0.041	0.017
SyringaeB728a_mexBdelta	Psyr_0045	Psyr_0045		oligopeptidase A, Metallo peptidase, MEROPS family M03A	-0.200	-0.071	-0.161	-0.285	-0.354	1.300	-0.171	-0.208	-0.053	-0.060	-0.243	0.052	-0.102	0.191	-0.143	-0.110	0.083	-0.014	0.013	0.049	-0.042	0.127	-0.102
SyringaeB728a_mexBdelta	Psyr_0046	Psyr_0046		conserved hypothetical protein	-0.354	0.139	-0.101	-0.082	0.212	0.910	-0.640	-0.078	-0.034	0.053	-0.044	-0.152	0.499	-0.342	0.677	0.128	-0.012	-0.420	-0.145	-0.513	0.499	0.424	-0.018
SyringaeB728a_mexBdelta	Psyr_0047	Psyr_0047		hypothetical protein	-0.042	-0.154	-0.245	0.159	0.022	-0.140	-0.061	-0.214	-0.023	0.174	-0.191	-0.069	0.214	0.687	0.029	-0.191	-0.226	0.036	0.102	0.082	-0.096	0.165	-0.098
SyringaeB728a_mexBdelta	Psyr_0048	Psyr_0048		conserved hypothetical protein	-0.143	0.277	0.103	-0.019	-0.434	-0.893	0.215	-0.133	0.588	0.036	-0.113	-0.262	0.711	1.427	0.517	-0.166	0.084	-0.212	-0.028	-0.227	-0.151	0.397	0.071
SyringaeB728a_mexBdelta	Psyr_0049	Psyr_0049		Cytochrome c, class I:Iron permease FTR1	0.071	0.066	0.096	0.056	-0.129	0.201	0.097	0.047	0.038	0.088	0.058	-0.020	-0.094	0.095	0.069	0.091	0.006	0.047	0.046	0.004	-0.038	0.074	0.048
SyringaeB728a_mexBdelta	Psyr_0050	Psyr_0050		Lysine exporter protein (LYSE/YGGA)	0.104	-0.060	-0.125	-0.122	0.269	-0.218	0.163	-0.195	0.088	0.128	0.298	-0.033	-0.659	-0.492	-0.159	-0.052	-0.379	-0.209	-0.307	-0.010	0.200	-0.223	-0.236
SyringaeB728a_mexBdelta	Psyr_0051	Psyr_0051		conserved hypothetical protein	0.364	-0.182	0.111	0.245	0.560	0.453	0.211	0.205	0.450	0.467	0.198	0.354	0.018	0.058	-0.195	0.218	0.472	0.109	0.326	0.183	0.297	0.202	0.427
SyringaeB728a_mexBdelta	Psyr_0052	Psyr_0052		ABC transporter	0.150	-0.189	-0.013	0.079	-0.131	-0.044	-0.128	0.040	-0.057	-0.239	0.136	0.127	0.336	0.726	-0.150	0.082	0.109	-0.156	0.121	-0.034	-0.051	0.109	-0.081
SyringaeB728a_mexBdelta	Psyr_0053	Psyr_0053		conserved hypothetical protein	0.520	0.377	0.140	-0.145	-0.143	-0.152	0.474	0.280	-0.128	0.279	0.190	0.142	1.038	1.411	-0.947	-0.464	-0.226	-0.380	-0.477	-0.420	-0.203	-0.186	-0.760
SyringaeB728a_mexBdelta	Psyr_0054	Psyr_0054		alginate regulatory protein AlgR3	-0.115	0.111	0.323	-0.047	-0.101	0.324	0.327	0.074	-0.112	0.209	-0.004	0.028	-0.380	-0.514	-0.238	-0.448	-0.198	-0.302	-0.167	-0.559	-0.273	-0.249	-0.516
SyringaeB728a_mexBdelta	Psyr_0055	Psyr_0055		FKBP-type peptidyl-prolyl isomerase, N-terminal:Peptidylprolyl isomerase, FKBP-type	-0.095	-0.219	-0.032	-0.206	0.087	-0.140	-0.020	-0.430	-0.054	-0.132	0.139	-0.078	0.122	-0.338	0.000	-0.105	-0.220	-0.097	-0.344	-0.084	-0.034	0.045	-0.346
SyringaeB728a_mexBdelta	Psyr_0056	Psyr_0056		Regulator of RNA polymerase sigma(70) subunit, Rsd/AlgQ	-0.224	0.010	-0.060	-0.095	-0.221	0.510	-0.101	-0.916	0.101	0.408	-0.165	0.545	-0.262	-0.175	-0.083	-0.546	-0.325	-0.415	-0.144	-0.334	-0.886	-0.004	0.340
SyringaeB728a_mexBdelta	Psyr_0057	Psyr_0057		conserved hypothetical protein	-0.026	0.045	0.156	-0.263	-0.176	0.602	-0.187	-0.008	0.027	-0.108	0.132	-0.208	0.094	0.597	-0.185	-0.121	0.130	0.108	-0.002	0.162	-0.207	-0.042	0.028
SyringaeB728a_mexBdelta	Psyr_0058	Psyr_0058		Disulfide bond formation protein DsbB	-0.277	0.010	-0.039	-0.176	-0.098	0.011	-0.184	-0.064	-0.161	-0.095	0.078	-0.221	-0.226	-0.384	-0.191	-0.085	-0.080	0.062	0.057	0.099	-0.211	-0.019	-0.031
SyringaeB728a_mexBdelta	Psyr_0059	Psyr_0059		HemY, N-terminal:HemY, N-terminal:HemY, N-terminal	-0.103	0.001	-0.194	-0.097	-0.365	0.365	-0.117	-0.119	-0.019	-0.176	-0.254	0.013	0.302	0.521	0.127	0.116	0.160	-0.088	0.056	0.060	0.050	-0.031	0.167
SyringaeB728a_mexBdelta	Psyr_0060	Psyr_0060		Protein of unknown function DUF513	-0.131	-0.000	-0.272	0.512	-0.138	-0.055	-0.137	-0.021	0.184	-0.550	-0.259	-0.217	-0.284	0.519	-0.203	-0.626	-0.102	-0.834	-0.601	0.082	-0.335	0.111	-0.199
SyringaeB728a_mexBdelta	Psyr_0063	Psyr_0063		Two-component response regulator AlgR	-0.002	0.086	0.224	0.112	0.173	-0.023	0.123	0.014	0.174	0.142	0.037	-0.010	-0.120	0.812	0.020	0.130	0.206	0.076	0.046	0.075	0.196	0.100	0.029
SyringaeB728a_mexBdelta	Psyr_0064	Psyr_0064		Sensory transduction protein kinase AlgZ	-0.359	-0.118	0.229	-0.184	0.025	-0.354	0.275	-0.048	0.381	0.009	-0.195	-0.399	0.000	0.284	-0.083	0.002	0.013	0.139	0.145	0.013	0.025	-0.177	0.015
SyringaeB728a_mexBdelta	Psyr_0066	Psyr_0066		bifunctional spore maturation protein, fused SpmA/SpmB	0.073	-0.022	0.151	0.290	0.019	-2.467	-0.095	-0.957	-0.352	0.003	-0.021	-0.126	-0.013	-0.757	0.154	0.146	-0.448	0.044	-0.049	0.036	0.249	0.199	-0.125
SyringaeB728a_mexBdelta	Psyr_0067	Psyr_0067		membrane protein, putative	-0.011	0.080	0.090	-0.007	-0.073	-0.178	-0.042	0.070	-0.045	0.150	0.057	-0.024	0.109	0.214	-0.115	-0.013	-0.038	-0.048	-0.030	0.044	-0.061	0.043	0.018
SyringaeB728a_mexBdelta	Psyr_0068	Psyr_0068		Insulinase-like:Peptidase M16, C-terminal	0.111	0.003	0.001	0.073	0.092	0.044	0.026	0.064	0.126	0.138	-0.035	0.213	0.274	0.305	-0.003	0.228	0.043	-0.094	-0.165	0.082	0.091	-0.024	0.100
SyringaeB728a_mexBdelta	Psyr_0069	Psyr_0069		Na+/Pi-cotransporter:Na/Pi cotransporter II-related protein	-0.120	0.026	-0.307	0.014	-0.059	-0.109	0.082	-0.173	0.070	-0.005	0.025	-0.135	-0.072	-0.145	-0.094	-0.198	-0.119	-0.012	-0.045	0.052	-0.140	-0.046	-0.163
SyringaeB728a_mexBdelta	Psyr_0070	Psyr_0070		hypothetical protein	0.209	0.202	-0.058	-0.190	-0.209	0.596	0.037	-0.041	-0.276	-0.260	-0.229	0.067	0.123	0.078	-0.322	-0.166	-0.240	0.328	-0.428	0.115	-0.345	-0.290	0.178
SyringaeB728a_mexBdelta	Psyr_0071	Psyr_0071		Histidine kinase, HAMP region:Bacterial chemotaxis sensory transducer	-0.031	-0.042	-0.046	-0.109	-0.071	0.144	0.014	0.005	-0.175	-0.055	-0.022	-0.110	0.316	0.226	0.162	0.167	0.051	0.024	0.102	0.054	0.046	0.088	0.065
SyringaeB728a_mexBdelta	Psyr_0072	Psyr_0072		transcriptional regulator, LysR family	-0.035	0.165	0.087	0.229	0.316	0.586	0.422	-0.193	0.130	0.278	0.158	0.234	0.476	0.456	-0.038	-0.052	0.019	-0.136	-0.201	-0.253	0.067	0.023	0.021
SyringaeB728a_mexBdelta	Psyr_0073	Psyr_0073		Multi antimicrobial extrusion protein MatE	-0.115	-0.037	-0.066	0.064	-0.128	-0.099	-0.062	-0.146	-0.127	-0.151	-0.159	-0.054	0.150	-0.150	0.019	-0.135	0.044	-0.005	-0.191	0.088	-0.366	-0.133	-0.026
SyringaeB728a_mexBdelta	Psyr_0074	Psyr_0074		diguanylate cyclase/phosphodiesterase	-0.232	-0.091	0.150	-0.084	-0.424	-0.241	-0.059	0.141	-0.312	0.069	-0.123	-0.118	-0.191	0.051	0.121	0.253	0.253	0.171	0.140	0.131	0.163	0.071	-0.044
SyringaeB728a_mexBdelta	Psyr_0076	Psyr_0076		Xanthine phosphoribosyltransferase	-0.326	-0.146	-0.115	-0.486	-0.806	-0.647	-0.491	-0.369	-0.203	-0.484	-0.555	-0.496	-0.574	-0.580	0.118	0.255	-0.061	0.222	0.340	0.084	-0.069	0.179	0.285
SyringaeB728a_mexBdelta	Psyr_0077	Psyr_0077		sigma54 specific transcriptional regulator, Fis family	0.098	-0.013	-0.079	0.010	0.131	0.365	-0.053	0.077	0.061	-0.074	0.065	0.044	0.144	0.099	-0.052	-0.041	-0.061	0.017	-0.016	-0.123	-0.183	-0.045	-0.037
SyringaeB728a_mexBdelta	Psyr_0078	Psyr_0078		Beta-lactamase-like protein	0.048	0.050	0.113	-0.008	0.029	-0.065	0.249	0.036	0.209	0.179	-0.270	-0.057	-0.131	0.066	0.173	-0.104	-0.006	0.152	0.103	0.124	0.155	0.025	-0.035
SyringaeB728a_mexBdelta	Psyr_0079	Psyr_0079		conserved hypothetical protein	-0.149	-0.053	-0.029	-0.177	-0.065	0.206	0.027	-0.058	-0.121	0.096	0.077	-0.018	0.098	0.057	0.026	0.100	-0.077	-0.007	0.036	0.030	0.056	0.027	0.032
SyringaeB728a_mexBdelta	Psyr_0080	Psyr_0080		Protein of unknown function DUF81	-0.080	-0.045	-0.045	-0.084	0.021	0.051	0.012	0.072	0.026	-0.071	-0.073	0.174	0.007	-0.004	0.115	0.005	0.105	-0.014	0.045	0.182	0.071	0.073	0.059
SyringaeB728a_mexBdelta	Psyr_0081	Psyr_0081		ABC transporter	0.247	-0.179	0.151	-0.205	-0.298	0.655	0.067	-0.082	0.217	0.123	0.190	-0.165	-0.021	-0.291	-0.387	-0.039	0.421	0.249	0.199	-0.268	-0.142	-0.174	0.149
SyringaeB728a_mexBdelta	Psyr_0082	Psyr_0082		Binding-protein-dependent transport systems inner membrane component	0.227	0.215	0.039	-0.005	0.103	0.381	0.011	0.073	0.087	-0.000	-0.152	0.041	0.443	0.106	-0.150	0.081	-0.328	0.156	0.179	-0.112	-0.144	-0.008	-0.210
SyringaeB728a_mexBdelta	Psyr_0083	Psyr_0083		Binding-protein-dependent transport systems inner membrane component	0.098	-0.139	0.240	0.028	0.050	0.541	-0.101	0.162	-0.112	-0.053	-0.046	0.050	0.389	0.208	0.014	0.171	0.155	-0.027	-0.060	-0.028	0.090	0.102	0.065
SyringaeB728a_mexBdelta	Psyr_0084	Psyr_0084		extracellular solute-binding protein, family 1	-0.035	0.020	0.064	-0.091	-0.077	0.119	-0.211	-0.076	-0.013	0.023	0.004	0.013	-0.062	-0.224	0.027	-0.024	-0.060	-0.140	0.174	0.071	-0.210	-0.100	0.017
SyringaeB728a_mexBdelta	Psyr_0085	Psyr_0085		conserved hypothetical protein	-0.177	-0.023	0.073	-0.553	-0.354	0.410	0.017	0.371	-0.306	-0.251	-0.124	0.039	-0.607	-0.639	0.232	-0.217	-0.041	-0.455	0.259	-0.340	0.050	0.307	-0.055
SyringaeB728a_mexBdelta	Psyr_0086	Psyr_0086		diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)	-0.015	0.141	-0.067	0.091	0.092	-0.007	0.064	0.046	0.010	-0.066	-0.005	-0.046	-0.205	-0.255	-0.085	0.044	0.028	0.075	-0.065	-0.087	0.047	-0.062	-0.127
SyringaeB728a_mexBdelta	Psyr_0087	Psyr_0087		Fatty acid desaturase	0.018	-0.116	-0.265	-0.259	0.231	0.655	-0.048	0.087	-0.147	-0.092	-0.098	-0.106	0.652	0.577	-0.230	0.458	0.211	0.170	-0.281	0.343	0.136	0.279	0.303
SyringaeB728a_mexBdelta	Psyr_0088	Psyr_0088		PAS:GGDEF	0.025	0.161	0.183	0.061	-0.021	0.367	0.141	-0.022	-0.226	-0.117	0.081	0.071	0.473	0.395	0.021	0.114	0.015	-0.137	-0.199	-0.105	-0.298	0.057	-0.132
SyringaeB728a_mexBdelta	Psyr_0089	Psyr_0089		Response regulator receiver	0.053	0.074	0.035	-0.077	0.063	0.132	0.065	0.104	0.089	-0.082	-0.080	-0.007	0.009	0.274	-0.035	-0.019	-0.176	-0.074	-0.176	-0.167	-0.169	-0.003	-0.036
SyringaeB728a_mexBdelta	Psyr_0090	Psyr_0090		4-aminobutyrate aminotransferase apoenzyme	-0.061	0.100	0.089	-0.235	0.049	0.206	-0.057	-0.113	-0.038	-0.011	-0.053	-0.016	-0.214	0.153	-0.019	0.200	0.037	0.001	-0.144	-0.017	0.027	0.202	0.012
SyringaeB728a_mexBdelta	Psyr_0091	Psyr_0091		succinate semialdehyde dehydrogenase	0.002	0.045	0.119	-0.112	-0.067	0.182	-0.051	-0.072	0.125	0.008	0.198	-0.039	0.244	0.238	-0.113	0.111	-0.092	0.200	-0.097	0.008	0.018	-0.108	-0.021
SyringaeB728a_mexBdelta	Psyr_0092	Psyr_0092		Lysine exporter protein (LYSE/YGGA)	0.031	-0.132	-0.214	-0.218	-0.199	-0.423	-0.154	-0.126	0.057	0.009	-0.137	-0.084	-0.129	-0.205	-0.021	0.146	-0.099	-0.231	0.084	0.205	0.057	0.085	0.021
SyringaeB728a_mexBdelta	Psyr_0093	Psyr_0093		Flavoprotein monooxygenase	0.069	0.138	0.031	0.025	0.086	0.093	0.201	0.102	0.205	0.011	0.017	0.019	0.124	0.109	-0.047	0.101	0.093	0.023	0.129	-0.134	-0.043	0.045	-0.033
SyringaeB728a_mexBdelta	Psyr_0094	Psyr_0094		hypothetical protein	0.007	0.027	0.041	-0.102	-0.051	0.066	-0.103	-0.046	-0.107	-0.088	0.006	-0.048	0.144	0.063	0.015	0.140	0.136	0.087	0.025	0.033	0.058	-0.035	0.082
SyringaeB728a_mexBdelta	Psyr_0095	Psyr_0095		transposase, IS4 family	0.065	0.110	-0.089	-0.021	0.067	-0.294	-0.086	-0.060	-0.081	-0.113	-0.196	-0.066	-0.331	-0.463	0.061	-0.094	-0.188	-0.073	-0.068	-0.003	-0.017	-0.041	-0.050
SyringaeB728a_mexBdelta	Psyr_0096	Psyr_0096		transposase, IS4 family	0.087	-0.030	0.162	0.166	0.005	0.075	-0.065	0.181	-0.067	0.073	-0.055	-0.046	-0.356	-0.236	-0.009	-0.036	-0.036	0.052	-0.048	-0.000	-0.137	-0.008	-0.108
SyringaeB728a_mexBdelta	Psyr_0097	Psyr_0097		hypothetical protein	-0.212	-0.283	-0.277	-0.208	0.055	-0.416	-0.202	-0.474	-0.047	-0.272	-0.127	-0.254	-0.529	-0.697	-0.171	0.038	-0.279	-0.103	0.036	0.140	-0.093	-0.381	0.001
SyringaeB728a_mexBdelta	Psyr_0098	Psyr_0098		Protein of unknown function DUF87	-0.221	-0.266	-0.355	-0.243	-0.292	-0.771	-0.046	-0.538	-0.238	-0.149	-0.425	-0.330	-0.468	-0.478	-0.298	-0.125	-0.378	-0.048	-0.191	-0.252	-0.224	-0.270	-0.163
SyringaeB728a_mexBdelta	Psyr_0100	Psyr_0100		conserved hypothetical protein	0.022	-0.036	-0.090	-0.081	0.007	-0.800	-0.058	-0.162	0.004	-0.185	0.068	0.008	-0.351	-0.919	0.117	-0.063	-0.052	-0.081	-0.101	0.022	-0.410	-0.105	-0.016
SyringaeB728a_mexBdelta	Psyr_0101	Psyr_0101		Protein of unknown function DUF796	-0.022	0.086	-0.053	-0.085	-0.046	-0.347	-0.045	-0.244	-0.065	-0.044	-0.065	-0.008	0.089	-0.695	-0.188	-0.190	-0.256	-0.009	-0.066	-0.235	-0.022	-0.093	-0.229
SyringaeB728a_mexBdelta	Psyr_0102	Psyr_0102		hypothetical protein	-0.110	-0.035	-0.207	-0.058	-0.015	-0.410	-0.190	-0.034	-0.133	-0.083	-0.270	-0.218	-0.214	-0.360	-0.119	-0.011	-0.152	-0.041	-0.062	0.031	-0.005	-0.031	-0.167
SyringaeB728a_mexBdelta	Psyr_0103	Psyr_0103		conserved hypothetical protein	-0.303	-0.104	-0.222	-0.182	-0.028	0.002	-0.099	-0.233	-0.268	-0.203	-0.207	-0.332	-0.015	-0.983	0.010	-0.039	-0.138	0.045	-0.111	-0.129	-0.121	-0.017	-0.180
SyringaeB728a_mexBdelta	Psyr_0104	Psyr_0104		hypothetical protein	-0.053	-0.241	-0.112	-0.048	-0.203	-0.586	-0.159	-0.365	0.002	-0.099	-0.416	-0.231	-0.129	-0.450	-0.175	-0.197	-0.257	-0.123	-0.191	-0.117	-0.300	-0.123	-0.164
SyringaeB728a_mexBdelta	Psyr_0107	Psyr_0107		hypothetical protein	-0.146	-0.117	-0.191	-0.287	-0.087	-0.140	-0.081	0.023	-0.172	-0.111	-0.071	-0.050	0.349	-0.282	0.031	0.061	-0.131	-0.012	0.064	-0.197	-0.099	-0.040	0.066
