orgId	locusId	sysName	geneName	desc	set1IT085 CPG	set1IT086 M63_quarter_strength	set1IT089 CPG	set1IT090 M63_quarter_strength	set2IT016 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set2IT019 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set2IT022 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set3IT043 M63_quarter_strength
RalstoniaPSI07	RPSI07_RS03065	RPSI07_RS03065		OmpA family protein	0.967	0.423	1.235	1.504	0.358	0.401	0.183	1.016
RalstoniaPSI07	RPSI07_RS03070	RPSI07_RS03070		type VI secretion system-associated protein TagF	-1.934	-1.330	-0.203	-0.162	-0.158	-0.547	0.219	-0.535
RalstoniaPSI07	RPSI07_RS03075	RPSI07_RS03075		type VI secretion system membrane subunit TssM	-0.307	0.008	-0.389	0.124	1.158	0.653	-0.519	-0.029
RalstoniaPSI07	RPSI07_RS03080	RPSI07_RS03080		hypothetical protein	0.518	-0.362	0.930	1.377	0.402	-0.659	-0.408	1.489
RalstoniaPSI07	RPSI07_RS03090	RPSI07_RS03090		D-alanyl-D-alanine carboxypeptidase	0.059	-0.354	-0.851	-1.363	0.393	1.164	1.590	1.800
RalstoniaPSI07	RPSI07_RS03095	RPSI07_RS03095		hypothetical protein	-0.490	1.911	-0.459	-0.666	0.399	-0.358	1.338	-0.511
RalstoniaPSI07	RPSI07_RS03100	RPSI07_RS03100		type VI secretion protein	-0.384	0.397	0.527	-0.563	0.292	0.500	-0.218	-0.377
RalstoniaPSI07	RPSI07_RS03105	RPSI07_RS03105		phospholipase	0.473	0.055	0.495	1.455	-0.075	-0.139	0.473	-0.688
RalstoniaPSI07	RPSI07_RS03115	RPSI07_RS03115		hypothetical protein	-1.227	-0.306	-0.439	-0.400	0.269	0.521	0.648	-0.906
RalstoniaPSI07	RPSI07_RS03120	RPSI07_RS03120		hypothetical protein	-0.147	-0.089	-2.516	1.756	0.472	0.265	0.855	0.288
RalstoniaPSI07	RPSI07_RS03125	RPSI07_RS03125		hypothetical protein	-1.402	0.733	-1.419	0.070	1.018	-1.404	-1.292	0.557
RalstoniaPSI07	RPSI07_RS03130	RPSI07_RS03130		MEKHLA domain-containing protein	1.531	1.926	-0.014	0.053	-0.689	-0.327	0.081	-1.847
RalstoniaPSI07	RPSI07_RS03135	RPSI07_RS03135		LysR family transcriptional regulator	0.454	-0.251	0.141	-0.056	0.724	-0.444	0.429	0.504
RalstoniaPSI07	RPSI07_RS03140	RPSI07_RS03140		nuclear transport factor 2 family protein	1.020	0.727	1.931	1.403	-0.404	0.090	0.963	-1.338
RalstoniaPSI07	RPSI07_RS03145	RPSI07_RS03145		LuxR family transcriptional regulator	0.455	-0.559	-0.267	-0.226	1.123	3.528	0.775	-0.171
RalstoniaPSI07	RPSI07_RS03150	RPSI07_RS03150		GNAT family N-acetyltransferase	-1.900	-0.478	-2.044	-0.211	-1.447	0.081	0.554	0.158
RalstoniaPSI07	RPSI07_RS03155	RPSI07_RS03155		alpha/beta hydrolase	-1.118	0.589	-0.452	0.105	1.227	1.790	1.590	0.062
RalstoniaPSI07	RPSI07_RS03160	RPSI07_RS03160		PLP-dependent transferase	0.371	0.412	-0.356	-0.243	1.704	1.694	1.973	0.425
RalstoniaPSI07	RPSI07_RS03165	RPSI07_RS03165		hypothetical protein	-0.023	0.775	-0.551	-0.251	-0.410	-0.320	0.420	0.138
RalstoniaPSI07	RPSI07_RS03175	RPSI07_RS03175		omega-3 fatty acid desaturase transmembrane protein	-0.562	-1.964	-0.441	-0.104	-1.498	0.295	0.445	1.024
RalstoniaPSI07	RPSI07_RS03180	RPSI07_RS03180		hypothetical protein	-1.075	-0.021	-0.116	0.643	-0.575	-2.735	-1.707	0.070
RalstoniaPSI07	RPSI07_RS03185	RPSI07_RS03185		beta-ketoacyl-ACP synthase	1.010	0.744	-0.868	0.888	-0.737	-0.283	-2.366	1.722
RalstoniaPSI07	RPSI07_RS03190	RPSI07_RS03190		membrane protein	0.602	1.394	1.053	-0.012	-1.736	-1.613	-1.634	0.068
RalstoniaPSI07	RPSI07_RS03195	RPSI07_RS03195		carbamoyltransferase	-0.773	-0.257	-1.836	-1.870	-4.646	-5.489	-4.771	-0.473
RalstoniaPSI07	RPSI07_RS03200	RPSI07_RS03200		iron-containing redox enzyme family protein	-0.121	-0.251	-0.365	-0.754	-3.521	-3.921	-4.447	-0.055
RalstoniaPSI07	RPSI07_RS03205	RPSI07_RS03205		alpha/beta hydrolase	1.249	0.729	-0.069	-1.397	-1.958	-2.256	-2.113	1.281
RalstoniaPSI07	RPSI07_RS03210	RPSI07_RS03210		acyl carrier protein	1.348	0.827	-0.597	-0.639	-1.616	-2.789	-2.218	-0.119
RalstoniaPSI07	RPSI07_RS03215	RPSI07_RS03215		acyl-CoA desaturase	-0.632	-1.235	-0.093	-0.985	-1.525	0.294	-2.743	-1.023
RalstoniaPSI07	RPSI07_RS03220	RPSI07_RS03220		hypothetical protein	-0.920	-0.013	0.612	0.541	-2.225	-0.493	-2.724	0.383
RalstoniaPSI07	RPSI07_RS03225	RPSI07_RS03225		pyridoxal phosphate-dependent aminotransferase	-0.074	0.266	0.046	0.722	-0.085	-0.657	-0.249	0.886
RalstoniaPSI07	RPSI07_RS03230	RPSI07_RS03230		LysR family transcriptional regulator	-1.207	-2.562	-2.482	0.699	1.474	-1.380	0.725	-0.990
RalstoniaPSI07	RPSI07_RS03235	RPSI07_RS03235		N-acetyl-gamma-glutamyl-phosphate reductase	0.576	-0.554	-0.715	-0.913	1.221	1.362	-1.790	0.284
RalstoniaPSI07	RPSI07_RS03240	RPSI07_RS03240		LysR family transcriptional regulator	-1.143	-0.324	-0.472	0.676	0.232	0.800	1.163	-0.415
RalstoniaPSI07	RPSI07_RS03245	RPSI07_RS03245		ABC transporter substrate-binding protein	0.063	-0.309	-1.002	-0.504	0.143	-0.777	-0.410	0.441
RalstoniaPSI07	RPSI07_RS03250	RPSI07_RS03250		ABC transporter permease	-0.202	0.680	0.764	-0.421	0.384	-0.568	-1.636	0.681
RalstoniaPSI07	RPSI07_RS03255	RPSI07_RS03255		ABC transporter permease	-0.447	-0.010	-0.634	0.820	-0.649	-0.016	0.648	0.041
RalstoniaPSI07	RPSI07_RS03260	RPSI07_RS03260		ABC transporter ATP-binding protein	0.607	1.216	1.388	2.218	-1.069	0.149	-1.120	1.063
RalstoniaPSI07	RPSI07_RS03265	RPSI07_RS03265		ABC transporter ATP-binding protein	-0.121	-1.648	0.002	1.298	-0.370	-0.460	0.708	0.788
RalstoniaPSI07	RPSI07_RS03270	RPSI07_RS03270		M20 peptidase family dipeptidase	-1.995	-0.804	-0.738	-1.073	0.936	-0.003	-0.668	-0.453
RalstoniaPSI07	RPSI07_RS03275	RPSI07_RS03275		alpha/beta hydrolase	-0.214	0.406	0.156	0.006	-0.642	-0.972	1.101	-0.573
RalstoniaPSI07	RPSI07_RS03280	RPSI07_RS03280		TetR/AcrR family transcriptional regulator	-0.797	2.204	0.666	2.646	0.044	0.525	0.816	-0.023
RalstoniaPSI07	RPSI07_RS03285	RPSI07_RS03285		MFS transporter	-0.340	-1.574	0.143	0.165	-0.346	0.455	0.028	2.379
RalstoniaPSI07	RPSI07_RS03290	RPSI07_RS03290		translesion DNA synthesis-associated protein ImuA	-0.199	-1.082	-0.673	-0.001	0.148	-0.506	0.819	-0.195
RalstoniaPSI07	RPSI07_RS03295	RPSI07_RS03295		DNA polymerase Y family protein	-2.151	-0.540	-0.864	-0.573	1.057	-0.071	-0.360	-0.619
RalstoniaPSI07	RPSI07_RS03300	RPSI07_RS03300		error-prone DNA polymerase	-0.906	-1.421	0.323	-0.689	0.231	0.482	0.012	-1.637
RalstoniaPSI07	RPSI07_RS03305	RPSI07_RS03305		XRE family transcriptional regulator	2.223	4.335	1.704	3.249	0.526	3.678	-0.636	1.924
RalstoniaPSI07	RPSI07_RS03310	RPSI07_RS03310		anion transporter	-0.882	-0.239	-0.363	1.256	1.967	-0.970	-0.727	0.672
RalstoniaPSI07	RPSI07_RS03315	RPSI07_RS03315		elongation factor G	-0.167	0.511	-0.221	-1.040	0.519	-0.355	-0.990	0.381
RalstoniaPSI07	RPSI07_RS03320	RPSI07_RS03320		Crp/Fnr family transcriptional regulator	1.859	0.111	0.234	0.346	-1.181	0.355	1.843	0.576
RalstoniaPSI07	RPSI07_RS03325	RPSI07_RS03325		DUF962 domain-containing protein	-1.828	-1.369	0.929	-0.563	-0.268	0.295	1.509	-0.851
RalstoniaPSI07	RPSI07_RS03330	RPSI07_RS03330		ferredoxin family protein	-0.071	-0.745	0.832	0.641	-0.591	-0.707	0.489	-0.320
RalstoniaPSI07	RPSI07_RS03335	RPSI07_RS03335		membrane protein	0.110	0.713	-0.201	-0.863	0.054	-0.379	0.975	-1.211
RalstoniaPSI07	RPSI07_RS03345	RPSI07_RS03345		DJ-1/PfpI family protein	-0.222	-0.743	-0.530	-1.349	0.796	-1.654	-0.318	0.341
RalstoniaPSI07	RPSI07_RS03350	RPSI07_RS03350		F0F1 ATP synthase subunit epsilon	-0.116	-0.424	-2.469	-1.604	0.707	-0.839	-0.282	0.952
RalstoniaPSI07	RPSI07_RS03355	RPSI07_RS03355		TonB-dependent receptor	3.883	0.114	3.395	0.440	-0.318	0.438	1.347	-1.112
RalstoniaPSI07	RPSI07_RS03360	RPSI07_RS03360		DUF4154 domain-containing protein	-0.807	0.047	-1.308	1.796	1.513	-0.269	4.346	0.845
RalstoniaPSI07	RPSI07_RS03365	RPSI07_RS03365		GGDEF-domain containing protein	0.299	-1.659	0.246	-0.640	0.315	-1.802	-0.180	-1.347
RalstoniaPSI07	RPSI07_RS03370	RPSI07_RS03370		malate dehydrogenase (quinone)	0.599	-1.074	-1.011	-0.079	-0.900	0.671	-1.121	0.448
RalstoniaPSI07	RPSI07_RS03375	RPSI07_RS03375		TetR/AcrR family transcriptional regulator	-0.335	-0.519	0.215	0.202	-1.301	-0.336	-0.271	0.689
RalstoniaPSI07	RPSI07_RS03380	RPSI07_RS03380		TetR family transcriptional regulator	0.578	0.550	0.314	0.096	-2.262	-0.202	-1.188	-1.292
RalstoniaPSI07	RPSI07_RS03385	RPSI07_RS03385		AdeC/AdeK/OprM family multidrug efflux complex outer membrane factor	-0.645	0.233	-0.261	-1.249	-0.505	0.737	-0.389	0.992
RalstoniaPSI07	RPSI07_RS03390	RPSI07_RS03390		multidrug efflux RND transporter permease subunit	-0.066	0.086	-0.074	-0.509	-0.714	-0.124	0.558	-1.028
RalstoniaPSI07	RPSI07_RS03395	RPSI07_RS03395		efflux RND transporter periplasmic adaptor subunit	-1.330	-0.656	-0.124	-0.902	-0.739	1.326	-0.075	-0.884
RalstoniaPSI07	RPSI07_RS03400	RPSI07_RS03400		YncE family protein	-0.546	-1.391	1.149	-0.042	-1.096	0.137	0.610	1.551
RalstoniaPSI07	RPSI07_RS03405	RPSI07_RS03405		GntR family transcriptional regulator	-0.117	-1.586	0.688	-1.089	-0.369	0.628	1.140	0.150
RalstoniaPSI07	RPSI07_RS03410	RPSI07_RS03410		LysR family transcriptional regulator	-0.555	-0.257	-0.849	-0.589	-1.219	-0.145	-0.625	-0.364
RalstoniaPSI07	RPSI07_RS03415	RPSI07_RS03415		efflux transporter periplasmic adaptor subunit	-1.351	0.911	0.671	1.224	0.372	1.521	0.678	-2.351
RalstoniaPSI07	RPSI07_RS03420	RPSI07_RS03420		MFS transporter	-0.470	-1.483	-1.832	-0.277	-0.212	0.006	-0.351	1.547
RalstoniaPSI07	RPSI07_RS03425	RPSI07_RS03425		multidrug transporter	0.995	0.283	0.446	-0.064	0.617	1.503	-1.171	0.592
RalstoniaPSI07	RPSI07_RS03430	RPSI07_RS03430		TetR family transcriptional regulator	-2.235	-1.811	-1.869	-0.034	-2.115	-1.487	-1.628	1.986
RalstoniaPSI07	RPSI07_RS03440	RPSI07_RS03440		pirin family protein	-0.396	-1.187	-0.726	0.016	-1.226	1.548	-0.086	0.265
RalstoniaPSI07	RPSI07_RS03445	RPSI07_RS03445		alkene reductase	-0.004	0.710	0.510	-0.055	0.071	-1.624	0.343	-0.467
RalstoniaPSI07	RPSI07_RS03450	RPSI07_RS03450		hypothetical protein	1.054	-0.738	-0.593	-0.337	-0.183	-1.312	0.443	3.430
RalstoniaPSI07	RPSI07_RS03455	RPSI07_RS03455		LysR family transcriptional regulator	-0.401	-0.179	-0.771	0.427	-0.504	-0.198	-0.737	0.083
RalstoniaPSI07	RPSI07_RS03460	RPSI07_RS03460		methyltransferase domain-containing protein	-1.770	-1.205	-0.115	-0.462	0.916	0.012	0.113	2.084
RalstoniaPSI07	RPSI07_RS03465	RPSI07_RS03465		5-dehydro-4-deoxyglucarate dehydratase	-0.178	-0.632	0.550	0.538	-1.263	0.785	1.157	0.394
RalstoniaPSI07	RPSI07_RS03470	RPSI07_RS03470		aldehyde dehydrogenase (NADP(+))	-0.319	0.022	-0.792	0.032	-1.865	-0.431	0.783	0.199
RalstoniaPSI07	RPSI07_RS03475	RPSI07_RS03475		MFS transporter	0.460	-0.766	-0.829	-0.008	-0.735	-0.128	-0.297	-0.313
RalstoniaPSI07	RPSI07_RS03480	RPSI07_RS03480		glucarate dehydratase	0.916	-0.003	-0.121	1.080	-0.063	-0.012	-0.060	-0.058
RalstoniaPSI07	RPSI07_RS03485	RPSI07_RS03485		galactarate dehydratase	-0.029	-0.219	-0.428	-1.334	0.929	-1.678	-0.862	-1.592
RalstoniaPSI07	RPSI07_RS03490	RPSI07_RS03490		NAD(P)-dependent oxidoreductase	-1.329	0.236	-1.450	-2.114	-0.825	-0.251	-0.489	-0.621
RalstoniaPSI07	RPSI07_RS03495	RPSI07_RS03495		SMP-30/gluconolactonase/LRE family protein	0.994	0.820	-0.413	-0.157	-0.952	-1.195	-0.731	0.865
RalstoniaPSI07	RPSI07_RS03500	RPSI07_RS03500		endopolygalacturonase	0.108	0.522	0.247	0.376	-0.149	-0.555	-0.089	-0.289
RalstoniaPSI07	RPSI07_RS03505	RPSI07_RS03505		MFS transporter	0.003	-0.276	-0.208	-1.230	-0.171	-0.678	-0.144	0.039
RalstoniaPSI07	RPSI07_RS03510	RPSI07_RS03510		NUDIX domain-containing protein	-0.185	1.787	-1.063	1.529	0.673	-1.215	-0.827	0.195
RalstoniaPSI07	RPSI07_RS03515	RPSI07_RS03515		nicotinate phosphoribosyltransferase	0.005	-0.465	0.579	0.726	0.632	-0.240	-1.883	0.590
RalstoniaPSI07	RPSI07_RS03525	RPSI07_RS03525		sodium transporter	-0.349	0.702	-0.207	-0.251	0.202	-1.887	-0.250	1.197
RalstoniaPSI07	RPSI07_RS03535	RPSI07_RS03535		methyl-accepting chemotaxis protein	-0.268	0.572	0.625	1.308	-0.188	-0.197	0.359	-0.152
RalstoniaPSI07	RPSI07_RS03540	RPSI07_RS03540		hypothetical protein	1.017	-0.229	0.257	0.847	-0.046	-1.881	1.345	1.646
RalstoniaPSI07	RPSI07_RS03545	RPSI07_RS03545		leucine-rich repeat domain-containing protein	-1.406	-2.198	1.650	-1.702	0.901	-1.250	-0.655	1.680
RalstoniaPSI07	RPSI07_RS03550	RPSI07_RS03550		transcriptional regulator	0.597	0.701	-0.359	-0.699	-0.617	1.641	-0.212	1.865
RalstoniaPSI07	RPSI07_RS03555	RPSI07_RS03555		NAD(P)-dependent oxidoreductase	0.397	0.098	1.119	1.346	-0.010	0.443	0.178	-0.655
RalstoniaPSI07	RPSI07_RS03560	RPSI07_RS03560		hypothetical protein	-0.193	1.054	-0.344	-0.913	-0.215	0.594	-0.118	-0.323
RalstoniaPSI07	RPSI07_RS03565	RPSI07_RS03565		hypothetical protein	0.034	0.979	0.537	-0.102	0.492	0.117	-0.975	-0.547
RalstoniaPSI07	RPSI07_RS03570	RPSI07_RS03570		hypothetical protein	0.477	0.940	-0.567	0.053	-0.740	-0.101	0.540	1.234
RalstoniaPSI07	RPSI07_RS03575	RPSI07_RS03575		hypothetical protein	1.617	0.872	1.521	0.323	-1.119	2.237	1.359	0.557
RalstoniaPSI07	RPSI07_RS03580	RPSI07_RS03580		RNA polymerase sigma factor	-0.609	-1.988	-1.118	-1.707	-0.792	-0.788	0.410	-0.570
RalstoniaPSI07	RPSI07_RS03585	RPSI07_RS03585		FecR family protein	3.343	1.555	2.413	2.289	-0.394	0.248	1.175	0.686
RalstoniaPSI07	RPSI07_RS03590	RPSI07_RS03590		DNA-binding response regulator	0.105	-0.070	0.295	-1.113	0.365	2.090	-1.587	-0.407
RalstoniaPSI07	RPSI07_RS03595	RPSI07_RS03595		DNA-binding response regulator	-1.569	-1.896	-0.907	-1.260	-0.745	-0.117	-1.295	-0.204
RalstoniaPSI07	RPSI07_RS03600	RPSI07_RS03600		molecular chaperone Tir	1.213	0.191	-0.788	-0.129	0.113	0.038	0.227	0.376
RalstoniaPSI07	RPSI07_RS03610	RPSI07_RS03610		hypothetical protein	0.351	-1.976	0.411	-0.759	1.065	0.909	0.592	-1.821
RalstoniaPSI07	RPSI07_RS03620	RPSI07_RS03620		hypothetical protein	-1.001	1.064	-0.485	-1.037	0.519	1.011	1.355	-0.267
RalstoniaPSI07	RPSI07_RS03625	RPSI07_RS03625		hypothetical protein	0.500	0.910	0.010	-0.088	-0.275	-0.947	0.539	-0.043
RalstoniaPSI07	RPSI07_RS03635	RPSI07_RS03635		EscR/YscR/HrcR family type III secretion system export apparatus protein	0.087	-0.411	0.424	0.165	0.108	-0.206	0.351	0.261
RalstoniaPSI07	RPSI07_RS03640	RPSI07_RS03640		YscQ/HrcQ family type III secretion apparatus protein	1.311	0.213	0.213	1.841	1.384	-1.154	0.507	-0.656
RalstoniaPSI07	RPSI07_RS03645	RPSI07_RS03645		type III secretion protein HpaP	-2.139	0.259	-0.948	1.336	-1.603	-1.172	0.032	-0.069
RalstoniaPSI07	RPSI07_RS03650	RPSI07_RS03650		EscV/YscV/HrcV family type III secretion system export apparatus protein	0.171	1.303	0.291	0.749	0.769	-0.786	1.010	-0.209
RalstoniaPSI07	RPSI07_RS03655	RPSI07_RS03655		EscU/YscU/HrcU family type III secretion system export apparatus switch protein	0.028	-0.794	-0.215	-0.103	1.145	-0.793	0.303	-1.101
RalstoniaPSI07	RPSI07_RS03660	RPSI07_RS03660		HrpB1 family type III secretion system apparatus protein	0.137	-0.065	-0.267	0.531	-0.308	-0.364	-1.074	-0.763
RalstoniaPSI07	RPSI07_RS03670	RPSI07_RS03670		EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	-1.210	-1.399	-1.186	-0.747	0.007	1.213	-0.160	1.860
RalstoniaPSI07	RPSI07_RS03675	RPSI07_RS03675		type III secretion protein HrpB4	-1.702	-1.040	1.330	-0.995	-1.035	-0.583	-0.145	-0.267
RalstoniaPSI07	RPSI07_RS03680	RPSI07_RS03680		HrpE/YscL family type III secretion apparatus protein	0.495	-0.595	1.075	0.762	0.932	2.012	0.398	1.645
RalstoniaPSI07	RPSI07_RS03685	RPSI07_RS03685		EscN/YscN/HrcN family type III secretion system ATPase	-0.732	-1.006	-1.196	-2.715	0.915	0.866	-0.291	-0.996
RalstoniaPSI07	RPSI07_RS03690	RPSI07_RS03690		type III secretion protein HrpB7	-1.567	-0.698	-0.638	-1.660	0.407	0.852	-0.578	0.069
RalstoniaPSI07	RPSI07_RS03695	RPSI07_RS03695		EscT/YscT/HrcT family type III secretion system export apparatus protein	-1.297	-0.659	-1.716	-1.861	0.366	-0.926	-0.065	-0.366
RalstoniaPSI07	RPSI07_RS03700	RPSI07_RS03700		AraC family transcriptional regulator	-1.006	-1.185	-0.659	-1.686	-0.432	-0.808	-0.489	0.461
RalstoniaPSI07	RPSI07_RS03705	RPSI07_RS03705		EscC/YscC/HrcC family type III secretion system outer membrane ring protein	1.203	-0.604	-0.447	-1.146	0.297	1.053	-0.142	1.948
RalstoniaPSI07	RPSI07_RS03710	RPSI07_RS03710		protein popC	0.331	-0.392	-0.029	0.847	0.723	-0.423	-0.287	0.369
RalstoniaPSI07	RPSI07_RS03720	RPSI07_RS03720		hypothetical protein	0.303	-1.282	-0.315	-1.042	-0.530	0.948	1.540	0.637
RalstoniaPSI07	RPSI07_RS03725	RPSI07_RS03725		TonB-dependent receptor	-1.066	-0.276	-0.443	-0.260	-1.098	-0.375	-0.203	-0.142
RalstoniaPSI07	RPSI07_RS03730	RPSI07_RS03730		hypothetical protein	-0.318	0.227	0.295	-0.517	0.170	-0.508	0.734	1.099
RalstoniaPSI07	RPSI07_RS03735	RPSI07_RS03735		polygalacturonase	0.138	1.718	0.685	1.540	1.662	-1.496	-0.232	-2.356
RalstoniaPSI07	RPSI07_RS03740	RPSI07_RS03740		polygalacturonase	-0.124	-0.495	-1.033	-1.124	0.574	0.511	-0.587	0.121
RalstoniaPSI07	RPSI07_RS03745	RPSI07_RS03745		membrane protein	-0.377	0.475	-0.271	-0.384	0.012	-0.458	0.509	-0.094
RalstoniaPSI07	RPSI07_RS03750	RPSI07_RS03750		type III effector protein	-1.486	0.623	0.011	-0.507	-0.055	-1.498	0.148	-1.481
RalstoniaPSI07	RPSI07_RS03760	RPSI07_RS03760		DNA translocase FtsK	-0.348	1.061	0.273	-1.101	1.563	0.073	0.820	-1.117
RalstoniaPSI07	RPSI07_RS03765	RPSI07_RS03765		hypothetical protein	-0.647	0.006	0.825	-0.566	0.743	0.429	0.852	-0.626
RalstoniaPSI07	RPSI07_RS03770	RPSI07_RS03770		type III effector protein	-0.028	0.235	0.179	-0.858	-0.522	-0.744	-0.015	-0.185
RalstoniaPSI07	RPSI07_RS03775	RPSI07_RS03775		type I glutamate--ammonia ligase	-0.077	-0.574	-0.710	-0.009	0.603	0.663	0.098	0.529
RalstoniaPSI07	RPSI07_RS03780	RPSI07_RS03780		hypothetical protein	0.125	1.150	0.711	-0.090	-0.524	-0.379	0.676	1.323
RalstoniaPSI07	RPSI07_RS03790	RPSI07_RS03790		decarboxylase	0.428	-0.634	0.412	0.110	-0.997	0.106	0.605	0.715
RalstoniaPSI07	RPSI07_RS03795	RPSI07_RS03795		acetylornithine aminotransferase	0.130	1.634	-0.067	0.559	0.540	0.103	0.199	0.202
RalstoniaPSI07	RPSI07_RS03800	RPSI07_RS03800		membrane protein	0.225	-1.400	-0.962	-0.827	0.744	-0.453	-0.483	0.567
RalstoniaPSI07	RPSI07_RS03805	RPSI07_RS03805		voltage-gated chloride channel protein	1.915	1.455	0.952	-1.316	0.524	-0.394	-0.674	1.620
RalstoniaPSI07	RPSI07_RS03810	RPSI07_RS03810		gamma-glutamylcyclotransferase	-0.433	-1.660	-1.533	-1.248	0.316	1.697	0.413	-0.983
RalstoniaPSI07	RPSI07_RS03815	RPSI07_RS03815		leucine--tRNA ligase	0.330	0.434	-0.265	0.010	0.274	0.396	1.209	-0.900
RalstoniaPSI07	RPSI07_RS03820	RPSI07_RS03820		class I SAM-dependent methyltransferase	-0.663	-0.969	-0.988	-1.185	-0.314	0.966	0.596	0.040
RalstoniaPSI07	RPSI07_RS03825	RPSI07_RS03825		P-aminobenzoate N-oxygenase AurF family protein	-0.561	-0.854	-0.321	0.250	0.239	-0.564	-0.539	-0.049
RalstoniaPSI07	RPSI07_RS03830	RPSI07_RS03830		hypothetical protein	-0.497	-0.546	0.163	1.338	1.034	1.788	-0.216	-0.794
RalstoniaPSI07	RPSI07_RS03835	RPSI07_RS03835		TauD/TfdA family dioxygenase	-1.228	-0.709	-0.483	-1.565	-1.049	-0.745	0.738	1.876
RalstoniaPSI07	RPSI07_RS03840	RPSI07_RS03840		class I SAM-dependent methyltransferase	-0.213	-0.145	-0.745	0.599	-0.024	-0.604	-0.571	-0.717
RalstoniaPSI07	RPSI07_RS03845	RPSI07_RS03845		aminotransferase class V-fold PLP-dependent enzyme	-1.483	0.065	0.481	-0.033	-0.073	-0.816	-0.065	2.334
RalstoniaPSI07	RPSI07_RS03855	RPSI07_RS03855		hypothetical protein	-0.784	-0.353	-0.774	0.451	-0.154	0.288	-1.373	1.576
RalstoniaPSI07	RPSI07_RS03860	RPSI07_RS03860		membrane protein	-0.703	-1.311	-0.779	0.168	0.004	-0.419	0.330	0.409
RalstoniaPSI07	RPSI07_RS03865	RPSI07_RS03865		efflux RND transporter periplasmic adaptor subunit	0.324	1.963	0.108	1.071	1.009	0.294	1.084	0.344
RalstoniaPSI07	RPSI07_RS03870	RPSI07_RS03870		CusA/CzcA family heavy metal efflux RND transporter	0.183	0.196	1.224	0.394	0.135	-0.677	-0.118	0.501
RalstoniaPSI07	RPSI07_RS03875	RPSI07_RS03875		hypothetical protein	0.095	0.609	0.058	-0.296	1.698	-1.865	-0.258	2.165
RalstoniaPSI07	RPSI07_RS03880	RPSI07_RS03880		ABC transporter substrate-binding protein	-1.007	0.005	-0.229	-0.190	-0.742	0.453	0.694	-1.624
RalstoniaPSI07	RPSI07_RS03885	RPSI07_RS03885		ABC transporter ATP-binding protein	0.097	-0.371	-0.119	0.354	0.534	0.049	-0.133	0.164
RalstoniaPSI07	RPSI07_RS03890	RPSI07_RS03890		ABC transporter permease	0.090	0.276	-0.977	-1.033	0.468	0.093	0.019	-2.384
RalstoniaPSI07	RPSI07_RS03895	RPSI07_RS03895		ABC transporter substrate-binding protein	0.871	-0.374	-0.580	-0.487	-0.479	-0.555	0.424	0.112
RalstoniaPSI07	RPSI07_RS03900	RPSI07_RS03900		transcriptional regulator ArgP	0.808	-0.739	0.672	0.802	0.404	1.178	-0.259	0.864
RalstoniaPSI07	RPSI07_RS03905	RPSI07_RS03905		amino acid transporter	-0.825	0.570	-0.203	0.628	0.869	0.487	1.029	-0.843
RalstoniaPSI07	RPSI07_RS03910	RPSI07_RS03910		hypothetical protein	0.051	-0.734	-0.074	0.312	0.709	0.377	0.559	-0.407
RalstoniaPSI07	RPSI07_RS03915	RPSI07_RS03915		iron-containing redox enzyme family protein	-0.656	0.163	-0.252	-0.000	1.019	0.798	-0.355	0.551
RalstoniaPSI07	RPSI07_RS03920	RPSI07_RS03920		hypothetical protein	1.333	0.362	0.395	-1.546	0.546	0.330	1.306	0.118
RalstoniaPSI07	RPSI07_RS03925	RPSI07_RS03925		hypothetical protein	0.379	-1.145	-0.182	0.075	-2.036	2.097	-1.375	-1.821
RalstoniaPSI07	RPSI07_RS03930	RPSI07_RS03930		SGNH/GDSL hydrolase family protein	0.811	0.451	0.659	-1.008	1.035	-1.303	0.086	0.327
RalstoniaPSI07	RPSI07_RS03935	RPSI07_RS03935		proline dehydrogenase	-1.038	-0.165	-0.678	0.404	1.351	-1.994	-0.108	-1.021
RalstoniaPSI07	RPSI07_RS03940	RPSI07_RS03940		ATP-grasp domain-containing protein	-0.917	-2.238	-0.323	-0.206	0.796	-0.128	-0.959	-1.512
RalstoniaPSI07	RPSI07_RS03945	RPSI07_RS03945		hypothetical protein	-0.764	-1.407	0.342	-0.079	0.572	-0.111	-0.448	-0.876
RalstoniaPSI07	RPSI07_RS03950	RPSI07_RS03950		alpha/beta hydrolase	0.786	-0.405	0.739	-1.858	-0.248	-1.278	-1.772	-1.091
RalstoniaPSI07	RPSI07_RS03955	RPSI07_RS03955		MFS transporter	-0.573	0.649	0.704	0.019	0.319	-0.822	-0.565	-0.410
RalstoniaPSI07	RPSI07_RS03960	RPSI07_RS03960		hypothetical protein	0.089	0.696	0.213	0.077	-0.292	-0.495	0.867	0.713
