orgId	locusId	sysName	geneName	desc	set1IT085 CPG	set1IT086 M63_quarter_strength	set1IT089 CPG	set1IT090 M63_quarter_strength	set2IT016 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set2IT019 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set2IT022 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set3IT043 M63_quarter_strength
RalstoniaPSI07	RPSI07_RS10675	RPSI07_RS10675		hypothetical protein	0.598	-0.382	-0.436	-0.038	-0.183	-0.432	1.258	1.078
RalstoniaPSI07	RPSI07_RS10690	RPSI07_RS10690		thiol:disulfide interchange protein	3.033	3.482	2.826	1.112	-0.872	2.395	0.118	0.282
RalstoniaPSI07	RPSI07_RS10695	RPSI07_RS10695		oxidoreductase	-0.426	-2.398	-0.032	0.158	1.558	0.598	1.048	0.252
RalstoniaPSI07	RPSI07_RS10700	RPSI07_RS10700		PDZ domain-containing protein	0.903	2.054	2.964	2.877	-1.348	-0.238	-1.046	3.273
RalstoniaPSI07	RPSI07_RS10705	RPSI07_RS10705		FUSC family protein	-0.926	0.562	-0.297	0.709	0.867	1.458	-0.145	2.943
RalstoniaPSI07	RPSI07_RS10720	RPSI07_RS10720		hypothetical protein	1.181	-0.331	0.144	2.288	0.635	0.482	0.161	0.909
RalstoniaPSI07	RPSI07_RS10730	RPSI07_RS10730		CYTH domain-containing protein	1.775	-0.014	0.931	0.865	-2.495	1.943	2.664	0.299
RalstoniaPSI07	RPSI07_RS10745	RPSI07_RS10745		DUF1311 domain-containing protein	0.905	3.729	1.009	1.268	-0.462	0.845	-0.390	1.773
RalstoniaPSI07	RPSI07_RS10760	RPSI07_RS10760		phosphoglycolate phosphatase	1.086	0.242	0.734	1.516	-0.502	1.010	0.134	1.042
RalstoniaPSI07	RPSI07_RS10770	RPSI07_RS10770		Co2+/Mg2+ efflux protein ApaG	-0.108	0.517	1.006	-0.060	2.486	-3.142	-1.764	0.553
RalstoniaPSI07	RPSI07_RS10780	RPSI07_RS10780		murein transglycosylase	-2.878	-2.977	-0.032	0.740	-1.023	-2.355	-1.838	0.554
RalstoniaPSI07	RPSI07_RS10785	RPSI07_RS10785		phenylacetate--CoA ligase	-0.133	-0.057	-0.277	-0.261	0.800	-0.880	-0.536	0.547
RalstoniaPSI07	RPSI07_RS10790	RPSI07_RS10790		phenylacetic acid degradation protein PaaD	-1.010	1.057	0.036	0.778	2.282	0.818	-0.918	-1.559
RalstoniaPSI07	RPSI07_RS10795	RPSI07_RS10795		2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	2.155	0.753	1.099	1.791	0.050	-0.011	0.951	-0.767
RalstoniaPSI07	RPSI07_RS10800	RPSI07_RS10800		enoyl-CoA hydratase	-1.205	0.331	0.096	-0.247	-0.486	1.315	0.713	-2.613
RalstoniaPSI07	RPSI07_RS10830	RPSI07_RS10830		amidohydrolase	0.624	0.610	-1.012	0.820	1.242	0.578	0.073	-0.692
RalstoniaPSI07	RPSI07_RS10835	RPSI07_RS10835		ABC transporter substrate-binding protein	0.306	-0.939	-1.148	0.048	2.277	0.478	-0.343	0.835
RalstoniaPSI07	RPSI07_RS10840	RPSI07_RS10840		ABC transporter permease	0.427	2.045	0.357	1.604	-0.003	0.033	1.734	1.448
RalstoniaPSI07	RPSI07_RS10845	RPSI07_RS10845		ABC transporter permease	-0.729	-0.127	-0.835	-0.856	1.317	0.699	-2.155	-0.742
RalstoniaPSI07	RPSI07_RS10850	RPSI07_RS10850		ABC transporter ATP-binding protein	0.143	-0.298	-0.191	-1.306	0.239	-0.867	0.452	0.062
RalstoniaPSI07	RPSI07_RS10855	RPSI07_RS10855		ABC transporter ATP-binding protein	1.303	-0.015	-0.730	0.091	1.283	-0.322	-1.771	0.004
RalstoniaPSI07	RPSI07_RS10860	RPSI07_RS10860		acetylornithine deacetylase	-0.832	-2.186	-0.767	-1.535	1.338	0.565	0.004	-0.662
RalstoniaPSI07	RPSI07_RS10865	RPSI07_RS10865		ABC transporter permease	-0.699	1.786	0.381	-0.426	-0.179	0.920	0.064	-1.136
RalstoniaPSI07	RPSI07_RS10870	RPSI07_RS10870		PTS fructose transporter subunit IIBC	1.090	1.123	0.229	0.826	1.639	0.057	-0.230	0.388
RalstoniaPSI07	RPSI07_RS10875	RPSI07_RS10875		1-phosphofructokinase	0.199	-0.308	-1.431	-2.052	1.270	-1.025	-0.027	0.458
RalstoniaPSI07	RPSI07_RS10880	RPSI07_RS10880		phosphoenolpyruvate--protein phosphotransferase	-1.387	0.050	0.348	1.245	0.576	-0.268	-1.056	-1.357
RalstoniaPSI07	RPSI07_RS10885	RPSI07_RS10885		LacI family DNA-binding transcriptional regulator	2.504	0.601	1.439	1.709	0.275	1.646	1.287	0.947
RalstoniaPSI07	RPSI07_RS10890	RPSI07_RS10890		molybdopterin oxidoreductase family protein	0.878	1.361	0.679	-0.261	1.122	1.171	0.235	2.347
RalstoniaPSI07	RPSI07_RS10895	RPSI07_RS10895		aminopeptidase	2.114	0.920	2.349	0.617	0.311	-1.253	-0.570	-0.022
RalstoniaPSI07	RPSI07_RS10900	RPSI07_RS10900		long-chain-fatty-acid--CoA ligase	5.022	-0.745	7.232	-0.181	1.441	-1.416	0.647	-2.350
RalstoniaPSI07	RPSI07_RS10905	RPSI07_RS10905		MFS transporter	1.677	1.778	0.698	1.614	0.489	0.053	-0.851	0.100
RalstoniaPSI07	RPSI07_RS10910	RPSI07_RS10910		porin	1.341	-0.936	0.949	-0.476	-0.344	-1.676	0.180	-2.397
RalstoniaPSI07	RPSI07_RS10920	RPSI07_RS10920		division/cell wall cluster transcriptional repressor MraZ	-0.056	-0.032	0.063	-0.885	2.909	0.249	-0.544	0.726
RalstoniaPSI07	RPSI07_RS10995	RPSI07_RS10995		peroxiredoxin	-1.624	0.042	0.761	1.629	0.284	2.070	0.777	2.202
RalstoniaPSI07	RPSI07_RS11010	RPSI07_RS11010		M23 family peptidase	-1.215	0.185	0.128	-0.197	-0.422	-0.022	0.264	-0.289
RalstoniaPSI07	RPSI07_RS11025	RPSI07_RS11025		DUF815 domain-containing protein	1.031	-0.605	0.999	1.024	-0.101	0.801	-0.444	0.189
RalstoniaPSI07	RPSI07_RS11030	RPSI07_RS11030		NUDIX domain-containing protein	0.323	0.060	-1.218	-0.759	-0.114	-0.224	0.669	1.732
RalstoniaPSI07	RPSI07_RS11040	RPSI07_RS11040		cell division protein ZapD	-1.489	-1.083	-0.634	0.272	-0.054	-1.170	-0.534	-0.517
RalstoniaPSI07	RPSI07_RS11050	RPSI07_RS11050		prepilin peptidase	2.632	0.479	5.768	-0.670	-2.128	1.175	0.788	-0.154
RalstoniaPSI07	RPSI07_RS11055	RPSI07_RS11055		type II secretion system F family protein	4.729	-0.052	5.010	-1.636	-0.206	-0.788	-0.094	-0.759
RalstoniaPSI07	RPSI07_RS11060	RPSI07_RS11060		type IV-A pilus assembly ATPase PilB	3.222	-0.715	3.080	-0.065	0.251	0.201	-0.410	-0.267
RalstoniaPSI07	RPSI07_RS11065	RPSI07_RS11065		HlyC/CorC family transporter	-0.255	-0.377	1.976	-0.384	0.175	1.132	-1.572	-1.894
RalstoniaPSI07	RPSI07_RS11095	RPSI07_RS11095		glutamate 5-kinase	-0.080	-2.831	-0.239	-2.525	-3.838	-2.501	-4.368	-1.868
RalstoniaPSI07	RPSI07_RS11100	RPSI07_RS11100		hypothetical protein	-0.582	-0.364	0.810	-0.608	-1.245	-0.469	-0.055	0.167
RalstoniaPSI07	RPSI07_RS11115	RPSI07_RS11115		lytic transglycosylase	6.238	0.779	6.679	-0.436	0.123	3.224	3.043	1.164
RalstoniaPSI07	RPSI07_RS11120	RPSI07_RS11120		2-oxoglutarate-dependent dioxygenase	-1.205	-3.177	-0.383	-0.184	0.790	-1.367	0.088	0.040
RalstoniaPSI07	RPSI07_RS11130	RPSI07_RS11130		hypoxanthine-guanine phosphoribosyltransferase	-0.573	-0.821	-1.273	0.388	-0.456	-0.833	0.634	1.626
RalstoniaPSI07	RPSI07_RS11140	RPSI07_RS11140		inner membrane protein YpjD	0.052	-1.004	-1.376	0.589	1.993	-0.310	-1.196	-1.338
RalstoniaPSI07	RPSI07_RS11145	RPSI07_RS11145		hypothetical protein	2.089	0.269	1.402	0.540	-1.403	0.023	0.018	-1.670
RalstoniaPSI07	RPSI07_RS11150	RPSI07_RS11150		PAS domain-containing sensor histidine kinase	6.423	0.201	4.297	-2.092	-0.883	-3.180	1.180	-0.274
RalstoniaPSI07	RPSI07_RS11155	RPSI07_RS11155		sigma-54-dependent Fis family transcriptional regulator	1.877	-0.096	1.909	-0.422	0.756	-0.948	-2.188	0.680
RalstoniaPSI07	RPSI07_RS11175	RPSI07_RS11175		DUF2817 domain-containing protein	-0.019	-1.014	1.115	1.062	-2.012	-0.120	1.691	0.461
RalstoniaPSI07	RPSI07_RS11180	RPSI07_RS11180		EamA family transporter	0.223	1.003	0.048	0.862	-0.537	-0.057	-0.046	0.615
RalstoniaPSI07	RPSI07_RS11185	RPSI07_RS11185		Lrp/AsnC family transcriptional regulator	0.847	-0.366	0.679	-0.849	-0.532	-0.313	-1.209	-1.716
RalstoniaPSI07	RPSI07_RS11190	RPSI07_RS11190		hypothetical protein	-0.598	-0.927	0.356	-0.837	-1.554	0.915	1.341	0.178
RalstoniaPSI07	RPSI07_RS11195	RPSI07_RS11195		membrane protein	-0.890	-0.213	-1.817	-0.392	-1.299	0.785	1.899	0.389
RalstoniaPSI07	RPSI07_RS11200	RPSI07_RS11200		DUF2147 domain-containing protein	-1.621	-0.010	-0.649	1.397	-2.935	0.967	0.124	-0.098
RalstoniaPSI07	RPSI07_RS11205	RPSI07_RS11205		hemagglutinin	1.009	0.043	0.502	1.158	0.244	-2.220	0.476	-0.291
RalstoniaPSI07	RPSI07_RS11225	RPSI07_RS11225		membrane protein	-0.367	-0.227	-1.276	0.510	1.313	-0.788	0.776	0.163
RalstoniaPSI07	RPSI07_RS11235	RPSI07_RS11235		thiol peroxidase	0.494	-1.514	-0.602	0.311	0.538	0.041	-1.725	-0.797
RalstoniaPSI07	RPSI07_RS11240	RPSI07_RS11240		DUF3426 domain-containing protein	0.858	0.350	-0.929	-0.181	-0.713	0.886	1.352	-0.889
RalstoniaPSI07	RPSI07_RS11245	RPSI07_RS11245		50S ribosomal protein L11 methyltransferase	0.844	-0.754	-0.496	-0.977	-0.324	-3.002	2.264	-3.917
RalstoniaPSI07	RPSI07_RS11260	RPSI07_RS11260		type II 3-dehydroquinate dehydratase	2.306	2.371	-0.224	0.034	-0.988	-0.040	-1.736	0.391
RalstoniaPSI07	RPSI07_RS11265	RPSI07_RS11265		TlpA family protein disulfide reductase	0.063	1.140	-1.569	-0.830	-0.522	0.167	-0.749	1.246
RalstoniaPSI07	RPSI07_RS11270	RPSI07_RS11270		hypothetical protein	0.253	-0.702	-0.708	-1.178	-0.109	1.325	0.365	0.788
RalstoniaPSI07	RPSI07_RS11275	RPSI07_RS11275		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	-2.834	-1.139	-0.153	2.579	1.627	-2.348	-2.285	-0.225
RalstoniaPSI07	RPSI07_RS11280	RPSI07_RS11280		esterase	-0.297	0.916	0.318	-0.110	0.736	-1.298	-0.168	-0.932
RalstoniaPSI07	RPSI07_RS11285	RPSI07_RS11285		chorismate lyase	0.778	0.570	-0.604	-0.367	0.936	0.150	1.170	-1.201
RalstoniaPSI07	RPSI07_RS11295	RPSI07_RS11295		energy transducer TonB	-1.202	-0.942	-0.432	-1.483	0.237	-1.804	0.191	-0.411
RalstoniaPSI07	RPSI07_RS11300	RPSI07_RS11300		shikimate dehydrogenase	0.442	-4.142	-2.205	-2.968	-1.848	-2.222	-2.384	-3.312
RalstoniaPSI07	RPSI07_RS11305	RPSI07_RS11305		monofunctional biosynthetic peptidoglycan transglycosylase	0.035	0.042	0.601	0.269	1.644	0.606	-1.567	0.903
RalstoniaPSI07	RPSI07_RS11310	RPSI07_RS11310		HARPIN	0.043	-1.425	-0.050	-1.008	1.160	0.300	0.783	1.304
RalstoniaPSI07	RPSI07_RS11315	RPSI07_RS11315		magnesium and cobalt transport protein CorA	-1.557	0.661	-0.612	0.662	-0.354	-0.656	1.175	-0.462
RalstoniaPSI07	RPSI07_RS11325	RPSI07_RS11325		cation transporter	-2.157	-1.031	-1.033	0.166	-0.162	-0.187	0.027	-2.825
RalstoniaPSI07	RPSI07_RS11345	RPSI07_RS11345		NADP-dependent malic enzyme	0.313	1.624	-1.889	0.106	-0.793	-2.117	-1.111	0.798
RalstoniaPSI07	RPSI07_RS11350	RPSI07_RS11350		ribonuclease N	-1.625	1.217	0.124	0.177	1.277	1.247	-0.237	2.300
RalstoniaPSI07	RPSI07_RS11360	RPSI07_RS11360		DUF937 domain-containing protein	-1.281	-1.323	1.512	0.560	-0.563	0.492	0.775	0.651
RalstoniaPSI07	RPSI07_RS11365	RPSI07_RS11365		16S rRNA (uracil(1498)-N(3))-methyltransferase	-1.777	-2.059	-1.895	0.225	-1.138	-1.134	-1.026	0.884
RalstoniaPSI07	RPSI07_RS11370	RPSI07_RS11370		VOC family protein	0.374	-0.139	-1.173	-0.225	1.521	-0.881	-0.965	-1.302
RalstoniaPSI07	RPSI07_RS11375	RPSI07_RS11375		transcriptional regulator GcvA	1.178	-1.147	0.936	-0.271	-1.699	1.196	-0.005	1.777
RalstoniaPSI07	RPSI07_RS11380	RPSI07_RS11380		porin	1.965	1.622	2.163	2.133	1.686	0.353	-0.984	-0.612
RalstoniaPSI07	RPSI07_RS11385	RPSI07_RS11385		2-dehydro-3-deoxygalactonokinase	0.304	0.247	-1.401	-0.017	-0.646	-0.435	-2.317	0.717
RalstoniaPSI07	RPSI07_RS11390	RPSI07_RS11390		arabinose ABC transporter substrate-binding protein	0.681	-0.597	0.140	0.243	1.001	0.453	0.940	0.753
RalstoniaPSI07	RPSI07_RS11395	RPSI07_RS11395		L-arabinose ABC transporter ATP-binding protein AraG	1.432	0.547	1.895	0.576	0.708	-0.480	0.452	-0.706
RalstoniaPSI07	RPSI07_RS11400	RPSI07_RS11400		L-arabinose ABC transporter permease AraH	0.878	-1.137	-0.231	-1.305	0.203	0.744	0.419	-0.906
RalstoniaPSI07	RPSI07_RS11405	RPSI07_RS11405		SMP-30/gluconolactonase/LRE family protein	-1.218	-0.317	-0.556	-0.878	-0.458	-0.225	1.016	0.348
RalstoniaPSI07	RPSI07_RS11410	RPSI07_RS11410		aldose 1-epimerase	-0.017	-0.100	-0.733	-1.192	-0.143	0.428	-2.046	0.363
RalstoniaPSI07	RPSI07_RS11415	RPSI07_RS11415		short-chain dehydrogenase	-1.032	1.920	-0.869	-2.044	0.458	-0.446	-0.895	-1.032
RalstoniaPSI07	RPSI07_RS11420	RPSI07_RS11420		2-dehydro-3-deoxy-6-phosphogalactonate aldolase	2.232	1.459	0.959	-0.112	-0.730	-1.617	-1.333	1.900
RalstoniaPSI07	RPSI07_RS11425	RPSI07_RS11425		galactonate dehydratase	0.672	0.258	-0.361	0.818	0.148	-0.457	0.377	0.449
RalstoniaPSI07	RPSI07_RS11440	RPSI07_RS11440		LysR family transcriptional regulator	-4.628	10.158	0.534	7.985	-2.753	-4.548	-5.633	3.700
RalstoniaPSI07	RPSI07_RS11445	RPSI07_RS11445		ferric iron uptake transcriptional regulator	-1.262	0.940	-2.494	-0.487	-2.032	-2.624	0.645	0.577
RalstoniaPSI07	RPSI07_RS11475	RPSI07_RS11475		glutamate-5-semialdehyde dehydrogenase	-1.296	-1.998	-2.141	-1.804	0.251	-1.924	-0.013	-0.348
RalstoniaPSI07	RPSI07_RS11485	RPSI07_RS11485		class I SAM-dependent RNA methyltransferase	-1.099	0.448	-0.454	0.114	-0.601	0.256	-0.068	-0.878
RalstoniaPSI07	RPSI07_RS11490	RPSI07_RS11490		response regulator	-0.781	2.097	-1.090	0.638	0.866	1.239	0.497	2.403
RalstoniaPSI07	RPSI07_RS11495	RPSI07_RS11495		hybrid sensor histidine kinase/response regulator	3.644	14.618	7.918	17.990	-1.281	3.955	-1.604	9.711
RalstoniaPSI07	RPSI07_RS11500	RPSI07_RS11500		two-component sensor histidine kinase	2.787	13.834	5.683	15.253	-2.334	3.234	-2.772	13.917
RalstoniaPSI07	RPSI07_RS11505	RPSI07_RS11505		class I SAM-dependent methyltransferase	3.411	8.043	4.660	8.001	2.240	4.023	0.236	7.654
RalstoniaPSI07	RPSI07_RS11515	RPSI07_RS11515		NAD synthetase	0.064	-1.927	-0.820	-1.267	-0.427	-0.907	0.435	-0.159
RalstoniaPSI07	RPSI07_RS11520	RPSI07_RS11520		NAD(P) transhydrogenase subunit alpha	-1.583	-0.892	-0.439	-0.185	1.488	-1.590	-2.170	0.755
RalstoniaPSI07	RPSI07_RS11525	RPSI07_RS11525		aspartate 1-decarboxylase	-0.464	-1.808	-1.179	-0.353	-4.489	-5.243	-7.143	-1.123
RalstoniaPSI07	RPSI07_RS11530	RPSI07_RS11530		NAD(P)(+) transhydrogenase (Re/Si-specific) subunit alpha	-0.920	-0.667	-1.634	-0.877	-0.201	0.153	0.923	0.005
RalstoniaPSI07	RPSI07_RS11535	RPSI07_RS11535		TonB-dependent siderophore receptor	-0.048	0.511	1.351	-0.932	-0.103	0.973	-0.064	-2.355
RalstoniaPSI07	RPSI07_RS11540	RPSI07_RS11540		DUF1624 domain-containing protein	-0.372	1.030	1.112	1.031	-0.025	-0.098	-1.058	0.403
RalstoniaPSI07	RPSI07_RS11545	RPSI07_RS11545		EmrB/QacA family drug resistance transporter	-0.228	0.343	-1.375	-0.759	0.147	0.190	1.466	-0.630
RalstoniaPSI07	RPSI07_RS11550	RPSI07_RS11550		HlyD family secretion protein	2.216	-0.905	1.739	0.232	0.723	-0.245	0.597	0.215
RalstoniaPSI07	RPSI07_RS11555	RPSI07_RS11555		MarR family transcriptional regulator	0.929	0.409	-0.571	0.264	0.194	0.409	-0.509	0.820
RalstoniaPSI07	RPSI07_RS11560	RPSI07_RS11560		NUDIX hydrolase	-2.582	0.865	-1.480	-0.508	0.862	-1.234	-3.558	0.447
RalstoniaPSI07	RPSI07_RS11570	RPSI07_RS11570		FMN-binding glutamate synthase family protein	1.840	0.598	1.038	1.613	-1.079	0.625	-0.493	3.296
RalstoniaPSI07	RPSI07_RS11575	RPSI07_RS11575		glutathione S-transferase	2.340	-0.584	-0.456	1.745	-1.049	-0.230	-1.208	0.907
RalstoniaPSI07	RPSI07_RS11585	RPSI07_RS11585		cytochrome b	-1.480	-0.532	-0.574	0.465	0.126	0.538	1.025	0.500
RalstoniaPSI07	RPSI07_RS11590	RPSI07_RS11590		polyisoprenoid-binding protein	-1.000	-0.018	-0.280	-1.260	-0.980	1.709	-1.260	-0.457
RalstoniaPSI07	RPSI07_RS11595	RPSI07_RS11595		polyisoprenoid-binding protein	0.512	0.181	0.583	0.425	-0.790	-0.596	-0.117	0.002
RalstoniaPSI07	RPSI07_RS11615	RPSI07_RS11615		tRNA guanosine(34) transglycosylase Tgt	-1.081	-0.872	-1.122	-2.023	-0.815	-0.686	0.569	-1.165
RalstoniaPSI07	RPSI07_RS11620	RPSI07_RS11620		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	-2.287	-2.308	-3.529	-2.846	-2.310	-5.496	-1.018	-1.374
RalstoniaPSI07	RPSI07_RS11625	RPSI07_RS11625		DNA helicase RecG	-0.579	-0.489	-1.597	-0.045	-2.650	-1.637	0.982	-1.713
RalstoniaPSI07	RPSI07_RS11635	RPSI07_RS11635		hypothetical protein	0.571	-0.374	0.110	-1.358	-0.261	-1.111	1.597	0.690
RalstoniaPSI07	RPSI07_RS11640	RPSI07_RS11640		hypothetical protein	-0.854	-1.648	-0.443	-1.049	1.738	-1.413	0.089	0.221
RalstoniaPSI07	RPSI07_RS11650	RPSI07_RS11650		UDP-glucuronosyltransferase	-0.464	1.712	0.438	1.235	-2.229	-0.864	0.840	-1.830
RalstoniaPSI07	RPSI07_RS11655	RPSI07_RS11655		glycosyl transferase family 1	0.268	-1.025	0.880	-0.616	-0.606	0.906	0.773	-0.002
RalstoniaPSI07	RPSI07_RS11660	RPSI07_RS11660		calcium-binding protein	-0.426	-0.235	-0.591	-0.212	-0.282	-0.098	0.106	-0.237
RalstoniaPSI07	RPSI07_RS11665	RPSI07_RS11665		IS3 family transposase	-1.224	0.323	0.447	1.468	-0.073	-0.076	-0.569	-2.177
RalstoniaPSI07	RPSI07_RS11670	RPSI07_RS11670		calcium-binding protein	-1.129	-1.883	0.117	-0.704	-1.242	0.561	0.946	-0.917
RalstoniaPSI07	RPSI07_RS11675	RPSI07_RS11675		chromate resistance protein	-0.326	0.910	-0.269	0.324	1.316	1.231	-1.299	-0.236
RalstoniaPSI07	RPSI07_RS11680	RPSI07_RS11680		hypothetical protein	0.065	0.065	-0.100	-0.513	1.068	0.119	-1.223	0.116
RalstoniaPSI07	RPSI07_RS11690	RPSI07_RS11690		hydrogen peroxide-inducible genes activator	-0.898	0.299	2.823	-1.208	-0.838	-3.104	-0.646	-1.390
RalstoniaPSI07	RPSI07_RS11695	RPSI07_RS11695		catalase	-1.168	0.305	0.194	-0.724	-1.669	-0.416	-0.265	-1.020
RalstoniaPSI07	RPSI07_RS11705	RPSI07_RS11705		DNA starvation/stationary phase protection protein	0.087	-0.676	0.285	0.449	-1.145	1.603	0.769	-1.523
RalstoniaPSI07	RPSI07_RS11715	RPSI07_RS11715		hypothetical protein	-0.624	-0.537	-1.085	-1.323	0.035	1.111	1.047	0.063
RalstoniaPSI07	RPSI07_RS11720	RPSI07_RS11720		pyrroline-5-carboxylate reductase	-0.397	-3.540	-0.511	-2.485	-1.321	-0.997	-2.747	-2.230
RalstoniaPSI07	RPSI07_RS11725	RPSI07_RS11725		YggS family pyridoxal phosphate-dependent enzyme	0.600	0.231	-0.783	-0.711	-1.204	-2.364	-1.559	-1.828
RalstoniaPSI07	RPSI07_RS11730	RPSI07_RS11730		type IV pili twitching motility protein PilT	7.568	2.783	5.226	0.521	0.329	1.080	-0.885	1.352
RalstoniaPSI07	RPSI07_RS11735	RPSI07_RS11735		twitching motility protein PilT	-0.389	-2.347	-2.089	-1.408	-0.203	-0.151	-0.034	-0.284
RalstoniaPSI07	RPSI07_RS11740	RPSI07_RS11740		pilus assembly protein PilE	-0.240	-0.158	-0.677	1.957	-0.945	1.028	-1.189	-0.002
RalstoniaPSI07	RPSI07_RS11745	RPSI07_RS11745		prepilin-type N-terminal cleavage/methylation domain-containing protein	-1.595	-1.499	0.528	-0.421	-0.718	-1.686	-0.650	2.038
RalstoniaPSI07	RPSI07_RS11750	RPSI07_RS11750		type IV pilus modification protein PilV	-0.833	-1.626	0.716	-0.209	0.065	-1.204	0.211	-2.361
RalstoniaPSI07	RPSI07_RS11755	RPSI07_RS11755		prepilin-type N-terminal cleavage/methylation domain-containing protein	-0.054	1.124	-0.980	0.420	-0.067	0.195	-0.569	-1.001
RalstoniaPSI07	RPSI07_RS11760	RPSI07_RS11760		pilus assembly protein	0.015	-1.053	-0.015	0.619	-0.136	0.455	1.311	1.261
RalstoniaPSI07	RPSI07_RS11765	RPSI07_RS11765		pilus assembly protein PilY	-0.158	-0.329	-0.100	-0.115	0.030	0.467	-1.417	0.268
RalstoniaPSI07	RPSI07_RS11770	RPSI07_RS11770		glutathione peroxidase	-1.517	0.276	-0.612	-0.995	1.120	-0.427	-0.982	-1.673
RalstoniaPSI07	RPSI07_RS11775	RPSI07_RS11775		YafY family transcriptional regulator	1.231	0.166	0.326	0.972	-1.352	-0.206	0.288	0.388
RalstoniaPSI07	RPSI07_RS11780	RPSI07_RS11780		cupin domain-containing protein	0.137	-0.939	-0.337	1.390	0.185	-0.363	0.834	-0.357
RalstoniaPSI07	RPSI07_RS11785	RPSI07_RS11785		VOC family protein	-0.247	-1.265	-0.769	0.736	0.475	0.180	-2.231	-0.140
RalstoniaPSI07	RPSI07_RS11790	RPSI07_RS11790		LrgB family protein	0.375	-1.796	-0.406	-0.048	-0.004	0.085	-1.700	-0.399
RalstoniaPSI07	RPSI07_RS11795	RPSI07_RS11795		CidA/LrgA family protein	-0.028	-1.026	1.411	-0.052	0.776	-2.352	0.058	2.288
RalstoniaPSI07	RPSI07_RS11800	RPSI07_RS11800		glycolate oxidase iron-sulfur subunit	-0.317	-0.046	-1.490	-0.824	-0.374	0.910	-0.477	1.823
RalstoniaPSI07	RPSI07_RS11805	RPSI07_RS11805		glycolate oxidase subunit GlcE	-0.219	-0.333	-0.614	-0.127	-1.813	-0.350	0.688	0.075
RalstoniaPSI07	RPSI07_RS11810	RPSI07_RS11810		FAD-binding oxidoreductase	-0.841	0.051	-0.284	-0.181	0.184	0.473	0.296	-1.731
RalstoniaPSI07	RPSI07_RS11815	RPSI07_RS11815		LysR family transcriptional regulator	-0.170	0.732	-0.918	0.958	-0.480	0.930	1.010	-0.526
RalstoniaPSI07	RPSI07_RS11820	RPSI07_RS11820		FAD-binding protein	-2.074	-0.419	0.879	-0.018	0.214	-0.981	0.035	-0.538
RalstoniaPSI07	RPSI07_RS11825	RPSI07_RS11825		ATP:cob(I)alamin adenosyltransferase	-0.763	0.357	-0.686	-0.314	-2.600	-0.447	-1.174	-0.649
RalstoniaPSI07	RPSI07_RS11830	RPSI07_RS11830		mechanosensitive ion channel family protein	-1.861	-2.449	0.382	0.631	0.617	-0.685	-1.649	-0.386
RalstoniaPSI07	RPSI07_RS11840	RPSI07_RS11840		type II toxin-antitoxin system HipA family toxin	-1.158	-0.917	-0.990	-0.283	0.288	-1.742	-0.250	-0.994
RalstoniaPSI07	RPSI07_RS11850	RPSI07_RS11850		metalloprotease TldD	-0.961	-0.349	-1.268	-0.101	0.323	0.553	-1.220	1.699
RalstoniaPSI07	RPSI07_RS11855	RPSI07_RS11855		carbon-nitrogen hydrolase family protein	-0.049	0.385	0.887	1.068	0.882	0.390	-0.896	0.469
RalstoniaPSI07	RPSI07_RS11860	RPSI07_RS11860		TIGR02099 family protein	-0.986	0.506	-0.752	1.702	0.392	0.301	-0.174	0.860
RalstoniaPSI07	RPSI07_RS11865	RPSI07_RS11865		bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	-1.428	1.676	1.540	2.561	-1.219	-2.177	0.104	1.619
RalstoniaPSI07	RPSI07_RS11870	RPSI07_RS11870		rhombosortase	1.638	0.351	3.081	-1.144	-0.158	0.790	-0.092	0.810
RalstoniaPSI07	RPSI07_RS11875	RPSI07_RS11875		MprA protease, GlyGly-CTERM protein-sorting domain-containing form	-0.190	0.813	0.644	0.740	1.625	1.338	-1.124	-0.954
RalstoniaPSI07	RPSI07_RS11880	RPSI07_RS11880		MprA protease, GlyGly-CTERM protein-sorting domain-containing form	-0.863	-0.691	0.353	-2.303	-0.861	-3.107	0.214	-0.662
RalstoniaPSI07	RPSI07_RS11890	RPSI07_RS11890		DNA repair protein RecN	-3.213	-0.301	-0.417	-1.101	-1.297	-0.228	0.833	0.333
RalstoniaPSI07	RPSI07_RS11900	RPSI07_RS11900		heat-inducible transcriptional repressor HrcA	-2.035	-0.037	0.034	-0.691	-0.843	3.936	-2.902	-1.012
RalstoniaPSI07	RPSI07_RS11905	RPSI07_RS11905		histidine utilization repressor	-2.880	0.349	-1.254	0.310	0.824	2.056	1.205	-0.316
