orgId	locusId	sysName	geneName	desc	set10IT030 Disodium Glutarate (C)	set10IT031 Disodium Glutarate (C)	set8IT063 Sebacic (C)	set8IT064 Dodecandioic (C)	set8IT065 Protocatechuic Acid (C)	set9IT064 D-Glucose (C)	set9IT065 acetate (C)	set9IT066 propionate (C)	set9IT067 butyrate (C)	set9IT068 Valeric (C)	set9IT069 Hexanoic (C)	set9IT070 Heptanoic (C)	set9IT071 Octanoic (C)	set9IT073 Lauric (C)	set9IT074 succinate (C)	set9IT075 adipate (C)	set9IT076 Pimelic (C)	set9IT077 Suberic (C)	set9IT078 Azelaic (C)	set9IT079 Sebacic (C)	set9IT080 Dodecandioic (C)	set9IT081 Protocatechuic Acid (C)	set9IT082 D-Glucose (C)	set9IT083 acetate (C)	set9IT084 propionate (C)	set9IT085 butyrate (C)	set9IT086 Valeric (C)	set9IT087 Hexanoic (C)	set9IT088 Heptanoic (C)	set9IT089 Octanoic (C)	set9IT091 Lauric (C)	set9IT092 succinate (C)	set9IT093 adipate (C)	set9IT094 Pimelic (C)
CL21	ABZR87_RS21340	ABZR87_RS21340		SDR family oxidoreductase	-0.214	1.274	0.395	0.143	0.436	-0.111	-0.066	-0.801	-0.592	0.017	-0.460	-0.514	-0.153	0.271	-0.321	0.385	0.854	-0.328	0.082	0.043	-0.177	-1.027	-0.076	0.707	-0.995	-0.069	-0.356	-0.908	-0.060	-0.027	-0.854	0.609	-1.050	-0.323
CL21	ABZR87_RS21345	ABZR87_RS21345		tRNA-OTHER	1.813	1.520	0.960	0.921	-0.485	0.760	0.870	0.390	0.861	1.562	0.723	-0.757	0.027	1.409	-0.091	2.278	1.260	0.034	3.642	0.371	-0.414	-0.036	1.253	-0.744	0.922	0.932	0.133	2.851	0.162	1.710	1.186	-0.203	-0.019	0.334
CL21	ABZR87_RS21350	ABZR87_RS21350		ligase-associated DNA damage response exonuclease	0.573	-0.384	1.182	-0.751	-0.228	-0.114	0.275	0.354	1.428	0.011	-0.141	0.407	-0.001	-0.577	0.274	0.278	-1.104	-0.295	0.214	0.057	-0.421	-0.294	0.181	0.320	-0.301	-0.226	-0.059	-0.476	-0.086	0.555	-0.054	-1.338	-0.502	0.152
CL21	ABZR87_RS21355	ABZR87_RS21355		ATP-dependent DNA ligase	-0.645	0.030	-0.951	-0.762	-1.210	-0.630	-0.063	0.746	0.722	0.298	1.101	-0.628	-0.895	0.162	-0.676	-0.379	-0.491	0.220	-0.672	0.307	-0.376	0.428	-0.133	-0.345	-0.191	0.418	0.812	-0.468	0.010	-0.249	-0.942	-0.676	-0.921	-0.370
CL21	ABZR87_RS21360	ABZR87_RS21360		ligase-associated DNA damage response DEXH box helicase	-1.567	-0.391	0.011	-0.373	0.175	0.668	0.321	0.286	0.534	0.694	0.374	-0.274	0.555	-0.399	-0.413	0.711	0.311	0.580	1.187	0.023	-0.351	-0.668	0.332	0.459	1.296	0.164	0.722	0.142	-0.126	0.476	0.751	0.795	0.639	-0.839
CL21	ABZR87_RS21365	ABZR87_RS21365		ligase-associated DNA damage response endonuclease PdeM	-0.621	0.021	0.268	-0.397	0.089	-0.805	-1.338	-0.351	-0.264	-0.082	-0.890	0.660	0.826	-1.050	-2.367	-1.206	-2.119	0.246	-0.379	-1.078	-0.879	-0.214	0.212	0.712	-1.149	-0.580	0.367	-1.099	-1.257	2.241	-1.211	0.269	-2.395	-1.144
CL21	ABZR87_RS21370	ABZR87_RS21370		zinc-dependent alcohol dehydrogenase	-1.591	0.467	-0.477	0.989	-0.105	0.341	1.802	0.072	0.355	-0.904	1.337	-0.057	-0.370	0.937	-0.206	-0.009	0.765	-0.116	-0.785	0.455	0.756	-0.463	-0.243	0.053	0.616	0.839	1.092	0.509	0.337	0.170	0.138	0.813	-0.558	0.702
CL21	ABZR87_RS21375	ABZR87_RS21375		DUF6566 family protein	-1.610	-1.843	0.650	-0.559	-1.638	-1.289	-0.679	-0.211	-1.079	0.227	-0.027	-2.189	-1.300	-0.596	-0.952	-1.526	-0.056	-0.573	-0.520	-0.929	-1.335	-1.541	-1.551	0.090	-1.163	0.655	-2.120	-1.194	-1.618	-0.860	-1.539	-1.293	-0.038	-2.197
CL21	ABZR87_RS21380	ABZR87_RS21380		hypothetical protein	-0.282	0.674	0.594	-0.468	0.307	-0.487	0.127	-0.942	0.623	0.992	0.005	0.375	0.631	-0.106	0.191	-0.162	0.821	0.424	0.961	0.580	1.096	-0.225	-0.154	0.257	0.780	0.594	1.843	0.058	-0.004	0.147	-0.907	0.507	1.537	-0.557
CL21	ABZR87_RS21385	ABZR87_RS21385		manganese catalase family protein	0.052	-1.181	0.078	0.553	0.682	-0.037	-0.958	0.538	-0.733	-1.462	-0.648	-0.567	0.057	0.311	-0.012	1.176	-0.510	1.083	0.460	-1.460	-0.646	0.614	-0.093	0.754	0.160	-1.726	-0.385	1.171	0.022	0.868	-1.485	-0.538	0.658	-0.628
CL21	ABZR87_RS21390	ABZR87_RS21390		Nramp family divalent metal transporter	-0.128	-0.389	-0.253	-0.171	0.273	-0.394	0.005	-0.351	0.113	0.393	0.873	1.135	0.515	0.262	0.102	0.992	-0.333	-0.972	0.414	-0.279	0.090	-0.883	0.430	0.540	0.904	0.300	0.574	-0.157	0.267	0.145	-0.043	-0.388	0.734	0.608
CL21	ABZR87_RS21395	ABZR87_RS21395		NmrA family NAD(P)-binding protein	-0.780	0.452	-0.122	-0.746	-0.128	-0.012	-0.538	-1.091	-0.763	0.056	-0.586	0.057	-1.809	0.494	-1.337	-0.136	-1.299	-0.609	1.864	-0.751	-1.309	0.034	-0.736	0.588	-0.769	-0.603	-0.405	0.253	-0.111	-0.777	-0.341	-0.680	-1.098	-0.307
CL21	ABZR87_RS21400	ABZR87_RS21400		DUF2252 family protein	-0.031	0.163	1.686	0.325	-0.847	-1.999	0.866	0.136	3.076	1.010	0.160	0.818	1.759	0.734	1.162	1.364	0.285	0.773	0.883	1.036	0.429	0.072	1.659	0.863	-0.155	0.537	1.119	1.367	0.461	1.134	0.036	0.393	1.277	0.927
CL21	ABZR87_RS21410	ABZR87_RS21410		DUF2894 domain-containing protein	-0.193	1.041	0.273	1.077	-0.149	0.350	0.586	-1.315	1.054	0.161	-0.490	-0.295	-0.437	-0.209	1.245	1.199	0.455	1.226	-0.103	0.659	2.059	1.861	-0.233	-0.477	2.044	0.708	-1.162	2.586	-1.309	-0.767	1.360	0.779	1.778	2.105
CL21	ABZR87_RS21415	ABZR87_RS21415		OmpA family protein	0.258	-1.325	0.143	0.120	-0.759	0.725	0.172	1.191	-0.000	0.323	0.298	-0.704	1.766	-0.363	-1.004	-0.710	-0.261	1.183	1.888	0.818	3.255	1.071	-0.235	0.197	0.361	-0.745	0.441	-0.128	-0.744	-2.088	-0.335	2.130	0.803	-0.466
CL21	ABZR87_RS21420	ABZR87_RS21420		DUF802 domain-containing protein	1.392	1.057	0.769	1.243	0.053	0.919	-0.726	1.047	-0.059	0.838	-0.126	-0.360	1.722	0.492	-0.043	0.801	-0.460	0.202	0.631	0.695	0.086	0.990	1.069	0.020	0.113	1.171	1.737	2.178	-0.658	-1.255	-0.125	-1.367	0.230	1.798
CL21	ABZR87_RS21425	ABZR87_RS21425		DUF3348 domain-containing protein	-2.108	-0.721	-0.230	1.024	-1.649	0.464	-0.179	0.440	-0.885	-1.293	0.525	-0.925	0.708	-0.833	-0.189	0.753	0.321	2.195	0.617	-0.049	1.206	0.485	-0.001	0.350	-0.985	-1.604	0.572	0.380	-0.532	0.708	0.460	-0.340	0.895	0.453
CL21	ABZR87_RS21430	ABZR87_RS21430		class I SAM-dependent methyltransferase	0.345	0.225	0.976	0.587	-0.801	0.253	-0.008	0.546	1.189	-0.824	0.096	-0.706	-0.727	0.095	1.044	0.501	0.618	1.984	0.899	0.935	0.788	-0.371	0.168	0.217	0.681	0.180	1.451	1.489	1.139	0.117	-0.530	0.947	1.425	-0.179
CL21	ABZR87_RS21435	ABZR87_RS21435		TIGR03862 family flavoprotein	-0.102	1.818	1.646	1.053	0.780	-0.482	0.611	0.405	1.099	-2.243	-1.137	0.385	-0.590	0.133	-0.282	1.074	0.820	-0.827	-0.161	0.099	-0.097	1.377	-0.136	-1.065	0.162	0.391	-0.499	0.470	0.137	-1.127	0.097	-0.351	-0.343	-0.085
CL21	ABZR87_RS21440	ABZR87_RS21440		SAM-dependent methyltransferase	-0.237	-1.290	-2.540	-1.718	-0.971	0.039	-0.167	-2.214	1.425	-0.974	-0.202	-0.810	0.345	0.467	-0.376	-0.150	-0.387	0.114	-1.777	-0.715	-0.783	-1.373	-0.499	-0.511	-1.144	0.392	-1.018	-0.177	-1.728	-2.267	-0.247	-1.062	-0.933	-1.449
CL21	ABZR87_RS21445	ABZR87_RS21445		LysR family transcriptional regulator	0.153	-0.871	0.210	1.453	-0.472	1.183	0.306	1.025	-0.440	-0.053	-1.351	0.254	0.868	0.197	0.674	-0.110	1.215	-0.569	-0.633	-0.504	0.933	-0.041	-0.549	-0.678	-2.009	-1.551	-0.753	1.381	0.275	0.608	0.701	1.392	1.121	-0.330
CL21	ABZR87_RS21450	ABZR87_RS21450		isochorismatase family protein	-0.805	1.121	0.008	0.098	-0.040	-0.611	0.402	0.925	1.705	-0.079	1.148	-2.305	-1.054	0.158	0.810	-0.071	0.223	0.161	-1.272	-0.240	1.073	1.109	0.368	-1.091	0.605	0.885	0.894	1.412	0.620	-1.929	1.384	-0.471	0.233	0.088
CL21	ABZR87_RS21455	ABZR87_RS21455		sensor domain-containing diguanylate cyclase	0.418	-0.371	-0.028	-0.711	-1.161	0.039	-0.083	0.062	-1.577	1.278	-0.282	-0.950	0.918	0.481	0.136	0.379	-0.204	-0.162	-2.351	-0.098	0.292	-0.931	0.219	-1.010	0.171	-0.921	-0.126	-0.707	-0.708	0.866	-0.313	-0.229	-2.594	-0.285
CL21	ABZR87_RS21460	ABZR87_RS21460		hypothetical protein	-0.828	-0.389	0.436	-1.019	-1.555	-1.161	-0.438	-1.720	-0.554	-0.317	-0.863	-1.982	-0.647	0.248	0.193	1.306	-0.218	0.816	0.153	-1.698	-1.036	0.104	-0.072	-1.192	-1.490	-0.216	-0.548	-0.564	0.273	-0.999	-0.424	-0.030	-0.439	-2.021
CL21	ABZR87_RS21465	ABZR87_RS21465		M1 family metallopeptidase	0.522	-2.066	-0.409	-1.351	-0.826	-0.480	-0.585	-0.206	0.171	-0.851	-0.618	0.182	0.423	-0.026	1.380	-0.563	0.031	0.051	0.204	-0.636	0.027	1.577	-1.082	0.473	-0.118	-0.136	-0.265	0.407	-1.128	-1.510	0.417	-0.111	-0.766	-0.646
CL21	ABZR87_RS21470	ABZR87_RS21470		P-II family nitrogen regulator	0.583	-1.061	-1.537	-0.227	-0.217	0.952	0.555	1.185	0.988	-0.026	0.295	1.574	1.129	0.722	1.376	0.404	2.572	1.944	-0.906	1.544	0.813	0.714	0.141	-0.331	0.359	1.076	-0.094	1.782	0.517	-0.029	1.404	1.190	1.003	0.339
CL21	ABZR87_RS21475	ABZR87_RS21475		efflux RND transporter permease subunit	-0.672	0.233	0.410	2.479	0.994	0.865	-0.226	1.382	1.381	0.140	0.977	2.068	2.395	-0.164	-1.290	0.487	0.623	-0.201	2.885	0.729	3.712	0.927	1.847	1.226	0.950	0.978	-0.049	0.936	1.396	5.385	0.723	0.100	1.402	0.305
CL21	ABZR87_RS21480	ABZR87_RS21480		efflux RND transporter periplasmic adaptor subunit	0.014	0.402	-0.856	-0.462	-1.536	0.950	0.374	0.377	0.282	0.100	-0.277	0.518	0.679	0.040	-0.768	0.330	0.756	0.644	-1.604	0.879	0.199	-1.243	-0.074	0.437	0.652	0.725	-0.114	1.159	-0.028	0.662	0.890	0.414	1.507	0.680
CL21	ABZR87_RS21485	ABZR87_RS21485		TolC family protein	-0.698	-0.304	2.094	-0.939	-1.351	-1.062	-0.393	-0.466	-0.355	0.223	0.359	0.553	-0.277	0.306	-1.719	-0.382	-0.062	0.040	0.176	-0.588	-0.465	-1.637	-0.196	1.292	-1.167	-0.627	-0.793	0.032	0.875	2.237	-0.846	-1.394	-1.035	-0.647
CL21	ABZR87_RS21495	ABZR87_RS21495		helix-turn-helix domain-containing protein	0.804	-0.943	-0.648	-0.489	-0.131	-0.299	-0.693	-0.886	0.278	0.657	0.768	-0.130	-1.985	-0.938	1.496	-0.047	0.322	0.795	2.179	-0.572	0.545	0.504	-1.198	0.934	0.090	0.188	1.066	0.215	-0.991	0.879	-0.821	-0.268	0.954	1.224
CL21	ABZR87_RS21500	ABZR87_RS21500		NAD-dependent succinate-semialdehyde dehydrogenase	1.706	-1.392	-0.108	0.943	1.264	-0.932	-1.134	-0.810	-0.149	-0.767	-0.366	0.199	-3.320	-1.948	-0.817	-0.367	-1.007	-1.288	0.212	-1.275	-0.971	0.983	-0.298	-0.095	-0.432	-0.765	-0.143	-0.513	-0.764	-1.591	0.259	-1.409	-0.375	-0.157
CL21	ABZR87_RS21505	ABZR87_RS21505		tartrate dehydrogenase	-0.875	-0.583	-0.666	0.336	0.116	-0.548	-0.236	0.244	-0.106	0.006	-0.172	-0.247	-1.758	-1.081	-0.519	-0.706	-1.407	-1.310	-2.440	-0.764	0.215	0.327	-0.516	-0.049	0.873	-1.308	-0.097	0.123	-1.422	-0.300	-0.677	-0.889	-0.034	1.054
CL21	ABZR87_RS21510	ABZR87_RS21510		ABC transporter ATP-binding protein	1.106	-0.970	-1.290	0.883	0.710	0.512	-0.380	-1.597	0.187	0.497	-1.009	-0.736	1.196	-0.742	-0.528	-0.346	-1.064	-1.616	-0.949	0.898	-0.398	0.103	-0.619	-1.672	-0.621	-0.363	-0.071	-0.172	-1.912	-0.754	0.076	0.401	-0.801	-0.793
CL21	ABZR87_RS21515	ABZR87_RS21515		ABC transporter permease	0.998	0.936	0.755	0.133	0.070	0.618	3.330	2.173	-0.636	0.567	0.367	-0.004	1.144	0.419	-0.080	1.591	2.079	-1.205	-0.523	0.599	0.641	2.592	0.336	1.154	-0.451	0.948	0.742	2.212	0.151	-0.031	1.004	0.093	1.040	-0.079
CL21	ABZR87_RS21520	ABZR87_RS21520		ABC transporter permease	2.486	0.967	0.487	1.063	1.005	0.852	0.298	1.282	0.600	0.361	0.297	1.515	-2.172	0.555	0.064	1.736	-0.250	0.395	0.358	-0.065	0.340	2.434	1.100	0.593	0.351	1.110	1.390	1.861	0.722	0.461	-0.230	1.620	-0.304	-0.292
CL21	ABZR87_RS21525	ABZR87_RS21525		ABC transporter substrate-binding protein	0.268	0.088	0.532	-0.687	-0.576	1.309	0.841	0.535	-0.120	-1.219	0.937	0.462	1.808	0.640	0.358	0.156	0.670	0.065	0.188	0.482	0.232	-0.874	0.015	-0.015	0.276	0.299	0.469	-0.673	1.147	1.303	0.754	0.082	0.554	-0.003
CL21	ABZR87_RS21530	ABZR87_RS21530		FAD-binding oxidoreductase	-0.330	-1.396	0.194	0.726	1.101	1.359	0.841	1.789	-0.184	0.180	-0.534	-0.364	-0.449	1.409	1.781	2.709	0.648	1.858	1.254	-0.990	1.460	0.086	1.221	0.603	0.618	0.439	1.123	0.128	1.650	0.070	0.393	1.045	0.391	0.273
CL21	ABZR87_RS21535	ABZR87_RS21535		haloacid dehalogenase type II	0.753	0.837	-1.086	-0.218	-1.051	0.600	1.019	0.955	0.921	0.812	1.179	0.015	-1.316	0.678	1.608	-0.070	-0.058	0.263	-0.360	-0.434	-0.034	-0.769	1.123	0.024	1.501	2.178	-1.154	0.424	1.312	1.814	1.185	1.349	1.619	-0.937
CL21	ABZR87_RS21540	ABZR87_RS21540		aldehyde dehydrogenase family protein	-0.339	-1.759	-0.119	-1.001	-1.519	-0.210	0.283	-0.647	1.071	-0.465	1.125	-0.999	0.029	0.037	-1.416	0.420	-1.225	-0.464	-0.490	-1.230	-1.064	-1.967	-2.370	-0.144	0.665	-2.705	-1.139	-0.437	-0.372	-0.868	-2.276	0.130	0.387	-0.271
CL21	ABZR87_RS21550	ABZR87_RS21550		glyoxylate/hydroxypyruvate reductase A	2.228	-0.059	-0.158	0.171	-0.896	0.498	-0.522	-1.427	0.744	0.153	2.429	-2.691	-2.106	-0.616	-0.342	0.130	1.434	0.536	0.114	-0.507	-0.107	-0.566	-0.217	0.006	-0.545	-0.831	-0.637	-0.495	0.203	-1.911	0.700	1.418	-0.118	0.097
CL21	ABZR87_RS21555	ABZR87_RS21555		aspartate aminotransferase family protein	0.210	0.860	-1.244	0.811	0.137	0.051	-0.436	0.272	0.519	-0.454	0.332	0.077	-1.302	0.342	-0.209	0.008	-0.271	-0.638	-0.304	0.348	0.364	0.496	0.388	-0.103	1.177	-1.210	-0.137	0.258	-0.325	-0.833	1.215	-0.456	-0.019	0.114
CL21	ABZR87_RS21560	ABZR87_RS21560		Lrp/AsnC family transcriptional regulator	0.905	0.097	-0.227	-0.802	0.047	0.018	-0.562	-0.398	-0.275	-2.593	0.265	1.368	-2.590	0.164	0.514	-0.305	-0.801	0.836	-1.624	-0.391	-2.172	0.073	1.521	-0.072	0.434	-0.725	-0.109	0.175	-0.415	-0.057	-0.183	-0.092	-0.001	0.686
CL21	ABZR87_RS21565	ABZR87_RS21565		cupin domain-containing protein	-0.543	-0.334	-1.042	0.393	-0.687	-1.563	-0.404	0.357	0.493	-0.079	-1.197	0.083	-0.305	0.414	0.354	-0.151	-0.072	-1.572	-0.790	0.162	0.719	-0.153	0.286	-1.127	0.038	1.381	-0.245	-0.101	1.026	0.303	-1.185	-0.245	-0.204	-0.385
CL21	ABZR87_RS21570	ABZR87_RS21570		FAD-binding oxidoreductase	-1.606	-0.696	-1.351	-1.051	-0.800	0.024	-0.635	0.127	-0.539	0.005	-1.698	-2.531	-0.348	-0.323	0.457	-0.507	-0.902	-0.148	0.433	-1.063	-0.713	-0.343	-0.149	0.081	-0.924	-0.743	-1.970	-1.389	-1.114	0.400	-0.721	-1.082	-1.164	-2.182
CL21	ABZR87_RS21575	ABZR87_RS21575		amidohydrolase	0.388	0.716	2.158	0.530	-0.572	1.376	0.375	-0.397	0.052	-0.973	-0.632	0.743	0.524	0.680	0.334	0.368	1.043	0.105	0.729	1.645	1.464	2.302	1.930	0.389	0.157	1.102	-0.060	1.375	0.925	1.470	1.658	0.333	0.363	0.273
CL21	ABZR87_RS21580	ABZR87_RS21580		HAD-IA family hydrolase	-0.153	-2.065	0.837	1.102	-0.016	-0.248	0.195	1.694	-0.507	-0.771	-0.753	-0.435	0.703	-0.545	-0.179	-0.183	-0.549	-0.759	-0.770	0.184	-0.931	-0.369	-0.901	0.242	-0.163	0.236	0.380	-0.095	0.378	-0.659	0.382	-0.646	0.237	0.346
CL21	ABZR87_RS21585	ABZR87_RS21585		multidrug efflux SMR transporter	-1.219	-0.764	0.179	0.562	0.538	0.180	0.875	1.002	-0.757	0.256	-0.091	-0.540	0.304	1.298	-0.306	-0.224	-0.115	1.477	-0.284	0.546	-0.370	0.446	1.749	0.100	1.883	0.262	0.569	0.396	0.237	0.287	0.042	0.837	0.057	0.222
CL21	ABZR87_RS21590	ABZR87_RS21590		NAD(P)H-dependent oxidoreductase	0.740	0.185	0.214	-0.727	-0.046	-0.359	0.417	0.488	1.651	0.268	0.372	0.857	0.286	0.042	-0.246	-0.649	-0.420	1.357	-0.391	1.020	0.908	-0.819	1.022	0.348	-0.778	0.233	0.712	-0.168	-0.179	0.425	0.874	1.126	-0.130	0.457
CL21	ABZR87_RS21600	ABZR87_RS21600		NAD(P)-dependent oxidoreductase	1.566	0.428	-0.100	1.338	0.729	0.516	0.072	0.523	0.642	0.334	0.544	-0.237	-0.637	0.521	0.601	0.360	-0.119	1.566	0.233	1.042	0.913	-1.336	2.009	0.605	0.209	1.453	1.401	1.136	-0.526	0.245	0.223	0.178	1.388	0.316
CL21	ABZR87_RS21605	ABZR87_RS21605		hypothetical protein	1.787	-0.430	-0.277	0.196	-0.249	-0.386	-0.702	-0.999	-0.084	-0.257	0.661	-1.010	-1.073	0.383	0.496	-0.335	-0.164	1.360	0.252	-0.667	-1.275	-0.395	-1.261	-0.207	-0.425	-0.176	-0.286	-0.584	0.054	-2.286	-0.254	-0.778	-0.390	0.058
CL21	ABZR87_RS21610	ABZR87_RS21610		ATP-binding protein	0.926	0.678	-1.992	-1.388	-1.363	-1.252	0.896	-1.428	0.638	0.974	0.739	-0.559	-1.918	-0.154	-1.234	1.238	-3.652	-1.124	-3.394	-4.919	-3.702	0.130	-2.161	-0.382	-0.525	0.372	-1.220	0.746	0.298	-0.789	1.121	1.117	1.849	-4.225
CL21	ABZR87_RS21615	ABZR87_RS21615		response regulator	-0.116	1.724	-4.522	-2.131	0.310	-1.008	-0.853	-1.133	-0.578	-1.321	1.411	-0.931	0.695	-1.253	-1.298	-0.646	-3.870	-0.403	-1.858	-2.186	-1.236	-0.562	-1.816	-0.574	-1.571	-1.135	-0.007	0.689	-0.269	-2.105	-1.610	-1.354	0.396	-4.808
CL21	ABZR87_RS21620	ABZR87_RS21620		Nramp family divalent metal transporter	-0.093	0.145	0.491	-0.867	-3.031	-0.173	-0.244	1.181	0.046	-1.401	1.191	-0.356	-1.317	0.161	-0.099	0.224	0.555	-0.029	0.736	1.370	-0.883	-1.817	0.770	0.936	0.093	0.076	-0.503	0.680	0.228	-1.298	0.784	0.587	0.324	0.390
CL21	ABZR87_RS21625	ABZR87_RS21625		GGDEF domain-containing protein	0.013	-0.508	-1.097	0.056	0.379	-0.350	-0.832	-0.627	-0.430	-0.211	-1.388	0.950	1.062	-1.327	0.343	0.207	0.786	0.997	-0.310	-0.299	-0.108	0.694	0.233	0.194	0.016	0.501	0.387	-1.099	-0.079	0.251	-0.192	-0.206	1.823	1.473
CL21	ABZR87_RS21630	ABZR87_RS21630		mechanosensitive ion channel family protein	0.214	-0.080	0.578	0.300	1.570	0.672	0.204	-0.843	1.018	0.284	0.066	0.353	-0.155	0.188	-0.098	-0.562	0.281	0.100	-0.558	1.022	0.313	1.002	0.920	-1.200	-0.351	0.930	1.075	0.294	0.215	0.758	-1.834	0.503	-0.486	-0.076
CL21	ABZR87_RS21635	ABZR87_RS21635		hypothetical protein	0.982	-0.529	-0.733	-0.057	-0.361	-0.148	0.240	-0.204	0.775	-0.927	-1.366	-0.198	0.297	-1.433	-0.167	0.371	0.162	-0.993	-2.033	0.234	0.493	1.927	0.198	-0.783	0.754	-0.279	0.007	0.202	-0.641	-2.392	-0.395	-0.831	-0.129	-0.770
CL21	ABZR87_RS21640	ABZR87_RS21640		DUF2334 domain-containing protein	0.595	0.015	-0.226	0.748	0.493	0.533	-0.305	-0.217	-0.447	-0.337	0.315	0.364	1.070	0.338	1.193	0.475	1.497	0.578	0.474	0.669	1.077	0.264	-0.686	-0.049	0.413	-0.419	0.790	-1.302	0.933	-0.646	-0.598	0.013	-0.118	0.379
CL21	ABZR87_RS21645	ABZR87_RS21645		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	1.290	1.496	0.203	-1.999	1.246	-1.318	-0.190	-0.846	-0.484	-0.345	-0.952	0.576	-0.825	-0.239	0.123	0.778	-0.363	-1.328	-2.122	-0.163	-0.435	-0.500	-0.352	0.067	-0.334	-0.551	0.486	0.218	0.365	-0.395	-0.863	1.062	-0.622	-0.161
CL21	ABZR87_RS21650	ABZR87_RS21650		tetratricopeptide repeat protein	0.856	-0.026	-2.001	-0.548	0.444	-0.581	0.376	0.689	0.075	0.051	-0.617	1.474	0.278	-0.109	1.045	0.990	0.519	1.167	1.229	0.841	0.772	1.956	1.361	-0.145	0.912	-0.388	0.895	0.877	0.750	-1.765	0.144	0.520	-0.255	0.270
CL21	ABZR87_RS21655	ABZR87_RS21655		glycosyl transferase family protein	0.845	-1.009	0.796	-0.114	0.818	0.888	-0.033	-1.130	1.083	-1.142	1.081	-0.715	-1.636	0.163	-0.385	-0.118	0.687	-0.129	-0.011	-1.673	-0.180	-0.370	0.671	0.532	-1.177	1.183	-0.716	0.121	0.130	1.111	-0.414	0.657	0.045	0.364
CL21	ABZR87_RS21660	ABZR87_RS21660		methyl-accepting chemotaxis protein	0.976	0.203	0.909	-1.237	-0.908	0.010	0.109	-0.400	-0.243	-1.196	-0.310	-0.448	0.062	1.036	-1.352	-0.833	1.283	-0.054	-0.592	0.609	-0.690	0.426	0.030	1.335	-0.600	0.603	-0.514	-0.335	-0.068	-0.245	1.304	-0.461	-0.329	-0.726
CL21	ABZR87_RS21665	ABZR87_RS21665		glycine zipper 2TM domain-containing protein	-0.369	-0.732	-0.969	-0.685	-1.156	-0.400	-0.247	-1.007	0.150	-0.881	0.947	-0.752	-0.360	-0.577	-0.314	0.568	0.195	0.454	-2.773	-0.087	-0.694	0.291	-0.744	-1.308	-0.359	-0.986	-2.112	0.263	-1.214	-1.418	-1.050	-0.607	-0.490	-0.821
CL21	ABZR87_RS21670	ABZR87_RS21670		2-hydroxyacid dehydrogenase	-0.280	0.279	-0.852	-0.549	-1.195	0.976	-0.161	0.637	-0.836	0.452	0.678	-0.180	0.206	0.345	0.754	-0.825	0.904	0.297	0.093	1.500	1.306	0.252	-0.656	0.617	0.579	0.220	0.458	1.510	0.179	-1.897	0.609	-0.908	0.659	0.806
CL21	ABZR87_RS21675	ABZR87_RS21675		branched-chain amino acid ABC transporter substrate-binding protein	-0.838	-0.766	-1.293	1.353	-0.197	-0.896	-0.268	-0.575	-0.655	-0.878	-0.867	-0.064	1.023	-1.184	-0.355	-1.465	-5.676	-7.451	1.229	0.331	1.650	-0.114	0.011	-0.997	-0.445	0.479	-0.348	0.350	-1.345	-0.901	-0.155	0.187	-2.199	-6.475
CL21	ABZR87_RS21680	ABZR87_RS21680		TetR/AcrR family transcriptional regulator	3.533	2.179	-0.417	-0.309	-0.224	1.198	-0.903	0.878	1.246	1.487	0.592	1.135	0.214	1.677	0.759	4.320	8.194	1.582	1.145	0.318	0.220	2.200	0.279	-0.252	1.003	1.306	-0.514	1.300	1.005	-0.025	2.159	0.383	4.371	11.305
CL21	ABZR87_RS21685	ABZR87_RS21685		MFS transporter	-0.537	-0.932	-0.318	1.402	0.961	-0.107	0.030	-0.950	1.157	0.949	-0.515	-0.499	-0.489	-0.108	-0.122	-0.059	0.337	-0.670	0.410	0.146	0.022	1.389	-0.062	-1.227	-0.147	1.083	-0.287	0.288	-0.200	0.783	0.557	0.197	-0.796	0.490
CL21	ABZR87_RS21695	ABZR87_RS21695		PadR family transcriptional regulator	-0.672	0.034	0.114	0.047	0.225	-0.155	0.070	0.094	-0.238	-0.171	0.782	0.010	-0.212	-0.814	-0.142	-0.469	-1.037	-1.451	-0.280	-0.974	0.130	-1.274	-0.409	-0.360	-0.673	-0.304	-0.679	-0.318	0.730	0.063	-0.785	0.925	-0.601	-1.132
CL21	ABZR87_RS21700	ABZR87_RS21700		hypothetical protein	-0.421	1.004	0.389	-0.133	-0.308	-0.662	0.796	1.556	0.285	0.258	1.847	-0.761	0.253	-1.761	0.410	1.549	-0.640	-1.126	-0.206	0.632	0.564	0.733	-0.397	0.131	1.640	-0.803	0.759	-0.332	1.764	-0.765	0.567	1.678	0.326	-0.607
CL21	ABZR87_RS21705	ABZR87_RS21705		CusA/CzcA family heavy metal efflux RND transporter	-0.054	0.496	0.061	1.094	-0.231	-0.708	-0.204	-0.150	-1.333	-0.031	-0.437	0.486	-0.812	-0.291	-0.667	0.049	-0.278	-1.194	-0.216	-0.881	1.474	0.005	-0.558	-0.519	-0.672	-0.259	-0.146	-0.972	-0.716	0.335	-0.230	-0.711	-0.317	-0.690
