organism	reaction	marvin_dir	opam2_dir	changed	marvin_dg	opam2_dg
ecoli	rxn03384_c0	blocked	blocked	False	-63.21427398137246	-63.212543880183716
ecoli	sul00010_c0	blocked	blocked	False		
ecoli	rxn00917_c0	blocked	blocked	False	-17.013340867512454	-64.3879362889449
ecoli	rxn03052_c0	blocked	blocked	False	-48.79403059579688	-56.41981069623314
ecoli	rxn01868_c0	blocked	blocked	False	-28.363655990154967	-28.39090233049481
ecoli	rxn10262_c0	blocked	blocked	False		
ecoli	EX_cpd00007_e0	blocked	blocked	False		
ecoli	rxn08015_c0	blocked	blocked	False		
ecoli	rxn09165_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08263_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08295_c0	blocked	blocked	False		
ecoli	rxn05316_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn02277_c0	blocked	blocked	False	-88.62308193175133	-87.5266144750619
ecoli	rxn05605_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn00623_c0	blocked	blocked	False	120.34107632643034	122.8561915103048
ecoli	rxn08798_c0	blocked	blocked	False		
ecoli	rxn04662_c0	blocked	blocked	False	76.95417948194418	76.89184994123829
ecoli	EX_cpd00128_e0	blocked	blocked	False		
ecoli	rxn05344_c0	blocked	blocked	False		
ecoli	rxn05331_c0	blocked	blocked	False		
ecoli	rxn05199_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn03269_c0	blocked	blocked	False	66.53858058866571	66.5307634616595
ecoli	rxn00346_c0	blocked	blocked	False	-21.63532196645815	-21.496942485621872
ecoli	rxn05347_c0	blocked	blocked	False		
ecoli	rxn11703_c0	blocked	blocked	False	-58.281215699113815	-58.28100213536463
ecoli	rxn00562_c0	blocked	blocked	False	4.850327771655685	4.24560125615929
ecoli	rxn04602_c0	blocked	blocked	False	-288.0672058236589	-288.95120270739005
ecoli	rxn08691_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn00302_c0	blocked	blocked	False	12.91230590180077	14.728069221823255
ecoli	rxn02934_c0	blocked	blocked	False	-25.31076634467567	-25.310766344675898
ecoli	rxn12643_c0	blocked	blocked	False	-10.701683852600837	-11.753838166691736
ecoli	rxn00231_c0	blocked	blocked	False	-47.70955708735573	-47.705105904968434
ecoli	rxn08821_c0	blocked	blocked	False		
ecoli	rxn03181_c0	blocked	blocked	False	-6.7014644089026945	-8.02430479466014
ecoli	rxn00148_c0	blocked	blocked	False	26.947069263159065	25.911984831367803
ecoli	rxn06673_c0	blocked	blocked	False		
ecoli	rxn03445_c0	blocked	blocked	False	6.31676632341329	5.802655250838015
ecoli	EX_cpd04098_e0	blocked	blocked	False		
ecoli	rxn00293_c0	blocked	blocked	False	47.182066936300316	-3.9330176268010746
ecoli	rxn01967_c0	blocked	blocked	False	30.30011697471656	30.307199723564565
ecoli	rxn02676_c0	blocked	blocked	False	-39.35454078225581	-39.372297470887986
ecoli	rxn01644_c0	blocked	blocked	False	-182.4945057403871	-182.28493691905356
ecoli	rxn07436_c0	blocked	blocked	False	59.7293875041932	58.77224421685344
ecoli	EX_cpd00205_e0	blocked	blocked	False		
ecoli	rxn08882_c0	blocked	blocked	False	-44.61133756759381	-44.74403557118143
ecoli	rxn06723_c0	blocked	blocked	False		
ecoli	rxn00137_c0	blocked	blocked	False	-27.767435243677227	-27.11647576959544
ecoli	rxn16573_c0	blocked	blocked	False		
ecoli	rxn05585_c0	blocked	blocked	False	-25.459409689877987	-26.175043300205324
ecoli	rxn05361_c0	blocked	blocked	False		
ecoli	rxn09203_c0	blocked	blocked	False		
ecoli	SK_cpd15302_c0	blocked	blocked	False		
ecoli	rxn05441_c0	blocked	blocked	False		
ecoli	rxn03535_c0	blocked	blocked	False	126.54924187228886	186.90279401706636
ecoli	rxn00377_c0	blocked	blocked	False	-176.53716357495415	-176.25928000972735
ecoli	rxn08811_c0	blocked	blocked	False		
ecoli	rxn01389_c0	blocked	blocked	False	-19.439664463430006	-20.48466945163409
ecoli	rxn00717_c0	blocked	blocked	False	-50.433903828450354	-50.643167432785646
ecoli	rxn08896_c0	blocked	blocked	False		
ecoli	rxn06864_c0	blocked	blocked	False		
ecoli	rxn05440_c0	blocked	blocked	False		
ecoli	rxn00100_c0	blocked	blocked	False	0.06539520324955106	0.8856264409606922
ecoli	rxn06848_c0	blocked	blocked	False		
ecoli	rxn04457_c0	blocked	blocked	False	-66.72707327283797	-66.27474066160605
ecoli	EX_cpd01024_e0	blocked	blocked	False		
ecoli	rxn00711_c0	blocked	blocked	False	34.63648861428027	38.36861672838188
ecoli	rxn00745_c0	blocked	blocked	False	-35.89474547664045	-36.00175768851727
ecoli	rxn05652_c0	blocked	blocked	False	0.0	0.0
ecoli	EX_cpd00268_e0	blocked	blocked	False		
ecoli	rxn02155_c0	blocked	blocked	False	-31.157762971261945	-33.843549439805884
ecoli	EX_cpd00100_e0	blocked	blocked	False		
ecoli	rxn00085_c0	blocked	blocked	False	45.25976364489705	45.23710959869797
ecoli	rxn02166_c0	blocked	blocked	False	35.55235186511891	38.06202787397049
ecoli	rxn26305_c0	blocked	blocked	False	-36.32752909749489	-36.32752909749489
ecoli	rxn24718_c0	blocked	blocked	False	-380.90800654152594	-380.8583869111441
ecoli	rxn05181_c0	blocked	blocked	False	-25.459409689877987	-26.175043300205324
ecoli	rxn05201_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn28338_c0	blocked	blocked	False	-57.55521488079441	-58.040825930547015
ecoli	rxn00781_c0	blocked	blocked	False	5.23560298324773	4.5467336969788334
ecoli	rxn10052_c0	blocked	variable	True	10.359630434206181	1.9168837628647069
ecoli	rxn10336_c0	blocked	blocked	False		
ecoli	rxn00912_c0	blocked	blocked	False	-31.440302597014366	-35.25856426011883
ecoli	rxn01314_c0	blocked	blocked	False	120.31769242508736	118.00417233329054
ecoli	rxn01269_c0	blocked	blocked	False	65.90735036903264	65.81715561386237
ecoli	rxn00546_c0	blocked	blocked	False	10.200355843192654	10.032292344437337
ecoli	SK_cpd03091_c0	blocked	blocked	False		
ecoli	rxn00213_c0	blocked	blocked	False	42.81931028765331	-8.295809174997942
ecoli	rxn00802_c0	blocked	blocked	False	11.812649085711755	10.967501704697966
ecoli	rxn00060_c0	blocked	blocked	False	-290.84829415069385	-286.7091017751952
ecoli	rxn11409_c0	blocked	blocked	False	-33.8005999467	-29.815456496949075
ecoli	rxn05342_c0	blocked	blocked	False		
ecoli	rxn02508_c0	blocked	blocked	False	-9.58506170777666	-14.943263081998154
ecoli	EX_cpd10515_e0	blocked	blocked	False		
ecoli	rxn05152_c0	blocked	blocked	False	-25.459409689877987	-26.175043300205324
ecoli	rxn00499_c0	blocked	blocked	False	26.88007254058863	26.81886033143526
ecoli	rxn02011_c0	blocked	blocked	False	-17.92320170062385	-17.49588221433396
ecoli	EX_cpd00540_e0	blocked	blocked	False		
ecoli	rxn08712_c0	blocked	blocked	False	-50.639274332182055	-47.53114230494512
ecoli	rxn07584_c0	blocked	blocked	False	61.71728279970392	59.08411612173569
ecoli	rxn03396_c0	blocked	blocked	False	-527.2707807553409	-527.2246060179548
ecoli	rxn10224_c0	blocked	blocked	False		
ecoli	rxn08158_c0	blocked	blocked	False	-24.46884466065984	-25.215860295189714
ecoli	rxn08708_c0	blocked	blocked	False	-8.560842258700546	-9.838533688630747
ecoli	rxn09330_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn09450_c0	blocked	blocked	False		
ecoli	rxn06022_c0	blocked	blocked	False		
ecoli	rxn05746_c0	blocked	blocked	False	-14.936507516519583	-14.936608118896658
ecoli	rxn05325_c0	blocked	blocked	False		
ecoli	rxn00509_c0	blocked	blocked	False	-37.903456918470226	-37.899527319766776
ecoli	rxn09265_c0	blocked	blocked	False	-18.01266381157643	-14.629912755422993
ecoli	rxn05574_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn01859_c0	blocked	blocked	False	4.12990881653991	3.7277171012067924
ecoli	rxn08297_c0	blocked	blocked	False		
ecoli	EX_cpd00081_e0	blocked	blocked	False		
ecoli	rxn02314_c0	blocked	blocked	False	-16.442736147315827	-17.802978452399543
ecoli	rxn09108_c0	blocked	blocked	False		
ecoli	rxn14146_c0	blocked	blocked	False	-39.038079725149146	-40.92555055137211
ecoli	rxn08879_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn26456_c0	blocked	blocked	False	-22.492023455131374	-21.39089532953247
ecoli	rxn08441_c0	blocked	blocked	False	-34.46495607912675	-30.53458086675778
ecoli	rxn09264_c0	blocked	blocked	False	-21.34419250763669	-18.190766311464856
ecoli	rxn03043_c0	blocked	blocked	False	-35.65261774325481	-35.65899630337495
ecoli	rxn01275_c0	blocked	blocked	False	-15.982347494357327	-17.094906883322437
ecoli	rxn05579_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn05247_c0	blocked	blocked	False		
ecoli	rxn05343_c0	blocked	blocked	False		
ecoli	rxn08216_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn03841_c0	blocked	blocked	False	-135.47555929111735	-135.23913423653585
ecoli	rxn10226_c0	blocked	blocked	False		
ecoli	rxn08713_c0	blocked	blocked	False	1219.5068756299356	1017.1561628895311
ecoli	rxn08599_c0	blocked	blocked	False	-29.83975450394297	-26.47482505085378
ecoli	rxn05313_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08213_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn03893_c0	blocked	blocked	False	-78.85753834759413	-80.18781504287477
ecoli	EX_cpd00222_e0	blocked	blocked	False		
ecoli	rxn08171_c0	blocked	blocked	False	-75.6604257425441	-75.70647904281131
ecoli	rxn00225_c0	blocked	blocked	False	14.269528885796035	13.138729225140182
ecoli	EX_cpd11574_e0	blocked	blocked	False		
ecoli	rxn06578_c0	blocked	blocked	False		
ecoli	rxn03146_c0	blocked	blocked	False	-2.3536010906431812	-2.515997829060737
ecoli	rxn14011_c0	blocked	blocked	False	-100.35345748856398	-101.80780694771565
ecoli	rxn09107_c0	blocked	blocked	False		
ecoli	rxn09214_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08045_c0	blocked	blocked	False	-15.38930492309413	34.23911922358508
ecoli	rxn00194_c0	blocked	blocked	False	-25.247630765662436	-24.98091345766089
ecoli	rxn08805_c0	blocked	blocked	False		
ecoli	rxn03975_c0	blocked	blocked	False	20.329209422392154	17.399389770131137
ecoli	rxn00672_c0	blocked	blocked	False	-26.627368912584416	-26.531480758077123
ecoli	rxn09195_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08070_c0	blocked	blocked	False	-25.459409689877987	-26.175043300205324
ecoli	rxn04661_c0	blocked	blocked	False	12.642171648010645	12.614605352766404
ecoli	rxn03951_c0	blocked	blocked	False	16.72635037547549	20.434916754170573
ecoli	rxn10263_c0	blocked	blocked	False		
ecoli	rxn02774_c0	blocked	blocked	False	88.24167211602617	82.19133259196383
ecoli	rxn05108_c0	blocked	blocked	False	6.509958073502542	6.254870945760199
ecoli	rxn14334_c0	blocked	blocked	False	-100.35345748856443	-101.80779814971183
ecoli	rxn09103_c0	blocked	blocked	False		
ecoli	rxn03422_c0	blocked	blocked	False	-36.21980754466037	-36.27791641527247
ecoli	rxn05602_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn00525_c0	blocked	blocked	False	25.226123701444777	25.084199483731396
ecoli	rxn05185_c0	blocked	blocked	False	-25.459409689877987	-26.175043300205324
ecoli	rxn00874_c0	blocked	blocked	False	13.375057545659786	16.991795787849526
ecoli	rxn00832_c0	blocked	blocked	False	-31.267923504498476	-31.129467133671888
ecoli	rxn01334_c0	blocked	blocked	False	19.9853666217183	20.214888545095278
ecoli	rxn16828_c0	blocked	blocked	False	-130.69397944419853	-132.1262913536318
ecoli	EX_cpd00751_e0	blocked	blocked	False		
ecoli	rxn03887_c0	blocked	blocked	False	-54.60423368557697	-54.61467593744372
ecoli	rxn01512_c0	blocked	blocked	False	-2.1502290948640734	-0.05907975456875647
ecoli	rxn05491_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn02680_c0	blocked	blocked	False	13.375057545659104	16.983636206421863
ecoli	rxn16149_c0	blocked	blocked	False	19.985559883125475	19.95051468402221
ecoli	rxn01545_c0	forward	blocked	True	3.803197799711242	-159.7876622888594
ecoli	rxn03990_c0	blocked	blocked	False	-489.7169395935788	-489.65637770296206
ecoli	rxn00355_c0	blocked	blocked	False	38.543258490676635	-12.571860971974615
ecoli	EX_cpd00870_e0	blocked	blocked	False		
ecoli	rxn05445_c0	blocked	blocked	False		
ecoli	rxn02476_c0	blocked	blocked	False	-44.62019096495379	-44.34009597989217
ecoli	rxn10308_c0	blocked	blocked	False		
ecoli	rxn08890_c0	blocked	blocked	False		
ecoli	EX_cpd00609_e0	blocked	blocked	False		
ecoli	rxn05034_c0	blocked	blocked	False	-78.85753834759413	-80.19048072264883
ecoli	rxn02320_c0	blocked	blocked	False	-7.810789213754694	-5.506809709784042
ecoli	rxn05647_c0	blocked	blocked	False	-38.470006669822794	-38.56937906068919
ecoli	EX_cpd00011_e0	blocked	blocked	False		
ecoli	rxn01748_c0	blocked	blocked	False	-1.6387548656374378	-2.0944327287473214
ecoli	rxn12633_c0	blocked	blocked	False	-36.24856324079778	-37.01156110046526
ecoli	rxn14040_c0	blocked	blocked	False	-100.35345748856352	-101.80779965387737
ecoli	rxn00650_c0	blocked	blocked	False	-0.3798710648041492	-1.9865699736228066
ecoli	rxn10260_c0	blocked	blocked	False		
ecoli	rxn10261_c0	blocked	blocked	False		
ecoli	rxn05433_c0	blocked	blocked	False		
ecoli	rxn20643_c0	blocked	blocked	False	-183.8830410371122	-224.64500861976455
ecoli	rxn08847_c0	blocked	blocked	False		
ecoli	rxn05461_c0	blocked	blocked	False		
ecoli	rxn00789_c0	blocked	blocked	False	253.6998736589888	253.28603644331366
ecoli	rxn02895_c0	blocked	blocked	False	-23.032432494029194	-21.018020353414954
ecoli	rxn00014_c0	blocked	blocked	False		
ecoli	rxn08840_c0	blocked	blocked	False		
ecoli	EX_cpd00009_e0	blocked	blocked	False		
ecoli	rxn03038_c0	blocked	blocked	False	-576.7805409781558	-576.8217547372078
ecoli	rxn05460_c0	blocked	blocked	False		
ecoli	rxn08354_c0	blocked	blocked	False	-425.67872006360096	-425.53753409545345
ecoli	rxn05438_c0	blocked	blocked	False		
ecoli	rxn00407_c0	blocked	blocked	False	-52.76371561078906	-1.169359091058368
ecoli	rxn00322_c0	blocked	blocked	False	-26.728155407447716	-25.551322360798608
ecoli	rxn01102_c0	blocked	blocked	False	-15.954848983548061	-17.094785144615912
ecoli	rxn09199_c0	blocked	blocked	False		
ecoli	rxn05373_c0	blocked	blocked	False		
ecoli	rxn05294_c0	blocked	blocked	False		
ecoli	rxn00831_c0	blocked	blocked	False	-10.873717619538922	-10.330441874077906
ecoli	rxn01990_c0	blocked	blocked	False	18.64170429140694	18.64781429775077
ecoli	EX_cpd03343_e0	blocked	blocked	False		
ecoli	rxn01396_c0	blocked	blocked	False	-40.2118502259645	-41.475189353325106
ecoli	rxn05172_c0	blocked	blocked	False	-25.459409689877987	-26.175043300205324
ecoli	rxn46396_c0	blocked	blocked	False	14.249419348046388	18.188960189602653
ecoli	EX_cpd03696_e0	blocked	blocked	False		
ecoli	rxn01870_c0	blocked	blocked	False	16.029555117534272	16.05389313547778
ecoli	rxn00569_c0	blocked	blocked	False	389.92062127345497	389.8388822524359
ecoli	rxn10163_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn00363_c0	blocked	blocked	False	-11.000584292026133	-9.131199085832236
ecoli	rxn01951_c0	blocked	blocked	False	-14.460013581167004	-15.595579725290008
ecoli	rxn05252_c0	blocked	blocked	False		
ecoli	rxn00105_c0	blocked	blocked	False	-31.119375244095394	-33.84554287674711
ecoli	rxn16806_c0	blocked	blocked	False	-104.95360342489676	-93.4899456866637
ecoli	rxn08897_c0	blocked	blocked	False	-259.451698539484	-259.2832264191694
ecoli	rxn01541_c0	blocked	blocked	False	27.04634339171517	27.903095964800997
ecoli	EX_cpd00246_e0	blocked	blocked	False		
ecoli	rxn05500_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn00726_c0	blocked	blocked	False	-114.16223974511203	-114.137966656493
ecoli	rxn03249_c0	blocked	blocked	False	23.928928065832537	23.565380322544655
ecoli	rxn10256_c0	blocked	blocked	False		
ecoli	rxn05733_c0	blocked	blocked	False		
ecoli	rxn00474_c0	blocked	blocked	False	-50.0886019115151	-50.30126359501443
ecoli	rxn08307_c0	blocked	blocked	False		
ecoli	rxn01843_c0	blocked	blocked	False	66.07747543375567	66.0774743768512
ecoli	rxn00837_c0	blocked	blocked	False	10.954714247355682	10.161500730049724
ecoli	rxn00336_c0	blocked	blocked	False	9.904308752007118	9.2982006090607
ecoli	rxn00770_c0	blocked	blocked	False	9.352240633492102	10.774016252949878
ecoli	rxn05680_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn00786_c0	blocked	blocked	False	24.056454686168564	24.33975662355391
ecoli	rxn01226_c0	reverse	reverse	False	-3.20200550624957	-3.138553447762881
ecoli	rxn00365_c0	blocked	blocked	False	-14.45882539785191	-17.04384421437294
ecoli	rxn23042_c0	blocked	blocked	False	-35.62676756244369	-35.76402928745361
ecoli	rxn05256_c0	blocked	blocked	False		
ecoli	rxn08336_c0	blocked	blocked	False		
ecoli	rxn04598_c0	blocked	blocked	False	-417.4301713394696	-417.37259536380964
ecoli	rxn03245_c0	blocked	blocked	False	0.9518797873794824	0.9519043508295795
ecoli	rxn08296_c0	blocked	blocked	False		
ecoli	rxn03439_c0	blocked	blocked	False	-52.108923248591	-52.006857587812135
ecoli	rxn08442_c0	blocked	blocked	False		
ecoli	rxn03869_c0	blocked	blocked	False	-49.373068075888796	-49.37608479280922
ecoli	EX_cpd00039_e0	blocked	blocked	False		
ecoli	rxn01354_c0	blocked	blocked	False	26.9928067321776	26.635406613467296
ecoli	rxn08120_c0	blocked	blocked	False		
ecoli	rxn01199_c0	blocked	blocked	False	-12.806668772186185	-13.85167376039027
ecoli	rxn01974_c0	blocked	blocked	False	-0.8569867043303816	-0.8569867043303816
ecoli	rxn00994_c0	blocked	blocked	False	7.223861917468128	6.783498377064859
ecoli	rxn01200_c0	blocked	blocked	False	7.839224589446616	7.776296587493306
ecoli	rxn01000_c0	blocked	blocked	False	9.404721422244762	9.409018453152811
ecoli	rxn01101_c0	blocked	blocked	False	34.590168247225165	34.467934815221255
ecoli	EX_cpd00176_e0	blocked	blocked	False		
ecoli	rxn08839_c0	blocked	blocked	False		
ecoli	rxn10234_c0	blocked	blocked	False		
ecoli	rxn08022_c0	blocked	blocked	False		
ecoli	rxn05681_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08127_c0	variable	variable	False	1.463464423068217e-05	2.412000048934715e-05
ecoli	rxn05557_c0	blocked	blocked	False	-25.459409689877987	-26.175043300205324
ecoli	rxn05470_c0	blocked	blocked	False	0.0	0.0
ecoli	EX_cpd00637_e0	blocked	blocked	False		
ecoli	rxn08709_c0	blocked	blocked	False	-14.64365944963734	-45.23083629746921
ecoli	rxn05563_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn00540_c0	blocked	blocked	False	-24.80990254809349	-24.824533775356443
ecoli	EX_cpd00386_e0	blocked	blocked	False		
ecoli	rxn05737_c0	blocked	blocked	False	-565.9045249443784	-566.3467766125515
ecoli	rxn03251_c0	blocked	blocked	False	-16.65579181331057	-13.510905367684273
ecoli	rxn00784_c0	blocked	blocked	False	20.71272714911725	20.763947579243926
ecoli	rxn09024_c0	blocked	blocked	False	-82.9754361497222	-698.1277345582663
ecoli	rxn01278_c0	blocked	blocked	False	15.659139618997898	15.631729600898353
ecoli	rxn08851_c0	blocked	blocked	False		
ecoli	rxn00141_c0	blocked	blocked	False	34.63861496658703	34.78241044002763
ecoli	rxn08667_c0	blocked	blocked	False	-6.538499976557205	4.620378286198957
ecoli	rxn01106_c0	blocked	blocked	False	-3.9565899729571186	-3.8807467542375775
ecoli	rxn01255_c0	blocked	blocked	False	-94.13640441196111	-93.67592134334194
ecoli	rxn10471_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08350_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn00855_c0	blocked	blocked	False	-19.570725595836393	-15.658674802805649
ecoli	rxn14418_c0	blocked	blocked	False		
ecoli	rxn05398_c0	blocked	blocked	False		
ecoli	rxn07963_c0	blocked	blocked	False		
ecoli	rxn00646_c0	blocked	blocked	False	-27.6664732640495	-28.4949234515189
ecoli	rxn00166_c0	blocked	blocked	False	-30.709744773616734	-30.592235148633236
ecoli	rxn05612_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn00785_c0	blocked	blocked	False	14.28352839342702	14.419219247904408
ecoli	rxn05183_c0	blocked	blocked	False	-25.459409689877987	-26.175043300205324
ecoli	rxn05649_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn05496_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08469_c0	blocked	blocked	False	-567.0300224530688	-567.335729806281
ecoli	rxn02377_c0	blocked	blocked	False	4.564441434456739	4.369555075437688
ecoli	rxn02929_c0	blocked	blocked	False	-18.630541971622048	-18.652016876647988
ecoli	rxn00245_c0	blocked	blocked	False	-49.60302125375364	-49.63870589386508
ecoli	EX_cpd00023_e0	blocked	blocked	False		
ecoli	rxn10157_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08241_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn10269_c0	blocked	blocked	False		
ecoli	rxn01510_c0	blocked	blocked	False	-14.413087928833534	-16.320422432273517
ecoli	rxn01674_c0	blocked	blocked	False	-14.517151948196215	-14.968815007922558
ecoli	EX_cpd00264_e0	blocked	blocked	False		
ecoli	rxn00787_c0	blocked	blocked	False	11.948803467551556	12.232105404936902
ecoli	rxn14333_c0	blocked	blocked	False	-100.35345748856398	-101.80779275155041
ecoli	rxn00898_c0	blocked	blocked	False	-26.67930770859988	-26.690962627068473
ecoli	rxn00379_c0	blocked	blocked	False	48.69490586255699	46.122912676272506
ecoli	rxn00935_c0	blocked	blocked	False	-32.77666064475018	-29.67289451777704
ecoli	rxn13827_c0	blocked	blocked	False	-655.6411229870193	-785.9766656840161
ecoli	rxn01268_c0	blocked	blocked	False	69.18151793290347	69.05800639375558
ecoli	rxn05673_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn02275_c0	blocked	blocked	False	-9.743668346077186	-9.741948317829156
ecoli	rxn03031_c0	blocked	blocked	False	48.76862809355421	52.70572091491752
ecoli	rxn00649_c0	blocked	blocked	False	-91.9545962996591	-91.31710691775396
ecoli	rxn03839_c0	blocked	blocked	False	19.63800615710167	19.63139304977105
ecoli	EX_cpd00363_e0	blocked	blocked	False		
ecoli	EX_cpd01861_e0	blocked	blocked	False		
ecoli	rxn00836_c0	blocked	blocked	False	38.08011492189539	42.14682836552555
ecoli	EX_cpd00118_e0	blocked	blocked	False		
ecoli	rxn00116_c0	blocked	blocked	False	11.769852997497878	-37.10616501175616
ecoli	rxn06510_c0	blocked	blocked	False	13.375057545659786	16.983660773617032
ecoli	EX_cpd00305_e0	blocked	blocked	False		
ecoli	rxn10257_c0	blocked	blocked	False		
ecoli	rxn05488_c0	variable	variable	False	0.0	0.0
ecoli	rxn14061_c0	blocked	blocked	False	-100.3534574885642	-101.80787833117128
ecoli	rxn08444_c0	blocked	blocked	False	-34.46495607912675	-30.53458086439514
ecoli	rxn02944_c0	blocked	blocked	False	11.93096205084644	11.691624219128506
ecoli	rxn10268_c0	blocked	blocked	False		
ecoli	rxn02400_c0	blocked	blocked	False	-11.0025920226783	-10.580757194946386
ecoli	rxn01537_c0	blocked	blocked	False	0.03215416165542706	-39.369983372674
ecoli	rxn10315_c0	blocked	blocked	False		
ecoli	rxn05188_c0	blocked	blocked	False	-25.459409689877987	-26.175043300205324
ecoli	rxn00840_c0	blocked	blocked	False	26.946419932054084	25.911794967861567
ecoli	rxn08793_c0	blocked	blocked	False	198.6493320839342	198.5074970309508
ecoli	EX_cpd00013_e0	blocked	blocked	False		
ecoli	rxn03435_c0	blocked	blocked	False	20.301476820256966	20.162746212003782
ecoli	rxn00077_c0	blocked	blocked	False	-12.141385056068629	-13.465181242327702
ecoli	rxn09180_c0	blocked	blocked	False	-95.783127063905	-95.97543408632521
ecoli	rxn10210_c0	blocked	blocked	False		
ecoli	rxn10314_c0	blocked	blocked	False		
ecoli	rxn09101_c0	blocked	blocked	False		
ecoli	rxn01249_c0	blocked	blocked	False	26.82331358680844	26.27423113391191
ecoli	rxn21729_c0	blocked	blocked	False		
ecoli	rxn05561_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn02503_c0	blocked	blocked	False	-15.573883165668235	-16.532938601717206
ecoli	rxn02297_c0	blocked	blocked	False	-7.603798414068336	-4.624400124378639
ecoli	rxn14421_c0	blocked	blocked	False		
ecoli	rxn10126_c0	blocked	blocked	False	289.99467765056096	286.8368770668391
ecoli	rxn01620_c0	blocked	blocked	False	19.692958255731266	19.69568611459496
ecoli	rxn09448_c0	blocked	blocked	False		
ecoli	EX_cpd00035_e0	blocked	blocked	False		
ecoli	rxn08311_c0	blocked	blocked	False		
ecoli	EX_cpd01055_e0	blocked	blocked	False		
ecoli	rxn10233_c0	blocked	blocked	False		
ecoli	rxn01018_c0	blocked	blocked	False	-23.828560789454087	-23.19992074775331
ecoli	rxn08796_c0	blocked	blocked	False	-42.29540987655411	-42.28477187711098
ecoli	rxn01790_c0	blocked	blocked	False	19.016896634327708	18.802315855215994
ecoli	rxn10770_c0	blocked	blocked	False	25.731405445464333	25.670842448341972
ecoli	rxn08202_c0	blocked	blocked	False		
ecoli	rxn00371_c0	blocked	blocked	False	-11.919584500510098	-11.980886571656526
ecoli	rxn05248_c0	blocked	blocked	False		
ecoli	rxn03917_c0	blocked	blocked	False	59.002175355206475	59.0019308068907
ecoli	rxn04783_c0	blocked	blocked	False	33.340494908307846	32.77024296945194
ecoli	rxn00157_c0	blocked	blocked	False	18.294997504516715	22.21333233621776
ecoli	rxn08556_c0	blocked	blocked	False	253.04954602645893	252.92812516273779
ecoli	rxn08734_c0	blocked	blocked	False	211.33446951866657	211.32155538057035
ecoli	EX_cpd15561_e0	blocked	blocked	False		
ecoli	rxn05127_c0	blocked	blocked	False	-36.27623737082476	-36.02874574861832
ecoli	EX_cpd00129_e0	blocked	blocked	False		
ecoli	rxn00016_c0	blocked	blocked	False	-8.128054723693253	-8.128406115448456
ecoli	rxn15249_c0	blocked	blocked	False	-14.460335765038053	-15.5952032207407
ecoli	rxn02346_c0	blocked	blocked	False	-19.77300573561007	-19.779115741953916
ecoli	rxn00123_c0	blocked	blocked	False	15.162071939900557	14.169937029167897
ecoli	rxn02835_c0	blocked	blocked	False	-46.96535830708697	-52.32559937818556
ecoli	rxn08935_c0	blocked	blocked	False	-14.936511497231464	-14.93661591844139
ecoli	rxn00095_c0	blocked	blocked	False	-6.4282905127304275	-0.112737616362665
ecoli	rxn03976_c0	forward	forward	False		
ecoli	rxn03838_c0	blocked	blocked	False	-45.3214207027808	-45.32152090772529
ecoli	rxn00713_c0	blocked	blocked	False	-14.496639452473516	-14.992277532158596
ecoli	rxn10203_c0	blocked	blocked	False	7.830453797427353	11.750179753651864
ecoli	rxn08838_c0	blocked	blocked	False		
ecoli	rxn05501_c0	blocked	blocked	False	-41.42489685259926	-42.88400021608828
ecoli	rxn02405_c0	blocked	blocked	False	42.43304259459211	40.824641187145005
ecoli	rxn08689_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn08359_c0	blocked	blocked	False	0.0	0.0
ecoli	rxn10254_c0	blocked	blocked	False		
ecoli	rxn05381_c0	blocked	blocked	False		
