rxn_id	old_deltag	old_deltagerr	new_deltag	new_deltagerr
rxn03276	-0.99	0.31	0.28	128.12
rxn03277	10000000.0	10000000.0	-353.99	178.07
rxn03278	10000000.0	10000000.0	56.33	142.57
rxn03280	10000000.0	10000000.0	-168.25	497.33
rxn03281	1.63	0.71	6.81	5.12
rxn03282	4.89	0.24	23.83	84.35
rxn03283	-94.13	0.75	-396.63	59.52
rxn03284	-94.13	0.75	-408.49	89.71
rxn03285	-150.73	10.1	-605.14	434.77
rxn03286	1.18	0.45	47.47	119.63
rxn03287	4.44	0.24	13.67	99.95
rxn03289	4.44	0.24	13.67	99.95
rxn03290	-1.18	0.45	-47.47	119.63
rxn03291	4.52	1.9	16.32	162.75
rxn03292	-0.28	0.37	43.28	108.91
rxn03293	-0.28	0.38	40.04	108.91
rxn03294	4.52	1.9	16.32	153.85
rxn03295	-0.28	0.37	43.28	108.91
rxn03296	-0.28	0.38	40.04	108.91
rxn03297	-97.2	0.8	-409.79	116.75
rxn03299	-0.28	0.37	43.72	109.78
rxn03300	0.28	0.38	-40.48	109.78
rxn03301	4.44	0.24	12.61	307.61
rxn03302	-0.28	0.37	43.72	109.78
rxn03303	-0.28	0.38	40.48	109.78
rxn03304	4.44	0.24	-34.57	311.09
rxn03305	2.3	11.79	43.72	109.78
rxn03306	2.3	11.78	40.48	109.78
rxn03307	-0.28	0.37	54.65	111.71
rxn03308	-0.28	0.38	51.41	111.71
rxn03309	-0.28	0.37	48.96	346.08
rxn03310	-0.28	0.38	45.72	346.08
rxn03311	-0.28	0.37	51.16	297.07
rxn03312	-0.28	0.38	47.92	297.07
rxn03313	4.44	0.24	12.03	94.65
rxn03314	-0.28	0.37	54.65	111.71
rxn03315	-0.28	0.38	51.41	111.71
rxn03316	4.44	0.24	12.61	104.09
rxn03317	0.28	0.37	-48.17	126.41
rxn03318	-97.2	0.8	-404.93	103.21
rxn03319	0.28	0.38	-44.93	126.41
rxn03320	-98.05	0.82	-345.49	168.04
rxn03321	-95.07	0.74	-378.63	138.84
rxn03322	-96.63	0.76	-378.84	111.57
rxn03323	-1.23	1.41	-78.09	162.63
rxn03324	4.44	0.24	25.36	75.21
rxn03325	-6.75	0.75	-21.43	79.15
rxn03326	-25.91	1.72	-135.09	127.52
rxn03327	-98.75	2.72	-420.76	188.48
rxn03328	-2.88	0.75	-22.82	74.91
rxn03329	-0.22	0.74	-23.5	104.07
rxn03330	-4.45	0.24	-12.36	88.99
rxn03331	10000000.0	10000000.0	48.21	210.95
rxn03332	18.89	3.42	-69.05	153.29
rxn03333	4.89	0.24	27.09	119.73
rxn03334	-4.36	5.12	-85.27	212.24
rxn03335	-8.68	0.26	-26.77	76.76
rxn03336	-8.68	0.27	-30.01	76.76
rxn03337	-62.32	6.07	-912.22	454.26
rxn03338	13.71	1.25	91.47	145.13
rxn03339	-4.36	5.1	-85.29	175.96
rxn03340	-8.68	0.26	-27.75	68.3
rxn03341	-8.67	0.27	-30.99	68.3
rxn03342	-22.58	1.11	-61.44	87.29
rxn03343	-8.68	0.26	-26.79	76.76
rxn03344	-8.67	0.27	-30.03	76.76
rxn03345	-22.57	1.11	-80.94	122.08
rxn03346	-20.0	1.66	-73.17	131.78
rxn03347	0.18	0.36	31.17	87.46
rxn03348	-74.42	6.19	-273.23	115.92
rxn03349	-50.41	6.19	-299.88	115.83
rxn03350	49.25	0.53	80.37	74.76
rxn03351	-6.6	0.5	4.36	100.95
rxn03352	-0.41	0.38	-15.29	158.18
rxn03353	-95.83	7.08	-263.71	89.71
rxn03354	-8.68	0.26	-27.8	68.3
rxn03355	-23.93	0.27	-93.2	68.3
rxn03356	-4.36	5.33	-60.01	179.04
rxn03357	-4.02	0.42	-17.54	5.41
rxn03358	-49.36	1.65	-99.84	169.62
rxn03359	-49.36	1.65	-68.27	165.85
rxn03360	5.07	0.75	26.1	59.29
rxn03362	-0.5	1.88	-44.65	88.92
rxn03363	-26.9	1.23	-19.33	190.7
rxn03364	-102.15	2.15	-676.3	161.56
rxn03365	-9.07	0.26	-40.28	57.31
rxn03366	-9.06	0.27	-43.52	57.31
rxn03367	2.39	0.75	-222.65	57.51
rxn03368	-4.84	0.25	-14.72	56.76
rxn03370	5.9	1.64	103.74	110.92
rxn03372	10000000.0	10000000.0	0.94	5.12
rxn03373	10000000.0	10000000.0	-49.54	218.02
rxn03374	10000000.0	10000000.0	-7.34	146.15
rxn03375	10000000.0	10000000.0	1.0	237.38
rxn03377	10000000.0	10000000.0	218.35	150.55
rxn03378	10000000.0	10000000.0	63.41	147.49
rxn03379	10000000.0	10000000.0	39.96	146.08
rxn03380	10000000.0	10000000.0	-69.19	146.08
rxn03381	10000000.0	10000000.0	-81.22	237.38
rxn03384	-8.15	3.02	-63.21	354.12
rxn03385	10000000.0	10000000.0	2182.29	345.4
rxn03387	-21.58	9.84	13.31	400.95
rxn03388	-105.96	0.91	-304.4	83.88
rxn03389	-4.36	6.66	-144.37	500.74
rxn03390	-80.46	1.66	-465.07	209.36
rxn03391	-19.42	6.89	-33.61	184.64
rxn03392	-95.44	7.99	-424.67	114.41
rxn03393	-2.66	0.8	56.13	74.15
rxn03394	-95.83	8.5	-304.4	83.88
rxn03395	-4.36	7.67	-173.24	683.9
rxn03396	-95.63	8.62	-527.22	209.36
rxn03397	-19.42	7.87	-33.61	184.64
rxn03399	10000000.0	10000000.0	756.03	450.69
rxn03400	-8.66	0.26	-26.56	74.37
rxn03402	6.29	1.0	74.62	102.33
rxn03403	-2.6	2.11	180.61	180.3
rxn03404	-49.25	0.53	-92.25	79.59
rxn03407	-2.54	0.55	-3.25	81.3
rxn03408	-4.07	0.85	-19.39	103.72
rxn03410	-3.14	6.09	-565.53	219.74
rxn03411	10000000.0	10000000.0	-798.52	264.16
rxn03412	10000000.0	10000000.0	-798.52	264.16
rxn03413	-0.45	0.38	-18.1	158.22
rxn03414	-110.08	3.81	-455.53	107.66
rxn03416	0.0	0.0	7.7	5.12
rxn03419	-0.5	3.21	-44.27	85.76
rxn03420	120.14	3.17	414.34	85.76
rxn03421	0.62	2.74	0.49	127.16
rxn03422	-9.45	0.26	-36.28	5.73
rxn03423	-8.55	0.26	-33.04	5.73
rxn03424	8.67	0.26	34.11	75.54
rxn03426	1.88	0.49	-2.68	60.58
rxn03427	-0.37	0.55	-4.23	71.65
rxn03428	-6.14	0.96	-2.21	161.89
rxn03429	6.14	0.96	-1.87	143.87
rxn03430	0.0	0.0	-32.81	152.37
rxn03431	38.5	9.08	-82.72	255.7
rxn03432	-8.92	5.0	-18.1	65.33
rxn03433	-5.88	0.41	-19.91	90.37
rxn03435	4.44	0.24	20.16	93.16
rxn03436	0.0	0.0	18.52	102.62
rxn03437	-8.44	0.34	-56.93	112.46
rxn03439	-11.23	10.05	-52.01	150.65
rxn03440	0.05	5.09	-29.06	105.8
rxn03441	8.79	0.45	37.05	102.83
rxn03442	0.38	0.45	-34.04	108.69
rxn03443	10.79	0.66	61.44	105.43
rxn03444	0.9	0.42	-39.31	64.49
rxn03445	-2.56	0.46	5.8	64.26
rxn03446	-3.3	0.3	-12.51	3.66
rxn03447	-5.06	0.75	-33.34	76.43
rxn03448	10000000.0	10000000.0	0.52	233.83
rxn03449	-15.98	1.38	-154.29	136.32
rxn03450	-221.21	3.19	-358.56	167.42
rxn03451	-125.07	0.95	-418.6	214.61
rxn03452	10000000.0	10000000.0	-99.32	167.81
rxn03453	10000000.0	10000000.0	-450.57	76.22
rxn03455	-9.06	0.27	-37.9	5.73
rxn03456	-7.31	1.71	86.63	111.34
rxn03457	-1.24	0.88	43.14	84.58
rxn03468	-9.8	9.66	-37.03	57.31
rxn03469	-53.52	9.09	18.59	239.13
rxn03470	38.5	9.08	-77.56	238.92
rxn03471	-48.84	10.19	-170.26	357.01
rxn03472	-4.36	5.7	-85.26	175.96
rxn03473	10000000.0	10000000.0	47.61	135.97
rxn03474	10000000.0	10000000.0	-22.73	191.75
rxn03475	10000000.0	10000000.0	46.04	159.21
rxn03476	10000000.0	10000000.0	-7.86	96.78
rxn03477	9.17	1.43	-40.78	165.36
rxn03478	-15.44	1.35	-25.68	142.23
rxn03479	-8.34	1.05	39.34	206.15
rxn03480	20.81	3.0	82.87	144.61
rxn03481	6.55	1.05	96.86	101.71
rxn03482	6.54	1.05	107.14	105.11
rxn03483	-7.69	0.72	-39.61	93.27
rxn03484	-3.11	0.49	-99.52	99.53
rxn03485	-15.57	1.32	14.1	164.86
rxn03486	14.49	0.33	27.47	104.93
rxn03487	-0.79	13.23	-63.02	79.26
rxn03488	-3.11	10.14	-11.96	3.78
rxn03489	3.75	0.29	77.26	110.42
rxn03490	-88.58	1.97	-240.83	179.51
rxn03491	10000000.0	10000000.0	-25.38	382.48
rxn03492	10000000.0	10000000.0	-40.57	191.83
rxn03493	-103.72	1.71	-798.21	207.64
rxn03494	-105.96	0.91	-257.76	107.52
rxn03495	-103.39	2.28	-675.84	183.15
rxn03496	-110.94	1.04	-176.32	142.08
rxn03497	-82.17	2.13	-377.9	169.02
rxn03498	-105.97	0.91	-363.73	81.15
rxn03499	-97.2	0.8	-404.14	147.91
rxn03500	-4.36	5.7	-85.26	175.96
rxn03501	10000000.0	10000000.0	341.49	178.31
rxn03504	-1.75	0.44	4.05	91.05
rxn03505	-8.05	1.15	83.95	121.36
rxn03506	-7.77	1.33	-2.68	72.03
rxn03507	-4.6	1.24	1.67	116.2
rxn03508	4.32	0.41	84.96	107.28
rxn03510	-6.26	9.67	-54.01	141.67
rxn03511	0.0	0.0	3.48	78.43
rxn03512	10000000.0	10000000.0	-9.27	259.53
rxn03513	10000000.0	10000000.0	-295.06	349.77
rxn03514	10000000.0	10000000.0	-43.45	290.19
rxn03517	-10.55	1.5	76.6	232.13
rxn03518	-23.91	1.3	-20.32	125.97
rxn03519	8.38	0.33	107.36	232.03
rxn03520	-11.24	0.43	92.73	112.24
rxn03521	-43.22	0.65	-113.59	205.99
rxn03522	10000000.0	10000000.0	652.76	266.73
rxn03523	0.49	0.57	5.61	95.0
rxn03525	-104.87	1.27	-432.12	123.85
rxn03526	-6.74	5.93	-5.72	212.76
rxn03528	-4.36	5.88	-85.26	175.96
rxn03529	-4.36	5.83	-85.27	175.96
rxn03530	-104.86	1.27	-433.55	123.85
rxn03531	-6.74	5.93	-5.72	212.76
rxn03532	10000000.0	10000000.0	-149.73	295.93
rxn03533	10000000.0	10000000.0	22.71	509.09
rxn03534	10000000.0	10000000.0	-43.73	196.78
rxn03535	10000000.0	10000000.0	186.9	406.28
rxn03536	10000000.0	10000000.0	-35.85	247.19
rxn03537	10000000.0	10000000.0	5.54	53.01
rxn03538	10000000.0	10000000.0	-73.33	362.94
rxn03539	10000000.0	10000000.0	3558.26	91.08
rxn03540	10000000.0	10000000.0	-233.81	408.05
rxn03541	10000000.0	10000000.0	15.51	265.41
rxn03542	10000000.0	10000000.0	-171.86	357.24
rxn03543	227.13	2.37	926.45	175.85
rxn03544	106.73	1.14	447.01	76.78
rxn03545	2.23	2.95	-6.16	91.87
rxn03546	4.89	0.25	8.0	3.94
rxn03547	4.89	0.24	20.07	3.91
rxn03548	-10.37	0.2	-55.08	66.29
rxn03549	-10.37	0.2	-25.74	103.34
rxn03550	-8.68	0.26	-78.91	74.47
rxn03551	-6.45	0.99	-78.13	99.06
rxn03552	-23.93	0.27	-76.35	67.55
rxn03553	-23.93	0.27	-83.44	96.71
rxn03554	-23.28	2.05	227.93	234.12
rxn03555	-8.53	1.22	174.55	216.24
rxn03556	-23.28	2.05	227.93	234.12
rxn03557	-16.6	6.44	187.46	278.68
rxn03558	-12.56	6.36	16.62	238.21
rxn03559	-62.1	1.36	-499.7	227.27
rxn03560	-64.83	1.45	-403.09	128.35
rxn03561	-93.87	1.66	-305.38	186.32
rxn03562	-60.46	1.41	-532.88	207.26
rxn03563	-105.96	0.91	-292.46	103.3
rxn03564	105.97	0.91	262.8	136.21
rxn03565	-34.3	0.27	-130.48	141.05
rxn03566	26.0	0.87	144.3	74.47
rxn03567	-11.78	6.84	275.27	220.5
rxn03568	-11.78	6.83	272.03	220.5
rxn03569	-68.76	3.69	-590.53	206.34
rxn03570	-61.0	1.43	-602.83	206.65
rxn03571	10000000.0	10000000.0	-400.18	266.26
rxn03572	10000000.0	10000000.0	53.58	158.51
rxn03573	-79.14	2.26	-404.84	242.82
rxn03574	-79.14	2.26	-401.6	242.82
rxn03575	-79.14	2.26	-404.84	242.82
rxn03576	-79.14	2.26	-401.6	242.82
rxn03577	10000000.0	10000000.0	-231.69	137.4
rxn03578	-94.12	0.75	-360.3	81.22
rxn03579	2.73	0.34	24.54	92.02
rxn03580	10000000.0	10000000.0	57.04	94.26
rxn03581	10000000.0	10000000.0	24.04	106.22
rxn03582	-45.25	0.8	-114.51	130.57
rxn03583	4.89	0.24	20.07	3.91
rxn03584	-9.06	0.26	-80.52	74.47
rxn03585	-118.03	0.76	-541.43	74.55
rxn03586	-90.21	1.25	-290.03	96.87
rxn03587	-8.55	1.22	163.9	239.06
rxn03588	10000000.0	10000000.0	-10.44	86.27
rxn03589	-10.0	6.76	-184.33	180.24
rxn03590	-75.61	1.39	-626.04	241.54
rxn03591	-95.71	1.04	-90.05	167.46
rxn03592	95.68	1.04	98.83	160.96
rxn03593	-94.12	0.75	-360.3	81.22
rxn03594	4.89	0.24	20.07	3.91
rxn03595	4.89	0.24	11.24	3.94
rxn03596	10000000.0	10000000.0	75.72	93.8
rxn03597	-10.7	1.47	82.72	255.7
rxn03598	-8.68	0.26	-26.77	107.36
rxn03599	10000000.0	10000000.0	28.28	93.61
rxn03600	-94.12	0.75	-360.3	81.22
rxn03601	-8.67	0.27	-82.15	74.47
rxn03602	-70.46	6.3	-243.96	183.79
rxn03603	-70.46	6.29	-240.72	183.79
rxn03604	-12.52	6.33	112.61	204.63
rxn03605	-12.52	6.31	109.37	204.63
rxn03606	-83.04	6.34	-328.97	209.1
rxn03607	-61.19	1.37	-551.92	166.17
rxn03608	-8.84	0.52	-20.04	124.06
rxn03609	0.18	0.36	30.97	92.33
rxn03610	-2.95	0.3	-11.47	58.97
rxn03611	-74.87	1.39	-599.16	152.17
rxn03612	-3.4	0.86	-18.7	123.72
rxn03613	-128.24	1.94	-512.2	174.45
rxn03614	-110.65	1.18	-395.03	111.91
rxn03615	-4.36	5.71	-59.31	170.36
rxn03617	4.44	0.24	5.53	74.58
rxn03618	-10.29	1.04	132.87	77.1
rxn03619	-15.57	1.74	252.33	242.62
rxn03620	-12.52	6.33	174.93	190.82
rxn03621	-20.33	1.89	177.33	200.7
rxn03622	14.27	0.33	45.91	31.93
rxn03623	-20.31	1.89	-12.39	227.75
rxn03624	-14.11	1.64	257.99	182.15
rxn03625	-16.49	1.89	127.21	198.0
rxn03626	-0.28	0.37	62.21	124.8
rxn03627	-20.54	2.43	-223.52	123.15
rxn03629	-88.54	0.82	-323.16	105.71
rxn03630	-104.66	1.29	-640.33	167.69
rxn03631	-95.24	0.84	-456.16	88.34
rxn03632	-95.24	0.84	-467.21	83.97
rxn03633	-3.53	6.16	-154.73	173.94
rxn03634	1.54	0.63	21.62	54.03
rxn03635	-0.37	0.64	-61.57	66.7
rxn03636	5.66	0.74	14.64	67.08
rxn03637	-25.79	2.94	282.77	256.63
rxn03638	-4.17	0.94	-26.39	72.21
rxn03639	-22.19	1.11	-87.57	6.56
rxn03640	-6.55	1.89	-104.8	132.43
rxn03641	-5.31	0.46	0.67	3.69
rxn03642	-0.52	0.47	-51.47	75.98
rxn03643	-6.32	0.41	-28.46	4.16
rxn03644	-2.58	0.52	-16.24	4.16
rxn03645	-264.62	0.76	-1077.57	149.78
rxn03646	-34.54	1.84	-22.64	173.74
rxn03647	-112.02	0.74	-466.63	114.41
rxn03648	-56.02	0.43	-180.84	134.04
rxn03649	4.89	0.24	10.33	58.39
rxn03650	4.89	0.24	18.23	86.28
rxn03651	-0.28	0.37	-19.6	217.43
rxn03652	-0.28	0.38	-22.84	217.43
rxn03653	-8.19	1.12	-12.07	119.85
rxn03654	-8.06	0.42	-28.14	69.66
rxn03655	-10.56	6.38	104.55	222.83
rxn03656	-0.79	6.2	16.09	93.35
rxn03657	2.96	1.11	-28.19	68.21
rxn03658	-13.43	1.51	-22.78	64.7
rxn03659	0.26	5.09	23.32	119.71
rxn03660	-13.74	0.93	-75.51	141.31
rxn03661	-10.96	0.39	-78.3	144.25
rxn03662	-14.31	0.8	-10.3	113.03
rxn03663	-11.67	0.39	-15.81	131.13
rxn03664	10000000.0	10000000.0	4.02	156.28
rxn03665	-11.68	0.39	-18.56	133.05
rxn03666	-11.92	2.04	-78.69	144.25
rxn03667	-14.98	0.63	-35.54	112.52
rxn03668	10000000.0	10000000.0	77.37	90.98
rxn03669	10000000.0	10000000.0	63.87	93.51
rxn03670	10000000.0	10000000.0	88.65	197.4
rxn03671	10000000.0	10000000.0	88.65	128.19
rxn03672	2.1	1.16	4.98	66.65
rxn03673	2.1	1.16	12.07	67.04
rxn03674	-6.21	0.86	-24.31	5.66
rxn03675	-4.31	0.75	-42.13	114.45
rxn03676	-2.27	0.8	56.57	105.68
rxn03677	4.7	0.75	14.59	135.7
rxn03678	-4.31	0.75	8.21	110.18
rxn03680	-4.98	5.01	-42.95	123.17
rxn03681	101.79	9.55	-67.72	78.07
rxn03682	2.97	1.22	7.06	144.46
rxn03683	-4.69	1.75	29.73	242.31
rxn03684	6.44	1.32	65.48	122.67
rxn03685	10000000.0	10000000.0	18.31	180.35
rxn03686	10000000.0	10000000.0	8.81	179.85
rxn03687	10000000.0	10000000.0	-24.21	245.57
rxn03688	10000000.0	10000000.0	-24.21	208.33
rxn03689	7.44	2.54	-223.52	257.93
rxn03690	0.0	0.0	20.36	118.34
rxn03691	10000000.0	10000000.0	83.73	154.99
rxn03692	27.2	2.71	102.6	150.12
rxn03693	10000000.0	10000000.0	-129.9	216.86
rxn03694	10000000.0	10000000.0	115.53	192.51
rxn03695	3.79	0.86	82.43	141.91
rxn03698	-11.78	6.46	302.92	245.36
rxn03699	-8.41	2.56	143.32	222.12
rxn03700	10000000.0	10000000.0	19.33	118.73
rxn03701	10000000.0	10000000.0	-238.74	162.46
rxn03702	10000000.0	10000000.0	81.42	115.22
rxn03703	10000000.0	10000000.0	80.09	164.0
rxn03704	-62.11	1.36	-534.28	182.37
rxn03705	-60.9	1.49	-459.64	159.86
rxn03706	-72.01	1.74	-592.1	172.22
rxn03707	-94.76	2.17	-695.59	206.35
rxn03708	10000000.0	10000000.0	-645.29	207.37
rxn03709	-94.76	2.17	-736.99	250.31
rxn03710	-61.79	3.91	-495.88	216.59
rxn03711	-62.77	1.36	-510.13	219.52
rxn03712	-75.17	1.93	-468.67	236.6
rxn03713	-62.0	1.72	-558.78	193.73
rxn03714	-101.85	2.55	-248.76	225.84
rxn03715	-74.46	2.47	-509.42	213.01
rxn03716	-62.11	1.36	-582.93	160.82
rxn03717	-76.0	6.42	-291.25	198.54
rxn03718	-114.65	4.8	-214.9	195.51
rxn03719	-107.87	1.44	-391.77	97.94
rxn03720	4.22	1.68	-220.46	180.27
rxn03721	10000000.0	10000000.0	-39.67	178.88
rxn03722	-115.4	0.99	-343.34	271.13
rxn03723	-84.04	12.79	-449.67	228.21
rxn03724	-0.39	0.41	-48.66	106.76
rxn03725	-80.62	0.75	-211.51	239.48
rxn03726	-105.07	0.81	-455.19	148.77
rxn03727	-78.74	0.79	-324.83	153.05
rxn03728	-88.58	1.97	-262.33	178.26
rxn03729	-71.1	6.4	-457.62	205.83
rxn03730	-87.11	3.42	-306.48	294.87
rxn03731	-115.4	0.99	-366.21	221.85
rxn03732	-87.11	3.42	-300.0	294.87
rxn03733	-115.41	0.99	-359.73	221.85
rxn03734	-82.87	7.01	-245.23	270.55
rxn03735	-80.36	12.78	-335.57	240.09
rxn03736	-80.36	12.75	-329.09	240.09
rxn03737	-87.11	3.42	-401.39	281.85
rxn03738	-87.11	3.42	-394.91	281.85
rxn03739	-94.91	1.75	-261.82	344.73
rxn03740	-88.3	1.92	-422.89	143.79
rxn03741	-105.97	0.91	-264.67	122.4
rxn03742	-94.12	0.75	-364.25	85.46
rxn03743	-94.12	0.75	-360.3	81.22
rxn03744	-105.72	1.5	-464.76	119.95
rxn03745	10000000.0	10000000.0	152.93	123.76
rxn03746	10000000.0	10000000.0	-310.63	134.71
rxn03747	10000000.0	10000000.0	-307.49	127.6
rxn03748	-106.11	0.91	-341.13	192.78
rxn03749	10000000.0	10000000.0	-316.03	194.01
rxn03750	-105.95	0.91	-362.15	42.84
rxn03751	3.78	0.86	45.15	109.03
rxn03752	-2.62	0.35	-3.41	56.99
rxn03753	4.17	0.75	11.3	76.59
rxn03754	15.39	3.88	265.72	175.62
rxn03755	9.64	6.29	240.04	175.62
rxn03756	10000000.0	10000000.0	386.46	201.3
rxn03757	-20.89	0.81	-87.34	59.25
rxn03758	-7.99	8.79	16.48	170.39
rxn03759	4.6	6.38	64.38	190.06
rxn03760	38.9	9.75	-238.84	362.31
rxn03761	-49.12	0.53	-50.47	109.5
rxn03762	-27.05	1.52	-139.39	63.79
rxn03763	-107.67	1.13	-449.43	85.91
rxn03764	-7.05	1.76	13.0	128.83
rxn03765	-127.64	2.84	-492.42	150.57
rxn03766	-118.06	1.34	-491.36	126.32
rxn03767	-63.08	0.4	-247.49	173.85
rxn03768	10.37	0.2	53.63	92.1
rxn03769	-4.14	1.43	111.07	147.9
rxn03770	-148.9	0.5	-593.42	131.64
rxn03771	-9.05	1.87	96.36	109.74
rxn03772	-102.55	1.28	-146.12	143.57
rxn03773	10000000.0	10000000.0	44.09	93.23
rxn03774	10000000.0	10000000.0	63.87	93.51
rxn03775	-1.52	0.35	-55.06	171.53
rxn03776	38.39	0.21	212.32	171.44
rxn03777	38.83	1.89	377.59	131.89
rxn03779	10000000.0	10000000.0	-70.59	242.63
rxn03780	10000000.0	10000000.0	136.16	218.68
rxn03781	10000000.0	10000000.0	-41.35	178.88
rxn03782	10000000.0	10000000.0	-392.66	142.75
rxn03783	-107.89	6.27	-426.92	134.49
rxn03784	128.71	2.6	755.34	232.84
rxn03785	-56.3	2.88	-346.14	193.54
rxn03786	-80.42	2.13	-238.11	188.13
rxn03787	-0.81	0.22	60.1	119.77
rxn03789	10000000.0	10000000.0	61.56	53.44
rxn03790	10000000.0	10000000.0	37.83	53.44
rxn03791	10000000.0	10000000.0	46.51	53.44
rxn03792	10000000.0	10000000.0	42.31	53.44
rxn03793	10000000.0	10000000.0	67.61	53.44
rxn03794	10000000.0	10000000.0	71.81	53.44
rxn03795	10000000.0	10000000.0	61.65	108.0
rxn03796	-7.19	0.32	-23.01	126.53
rxn03797	0.05	0.47	6.3	4.05
rxn03798	1.01	0.38	6.25	60.06
rxn03799	-1.49	0.35	1.12	98.57
rxn03800	-1.1	0.96	-69.3	126.25
rxn03801	5.71	1.49	-85.47	154.08
rxn03802	3.56	0.69	53.93	72.65
rxn03803	-61.25	1.89	-193.97	107.47
rxn03804	-4.89	0.24	-27.08	93.28
rxn03805	-0.89	4.0	70.54	113.02
rxn03806	-3.7	0.46	16.4	104.96
rxn03807	-16.29	0.8	1.01	115.3
rxn03808	10000000.0	10000000.0	-354.94	158.58
rxn03809	10000000.0	10000000.0	59.31	170.36
rxn03810	41.33	0.36	98.13	130.52
rxn03811	41.33	0.36	98.13	130.52
rxn03812	40.48	0.31	159.57	91.45
rxn03813	70.98	0.52	228.55	125.2
rxn03814	-23.57	10.53	25.7	316.22
rxn03815	15.54	0.35	8.29	111.93
rxn03816	0.0	0.0	7.5	78.28
rxn03819	3.91	0.53	3.95	120.34
rxn03820	-4.88	0.53	-6.0	87.07
rxn03821	10000000.0	10000000.0	59.31	170.36
rxn03822	10000000.0	10000000.0	33.08	479.49
rxn03823	10000000.0	10000000.0	39.63	221.55
rxn03824	10000000.0	10000000.0	94.34	214.02
rxn03825	10000000.0	10000000.0	158.92	230.88
rxn03826	-0.33	0.82	-55.3	109.9
rxn03827	-19.17	3.21	-8.0	175.61
rxn03828	11.03	1.98	119.45	173.57
rxn03829	130.96	4.28	351.75	315.96
rxn03830	-102.41	1.28	-177.96	123.31
rxn03831	-102.41	1.28	-180.3	123.21
rxn03832	-30.27	3.76	-61.77	230.31
rxn03833	13.32	1.59	25.41	177.74
rxn03834	243.55	2.78	1071.09	325.42
rxn03835	2.12	1.92	85.8	145.73
rxn03837	10000000.0	10000000.0	-485.91	148.83
rxn03838	-3.11	5.68	-45.32	33.23
rxn03839	2.84	0.54	19.63	110.65
rxn03840	-0.97	0.71	-4.45	5.12
rxn03841	-20.97	1.86	-135.24	161.03
rxn03842	-8.23	1.28	13.27	89.39
rxn03843	-18.13	0.71	-101.74	156.57
rxn03844	22.57	3.37	102.92	229.38
rxn03845	7.97	3.23	83.75	183.38
rxn03846	7.97	3.06	474.32	324.21
rxn03847	-18.95	1.96	-585.88	268.11
rxn03848	-20.8	1.85	-58.68	60.92
rxn03849	-7.77	1.33	-4.06	72.03
rxn03850	-100.94	1.93	-304.6	250.11
rxn03851	-87.05	1.67	-283.35	204.18
rxn03852	-3.84	0.39	5.18	99.55
rxn03853	-83.58	6.31	-283.35	204.18
rxn03854	-93.44	6.34	-304.6	250.11
rxn03855	3.71	3.14	79.47	186.39
rxn03856	3.75	0.29	22.68	58.12
rxn03857	22.57	3.12	105.9	211.98
rxn03858	7.97	3.04	463.55	296.92
rxn03859	3.71	3.12	23.57	167.11
rxn03860	4.44	0.24	21.55	140.72
rxn03861	4.3	0.88	10.77	58.25
rxn03863	2.8	0.64	51.8	98.77
rxn03864	-9.17	0.71	12.41	100.0
rxn03865	6.74	0.68	75.7	97.0
rxn03866	-7.19	0.32	-16.63	31.78
rxn03867	-5.94	0.69	-1.47	137.75
rxn03868	-0.0	5.17	-9.5	75.84
rxn03869	-2.5	0.54	-49.38	102.94
rxn03870	0.26	5.17	10.38	95.59
rxn03871	7.35	1.99	-58.35	96.04
rxn03872	9.45	1.95	-93.51	136.77
rxn03873	12.89	1.43	-4.77	127.14
rxn03874	-1.02	0.71	0.12	58.3
rxn03875	4.98	5.1	59.76	115.8
rxn03876	0.0	0.71	0.07	5.12
rxn03877	-14.21	1.61	-74.6	104.04
rxn03878	1.18	0.45	79.88	139.72
rxn03879	12.31	0.75	104.27	138.8
rxn03880	0.18	0.36	16.73	74.64
rxn03881	15.39	1.0	128.13	156.63
rxn03882	7.32	1.47	-25.91	122.2
rxn03883	2.81	0.89	13.98	5.27
rxn03884	3.9	0.5	18.08	4.18
rxn03885	-8.27	0.89	-49.12	34.82
rxn03886	4.41	0.52	10.8	3.75
rxn03887	-10.01	0.3	-54.61	55.79
rxn03888	3.06	1.31	-81.89	179.46
rxn03889	-3.08	0.54	-73.33	141.64
rxn03890	-40.14	1.7	-42.01	180.2
rxn03891	-18.13	0.71	-87.37	138.48
rxn03892	-18.13	0.71	-87.37	138.48
rxn03893	-18.75	0.66	-80.19	117.37
rxn03894	-18.75	0.66	-80.19	117.37
rxn03895	10000000.0	10000000.0	-48.15	51.91
rxn03896	-2.62	0.35	-14.45	78.63
rxn03897	-83.0	2.53	-328.88	160.36
rxn03898	-83.01	2.53	-325.64	160.36
rxn03899	-50.72	1.02	-214.4	6.32
rxn03900	-61.44	0.32	-101.29	963.38
rxn03901	-6.42	0.31	88.96	866.93
rxn03903	0.34	0.84	-28.67	467.27
rxn03906	-108.63	1.19	-289.33	107.66
rxn03907	-1.49	0.4	-32.74	3.77
rxn03908	-1.09	1.02	-48.18	72.9
rxn03909	-7.67	0.82	-47.4	40.17
rxn03910	26.77	3.57	44.54	80.78
rxn03911	4.52	1.9	20.29	170.03
rxn03912	-294.47	21.93	-1287.41	172.89
rxn03913	13.87	0.31	42.29	134.4
