rxn_id	old_deltag	old_deltagerr	new_deltag	new_deltagerr
rxn54090	10000000.0	10000000.0	-2.88	64.95
rxn54091	10000000.0	10000000.0	0.0	3.62
rxn54093	10000000.0	10000000.0	-36.3	57.27
rxn54094	10000000.0	10000000.0	-27.65	64.95
rxn54095	10000000.0	10000000.0	-27.65	64.95
rxn54096	10000000.0	10000000.0	-33.64	51.71
rxn54097	10000000.0	10000000.0	-27.65	64.95
rxn54098	10000000.0	10000000.0	-33.64	51.71
rxn54099	10000000.0	10000000.0	-33.64	51.71
rxn54101	10000000.0	10000000.0	9.48	75.04
rxn54110	10000000.0	10000000.0	-44.95	134.91
rxn54114	10000000.0	10000000.0	-11.97	54.01
rxn54115	10000000.0	10000000.0	-10.12	209.03
rxn54116	10000000.0	10000000.0	-19.96	99.6
rxn54120	10000000.0	10000000.0	-126.01	242.79
rxn54125	10000000.0	10000000.0	51.83	240.04
rxn54126	10000000.0	10000000.0	41.1	119.39
rxn54130	10000000.0	10000000.0	39.3	114.7
rxn54132	10000000.0	10000000.0	8.62	208.91
rxn54133	10000000.0	10000000.0	-33.64	51.71
rxn54134	10000000.0	10000000.0	-33.64	51.71
rxn54136	10000000.0	10000000.0	42.07	182.52
rxn54137	10000000.0	10000000.0	15.21	195.26
rxn54138	10000000.0	10000000.0	6.13	184.44
rxn54147	10000000.0	10000000.0	-160.73	76.93
rxn54170	10000000.0	10000000.0	47.53	202.03
rxn54173	10000000.0	10000000.0	13.86	50.31
rxn54174	10000000.0	10000000.0	-0.96	138.77
rxn54175	10000000.0	10000000.0	-0.96	138.77
rxn54181	10000000.0	10000000.0	-195.08	147.35
rxn54182	10000000.0	10000000.0	42.42	112.63
rxn54185	10000000.0	10000000.0	39.31	106.82
rxn54186	10000000.0	10000000.0	8.86	121.5
rxn54187	10000000.0	10000000.0	2.36	93.54
rxn54190	10000000.0	10000000.0	26.68	3.66
rxn54191	10000000.0	10000000.0	29.77	89.12
rxn54194	10000000.0	10000000.0	10.57	193.11
rxn54196	10000000.0	10000000.0	-8.82	80.26
rxn54197	10000000.0	10000000.0	-39.74	104.21
rxn54198	10000000.0	10000000.0	-36.68	104.21
rxn54201	10000000.0	10000000.0	-16.7	55.46
rxn54202	10000000.0	10000000.0	-18.28	88.76
rxn54203	10000000.0	10000000.0	-47.61	184.32
rxn54204	10000000.0	10000000.0	7.03	111.02
rxn54206	10000000.0	10000000.0	47.85	142.11
rxn54207	10000000.0	10000000.0	5.38	92.92
rxn54209	10000000.0	10000000.0	-31.47	78.17
rxn54210	10000000.0	10000000.0	-13.91	81.09
rxn54211	10000000.0	10000000.0	-57.19	145.33
rxn54212	10000000.0	10000000.0	-13.4	3.73
rxn54213	10000000.0	10000000.0	-28.16	78.17
rxn54214	10000000.0	10000000.0	-84.54	78.02
rxn54215	10000000.0	10000000.0	55.16	108.11
rxn54221	10000000.0	10000000.0	-3.43	87.7
rxn54222	10000000.0	10000000.0	-9.41	62.01
rxn54223	10000000.0	10000000.0	-3.43	87.7
rxn54224	10000000.0	10000000.0	-9.41	62.01
rxn54225	10000000.0	10000000.0	77.83	106.17
rxn54227	10000000.0	10000000.0	-314.38	178.23
rxn54228	10000000.0	10000000.0	-2.93	87.7
rxn54229	10000000.0	10000000.0	-8.91	62.01
rxn54230	10000000.0	10000000.0	-9.41	62.01
rxn54231	10000000.0	10000000.0	-3.43	87.7
rxn54245	10000000.0	10000000.0	11.61	127.27
rxn54246	10000000.0	10000000.0	10.96	136.24
rxn54247	10000000.0	10000000.0	11.67	127.27
rxn54248	10000000.0	10000000.0	11.02	136.24
rxn54249	10000000.0	10000000.0	11.59	136.24
rxn54250	10000000.0	10000000.0	12.25	127.27
rxn54251	10000000.0	10000000.0	15.33	127.27
rxn54252	10000000.0	10000000.0	14.68	136.24
rxn54253	10000000.0	10000000.0	-70.82	123.26
rxn54254	10000000.0	10000000.0	-100.41	113.95
rxn54255	10000000.0	10000000.0	-100.46	113.95
rxn54256	10000000.0	10000000.0	-70.87	123.26
rxn54257	10000000.0	10000000.0	-71.45	123.26
rxn54258	10000000.0	10000000.0	-101.04	113.95
rxn54259	10000000.0	10000000.0	-74.54	123.26
rxn54268	10000000.0	10000000.0	-104.12	113.95
rxn54269	10000000.0	10000000.0	82.0	172.46
rxn54270	10000000.0	10000000.0	-35.04	103.84
rxn54271	10000000.0	10000000.0	0.93	5.12
rxn54275	10000000.0	10000000.0	-588.7	387.73
rxn54278	10000000.0	10000000.0	106.99	120.25
rxn54279	10000000.0	10000000.0	106.99	120.25
rxn54283	10000000.0	10000000.0	28.69	63.37
rxn54294	10000000.0	10000000.0	9.74	5.12
rxn54295	10000000.0	10000000.0	-275.48	47.94
rxn54296	10000000.0	10000000.0	-240.28	83.38
rxn54297	10000000.0	10000000.0	-19.23	67.58
rxn54298	10000000.0	10000000.0	-29.26	87.29
rxn54299	10000000.0	10000000.0	-14.07	98.97
rxn54300	10000000.0	10000000.0	13.28	83.93
rxn54317	10000000.0	10000000.0	-12.05	94.78
rxn54328	10000000.0	10000000.0	-52.9	156.82
rxn54331	10000000.0	10000000.0	15.17	178.03
rxn54344	10000000.0	10000000.0	-26.18	3.64
rxn54353	10000000.0	10000000.0	-18.89	74.8
rxn54354	10000000.0	10000000.0	873.57	3.68
rxn54355	10000000.0	10000000.0	-27.14	74.78
rxn54356	10000000.0	10000000.0	-21.21	74.77
rxn54357	10000000.0	10000000.0	-16.65	118.92
rxn54359	10000000.0	10000000.0	-343.42	109.65
rxn54361	10000000.0	10000000.0	-322.42	135.89
rxn54362	10000000.0	10000000.0	97.21	200.36
rxn54366	10000000.0	10000000.0	-16.48	3.63
rxn54376	10000000.0	10000000.0	-46.11	246.54
rxn54377	10000000.0	10000000.0	-32.14	84.7
rxn54378	10000000.0	10000000.0	-447.78	174.38
rxn54379	10000000.0	10000000.0	-208.66	6.32
rxn54383	10000000.0	10000000.0	-54.23	77.17
rxn54384	10000000.0	10000000.0	-54.23	77.17
rxn54385	10000000.0	10000000.0	-54.23	77.17
rxn54386	10000000.0	10000000.0	-34.44	75.87
rxn54387	10000000.0	10000000.0	-34.44	75.87
rxn54388	10000000.0	10000000.0	-30.4	162.63
rxn54389	10000000.0	10000000.0	-27.92	72.88
rxn54390	10000000.0	10000000.0	-35.78	163.25
rxn54391	10000000.0	10000000.0	202.45	258.5
rxn54393	10000000.0	10000000.0	37.88	132.37
rxn54396	10000000.0	10000000.0	65.14	154.61
rxn54397	10000000.0	10000000.0	-26.94	52.64
rxn54400	10000000.0	10000000.0	-273.15	88.65
rxn54401	10000000.0	10000000.0	17.54	155.92
rxn54402	10000000.0	10000000.0	-26.94	52.64
rxn54403	10000000.0	10000000.0	-26.94	52.64
rxn54404	10000000.0	10000000.0	-26.94	52.64
rxn54405	10000000.0	10000000.0	-26.94	52.64
rxn54406	10000000.0	10000000.0	-26.94	52.64
rxn54407	10000000.0	10000000.0	-26.94	52.64
rxn54408	10000000.0	10000000.0	-26.94	52.64
rxn54409	10000000.0	10000000.0	53.23	117.36
rxn54411	10000000.0	10000000.0	-47.16	51.89
rxn54419	10000000.0	10000000.0	-26.18	3.64
rxn54420	10000000.0	10000000.0	57.86	264.43
rxn54421	10000000.0	10000000.0	-136.88	226.48
rxn54422	10000000.0	10000000.0	-88.62	304.73
rxn54441	10000000.0	10000000.0	-147.35	128.05
rxn54442	10000000.0	10000000.0	-149.26	127.2
rxn54445	10000000.0	10000000.0	44.53	81.75
rxn54446	10000000.0	10000000.0	44.53	81.75
rxn54447	10000000.0	10000000.0	8.0	3.94
rxn54448	10000000.0	10000000.0	7.07	66.28
rxn54449	10000000.0	10000000.0	-2.29	52.44
rxn54450	10000000.0	10000000.0	14.37	72.54
rxn54455	10000000.0	10000000.0	7.07	66.28
rxn54456	10000000.0	10000000.0	7.07	66.28
rxn54457	10000000.0	10000000.0	8.0	3.94
rxn54458	10000000.0	10000000.0	8.0	3.94
rxn54461	10000000.0	10000000.0	8.0	3.94
rxn54463	10000000.0	10000000.0	7.07	66.28
rxn54464	10000000.0	10000000.0	22.89	86.68
rxn54465	10000000.0	10000000.0	7.14	82.42
rxn54466	10000000.0	10000000.0	7.07	66.28
rxn54467	10000000.0	10000000.0	8.0	3.94
rxn54472	10000000.0	10000000.0	25.89	80.6
rxn54479	10000000.0	10000000.0	6.04	112.14
rxn54480	10000000.0	10000000.0	-363.68	167.16
rxn54481	10000000.0	10000000.0	-363.05	164.56
rxn54482	10000000.0	10000000.0	-378.8	167.0
rxn54483	10000000.0	10000000.0	29.35	99.73
rxn54484	10000000.0	10000000.0	-8.0	3.94
rxn54487	10000000.0	10000000.0	-12.73	240.02
rxn54488	10000000.0	10000000.0	-12.73	240.02
rxn54489	10000000.0	10000000.0	-78.65	276.68
rxn54490	10000000.0	10000000.0	-29.88	45.28
rxn54494	10000000.0	10000000.0	-39.38	237.51
rxn54495	10000000.0	10000000.0	-39.38	237.51
rxn54496	10000000.0	10000000.0	-26.65	200.52
rxn54497	10000000.0	10000000.0	33.31	240.58
rxn54498	10000000.0	10000000.0	-6.2	63.06
rxn54499	10000000.0	10000000.0	-129.66	223.42
rxn54500	10000000.0	10000000.0	23.91	132.93
rxn54501	10000000.0	10000000.0	-136.18	246.11
rxn54502	10000000.0	10000000.0	-137.66	292.26
rxn54503	10000000.0	10000000.0	-139.46	286.56
rxn54504	10000000.0	10000000.0	-8.0	3.94
rxn54506	10000000.0	10000000.0	-159.65	131.3
rxn54509	10000000.0	10000000.0	-24.73	67.93
rxn54510	10000000.0	10000000.0	-24.73	67.93
rxn54511	10000000.0	10000000.0	-24.73	67.93
rxn54512	10000000.0	10000000.0	-419.45	284.5
rxn54513	10000000.0	10000000.0	-24.73	67.93
rxn54514	10000000.0	10000000.0	-24.73	67.93
rxn54516	10000000.0	10000000.0	-24.73	67.93
rxn54517	10000000.0	10000000.0	-83.44	334.39
rxn54522	10000000.0	10000000.0	26.82	63.14
rxn54523	10000000.0	10000000.0	-4.32	67.1
rxn54524	10000000.0	10000000.0	-603.12	371.93
rxn54526	10000000.0	10000000.0	-156.41	131.3
rxn54527	10000000.0	10000000.0	-606.36	371.93
rxn54528	10000000.0	10000000.0	-422.69	284.5
rxn54529	10000000.0	10000000.0	-557.71	391.44
rxn54530	10000000.0	10000000.0	-429.5	367.72
rxn54531	10000000.0	10000000.0	-27.99	287.2
rxn54533	10000000.0	10000000.0	-560.95	391.44
rxn54534	10000000.0	10000000.0	-432.74	367.72
rxn54535	10000000.0	10000000.0	-277.83	179.08
rxn54538	10000000.0	10000000.0	-33.95	3.68
rxn54539	10000000.0	10000000.0	-42.1	3.81
rxn54540	10000000.0	10000000.0	-35.52	3.68
rxn54541	10000000.0	10000000.0	-83.32	175.96
rxn54542	10000000.0	10000000.0	-8.0	3.94
rxn54543	10000000.0	10000000.0	-8.0	3.94
rxn54544	10000000.0	10000000.0	-8.0	3.94
rxn54545	10000000.0	10000000.0	-8.0	3.94
rxn54546	10000000.0	10000000.0	-8.0	3.94
rxn54547	10000000.0	10000000.0	-8.0	3.94
rxn54548	10000000.0	10000000.0	4.2	85.61
rxn54551	10000000.0	10000000.0	-26.18	3.64
rxn54553	10000000.0	10000000.0	-39.03	62.58
rxn54554	10000000.0	10000000.0	-7.26	3.65
rxn54555	10000000.0	10000000.0	-68.99	77.23
rxn54557	10000000.0	10000000.0	75.24	89.1
rxn54561	10000000.0	10000000.0	10.45	42.59
rxn54562	10000000.0	10000000.0	52.4	112.42
rxn54571	10000000.0	10000000.0	-4.29	72.03
rxn54575	10000000.0	10000000.0	-68.05	242.2
rxn54576	10000000.0	10000000.0	-217.13	301.72
rxn54577	10000000.0	10000000.0	-80.85	211.5
rxn54578	10000000.0	10000000.0	-230.92	302.77
rxn54580	10000000.0	10000000.0	-34.44	75.87
rxn54582	10000000.0	10000000.0	-166.99	7.66
rxn54583	10000000.0	10000000.0	-212.87	74.64
rxn54584	10000000.0	10000000.0	-224.45	91.98
rxn54585	10000000.0	10000000.0	-160.74	76.93
rxn54586	10000000.0	10000000.0	-160.72	107.48
rxn54587	10000000.0	10000000.0	-149.74	53.42
rxn54588	10000000.0	10000000.0	-219.98	87.16
rxn54589	10000000.0	10000000.0	-181.25	42.92
rxn54590	10000000.0	10000000.0	-166.99	7.66
rxn54591	10000000.0	10000000.0	-220.01	87.16
rxn54598	10000000.0	10000000.0	-51.76	138.07
rxn54599	10000000.0	10000000.0	-24.72	8.61
rxn54600	10000000.0	10000000.0	-24.69	8.61
rxn54601	10000000.0	10000000.0	66.43	145.88
rxn54602	10000000.0	10000000.0	11.97	162.63
rxn54603	10000000.0	10000000.0	-47.26	279.63
rxn54604	10000000.0	10000000.0	-36.08	358.8
rxn54606	10000000.0	10000000.0	-61.15	122.42
rxn54607	10000000.0	10000000.0	-21.1	71.25
rxn54608	10000000.0	10000000.0	-40.05	66.48
rxn54610	10000000.0	10000000.0	-117.22	113.41
rxn54611	10000000.0	10000000.0	-117.23	113.41
rxn54613	10000000.0	10000000.0	47.1	73.42
rxn54615	10000000.0	10000000.0	-35.7	93.19
rxn54616	10000000.0	10000000.0	22.82	135.04
rxn54617	10000000.0	10000000.0	9.68	128.81
rxn54618	10000000.0	10000000.0	-43.93	129.59
rxn54619	10000000.0	10000000.0	-9.87	90.44
rxn54628	10000000.0	10000000.0	-3.41	84.25
rxn54629	10000000.0	10000000.0	-123.44	364.3
rxn54630	10000000.0	10000000.0	-1.36	5.12
rxn54631	10000000.0	10000000.0	-17.86	363.61
rxn54632	10000000.0	10000000.0	-126.44	324.75
rxn54633	10000000.0	10000000.0	-48.39	478.54
rxn54634	10000000.0	10000000.0	-62.88	405.14
rxn54636	10000000.0	10000000.0	10.88	48.31
rxn54637	10000000.0	10000000.0	42.24	64.61
rxn54638	10000000.0	10000000.0	42.6	48.68
rxn54639	10000000.0	10000000.0	42.24	64.61
rxn54641	10000000.0	10000000.0	-50.49	116.06
rxn54642	10000000.0	10000000.0	-50.49	116.06
rxn54643	10000000.0	10000000.0	-63.82	63.67
rxn54644	10000000.0	10000000.0	-140.44	55.53
rxn54648	10000000.0	10000000.0	-135.66	6.38
rxn54649	10000000.0	10000000.0	-54.52	59.56
rxn54650	10000000.0	10000000.0	-170.23	33.58
rxn54651	10000000.0	10000000.0	-63.82	63.67
rxn54652	10000000.0	10000000.0	-27.65	64.95
rxn54653	10000000.0	10000000.0	-27.67	64.95
rxn54654	10000000.0	10000000.0	-27.67	64.95
rxn54655	10000000.0	10000000.0	-107.02	194.01
rxn54656	10000000.0	10000000.0	-2.64	220.42
rxn54657	10000000.0	10000000.0	13.38	42.08
rxn54659	10000000.0	10000000.0	-0.0	5.11
rxn54660	10000000.0	10000000.0	-0.19	4.43
rxn54662	10000000.0	10000000.0	-12.27	189.11
rxn54664	10000000.0	10000000.0	8.0	3.94
rxn54665	10000000.0	10000000.0	8.0	3.94
rxn54666	10000000.0	10000000.0	-11.96	83.04
rxn54669	10000000.0	10000000.0	28.9	79.64
rxn54672	10000000.0	10000000.0	-60.07	52.98
rxn54679	10000000.0	10000000.0	-84.61	175.96
rxn54680	10000000.0	10000000.0	-13.64	70.1
rxn54681	10000000.0	10000000.0	-6.23	70.19
rxn54682	10000000.0	10000000.0	-149.69	90.42
rxn54683	10000000.0	10000000.0	-149.69	90.42
rxn54684	10000000.0	10000000.0	-149.69	90.42
rxn54685	10000000.0	10000000.0	-68.86	136.24
rxn54686	10000000.0	10000000.0	-68.86	136.24
rxn54687	10000000.0	10000000.0	-68.86	136.24
rxn54689	10000000.0	10000000.0	-7.23	78.31
rxn54690	10000000.0	10000000.0	-175.97	134.32
rxn54691	10000000.0	10000000.0	-83.61	59.49
rxn54692	10000000.0	10000000.0	-18.95	78.31
rxn54693	10000000.0	10000000.0	-8.91	68.57
rxn54694	10000000.0	10000000.0	-8.89	68.57
rxn54695	10000000.0	10000000.0	-8.89	68.57
rxn54696	10000000.0	10000000.0	-140.44	55.53
rxn54697	10000000.0	10000000.0	-140.44	55.53
rxn54698	10000000.0	10000000.0	-140.44	55.53
rxn54699	10000000.0	10000000.0	-51.17	88.12
rxn54700	10000000.0	10000000.0	-51.17	88.12
rxn54701	10000000.0	10000000.0	-51.17	88.12
rxn54702	10000000.0	10000000.0	-135.66	6.38
rxn54703	10000000.0	10000000.0	-135.66	6.38
rxn54704	10000000.0	10000000.0	-135.66	6.38
rxn54705	10000000.0	10000000.0	-135.66	6.38
rxn54706	10000000.0	10000000.0	-135.66	6.38
rxn54707	10000000.0	10000000.0	-135.66	6.38
rxn54708	10000000.0	10000000.0	-135.66	6.38
rxn54709	10000000.0	10000000.0	-135.66	6.38
rxn54710	10000000.0	10000000.0	-135.66	6.38
rxn54711	10000000.0	10000000.0	-63.82	63.67
rxn54712	10000000.0	10000000.0	-63.82	63.67
rxn54713	10000000.0	10000000.0	-63.82	63.67
rxn54714	10000000.0	10000000.0	-63.82	63.67
rxn54715	10000000.0	10000000.0	-54.52	59.56
rxn54716	10000000.0	10000000.0	-54.52	59.56
rxn54717	10000000.0	10000000.0	-54.52	59.56
rxn54718	10000000.0	10000000.0	-54.52	59.56
rxn54719	10000000.0	10000000.0	-54.52	59.56
rxn54726	10000000.0	10000000.0	-46.98	159.29
rxn54729	10000000.0	10000000.0	-101.43	71.91
rxn54730	10000000.0	10000000.0	-120.8	7.32
rxn54731	10000000.0	10000000.0	51.93	103.45
rxn54734	10000000.0	10000000.0	-15.48	64.44
rxn54735	10000000.0	10000000.0	-15.48	64.44
rxn54738	10000000.0	10000000.0	-27.27	53.0
rxn54739	10000000.0	10000000.0	34.78	5.12
rxn54742	10000000.0	10000000.0	-16.42	189.7
rxn54743	10000000.0	10000000.0	-12.28	189.11
rxn54744	10000000.0	10000000.0	-16.43	189.7
rxn54747	10000000.0	10000000.0	-22.68	68.56
rxn54748	10000000.0	10000000.0	-22.68	68.56
rxn54750	10000000.0	10000000.0	-38.73	84.4
rxn54751	10000000.0	10000000.0	-234.2	117.21
rxn54752	10000000.0	10000000.0	-512.77	96.28
rxn54754	10000000.0	10000000.0	-58.79	141.52
rxn54755	10000000.0	10000000.0	-18.84	83.11
rxn54756	10000000.0	10000000.0	-441.91	91.4
rxn54757	10000000.0	10000000.0	-19.03	53.18
rxn54758	10000000.0	10000000.0	-19.04	53.18
rxn54759	10000000.0	10000000.0	-15.8	53.18
rxn54760	10000000.0	10000000.0	5.38	16.91
rxn54761	10000000.0	10000000.0	-23.08	75.45
rxn54762	10000000.0	10000000.0	-23.09	75.45
rxn54763	10000000.0	10000000.0	-30.52	3.68
rxn54764	10000000.0	10000000.0	-23.1	75.45
rxn54766	10000000.0	10000000.0	16.46	97.17
rxn54770	10000000.0	10000000.0	-19.21	84.74
rxn54771	10000000.0	10000000.0	-24.56	3.64
rxn54773	10000000.0	10000000.0	-9.71	139.3
rxn54776	10000000.0	10000000.0	-723.79	113.32
rxn54780	10000000.0	10000000.0	-128.36	225.4
rxn54781	10000000.0	10000000.0	-114.94	222.81
rxn54782	10000000.0	10000000.0	-19.66	55.46
rxn54783	10000000.0	10000000.0	20.25	157.19
rxn54784	10000000.0	10000000.0	-24.55	3.64
rxn54791	10000000.0	10000000.0	-1314.72	164.98
rxn54792	10000000.0	10000000.0	-390.03	164.58
rxn54793	10000000.0	10000000.0	-435.42	107.39
rxn54794	10000000.0	10000000.0	-489.28	76.85
rxn54797	10000000.0	10000000.0	40.61	142.1
rxn54798	10000000.0	10000000.0	37.37	142.1
rxn54801	10000000.0	10000000.0	-284.69	107.81
rxn54802	10000000.0	10000000.0	-82.27	236.99
rxn54803	10000000.0	10000000.0	-80.43	182.17
rxn54804	10000000.0	10000000.0	-26.18	3.64
rxn54810	10000000.0	10000000.0	-26.18	3.64
rxn54815	10000000.0	10000000.0	-26.18	3.64
rxn54832	10000000.0	10000000.0	24.23	80.94
rxn54857	10000000.0	10000000.0	-659.87	184.05
rxn54858	10000000.0	10000000.0	-24.91	102.22
rxn54860	10000000.0	10000000.0	0.0	3.62
rxn54861	10000000.0	10000000.0	0.0	3.62
rxn54862	10000000.0	10000000.0	-39.77	113.22
rxn54863	10000000.0	10000000.0	-39.77	113.22
rxn54864	10000000.0	10000000.0	-48.39	478.54
rxn54865	10000000.0	10000000.0	-25.19	481.88
rxn54866	10000000.0	10000000.0	-48.39	478.54
rxn54867	10000000.0	10000000.0	-39.68	409.03
rxn54868	10000000.0	10000000.0	-2.77	274.36
rxn54869	10000000.0	10000000.0	-2.82	274.36
rxn54870	10000000.0	10000000.0	-2.85	274.36
rxn54871	10000000.0	10000000.0	-78.06	255.22
rxn54875	10000000.0	10000000.0	-199.63	149.68
rxn54876	10000000.0	10000000.0	1.55	5.61
rxn54877	10000000.0	10000000.0	0.0	3.62
rxn54878	10000000.0	10000000.0	0.0	3.62
rxn54879	10000000.0	10000000.0	0.0	3.62
rxn54880	10000000.0	10000000.0	0.0	3.62
rxn54881	10000000.0	10000000.0	18.64	8.48
rxn54882	10000000.0	10000000.0	-7.15	125.8
rxn54883	10000000.0	10000000.0	4.98	5.61
rxn54887	10000000.0	10000000.0	-15.48	64.44
rxn54888	10000000.0	10000000.0	-7.52	143.16
rxn54892	10000000.0	10000000.0	-15.59	3.65
rxn54893	10000000.0	10000000.0	-24.41	108.47
rxn54896	10000000.0	10000000.0	30.33	68.8
rxn54897	10000000.0	10000000.0	30.61	83.3
rxn54898	10000000.0	10000000.0	30.33	68.8
rxn54899	10000000.0	10000000.0	32.93	96.98
rxn54900	10000000.0	10000000.0	32.7	84.42
rxn54901	10000000.0	10000000.0	-69.94	82.27
rxn54903	10000000.0	10000000.0	10.59	4.18
rxn54904	10000000.0	10000000.0	32.7	84.42
rxn54905	10000000.0	10000000.0	49.58	109.89
rxn54908	10000000.0	10000000.0	30.33	68.8
rxn54909	10000000.0	10000000.0	27.09	93.28
rxn54910	10000000.0	10000000.0	-21.04	74.5
rxn54911	10000000.0	10000000.0	-28.77	74.59
rxn54912	10000000.0	10000000.0	-19.05	53.18
rxn54913	10000000.0	10000000.0	-15.17	88.57
rxn54916	10000000.0	10000000.0	-26.78	76.76
rxn54917	10000000.0	10000000.0	55.39	114.16
rxn54918	10000000.0	10000000.0	-30.02	76.76
rxn54919	10000000.0	10000000.0	-19.04	53.18
rxn54920	10000000.0	10000000.0	-30.03	76.76
rxn54921	10000000.0	10000000.0	-12.22	73.04
rxn54922	10000000.0	10000000.0	-40.27	57.31
rxn54923	10000000.0	10000000.0	27.74	110.97
rxn54924	10000000.0	10000000.0	42.16	106.91
rxn54925	10000000.0	10000000.0	42.16	106.91
rxn54926	10000000.0	10000000.0	27.74	110.97
rxn54927	10000000.0	10000000.0	27.74	110.97
rxn54928	10000000.0	10000000.0	-1488.74	119.39
rxn54929	10000000.0	10000000.0	-1306.58	152.58
rxn54930	10000000.0	10000000.0	-363.7	152.79
rxn54931	10000000.0	10000000.0	-1488.74	119.39
rxn54932	10000000.0	10000000.0	-1306.58	152.58
rxn54933	10000000.0	10000000.0	-363.7	152.79
rxn54934	10000000.0	10000000.0	-544.24	76.96
rxn54935	10000000.0	10000000.0	-544.24	76.96
rxn54936	10000000.0	10000000.0	15.32	6.38
rxn54937	10000000.0	10000000.0	-2.33	3.81
rxn54956	10000000.0	10000000.0	-145.99	140.51
rxn54966	10000000.0	10000000.0	-51.21	72.55
rxn54967	10000000.0	10000000.0	-63.25	53.65
rxn54968	10000000.0	10000000.0	-27.92	72.88
rxn54969	10000000.0	10000000.0	10.32	66.28
rxn54970	10000000.0	10000000.0	11.23	3.94
rxn54971	10000000.0	10000000.0	11.24	3.94
rxn54972	10000000.0	10000000.0	-96.95	6.59
rxn54982	10000000.0	10000000.0	-5.92	64.92
rxn54983	10000000.0	10000000.0	-5.92	64.92
rxn54984	10000000.0	10000000.0	-5.92	64.92
rxn54985	10000000.0	10000000.0	-3.1	89.68
rxn54995	10000000.0	10000000.0	230.38	154.35
rxn54996	10000000.0	10000000.0	-33.01	75.87
rxn54997	10000000.0	10000000.0	4.69	82.32
rxn54998	10000000.0	10000000.0	1.63	5.12
rxn54999	10000000.0	10000000.0	-26.44	72.88
rxn55000	10000000.0	10000000.0	32.59	103.69
rxn55001	10000000.0	10000000.0	4.2	119.54
rxn55002	10000000.0	10000000.0	729.55	119.35
rxn55003	10000000.0	10000000.0	5.93	82.32
rxn55004	10000000.0	10000000.0	25.32	103.5
rxn55005	10000000.0	10000000.0	26.77	73.12
rxn55008	10000000.0	10000000.0	34.39	92.34
rxn55009	10000000.0	10000000.0	36.71	92.34
rxn55010	10000000.0	10000000.0	-87.2	46.83
rxn55011	10000000.0	10000000.0	-97.11	87.22
rxn55012	10000000.0	10000000.0	-82.21	60.97
rxn55013	10000000.0	10000000.0	-60.07	72.38
rxn55014	10000000.0	10000000.0	-94.73	6.31
rxn55015	10000000.0	10000000.0	-93.84	6.8
rxn55016	10000000.0	10000000.0	-93.84	6.8
rxn55017	10000000.0	10000000.0	-91.77	6.8
rxn55018	10000000.0	10000000.0	-90.29	6.56
rxn55019	10000000.0	10000000.0	-91.2	71.52
rxn55020	10000000.0	10000000.0	-18.78	53.22
rxn55021	10000000.0	10000000.0	22.04	5.12
rxn55022	10000000.0	10000000.0	1.99	54.1
rxn55023	10000000.0	10000000.0	11.62	38.21
rxn55031	10000000.0	10000000.0	-26.18	3.64
rxn55032	10000000.0	10000000.0	-26.18	3.64
rxn55033	10000000.0	10000000.0	-89.13	6.37
rxn55034	10000000.0	10000000.0	-26.18	3.64
rxn55036	10000000.0	10000000.0	-26.18	3.64
rxn55037	10000000.0	10000000.0	-26.18	3.64
rxn55038	10000000.0	10000000.0	-26.18	3.64
rxn55039	10000000.0	10000000.0	-26.18	3.64
rxn55040	10000000.0	10000000.0	-26.18	3.64
rxn55041	10000000.0	10000000.0	-26.18	3.64
rxn55042	10000000.0	10000000.0	-26.18	3.64
rxn55043	10000000.0	10000000.0	-26.18	3.64
rxn55046	10000000.0	10000000.0	-26.83	52.03
rxn55047	10000000.0	10000000.0	-23.58	52.03
rxn55048	10000000.0	10000000.0	-30.86	50.56
rxn55049	10000000.0	10000000.0	-27.6	50.56
rxn55050	10000000.0	10000000.0	14.98	191.85
rxn55051	10000000.0	10000000.0	15.48	183.09
rxn55052	10000000.0	10000000.0	-29.88	124.46
rxn55053	10000000.0	10000000.0	-29.88	124.46
rxn55054	10000000.0	10000000.0	-3.71	127.97
rxn55055	10000000.0	10000000.0	-18.56	88.72
rxn55057	10000000.0	10000000.0	-346.32	190.93
rxn55071	10000000.0	10000000.0	-142.93	107.28
rxn55083	10000000.0	10000000.0	-137.76	99.84
rxn55084	10000000.0	10000000.0	43.41	145.64
rxn55085	10000000.0	10000000.0	0.17	127.32
rxn55087	10000000.0	10000000.0	-32.51	69.31
rxn55093	10000000.0	10000000.0	-428.26	146.15
rxn55094	10000000.0	10000000.0	-375.81	184.62
rxn55096	10000000.0	10000000.0	9.51	4.05
rxn55097	10000000.0	10000000.0	-31.43	5.73
rxn55098	10000000.0	10000000.0	36.1	109.65
rxn55099	10000000.0	10000000.0	72.26	77.58
rxn55105	10000000.0	10000000.0	-26.13	76.55
rxn55113	10000000.0	10000000.0	-26.18	3.64
rxn55117	10000000.0	10000000.0	-62.74	80.52
rxn55118	10000000.0	10000000.0	41.16	86.06
rxn55119	10000000.0	10000000.0	-27.92	72.88
rxn55120	10000000.0	10000000.0	-31.61	66.86
rxn55121	10000000.0	10000000.0	-27.92	72.88
rxn55122	10000000.0	10000000.0	-27.92	72.88
rxn55123	10000000.0	10000000.0	-31.61	66.86
rxn55124	10000000.0	10000000.0	-31.61	66.86
rxn55125	10000000.0	10000000.0	-11.96	34.35
rxn55126	10000000.0	10000000.0	7.72	24.55
