cpd_id	n_atoms	mean_abs_diff	max_abs_diff	median_abs_diff
cpd31676	5	4.625557706832885	13.5678995513916	2.2485157585144044
cpd32624	5	7.9207491722106935	13.557899150848389	11.25953260421753
cpd12247	6	3.4118909358978278	13.539552125930786	1.794629917144775
cpd22270	5	5.885313108444214	13.53210995197296	3.9904158210754392
cpd08608	4	6.057213592529298	13.52138858795166	5.19184965133667
cpd25727	2	6.961093163490295	13.498930883407592	6.961093163490295
cpd33274	8	4.072208354473114	13.49825569152832	2.1972581195831298
cpd32631	5	5.852984390258789	13.495245895385745	4.398905792236327
cpd35548	8	4.09024901509285	13.494654140472411	2.1912502098083495
cpd32132	8	4.05939541220665	13.485514602661134	2.185324077606201
cpd33941	5	5.838478145599366	13.482497653961182	4.352773704528808
cpd21853	5	5.35311778831482	13.466641311645509	3.3347852706909187
cpd25648	3	10.6506369972229	13.457408599853515	10.74853033065796
cpd03959	7	6.637112503051758	13.452294273376465	4.887837562561035
cpd05469	6	4.454695459206898	13.449914474487304	3.274293506145477
cpd05082	4	5.27120322227478	13.438988800048827	3.575189599990845
cpd10011	7	6.667957404000418	13.434754543304445	4.885087432861328
cpd04084	5	4.190900104522705	13.433620567321777	2.0890202331542973
cpd09373	4	5.01792848110199	13.43145668029785	3.062423038482666
cpd03967	7	6.901165294647217	13.429551029205324	4.786506900787353
cpd36747	3	5.126636555989584	13.427447776794434	1.7021249389648432
cpd05086	4	5.048835606575011	13.425701732635495	3.114546527862549
cpd20365	7	4.888624042783464	13.419538917541503	2.192530403137207
cpd04201	5	5.179100546836852	13.41916477203369	2.284372825622558
cpd06072	3	6.394224274953206	13.413227920532227	3.154442729949951
cpd01070	8	5.4851997792720795	13.408197765350344	3.978700370788574
cpd04335	3	7.658720868428548	13.402864227294922	9.153685035705566
cpd04240	5	4.139954244613647	13.39499771118164	1.7681608200073242
cpd04235	5	4.184151729583739	13.394254322052	1.869197883605956
cpd04809	5	6.205046867370605	13.390058574676512	5.40789213180542
cpd05085	5	4.1911743679046625	13.389258975982663	1.900114860534668
cpd05640	3	7.107857755025228	13.382896118164062	4.020873756408692
cpd02893	7	3.546441381999425	13.37027292251587	2.075324401855469
cpd08078	7	3.909074136189052	13.368653888702392	2.3231653976440434
cpd20363	5	6.254139122009277	13.363386821746824	4.885754165649415
cpd05088	5	3.4083035717010497	13.356953468322754	1.093516044616699
cpd07799	4	5.08057315826416	13.353432846069335	3.438504695892334
cpd26298	6	6.151698109308879	13.350281772613524	5.253841142654419
cpd22240	5	5.736700401306153	13.340799293518067	4.276623764038085
cpd35944	8	3.9813413417339327	13.33283754348755	2.072951641082764
cpd35386	8	3.9830383306741717	13.330265007019044	2.0725363159179686
cpd35689	5	5.7247802352905275	13.329924068450929	4.283056297302245
cpd32815	8	3.9793325459957125	13.32765480041504	2.0734604263305663
cpd33637	5	5.726105747222901	13.327346286773682	4.27556900024414
cpd31987	8	3.9783957397937773	13.325621566772462	2.0724562072753905
cpd33626	8	3.80029439508915	13.325342140197757	2.105835456848145
cpd24099	5	5.720406589508057	13.324729404449464	4.279023208618163
cpd34747	5	5.718018207550049	13.322690448760987	4.272157707214355
cpd31445	5	5.752165142059327	13.322413406372071	5.05763204574585
cpd05081	6	4.5945745992660525	13.319816226959228	3.0013182067871096
cpd02891	4	9.09508381843567	13.319635257720948	8.646003589630128
cpd22295	2	11.719844088554382	13.316771783828734	11.719844088554382
cpd08070	4	5.073326864242554	13.302535171508788	2.9924397468566895
cpd09558	4	6.6588599443435665	13.291161594390868	5.309821929931641
cpd05084	4	5.092883930206298	13.289219017028808	2.8971511077880856
cpd09387	4	5.003296627998353	13.284559364318849	2.779014921188354
cpd05089	4	5.072301006317138	13.284278984069823	2.8347552680969237
cpd25653	4	5.687177329063416	13.262887840270997	4.254116516113281
cpd09998	5	5.866544601440429	13.255966720581055	4.019527702331542
cpd08601	3	4.820244051615397	13.24255838394165	1.0795406723022456
cpd08055	4	4.785152325630188	13.241512660980224	2.9396620178222657
cpd22341	2	6.923513028621674	13.240148735046386	6.923513028621674
cpd04265	4	4.819229006767274	13.23103105545044	2.9636487865448
cpd10015	5	4.541252223968506	13.228323936462402	3.0945214080810537
cpd24663	3	7.835322723388672	13.228246955871583	7.832735214233399
cpd24573	8	6.005382239818573	13.226395931243896	4.248914108276368
cpd26532	4	4.990595293045044	13.222246131896974	3.1677501869201663
cpd00954	6	6.0541612243652345	13.2177286529541	5.742240657806396
cpd04231	6	3.6874006716410315	13.17592918395996	1.7316176319122318
cpd04824	4	5.3455677461624145	13.166836109161377	3.9714205741882322
cpd09784	4	4.812393374443055	13.157657222747805	2.8741099739074714
cpd00507	2	8.282585124969483	13.149803466796875	8.282585124969483
cpd00677	4	6.621000390052795	13.142550239562988	5.6686355686187735
cpd26299	6	6.5857479763031	13.137341403961182	5.399833879470824
cpd28133	8	4.028330925703049	13.12993335723877	3.1590026855468754
cpd01244	6	5.126536909739176	13.117568130493163	3.0443221759796137
cpd05345	4	7.718924112319947	13.099232654571534	8.544035987854004
cpd08124	3	6.197576917012533	13.085725555419922	2.852308502197266
cpd03968	7	7.17427180153983	13.072323207855224	5.127551403045654
cpd03964	7	6.869313204629081	13.056112442016602	4.769853572845459
cpd35797	3	5.2012184715271	13.053211135864258	1.9170795059204109
cpd24118	7	5.92186823453222	13.052243003845216	3.851936988830566
cpd26911	3	7.515384769439698	13.051052436828613	6.726873931884766
cpd25751	2	12.323384656906128	13.026899394989012	12.323384656906128
cpd25916	2	12.323793783187867	13.026890335083008	12.323793783187867
cpd27220	4	8.280284888744355	13.01112934112549	9.09608425140381
cpd27259	4	8.280284888744355	13.01112934112549	9.09608425140381
cpd36901	2	12.295339717864989	13.008206424713132	12.295339717864989
cpd23297	2	7.2679113864898675	13.002626762390136	7.2679113864898675
cpd33290	4	4.341995649337768	12.969449043273926	2.1150324821472175
cpd08072	1	12.967137451171874	12.967137451171874	12.967137451171874
cpd25654	4	4.860897693634033	12.965333366394043	2.8800218963623045
cpd22146	6	3.852266337076822	12.964565773010252	2.193296232223511
cpd19060	3	8.30719529469808	12.954426078796388	6.187618446350097
cpd26135	8	5.348176491260528	12.945607986450195	4.746907520294189
cpd01386	5	6.532851902008057	12.9223797416687	6.415318031311035
cpd24521	9	3.860295558505588	12.922197399139405	1.7674175262451168
cpd33013	3	7.150462214152019	12.908464336395264	8.485285587310791
cpd15152	6	3.2526516596476234	12.90743423461914	1.5398822402954098
cpd04239	5	4.503612150192261	12.888142223358154	1.9704111862182625
cpd17385	5	4.677721336603165	12.883862649202348	2.7954447555541986
cpd02526	4	7.465709791183471	12.881108322143554	8.290809717178345
cpd00302	5	6.486492511749267	12.876252689361571	5.320152244567872
cpd11215	5	6.486492702484131	12.876252689361571	5.320152244567872
cpd08128	6	3.799796279271444	12.867166633605958	2.135902547836303
cpd02106	7	4.812003974914551	12.863555946350097	2.285134620666504
cpd17386	5	4.281134668111801	12.863259152173995	2.809400024414062
cpd08126	4	7.292468829154968	12.862225093841552	8.062706193923951
cpd02166	6	3.2333599917093907	12.861397304534911	1.5493841743469234
cpd11216	6	3.2333601506551104	12.861397304534911	1.5493865585327145
cpd01132	6	4.142967017491659	12.85902177810669	2.089536428451538
cpd08432	7	3.698330604008266	12.85902177810669	1.7698930740356449
cpd01841	8	3.545898416042328	12.858954544067384	2.025941829681396
cpd05188	4	7.291106843948365	12.851085758209228	8.132982378005982
cpd08032	6	5.485510501861572	12.796158809661865	3.5457711696624754
cpd03023	7	4.814889962332589	12.79589262008667	2.9672062301635727
cpd08048	7	6.60145208631243	12.782897148132324	4.828039531707764
cpd26886	5	6.723602054595946	12.776891136169434	4.246406288146972
cpd09829	3	4.753761081695557	12.773560218811037	1.1694820404052733
cpd27635	8	3.3724997305870055	12.76352979660034	1.8501652336120604
cpd12544	6	3.485634193420411	12.763528366088869	1.8501647567749022
cpd34613	5	4.941396194458008	12.76037088394165	4.548591270446778
cpd02506	2	8.253942260742187	12.759325370788574	8.253942260742187
cpd21435	7	2.2705030250549316	12.75561294555664	0.5551640319824216
cpd35090	8	3.6039656257629393	12.749744625091552	2.6179776287078855
cpd02250	8	3.2188146394491195	12.746139965057374	1.2443394088745112
cpd20362	7	4.846771042687552	12.745734386444092	2.5984618377685558
cpd31742	5	7.291030067443847	12.742704219818116	9.162569694519044
cpd19592	1	12.739125633239745	12.739125633239745	12.739125633239745
cpd33226	7	3.5068381255013605	12.7361905002594	1.1601246261596678
cpd20075	5	6.192222846984863	12.72679895401001	4.895025520324706
cpd14966	2	7.517820796966553	12.719151916503906	7.517820796966553
cpd05031	2	7.658249011039734	12.70571689605713	7.658249011039734
cpd09530	4	4.29409125328064	12.694914112091064	2.1734014701843267
cpd23889	1	12.687638478279114	12.687638478279114	12.687638478279114
cpd26413	7	4.23874913079398	12.68692409515381	1.8690998840332025
cpd04082	5	7.8034984893798836	12.683723373413088	11.223082637786865
cpd02882	6	3.991336352030436	12.676603507995605	2.5050908660888673
cpd04786	8	6.1063591933250425	12.670905113220217	4.390148878097533
cpd03351	5	7.030061723709106	12.669573802947998	9.034687461853029
cpd25969	8	3.7799901854991917	12.668142280578614	2.28732087135315
cpd16424	9	4.9649045663409765	12.660501270294189	4.0851589012146
cpd02603	1	12.654631690979004	12.654631690979004	12.654631690979004
cpd21856	1	12.654631571769714	12.654631571769714	12.654631571769714
cpd26317	8	3.2668046492338183	12.617229900360108	1.046954646110535
cpd17388	6	5.486110966801643	12.613317793607711	3.7417535972595215
cpd27606	6	3.4780807431538903	12.609484157562257	0.7727060508728026
cpd26136	7	5.417011893136161	12.60776803970337	6.600342235565186
cpd33238	8	3.484557888507843	12.598237247467042	2.657812929153442
cpd26696	7	3.1140033088411605	12.575077495574952	0.551692752838135
cpd09732	7	4.854545121874128	12.57354817390442	1.9541367721557616
cpd07594	4	4.816367220878601	12.57157054901123	3.2155825424194333
cpd36200	8	2.9923505508899693	12.570886573791505	1.2611115264892583
cpd17387	3	6.550683141152064	12.53291862130165	4.091554279327393
cpd33693	3	6.219532972971599	12.531932945251466	5.826412925720216
cpd33952	5	6.213517601013184	12.518243503570556	5.871864624023438
cpd24317	6	7.127728494008383	12.508181915283204	8.268393630981446
cpd26610	2	6.991184170246124	12.506855835914612	6.991184170246124
cpd05981	3	4.359158293406169	12.46747678756714	0.5644531631469718
cpd35884	7	2.753530221666608	12.460964241027831	0.950958862304688
cpd09375	3	9.288638146718343	12.459731140136718	8.87973114013672
cpd10191	3	4.355144844055176	12.454648323059082	0.4475238418579099
cpd01350	4	5.8477845478057855	12.446903686523438	5.136022796630859
cpd35217	4	8.143231339454651	12.446694297790527	9.12304907798767
cpd23005	4	3.3751717185974117	12.443263635635375	0.4824663877487183
cpd26259	8	3.747707543373108	12.435622692108154	3.112729797363281
cpd26234	4	5.842826337814332	12.428976993560791	5.107611293792725
cpd22544	8	3.4832729363441466	12.412810764312743	2.005635690689087
cpd05441	1	12.411085815429686	12.411085815429686	12.411085815429686
cpd35148	6	7.526676038106284	12.410413913726806	8.196097612380981
cpd21237	4	5.537424138784409	12.406192150115968	4.5832669448852545
cpd34381	5	4.710835422515869	12.404269180297852	2.9914895629882814
cpd22560	8	5.069658806324005	12.40360200881958	3.7558873176574705
cpd34134	8	3.3949681651592254	12.403241119384766	1.5137106990814206
cpd32263	5	4.711523784637452	12.401834926605224	3.00813404083252
cpd34886	8	3.3954515588283543	12.400803050994874	1.5231430149078367
cpd22569	7	3.4518503584180564	12.399974784851077	0.963563499450684
cpd11395	8	2.6537993693351742	12.399913330078125	1.0524483871459962
cpd11392	8	2.6537993693351742	12.399913330078125	1.0524483871459962
cpd04325	8	3.654104456305504	12.399761638641358	2.172482089996338
cpd04578	2	8.255846881866454	12.397047119140623	8.255846881866454
cpd04324	9	5.146932798491584	12.3910387802124	4.41884868144989
cpd20548	3	6.672758820851644	12.3833420753479	6.127546882629396
cpd04611	3	6.672758820851644	12.3833420753479	6.127546882629396
cpd05346	4	6.2137708902359	12.382994346618652	5.7351609897613525
cpd22140	2	8.590797080993653	12.382858543395995	8.590797080993653
cpd26531	8	3.1941672819852833	12.380147418975833	1.0814989471435554
cpd00538	5	7.8758773994445805	12.37884605407715	10.046745491027831
cpd31683	4	4.61932277917862	12.37751615524292	3.0174999618530274
cpd26688	7	3.142849532536098	12.352897605895995	0.8773982810974121
cpd03393	7	4.011053458622524	12.33855625152588	2.5323817443847663
cpd22868	4	5.714675498008728	12.33701976776123	4.572127475738526
cpd00019	7	3.977621656145369	12.31310745239258	2.495391578674317
cpd01412	7	6.48066723551069	12.305598220825196	5.5403756904602055
cpd02161	6	3.5098217169443764	12.305356941223144	1.350746335983276
cpd26689	6	3.6757958896954857	12.303239784240724	1.505692386627197
cpd37170	7	2.9807689292090283	12.293620071411134	0.5924999427795412
cpd26691	7	2.9807689292090283	12.293620071411134	0.5924999427795412
cpd35970	6	3.6586734231313067	12.28315258026123	2.700650596618652
cpd00694	10	5.287404861450195	12.28266429901123	3.9208146381378173
cpd03392	6	4.5365671507517495	12.272910556793214	2.7701131629943845
cpd00431	2	9.783546378612519	12.2598769903183	9.783546378612519
cpd35406	7	3.4917645536150252	12.255201301574708	1.6629744148254395
cpd03568	7	4.1661530808040075	12.254465065002442	3.5700979614257813
cpd36009	6	4.472974001566569	12.253864727020265	2.7197551059722898
cpd33804	6	4.472974319458008	12.253863773345948	2.719755582809448
cpd00017	6	4.4729724121093755	12.253862342834474	2.719752960205078
cpd26176	6	4.443515160878499	12.253017864227296	2.655306749343872
cpd26706	7	3.116052612577166	12.245509109497071	0.8753497886657715
cpd23090	3	6.124339129130045	12.236799659729003	3.361673812866212
cpd33364	7	2.8501768044063027	12.232250213623049	0.999636535644532
cpd35531	7	3.972614774703979	12.229617080688476	2.1070992088317877
cpd08144	2	6.167572450637818	12.212718563079834	6.167572450637818
cpd26705	7	3.0776015772138328	12.206121406555177	0.8727803421020504
cpd26316	8	3.0882010751962663	12.205943069458009	1.0441642475128177
cpd26297	5	7.668913103103638	12.205746564865112	8.529532890319825
cpd27637	4	4.9223401069641115	12.19338842391968	3.6549050617218017
cpd25450	8	4.437052044421434	12.183421421051026	2.605446611046791
cpd32641	8	3.4843575781583787	12.178671321868896	2.221346397399903
cpd26695	7	2.973040590286255	12.161116085052493	0.6828425025939939
cpd11950	4	7.2827322447299965	12.152016887664796	7.274786417484284
cpd19062	3	4.682469046910604	12.13791739463806	1.1487805557250976
cpd26697	7	3.2061304548808507	12.125688514709474	0.8799957323074341
cpd02189	8	2.8610739773511886	12.119677505493163	1.038352031707764
cpd26709	7	3.1843064853123257	12.11952491760254	0.8800205278396607
cpd26698	7	3.195462511607579	12.114621601104735	0.8809650230407715
cpd02284	2	7.331457901000976	12.111738605499268	7.331457901000976
cpd26702	7	3.1484412166050504	12.103079280853272	0.8768000888824463
cpd33880	4	4.0977737426757805	12.099998264312744	1.9588480567932125
cpd32198	8	3.0125333273410804	12.095009288787844	1.10055338382721
cpd33085	9	4.70427549733056	12.090131721496585	2.8907198715209965
cpd35494	9	4.70427549733056	12.090131721496585	2.8907198715209965
cpd22655	4	4.393300297260285	12.089131011962891	2.1389343309402467
cpd26693	7	3.1794338287626	12.088335475921632	0.8819819974899292
cpd37131	1	12.087756099700927	12.087756099700927	12.087756099700927
cpd34436	6	4.497394415537516	12.072891445159913	3.399017333984375
cpd21843	6	4.4911147761344905	12.069759006500243	2.7855159187316896
cpd09356	4	4.620320100784301	12.069613571166991	2.5105307388305667
cpd26694	7	2.9218713085991994	12.069004497528075	0.2792242097854613
cpd27376	7	2.9218708658218384	12.06900402069092	0.2792242097854613
cpd27113	7	2.9218708658218384	12.06900402069092	0.2792242097854613
cpd27378	7	3.200619559288025	12.066252193450929	0.8818314361572266
cpd26700	7	3.2006194571086337	12.066252193450929	0.8818311977386475
cpd08309	8	3.2391843378543856	12.064957580566409	1.867716445922852
cpd26707	7	3.179957024710519	12.060924491882323	0.8824057865142823
cpd36993	7	3.179957024710519	12.060924491882323	0.8824057865142823
cpd33594	8	3.605187360048294	12.056772193908692	2.1184276390075683
cpd31450	6	3.2379307746887207	12.051375255584716	1.8070390701293944
cpd19867	4	5.350765633583069	12.049823207855225	4.262458162307738
cpd04190	7	6.781419307163783	12.042882251739504	7.789607582092284
cpd26529	8	2.9680767405033115	12.040756664276124	1.007333226203919
cpd02376	7	4.847964240482875	12.03700672149658	4.731521186828614
cpd25931	9	4.62717248333825	12.034407024383544	2.88196704864502
cpd21884	5	5.884878913879395	12.029447555541992	3.840169219970704
cpd20952	4	3.9935758757591246	12.02130895614624	1.8081937265396115
cpd26701	7	3.130553938320705	12.00549026489258	0.8816947031021118
cpd26708	7	2.924219200951712	12.005438766479491	0.3006484603881834
cpd36699	7	2.924219200951712	12.005438766479491	0.3006484603881834
cpd26690	7	3.092852634021214	11.991153202056886	0.8835032272338867
cpd26704	6	3.314954798221588	11.9838938331604	0.997527425289154
cpd35846	5	5.306673055171967	11.983782596588137	3.585250918865204
cpd26993	6	5.917013998031616	11.98036563873291	5.108503904342651
cpd26530	8	2.9792748826742175	11.96920867919922	1.0798566102981573
cpd23225	8	3.2711013144254686	11.961356601715089	1.4259471511840829
cpd28126	7	5.258393571036202	11.957696075439454	4.929338779449463
cpd26206	3	4.328941281636556	11.955250511169435	0.7122413253784181
cpd08138	7	6.050605085917882	11.9549986076355	5.554651412963867
cpd22287	7	2.9117242431640626	11.953504524230958	0.3447059345245362
cpd27374	7	2.9117242431640626	11.953504524230958	0.3447059345245362
