cpd_id	n_atoms	mean_abs_diff	max_abs_diff	median_abs_diff
cpd26476	4	13.003128483295441	29.966380767822265	10.26755901813507
cpd20776	3	7.651262842814128	20.42187213897705	1.5283614730834962
cpd26288	4	5.581508510112762	18.137342681884768	1.9547704219818112
cpd02112	3	8.955977892875671	17.493808426856994	8.542287101745606
cpd05203	4	5.064578683376312	17.221802234649658	1.5060072708129884
cpd35359	4	8.878124814033509	17.15183582305908	8.878125648498536
cpd01252	2	12.993134937286378	16.80888008117676	12.993134937286378
cpd02792	7	4.051718180520194	16.675905303955076	2.081668033599853
cpd03962	4	13.450883883535862	16.599828723669052	14.674829498529434
cpd26233	2	10.640731248855591	16.57364194869995	10.640731248855591
cpd21409	8	6.079070155620574	16.47829005241394	4.701101334095001
cpd08533	2	10.622911615371704	16.31102891921997	10.622911615371704
cpd10961	2	10.622911615371704	16.31102891921997	10.622911615371704
cpd35458	5	6.134065841674805	16.253089408874512	5.660670280456543
cpd02686	4	8.958546309471132	16.104148230552674	8.956046488285065
cpd33106	4	7.553862925767898	16.08372137069702	6.744182186126709
cpd32791	6	7.252427463531494	16.08157871246338	5.398829727172852
cpd35496	6	8.686717596054079	16.037721214294436	8.83793743133545
cpd04601	5	5.301567527770996	15.930845832824708	2.914415397644042
cpd08058	5	5.544956251144409	15.910601234436037	5.192573394775391
cpd26139	9	6.078504227532281	15.900587043762208	5.5383835220336906
cpd04822	4	5.993934650421142	15.868048095703124	3.921225719451904
cpd34095	8	9.685130944252014	15.78203826904297	9.185650033950807
cpd26045	7	8.158952772957937	15.761438465118408	6.966886768341064
cpd05641	3	12.143970074653625	15.755283217430115	14.335282859802248
cpd27633	8	5.429491344690323	15.729593334198	4.784930725097656
cpd20030	7	7.338764375959124	15.65274522781372	5.023611221313477
cpd00980	6	5.294825743834178	15.624094161987305	3.11371883392334
cpd00530	6	5.281517379283905	15.599210176467896	3.0832082939147956
cpd03520	7	5.6986092049734935	15.554662284851076	4.027979755401612
cpd07879	1	15.54855411529541	15.54855411529541	15.54855411529541
cpd19503	8	7.596764750480651	15.455284175872803	7.876459980010985
cpd20511	3	6.196663983662924	15.38290756225586	2.424174499511719
cpd23720	6	4.883860569000245	15.3268438911438	3.3856988811492923
cpd25630	3	5.814887987772625	15.303826141357424	1.971867065429688
cpd33386	5	7.760840099334716	15.301774501800535	6.834368438720702
cpd09753	4	5.574002447128295	15.296166973114014	3.3924210834503175
cpd03173	4	5.574003043174743	15.296166019439696	3.3924217987060548
cpd04088	4	5.396191906929015	15.286825237274169	3.0642365074157714
cpd04999	10	7.322807569503785	15.189276123046875	4.768967018127441
cpd01505	6	5.9499618212382	15.177086448669431	5.042008256912231
cpd20366	7	7.278498924800327	15.177061195373534	5.022699012756347
cpd16423	8	4.083308265209197	15.140422840118408	2.540848207473755
cpd23718	6	4.872481894493102	15.128383102416992	3.1337883424758903
cpd10115	3	5.738888626098633	15.103437461853026	1.5010685348510735
cpd00972	7	4.470855115481785	15.100696239471436	2.4779984092712404
cpd00979	6	4.953723114331564	15.095524702072144	2.802318153381348
cpd07812	7	7.17133984701974	15.083288173675538	3.2858932876586917
cpd20358	7	7.283899677821568	15.061391563415528	5.023971214294433
cpd20072	7	7.145741953168597	15.058094711303712	3.20054027557373
cpd09885	7	7.29475842339652	15.039893836975098	5.547335300445557
cpd22654	6	4.853529896736145	15.023411293029785	2.94289960861206
cpd23309	4	5.515693616867066	15.002359733581542	3.2633412361145027
cpd08111	4	6.561931657791138	14.993149070739747	5.384332237243653
cpd26141	9	5.654835160573324	14.941025695800782	5.537740745544433
cpd05642	9	8.258119417826334	14.904126281738282	5.858062019348143
cpd09846	6	9.286425329844157	14.893158893585206	10.055875759124756
cpd03316	2	7.635317726135254	14.892181587219238	7.635317726135254
cpd04221	5	5.75483631515503	14.88953857421875	3.916138877868653
cpd10872	3	7.1559667396545406	14.875729007720947	4.46720932006836
cpd02466	4	8.493821592330933	14.864702339172362	9.376800270080567
cpd24780	9	7.709250363243951	14.863229427337648	4.720227355957032
cpd19801	7	7.110731607164655	14.854312915802002	3.1172709846496582
cpd05347	8	3.909050848484039	14.84739028930664	2.0130598258972165
cpd07022	3	6.212731024424234	14.7236452293396	3.166026191711424
cpd35877	4	5.399182257652283	14.670043449401856	2.488919982910157
cpd20266	7	7.8220397513253355	14.659451637268068	4.900057163238525
cpd08222	4	5.215835537910461	14.658759841918943	2.9494942378997804
cpd11080	4	7.605986309051513	14.65517011642456	7.605986547470092
cpd26137	9	5.4843221855163575	14.645808658599854	4.400318679809571
cpd26119	9	5.274419110616048	14.63370891571045	4.231202659606934
cpd08414	7	3.32292892728533	14.631928462982176	1.1502766799926754
cpd09847	6	7.728103596369425	14.623183975219726	6.689537553787231
cpd25651	7	7.2627744892665325	14.621042881011965	4.257792358398437
cpd21206	6	4.633520375092824	14.608842382431032	2.655899951457977
cpd22577	6	3.2348584874471022	14.599471359252927	1.058963985443115
cpd01298	1	14.59283145904541	14.59283145904541	14.59283145904541
cpd21249	5	3.5513070487976064	14.574136924743652	0.7798437499999995
cpd16474	9	4.261825485229492	14.561439723968506	2.470323219299317
cpd04749	7	5.113935974666051	14.551849174499512	4.343491706848145
cpd03579	1	14.5510973072052	14.5510973072052	14.5510973072052
cpd20360	7	7.132891883850098	14.547835540771484	3.206711502075194
cpd10970	4	8.375867772102357	14.53196403503418	8.671042613983154
cpd19963	7	7.0926838520595	14.505150756835938	3.1605169677734377
cpd04793	3	5.453234564463298	14.504867496490478	1.4633611679077152
cpd21207	8	5.758293299674987	14.502712459564208	3.8700702786445618
cpd20364	7	7.103778228759766	14.49948450088501	3.1493451499938967
cpd36395	4	7.542112326622009	14.491734809875489	6.458338785171508
cpd19806	7	7.110535210200719	14.474204025268556	3.1526674842834472
cpd35275	3	5.830399341583252	14.459629669189454	2.621773071289063
cpd20361	7	7.091035265241351	14.459036083221436	3.264268493652344
cpd08100	4	5.232487196922303	14.456634025573733	3.167562122344971
cpd12204	4	7.710323691368103	14.452337875366212	7.914006729125977
cpd27634	4	7.710323572158814	14.452337875366212	7.914006490707399
cpd08380	4	8.495798530578615	14.425203704833985	8.294222192764282
cpd03961	3	10.354991512298584	14.412774524688722	10.815366020202635
cpd19406	8	3.71614371240139	14.40640874862671	1.2981560134887697
cpd08607	4	7.402216186523438	14.380335216522218	7.580210781097413
cpd02841	6	3.2009511597951246	14.367225818634031	1.0895597648620603
cpd24616	7	7.396522012438092	14.35106897354126	5.90674222946167
cpd27432	7	7.240529218401228	14.350605010986328	5.904920711517334
cpd05639	3	10.670714524586996	14.350050392150878	10.662612285614014
cpd24617	7	7.248125291551863	14.348910808563232	5.901260509490967
cpd01528	6	3.307587985992432	14.346354598999024	1.3924237442016594
cpd28214	6	6.429351298014322	14.310757179260252	6.050832977294922
cpd24149	6	6.429351298014322	14.310757179260252	6.050832977294922
cpd21494	6	6.429351139068603	14.310756225585935	6.05083345413208
cpd00233	6	6.429351139068603	14.310756225585935	6.05083345413208
cpd01159	7	3.041600529806955	14.301645393371585	1.6160356521606438
cpd11035	3	7.899561754862467	14.269956092834471	9.15479751586914
cpd28153	8	4.331460481882095	14.268069229125976	2.703023796081543
cpd09382	4	7.09384861946106	14.257887306213378	6.807480154037475
cpd26424	7	5.745787042890276	14.24781467437744	5.13840114593506
cpd20564	3	5.330859375	14.244392471313477	1.5152947616577157
cpd19855	2	8.610200128555299	14.23372808456421	8.610200128555299
cpd27431	7	3.735496813910348	14.172008953094483	0.6384292602539059
cpd19652	5	7.293054714202881	14.168416652679444	6.040047798156738
cpd25533	7	6.499753546033587	14.11937063217163	5.484248390197752
cpd26138	9	5.292997972700331	14.083993396759034	3.715745506286621
cpd06149	5	5.049389312744141	14.070583038330078	1.5400428771972656
cpd28189	2	10.81963770389557	14.041015710830688	10.81963770389557
cpd20071	7	6.698013313838414	14.03421443939209	4.967046909332275
cpd32185	1	14.024447193145752	14.024447193145752	14.024447193145752
cpd04976	2	7.7477783203125	14.024047832489014	7.7477783203125
cpd35202	3	6.751983121236165	13.996790885925291	4.459048728942872
cpd06095	4	5.152880139350891	13.970160045623778	2.500083618164063
cpd26267	5	4.776941688537598	13.968969554901124	1.6626441955566411
cpd08041	3	6.936347122192383	13.957992496490478	6.609551887512208
cpd25987	4	7.056559867858887	13.953187904357913	6.211149644851684
cpd03966	3	8.546064592997233	13.949905586242677	7.394989013671875
cpd05638	6	7.965971851348876	13.896471405029295	6.870213356018067
cpd10156	7	7.074938141959054	13.886071395874025	3.184466857910156
cpd20089	4	6.889739460945129	13.850544719696044	6.588672676086425
cpd09711	4	5.438519721031189	13.835465278625488	3.8656657123565674
cpd25655	6	7.8461403465271	13.812636528015137	6.631809148788451
cpd25649	4	6.679633269309997	13.75358839035034	6.227781066894532
cpd00837	8	5.589242091178893	13.737883377075196	4.503359603881836
cpd34647	5	3.748889874458313	13.73314944267273	0.8858168983459471
cpd03965	6	7.7915303516387935	13.72808235168457	6.679634866714477
cpd36046	2	8.639949865341187	13.724298992156982	8.639949865341187
cpd07804	4	4.799152383804321	13.689923553466796	2.60154016494751
cpd00497	7	3.784363004139492	13.689595613479614	2.5180951881408693
cpd02851	7	3.6483906923021587	13.682497024536133	2.170602836608886
cpd03960	6	7.6210086631774905	13.67784303665161	6.648031234741212
cpd26256	8	4.39469636797905	13.677617511749268	3.6888105392456056
cpd26168	6	4.275875998338063	13.669316205978394	2.835370845794678
cpd05205	6	6.233837493260702	13.6652108001709	5.168530502319336
cpd16422	7	4.367457890510559	13.652880926132202	3.435304489135742
cpd08106	4	6.7139792919158925	13.630917587280273	6.536786670684813
cpd27428	7	6.048874602999006	13.614676818847656	4.073461246490478
cpd01148	9	5.511194097201029	13.611711502075195	4.389062066078186
cpd31502	3	6.302854557037353	13.595108661651611	4.88685712814331
cpd02065	5	4.790921941757202	13.594481163024902	2.4050558853149413
cpd01804	5	4.7909217510223385	13.594481163024902	2.4050544548034667
cpd35166	5	4.790921035766601	13.59447925567627	2.4050558853149413
cpd36192	8	3.529714713096619	13.592553577423097	1.5586491584777837
cpd36649	8	3.529714713096619	13.592553577423097	1.5586491584777837
cpd36015	5	4.625557706832885	13.5678995513916	2.2485157585144044
