species_id,nutrient_group,nutrient_core,nutrient_noncore,metal_core,metal_noncore,odds_ratio,fisher_p
s__Stenotrophomonas_cyclobalanopsidis--RS_GCF_008710035.1,Phz_genes,2,0,2,0,,1.0
s__JAGRBY01_sp020634855--GB_GCA_020634855.1,Phz_genes,0,2,2,4,0.0,1.0
s__Bradyrhizobium_diazoefficiens--RS_GCF_000011365.1,Phz_genes,3,0,3,0,,1.0
s__RFTU01_sp009918225--GB_GCA_009918225.1,Phz_genes,1,1,1,4,4.0,1.0
s__UBA6055_sp022820665--GB_GCA_022820665.1,Phz_genes,1,1,0,2,inf,1.0
s__Bosea_sp001556125--GB_GCA_001556125.1,Phz_genes,2,0,1,4,inf,0.14285714285714288
s__Acetobacter_nitrogenifigens--RS_GCF_000429165.1,Phz_genes,2,0,2,0,,1.0
s__Burkholderia_plantarii--RS_GCF_001411805.1,Phz_genes,1,1,1,2,2.0,1.0
s__Achromobacter_aegrifaciens--RS_GCF_902859735.1,Phz_genes,2,0,2,1,inf,1.0
s__Paenibacillus_A_lutimineralis--RS_GCF_003991425.1,Phz_genes,0,2,3,1,0.0,0.4000000000000001
s__Hahella_sp004135205--RS_GCF_004135205.1,Phz_genes,2,0,2,0,,1.0
s__Clavibacter_tessellarius--RS_GCF_021922985.1,Phz_genes,0,3,3,0,0.0,0.10000000000000002
s__ZJ450_sp011751885--RS_GCF_011751885.2,Phz_genes,2,1,3,0,0.0,1.0
s__Lentzea_albidocapillata--RS_GCF_000719115.1,Phz_genes,3,0,2,3,inf,0.19642857142857142
s__Pristimantibacillus_sp004345425--RS_GCF_004345425.1,Phz_genes,2,0,5,0,,1.0
s__Streptomyces_sp000717875--RS_GCF_000717875.1,Phz_genes,2,1,2,3,3.0,1.0
s__Paremcibacter_congregatus--RS_GCF_006385135.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_althioticus--GB_GCA_014649355.1,Phz_genes,1,2,2,2,0.5,1.0
s__UBA3064_sp002359635--GB_GCA_002359635.1,Phz_genes,2,1,2,12,12.0,0.12058823529411766
s__Fimisoma_sp000435715--GB_GCA_000435715.1,Phz_genes,1,2,1,2,1.0,1.0
s__Roseateles_depolymerans--RS_GCF_003387155.1,Phz_genes,2,0,3,2,inf,1.0
s__Coprenecus_merdigallinarum--GB_GCA_018712545.1,Phz_genes,0,2,1,2,0.0,1.0
s__Reyranella_massiliensis_A--GB_GCA_945862125.1,Phz_genes,3,0,2,3,inf,0.19642857142857142
s__Mycobacterium_abscessus--RS_GCF_000069185.1,Phz_genes,2,5,2,20,4.0,0.23813734158561745
s__AAA164-E04_sp002690655--GB_GCA_002690655.1,Phz_genes,1,2,1,9,4.5,0.42307692307692313
s__Cyanobium_sp002252675--GB_GCA_002252675.1,Phz_genes,1,1,3,2,0.667,1.0
s__Streptomyces_silaceus--RS_GCF_001419745.1,Phz_genes,4,1,4,5,5.0,0.3006993006993007
s__Bulleidia_sp017420505--GB_GCA_017420505.1,Phz_genes,1,2,1,5,2.5,1.0
s__MPMV01_sp002238685--GB_GCA_002238685.1,Phz_genes,2,0,0,3,inf,0.10000000000000002
s__CAIUPE01_sp009920595--GB_GCA_009920595.1,Phz_genes,0,2,1,3,0.0,1.0
s__Bradyrhizobium_sp021779635--GB_GCA_021779635.1,Phz_genes,0,4,0,5,,1.0
s__Streptomyces_violaceusniger_A--RS_GCF_000147815.2,Phz_genes,3,1,4,1,0.75,1.0
s__Pseudomonas_E_sivasensis--RS_GCF_013778505.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Tatlockia_jamestowniensis--RS_GCF_001467745.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__Streptomyces_sp003116725--RS_GCF_003610995.1,Phz_genes,2,0,2,3,inf,0.4285714285714286
s__Brevibacillus_porteri--RS_GCF_003013475.1,Phz_genes,2,0,3,0,,1.0
s__Microbulbifer_harenosus--RS_GCF_005771435.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_spirodelae--RS_GCF_017676385.1,Phz_genes,2,0,4,0,,1.0
s__Kosakonia_pseudosacchari--RS_GCF_900184035.1,Phz_genes,2,0,2,0,,1.0
s__Streptosporangium_canum--RS_GCF_900113865.1,Phz_genes,2,3,2,2,0.667,1.0
s__Crossiella_equi--RS_GCF_017876755.1,Phz_genes,3,0,3,0,,1.0
s__Acidisoma_sp009765865--RS_GCF_009765865.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Bacillus_A_mobilis--RS_GCF_001884045.1,Phz_genes,1,1,2,2,1.0,1.0
s__UBA7328_sp002471345--GB_GCA_002471345.1,Phz_genes,2,0,3,4,inf,0.4444444444444444
s__Clostridioides_difficile_F--GB_GCA_024919175.1,Phz_genes,1,3,3,0,0.0,0.14285714285714285
s__UBA6807_sp002441265--GB_GCA_002441265.1,Phz_genes,2,0,2,1,inf,1.0
s__Alcaligenes_faecalis_D--RS_GCF_009497775.1,Phz_genes,0,2,3,2,0.0,0.4285714285714286
s__M30B28_sp018402425--GB_GCA_018402425.1,Phz_genes,0,2,0,2,,1.0
s__Bacillus_A_nitratireducens--RS_GCF_001884135.1,Phz_genes,0,2,2,2,0.0,0.4666666666666667
s__Pseudomonas_F_resinovorans--RS_GCF_000423545.1,Phz_genes,2,0,3,1,inf,1.0
s__Flavobacterium_odoratimimum--RS_GCF_001485415.1,Phz_genes,2,0,2,0,,1.0
s__Catellatospora_citrea--GB_GCA_003610235.1,Phz_genes,3,1,6,2,1.0,1.0
s__Peribacillus_sp002835675--GB_GCA_002835675.1,Phz_genes,0,8,3,3,0.0,0.05494505494505495
s__Bradyrhizobium_sp000244915--RS_GCF_000244915.1,Phz_genes,3,0,5,1,inf,1.0
s__Glutamicibacter_halophytocola--RS_GCF_001302565.1,Phz_genes,3,0,2,0,,1.0
s__Pseudomonas_E_fluorescens_E--RS_GCF_001307155.1,Phz_genes,2,1,4,2,1.0,1.0
s__Pseudomonas_E_muyukensis--RS_GCF_019139535.1,Phz_genes,1,1,2,0,0.0,1.0
s__Pseudomonas_E_gingeri_A--RS_GCF_013385635.1,Phz_genes,2,1,3,0,0.0,1.0
s__Rhizobium_aethiopicum_A--RS_GCF_014197535.1,Phz_genes,2,0,5,0,,1.0
s__Actinopolyspora_mortivallis--RS_GCF_000384035.1,Phz_genes,1,2,3,0,0.0,0.4000000000000001
s__Mesorhizobium_sp001425625--RS_GCF_001425625.1,Phz_genes,1,1,4,0,0.0,0.3333333333333333
s__Agrobacterium_sp900468285--GB_GCA_900468285.1,Phz_genes,2,1,3,2,1.333,1.0
s__RAAP-2_sp003138815--GB_GCA_003138815.1,Phz_genes,0,2,1,1,0.0,1.0
s__Reyranella_aerosaccus_C--GB_GCA_903915535.1,Phz_genes,4,0,3,1,inf,1.0
s__UBA8110_sp002707655--GB_GCA_002707655.1,Phz_genes,2,1,0,3,inf,0.4000000000000001
s__Acinetobacter_seifertii--RS_GCF_000368065.1,Phz_genes,2,3,3,9,2.0,0.6000323206205559
s__Staphylococcus_arlettae--RS_GCF_002902345.1,Phz_genes,2,5,3,11,1.467,1.0
s__Bifidobacterium_crudilactis--RS_GCF_000738005.1,Phz_genes,0,4,2,0,0.0,0.06666666666666667
s__JABFSM01_sp016794825--GB_GCA_016794825.1,Phz_genes,1,5,1,2,0.4,1.0
s__Nonomuraea_wenchangensis--RS_GCF_900111685.1,Phz_genes,2,3,4,0,0.0,0.16666666666666663
s__Bordetella_trematum--RS_GCF_900078335.1,Phz_genes,2,2,4,2,0.5,1.0
s__Pandoraea_apista--RS_GCF_001465595.2,Phz_genes,3,0,3,6,inf,0.18181818181818182
s__Campylobacter_fetus--RS_GCF_900475935.1,Phz_genes,1,3,1,4,1.333,1.0
s__Bosea_sp002279705--GB_GCA_002279705.1,Phz_genes,0,3,2,2,0.0,0.4285714285714286
s__Rhizobium_mongolense--RS_GCF_000419765.1,Phz_genes,2,0,2,0,,1.0
s__Vibrio_jasicida--RS_GCF_000400365.1,Phz_genes,3,0,1,2,inf,0.4000000000000001
s__Microbispora_bryophytorum--RS_GCF_006874465.1,Phz_genes,6,0,2,0,,1.0
s__Streptomyces_spiralis--RS_GCF_014654675.1,Phz_genes,2,0,4,0,,1.0
s__Plantibacter_cousiniae--RS_GCF_003856975.1,Phz_genes,1,1,3,2,0.667,1.0
s__Pseudosulfitobacter_pseudonitzschiae_A--RS_GCF_002222635.1,Phz_genes,2,0,3,2,inf,1.0
s__Actinosynnema_auranticum--RS_GCF_002354875.1,Phz_genes,3,0,4,0,,1.0
s__Lysinibacillus_parviboronicapiens--RS_GCF_003049575.1,Phz_genes,3,2,2,0,0.0,1.0
s__Zhongshania_antarctica--RS_GCF_014202945.1,Phz_genes,2,0,2,0,,1.0
s__Rhizobium_sp014193695--RS_GCF_014193695.1,Phz_genes,2,0,2,0,,1.0
s__Photobacterium_sp022129445--RS_GCF_022129445.1,Phz_genes,2,0,2,0,,1.0
s__Bradyrhizobium_nitroreducens--RS_GCF_002776695.1,Phz_genes,3,1,4,0,0.0,1.0
s__Variovorax_ginsengisoli--RS_GCF_006438845.1,Phz_genes,2,0,3,2,inf,1.0
s__WFVA01_sp015491895--GB_GCA_015491895.1,Phz_genes,0,2,1,2,0.0,1.0
s__RUG754_sp902780845--GB_GCA_902780845.1,Phz_genes,0,2,0,5,,1.0
s__14-2_sp910575005--GB_GCA_910575005.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__Aeromonas_rivipollensis--RS_GCF_010974825.1,Phz_genes,1,3,1,1,0.333,1.0
s__Kosakonia_sp000410515--GB_GCA_000410515.1,Phz_genes,2,0,2,0,,1.0
s__UBA965_sp002292925--GB_GCA_002292925.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__Thalassospira_sp001613795--RS_GCF_001613795.1,Phz_genes,2,0,2,6,inf,0.13333333333333336
s__Stenotrophomonas_acidaminiphila--RS_GCF_001431595.1,Phz_genes,2,0,1,10,inf,0.038461538461538464
s__Thalassospira_xiamenensis--RS_GCF_000300235.2,Phz_genes,1,1,2,3,1.5,1.0
s__UBA5862_sp002408105--GB_GCA_002408105.1,Phz_genes,1,1,0,2,inf,1.0
s__UBA9145_sp016762995--GB_GCA_016762995.1,Phz_genes,0,2,0,2,,1.0
s__Reyranella_sp018240695--GB_GCA_018240695.1,Phz_genes,3,0,2,3,inf,0.19642857142857142
s__JAHIQC01_sp018902765--GB_GCA_018902765.1,Phz_genes,0,2,3,2,0.0,0.4285714285714286
s__Burkholderia_sp001522585--RS_GCF_001522585.2,Phz_genes,1,4,3,2,0.167,0.5238095238095238
s__Paenibacillus_amylolyticus_A--RS_GCF_001570725.1,Phz_genes,2,0,3,1,inf,1.0
s__Paenibacillus_albidus--RS_GCF_014644435.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Streptomyces_violaceus--GB_GCA_000715635.1,Phz_genes,2,1,5,3,1.2,1.0
s__CAHJWT01_sp018982885--RS_GCF_018982885.2,Phz_genes,1,1,5,0,0.0,0.2857142857142857
s__Microvirga_sp018069605--RS_GCF_013307435.2,Phz_genes,1,1,4,3,0.75,1.0
s__Halomonas_ventosae--RS_GCF_004363555.1,Phz_genes,0,2,3,2,0.0,0.4285714285714286
s__Polynucleobacter_sp903875135--GB_GCA_903875135.1,Phz_genes,2,0,3,1,inf,1.0
s__Brevibacterium_luteolum--RS_GCF_013004595.1,Phz_genes,0,2,2,2,0.0,0.4666666666666667
s__Luteimonas_D_colneyensis--RS_GCF_014836665.1,Phz_genes,0,2,3,0,0.0,0.10000000000000002
s__Limnohabitans_A_sp001517545--RS_GCF_001517545.1,Phz_genes,2,0,3,0,,1.0
s__Proteus_cibarius--RS_GCF_011045835.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__Vibrio_coralliilyticus--RS_GCF_000176135.1,Phz_genes,2,2,1,2,2.0,1.0
s__Enterobacter_sp000493015--RS_GCF_000493015.1,Phz_genes,1,1,2,0,0.0,1.0
s__Pseudomonas_E_mucoides--RS_GCF_015461845.1,Phz_genes,2,0,3,1,inf,1.0
s__Leptolinea_tardivitalis--RS_GCF_001050275.1,Phz_genes,2,0,2,0,,1.0
s__Roseibium_alexandrii--RS_GCF_000158095.2,Phz_genes,2,0,2,1,inf,1.0
s__Pseudomonas_E_moorei--RS_GCF_008801475.1,Phz_genes,2,1,3,0,0.0,1.0
s__Serratia_F_odorifera--RS_GCF_900635445.1,Phz_genes,1,1,3,1,0.333,1.0
s__Roseomonas_D_vastitatis--RS_GCF_003604215.1,Phz_genes,2,0,3,0,,1.0
s__Acidovorax_kalamii--RS_GCF_002245625.1,Phz_genes,3,0,4,1,inf,1.0
s__Allorhizobium_ferrooxidans--RS_GCF_004137355.1,Phz_genes,2,2,4,0,0.0,0.42857142857142855
s__PALSA-1003_sp005889025--GB_GCA_005889025.1,Phz_genes,0,3,1,1,0.0,0.4000000000000001
s__HIMB11_sp003486095--GB_GCA_017852835.1,Phz_genes,1,6,1,6,1.0,1.0
s__Sphingomonas_panni--RS_GCF_022664435.1,Phz_genes,1,2,1,1,0.5,1.0
s__Minwuia_thermotolerans--RS_GCF_002924445.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__Stenotrophomonas_indicatrix--RS_GCF_002750975.1,Phz_genes,2,2,2,2,1.0,1.0
s__Tabrizicola_sp018057165--GB_GCA_018057165.1,Phz_genes,0,3,0,2,,1.0
s__Sinorhizobium_meliloti_A--RS_GCF_000375585.1,Phz_genes,3,0,4,5,inf,0.20454545454545453
s__Pelobium_sp018828585--GB_GCA_018828585.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__Bradyrhizobium_denitrificans--RS_GCF_000015165.1,Phz_genes,3,3,1,7,7.0,0.24475524475524474
s__Geobacillus_zalihae--RS_GCF_001544135.1,Phz_genes,0,4,4,1,0.0,0.04761904761904761
s__Cupriavidus_gilardii--RS_GCF_008801915.1,Phz_genes,2,0,4,4,inf,0.4666666666666668
s__Pseudomonas_E_bijieensis--RS_GCF_013347965.1,Phz_genes,2,0,4,0,,1.0
s__Micromonospora_parathelypteridis--RS_GCF_014201145.1,Phz_genes,2,0,3,0,,1.0
s__Achromobacter_anxifer--RS_GCF_903652925.1,Phz_genes,2,1,2,0,0.0,1.0
s__Clostridium_AD_estertheticum_B--RS_GCF_024730565.1,Phz_genes,3,0,1,1,inf,0.4000000000000001
s__Streptomyces_phaeoluteigriseus--RS_GCF_001896135.2,Phz_genes,2,2,3,0,0.0,0.42857142857142855
s__Pseudomonas_E_sp900156465--RS_GCF_900156465.1,Phz_genes,2,1,3,0,0.0,1.0
s__Domibacillus_enclensis--RS_GCF_900156125.1,Phz_genes,2,0,3,0,,1.0
s__Lysobacter_antibioticus_B--RS_GCF_000731095.1,Phz_genes,7,0,2,1,inf,0.30000000000000004
s__Ruegeria_atlantica_A--RS_GCF_013032005.1,Phz_genes,0,2,1,1,0.0,1.0
s__Maribacter_litoralis--RS_GCF_003075045.1,Phz_genes,2,1,1,2,4.0,1.0
s__Kribbella_sp004345365--RS_GCF_004345365.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__BS524_sp018725275--GB_GCA_018725275.1,Phz_genes,0,2,1,3,0.0,1.0
s__Sinorhizobium_meliloti--RS_GCF_017876815.1,Phz_genes,3,4,4,25,4.688,0.11594898223218907
s__Megasphaera_sp002319965--GB_GCA_002319965.1,Phz_genes,0,2,1,1,0.0,1.0
s__Tateyamaria_sp003445215--GB_GCA_905480645.1,Phz_genes,1,2,1,2,1.0,1.0
s__Thalassospira_lucentensis--RS_GCF_000421265.1,Phz_genes,2,0,2,4,inf,0.4285714285714286
s__Limnohabitans_A_sp945897465--GB_GCA_945897465.1,Phz_genes,0,2,0,4,,1.0
s__Vibrio_alginolyticus--RS_GCF_000354175.2,Phz_genes,2,8,0,11,inf,0.21428571428571427
s__CALTTS01_sp003449195--GB_GCA_003449195.1,Phz_genes,0,2,1,3,0.0,1.0
s__Mycobacterium_mageritense--RS_GCF_010727475.1,Phz_genes,2,0,2,4,inf,0.4285714285714286
s__Giesbergeria_sp023954095--GB_GCA_023954095.1,Phz_genes,1,2,3,2,0.333,1.0
s__Pseudomonas_E_sp002874965--RS_GCF_002874965.1,Phz_genes,3,2,3,2,1.0,1.0
s__Peribacillus_butanolivorans--RS_GCF_001273755.1,Phz_genes,1,4,3,2,0.167,0.5238095238095238
s__Listeria_monocytogenes--RS_GCF_900187225.1,Phz_genes,0,7,3,19,0.0,0.5574712643678161
s__Streptomyces_sparsogenes--RS_GCF_001704635.1,Phz_genes,4,0,3,1,inf,1.0
s__Pseudomonas_E_versuta--RS_GCF_001294575.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_sp003945545--RS_GCF_003945545.1,Phz_genes,3,0,6,2,inf,1.0
s__Pseudomonas_E_sp001308855--RS_GCF_024296925.1,Phz_genes,2,0,3,0,,1.0
s__Modestobacter_versicolor--RS_GCF_014195485.1,Phz_genes,3,0,2,1,inf,1.0
s__Undibacterium_nitidum--RS_GCF_014284155.1,Phz_genes,2,0,3,0,,1.0
s__Undibacterium_rugosum--RS_GCF_014284365.1,Phz_genes,0,2,3,0,0.0,0.10000000000000002
s__Ureibacillus_endophyticus--RS_GCF_003628435.1,Phz_genes,2,0,2,0,,1.0
s__Mycobacterium_peregrinum--RS_GCF_002102345.1,Phz_genes,2,0,4,0,,1.0
s__Phocaeicola_dorei--RS_GCF_013009555.1,Phz_genes,0,3,3,10,0.0,1.0
s__Prevotella_sp902801425--GB_GCA_902801425.1,Phz_genes,0,2,0,3,,1.0
s__GCA-001735895_sp001735895--GB_GCA_001735895.1,Phz_genes,1,1,2,0,0.0,1.0
s__Legionella_C_birminghamensis--RS_GCF_900452515.1,Phz_genes,2,0,3,0,,1.0
s__Aeromonas_bivalvium--RS_GCF_000819765.1,Phz_genes,1,1,2,0,0.0,1.0
s__Rhizobium_sp001664485--RS_GCF_001664485.1,Phz_genes,2,1,4,1,0.5,1.0
s__Ensifer_sp000799055--RS_GCF_016919405.1,Phz_genes,1,3,5,0,0.0,0.047619047619047616
s__Frondihabitans_sp001423105--RS_GCF_001423105.1,Phz_genes,1,1,2,1,0.5,1.0
s__Bacillus_AB_infantis_A--RS_GCF_020171945.1,Phz_genes,2,0,2,0,,1.0
s__Mycobacterium_sp003165155--GB_GCA_003165155.1,Phz_genes,0,2,1,9,0.0,1.0
s__Streptomyces_sp014253015--RS_GCF_020099395.1,Phz_genes,10,0,8,0,,1.0
s__Reyranella_aerosaccus_A--GB_GCA_903839865.1,Phz_genes,4,0,2,0,,1.0
s__Marinobacter_salsuginis--RS_GCF_009617755.1,Phz_genes,1,1,1,8,8.0,0.3454545454545455
s__Leuconostoc_kimchii--RS_GCF_000092505.1,Phz_genes,2,0,1,1,inf,1.0
s__Pseudomonas_nitroreducens_A--RS_GCF_000313755.1,Phz_genes,3,0,4,0,,1.0
s__Streptomyces_thermovulgaris--RS_GCF_002155915.1,Phz_genes,2,0,3,0,,1.0
s__Aeromonas_sanarellii--RS_GCF_000820085.1,Phz_genes,0,2,2,2,0.0,0.4666666666666667
s__Specibacter_alpinus--RS_GCF_900105965.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_sp003403055--RS_GCF_020616555.1,Phz_genes,4,2,6,4,1.333,1.0
s__Leucobacter_chromiiresistens--RS_GCF_900102345.1,Phz_genes,1,1,2,0,0.0,1.0
s__Kocuria_tytonicola--RS_GCF_003687455.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__Fen-1260_sp003162635--GB_GCA_003162635.1,Phz_genes,1,1,2,6,3.0,1.0
s__UBA9410_sp002714485--GB_GCA_002714485.1,Phz_genes,0,2,0,3,,1.0
s__UBA1275_sp002457365--GB_GCA_002457365.1,Phz_genes,1,1,1,1,1.0,1.0
s__UBA1309_sp002307185--GB_GCA_002307185.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Rossellomorea_vietnamensis--RS_GCF_001591825.1,Phz_genes,0,2,2,1,0.0,0.4000000000000001
s__AG11_sp013361335--GB_GCA_013361335.1,Phz_genes,2,2,2,3,1.5,1.0
s__JAJXWB01_sp020638195--GB_GCA_020638195.1,Phz_genes,3,0,1,6,inf,0.03333333333333333
s__Reyranella_sp019235415--GB_GCA_019235415.1,Phz_genes,3,0,2,4,inf,0.16666666666666669
s__Xanthomonas_hortorum--RS_GCF_002939985.1,Phz_genes,3,2,1,6,9.0,0.22222222222222227
s__Pseudomonas_E_sp003014915--RS_GCF_003852315.1,Phz_genes,7,1,3,1,2.333,1.0
s__Pseudomonas_E_chlororaphis_G--RS_GCF_003731765.1,Phz_genes,2,0,3,1,inf,1.0
s__Leisingera_sp000203975--RS_GCF_000203975.2,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__Bradyrhizobium_neotropicale--RS_GCF_001641695.1,Phz_genes,2,0,3,0,,1.0
s__Nocardia_ignorata--RS_GCF_001612905.1,Phz_genes,2,0,3,0,,1.0
s__Streptomyces_bryophytorum--RS_GCF_016916835.1,Phz_genes,6,0,4,1,inf,0.4545454545454546
s__Schlegelella_thermodepolymerans--RS_GCF_015476235.1,Phz_genes,2,0,2,0,,1.0
s__Lysinibacillus_agricola--RS_GCF_016638705.1,Phz_genes,4,0,2,0,,1.0
s__Streptomyces_glauciniger--RS_GCF_900188405.1,Phz_genes,2,0,3,1,inf,1.0
s__Actinoplanes_lutulentus--RS_GCF_003259845.1,Phz_genes,4,0,2,0,,1.0
s__Serratia_J_proteamaculans_D--RS_GCF_013337185.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Fimisoma_sp900540145--GB_GCA_900540145.1,Phz_genes,2,0,0,5,inf,0.04761904761904761
s__Lactococcus_garvieae--RS_GCF_000739975.1,Phz_genes,1,2,2,5,1.25,1.0
s__SZAS-79_sp945862265--GB_GCA_945862265.1,Phz_genes,2,2,3,0,0.0,0.42857142857142855
s__Corynebacterium_diphtheriae--RS_GCF_001457455.1,Phz_genes,0,5,2,2,0.0,0.16666666666666669
s__Pseudomonas_E_alloputida--RS_GCF_021282585.1,Phz_genes,1,1,4,13,3.25,0.46783625730994155
s__Stenotrophomonas_maltophilia_AP--RS_GCF_009832905.1,Phz_genes,1,4,1,3,0.75,1.0
s__Enterobacter_asburiae_B--RS_GCF_007035645.1,Phz_genes,2,2,2,1,0.5,1.0
s__Paenibacillus_sp003529225--GB_GCA_003529225.1,Phz_genes,1,1,1,5,5.0,0.46428571428571425
s__JABZFP01_sp014237395--GB_GCA_014237395.1,Phz_genes,2,0,1,1,inf,1.0
s__Phototrophicus_sp020634165--GB_GCA_020634165.1,Phz_genes,1,1,1,3,3.0,1.0
s__Streptomyces_katrae--RS_GCF_000966975.1,Phz_genes,3,0,7,1,inf,1.0
s__Pseudoxanthomonas_kaohsiungensis--RS_GCF_010211765.1,Phz_genes,0,4,1,3,0.0,1.0
s__Luteimonas_D_sp002324875--GB_GCA_002324875.1,Phz_genes,1,3,1,2,0.667,1.0
s__Paenarthrobacter_sp019977195--RS_GCF_019977195.1,Phz_genes,1,1,1,2,2.0,1.0
s__Vitreoscilla_stercoraria--RS_GCF_000382305.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_prasinus--RS_GCF_001419705.1,Phz_genes,2,0,2,0,,1.0
s__Pseudomonas_E_congelans--RS_GCF_900103225.1,Phz_genes,1,3,4,0,0.0,0.14285714285714285
s__Pararhizobium_rhizosphaerae--RS_GCF_001938945.1,Phz_genes,2,1,2,0,0.0,1.0
s__Reyranella_aerosaccus_B--GB_GCA_903832005.1,Phz_genes,5,0,2,1,inf,0.375
s__Polaromonas_sp945860515--GB_GCA_945860515.1,Phz_genes,0,2,1,1,0.0,1.0
s__Pseudomonas_citronellolis--RS_GCF_900112375.1,Phz_genes,2,0,1,1,inf,1.0
s__Hydrotalea_flava--RS_GCF_001623405.1,Phz_genes,0,3,1,4,0.0,1.0
s__JAADHU01_sp013151645--GB_GCA_013151645.1,Phz_genes,0,4,3,4,0.0,0.23636363636363636
s__JACQAG01_sp016195085--GB_GCA_016195085.1,Phz_genes,0,2,3,3,0.0,0.46428571428571436
s__Giesbergeria_sp003096555--RS_GCF_003096555.1,Phz_genes,0,2,2,2,0.0,0.4666666666666667
s__JAHBZM01_sp017988075--GB_GCA_020161775.1,Phz_genes,1,1,1,3,3.0,1.0
s__Gp6-AA45_sp001917905--GB_GCA_001917905.1,Phz_genes,1,1,1,1,1.0,1.0
s__Photorhabdus_sp003545805--RS_GCF_003545805.1,Phz_genes,1,1,2,0,0.0,1.0
s__Lysinibacillus_sphaericus_D--RS_GCF_001728805.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_A_vitaminophilus--RS_GCF_000380165.1,Phz_genes,2,0,3,0,,1.0
s__Neorhizobium_B_sp001005825--RS_GCF_001005825.1,Phz_genes,2,0,4,0,,1.0
s__Mesorhizobium_sp006440775--RS_GCF_006440775.1,Phz_genes,2,0,6,1,inf,1.0
s__Sulfotelmatobacter_sp003131585--GB_GCA_003131585.1,Phz_genes,3,0,0,2,inf,0.10000000000000002
s__Ochrobactrum_intermedium--RS_GCF_000182645.1,Phz_genes,2,5,2,14,2.8,0.5573122529644268
s__Paraburkholderia_sp013426895--RS_GCF_013426895.1,Phz_genes,3,0,4,0,,1.0
s__UBA1066_sp902766955--GB_GCA_902766955.1,Phz_genes,0,2,0,2,,1.0
s__Sodaliphilus_sp902779125--GB_GCA_902779125.1,Phz_genes,1,1,2,0,0.0,1.0
s__SXYR01_sp903826405--GB_GCA_903826405.1,Phz_genes,2,0,3,0,,1.0
s__Polynucleobacter_sp903867305--GB_GCA_903867305.1,Phz_genes,2,0,3,3,inf,0.4642857142857143
s__Pseudomonas_E_straminea--RS_GCF_900112645.1,Phz_genes,1,1,1,1,1.0,1.0
s__Pseudomonas_E_bananamidigenes--RS_GCF_001679645.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Rhizobium_ruizarguesonis--RS_GCF_012349115.1,Phz_genes,2,0,4,2,inf,1.0
s__Methanocomedens_sp014237145--GB_GCA_014237145.1,Phz_genes,1,1,10,0,0.0,0.16666666666666666
s__Mycobacterium_simiae--RS_GCF_010727605.1,Phz_genes,1,1,1,4,4.0,1.0
s__Dyadobacter_beijingensis--RS_GCF_000382205.1,Phz_genes,2,0,4,0,,1.0
s__Thermomonas_carbonis--RS_GCF_014396975.1,Phz_genes,2,0,2,0,,1.0
s__Microbacterium_sp001889265--RS_GCF_001889265.1,Phz_genes,1,1,3,1,0.333,1.0
s__Pseudonocardia_sp001420995--RS_GCF_001420995.1,Phz_genes,0,2,3,2,0.0,0.4285714285714286
s__Cupriavidus_gilardii_C--RS_GCF_013314895.1,Phz_genes,2,0,4,4,inf,0.4666666666666668
s__Enterococcus_ureasiticus--RS_GCF_001730285.1,Phz_genes,2,0,2,0,,1.0
s__Aeromonas_aquatica--RS_GCF_000764655.1,Phz_genes,2,0,1,1,inf,1.0
s__Pararhizobium_sp001425605--RS_GCF_001425605.1,Phz_genes,1,2,1,2,1.0,1.0
s__Sphingomonas_ginsenosidimutans--RS_GCF_002374835.1,Phz_genes,2,2,0,3,inf,0.4285714285714286
s__Pseudomonas_E_atacamensis--RS_GCF_004801935.1,Phz_genes,1,3,2,6,1.0,1.0
s__Streptomyces_rochei--GB_GCA_002155895.1,Phz_genes,2,0,5,9,inf,0.175
s__Pygmaiobacter_sp023460035--GB_GCA_023460035.1,Phz_genes,0,3,1,1,0.0,0.4000000000000001
s__SOIY01_sp004376785--GB_GCA_004376785.1,Phz_genes,3,0,1,2,inf,0.4000000000000001
s__REDSEA-S09-B13_sp001629395--GB_GCA_001629395.1,Phz_genes,1,1,0,2,inf,1.0
