species_id,nutrient_group,nutrient_core,nutrient_noncore,metal_core,metal_noncore,odds_ratio,fisher_p
s__Achromobacter_xylosoxidans_B--RS_GCF_000165835.1,Phz_genes,2,0,2,0,,1.0
s__Klebsiella_sp003752615--RS_GCF_014298075.1,Phz_genes,3,0,3,0,,1.0
s__Pseudomonas_E_sp013386825--RS_GCF_013386825.1,Phz_genes,3,0,4,0,,1.0
s__Streptomyces_justiciae--RS_GCF_015163075.1,Phz_genes,2,0,5,0,,1.0
s__Streptomyces_anulatus_C--RS_GCF_000721175.1,Phz_genes,6,0,3,5,inf,0.030969030969030968
s__Streptomyces_virginiae_A--RS_GCF_000716685.1,Phz_genes,3,1,4,3,2.25,1.0
s__Bosea_sp902506165--RS_GCF_902506165.1,Phz_genes,3,0,5,2,inf,1.0
s__Kribbella_sp004366075--RS_GCF_004366075.1,Phz_genes,3,1,3,0,0.0,1.0
s__Bradyrhizobium_japonicum_C--RS_GCF_000426845.1,Phz_genes,3,1,2,3,4.5,0.5238095238095237
s__Pseudoxanthomonas_A_winnipegensis--RS_GCF_004283755.1,Phz_genes,3,2,3,3,1.5,1.0
s__Marinibacterium_sp003217735--GB_GCA_003217735.2,Phz_genes,1,3,2,7,1.167,1.0
s__Bradyrhizobium_sp003020075--GB_GCA_016839165.1,Phz_genes,3,3,1,1,1.0,1.0
s__Maribacter_dokdonensis--RS_GCF_001447995.1,Phz_genes,2,1,2,2,2.0,1.0
s__Phaeobacter_italicus--RS_GCF_001258055.1,Phz_genes,3,1,1,5,15.0,0.19047619047619047
s__JAEZTC01_sp023421675--GB_GCA_023421675.1,Phz_genes,2,1,3,5,3.333,0.5454545454545454
s__Rudaea_sp018240465--GB_GCA_018240465.1,Phz_genes,2,0,2,1,inf,1.0
s__Pseudomonas_E_mandelii--RS_GCF_900106065.1,Phz_genes,2,1,3,10,6.667,0.21428571428571427
s__Proteus_terrae--RS_GCF_003144325.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__Paenibacillus_Z_baekrokdamisoli--RS_GCF_003945345.1,Phz_genes,2,0,5,0,,1.0
s__Arthrobacter_B_luteolus--RS_GCF_001552075.1,Phz_genes,2,1,1,1,2.0,1.0
s__Streptomyces_lasiicapitis--RS_GCF_014646335.1,Phz_genes,3,0,6,1,inf,1.0
s__Pseudomonas_E_sp900101695--RS_GCF_018417635.1,Phz_genes,2,0,2,0,,1.0
s__Pseudoxanthomonas_A_spadix_A--RS_GCF_020042665.1,Phz_genes,3,0,4,2,inf,0.5
s__Pseudomonas_E_helleri_A--RS_GCF_009600315.1,Phz_genes,0,2,1,2,0.0,1.0
s__Amycolatopsis_acidiphila--RS_GCF_021391495.1,Phz_genes,2,0,5,0,,1.0
s__Coprenecus_sp000432775--GB_GCA_000432775.1,Phz_genes,1,3,2,0,0.0,0.4000000000000001
s__UBA9619_sp002718155--GB_GCA_002718155.1,Phz_genes,1,2,0,3,inf,1.0
s__VBAS01_sp004322425--GB_GCA_004322425.1,Phz_genes,0,2,2,1,0.0,0.4000000000000001
s__Ensifer_sp001429285--RS_GCF_001429285.1,Phz_genes,3,1,5,6,3.6,0.5692307692307692
s__JAJZQO01_sp021845645--GB_GCA_021845645.1,Phz_genes,1,1,3,5,1.667,1.0
s__Burkholderia_glumae--RS_GCF_000960995.1,Phz_genes,3,2,2,7,5.25,0.26573426573426573
s__Rubrobacter_B_xylanophilus_A--RS_GCF_007164525.1,Phz_genes,2,0,1,3,inf,0.4000000000000001
s__Parageobacillus_thermoglucosidasius_A--RS_GCF_022846435.1,Phz_genes,2,0,4,0,,1.0
s__Spirillospora_madurae--RS_GCF_900115095.1,Phz_genes,4,5,2,8,3.2,0.34984520123839014
s__Ochrobactrum_sp003176975--RS_GCF_902825325.1,Phz_genes,2,0,2,1,inf,1.0
s__Streptomyces_hawaiiensis--RS_GCF_004803895.1,Phz_genes,2,7,5,0,0.0,0.02097902097902098
s__Rhizobium_hidalgonense--RS_GCF_002914525.1,Phz_genes,2,0,4,0,,1.0
s__Bacillus_AG_koreensis_A--RS_GCF_022646885.1,Phz_genes,2,0,2,1,inf,1.0
s__Bradyrhizobium_campsiandrae--RS_GCF_014529705.1,Phz_genes,6,0,4,0,,1.0
s__Pseudosulfitobacter_sp000620505--RS_GCF_000620505.1,Phz_genes,2,1,1,3,6.0,0.48571428571428565
s__Paenarthrobacter_sp024168825--RS_GCF_024168825.1,Phz_genes,1,1,2,0,0.0,1.0
s__Pigmentiphaga_sp002188635--RS_GCF_002188635.1,Phz_genes,4,1,2,0,0.0,1.0
s__Burkholderia_sp003853415--RS_GCF_003853415.1,Phz_genes,2,0,4,0,,1.0
s__Sphingobium_sp006226685--GB_GCA_006226685.1,Phz_genes,1,1,1,1,1.0,1.0
s__Clostridium_beijerinckii--RS_GCF_018223745.1,Phz_genes,0,5,3,9,0.0,0.5147058823529411
s__Ottowia_beijingensis--RS_GCF_013423955.1,Phz_genes,1,1,2,4,2.0,1.0
s__Pseudomonas_E_lactis--RS_GCF_001439845.1,Phz_genes,1,1,3,3,1.0,1.0
s__SYFY01_sp024234635--GB_GCA_024234635.1,Phz_genes,1,1,3,1,0.333,1.0
s__Stenotrophomonas_nitritireducens--RS_GCF_001431425.1,Phz_genes,2,0,1,4,inf,0.14285714285714288
s__JADKFD01_sp020693165--GB_GCA_020693165.1,Phz_genes,2,0,0,4,inf,0.06666666666666667
s__Paenibacillus_T_xylaniclasticus--RS_GCF_004001065.1,Phz_genes,2,0,4,0,,1.0
s__Streptomyces_sindenensis--RS_GCF_014649035.1,Phz_genes,2,0,2,5,inf,0.16666666666666669
s__Paenibacillus_A_woosongensis--RS_GCF_009725165.1,Phz_genes,2,0,3,0,,1.0
s__Chryseobacterium_sp003815715--RS_GCF_003815715.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
s__Kitasatospora_sp002953255--RS_GCF_002953255.1,Phz_genes,1,2,4,2,0.25,0.5238095238095238
s__Mesorhizobium_loti_D--RS_GCF_013170705.1,Phz_genes,2,0,5,0,,1.0
s__Streptomyces_inhibens--RS_GCF_003389455.1,Phz_genes,1,1,6,1,0.167,0.4166666666666667
s__Streptomyces_silvae--RS_GCF_016745505.1,Phz_genes,1,1,2,5,2.5,1.0
s__Streptomyces_erythrochromogenes_A--RS_GCF_000725555.1,Phz_genes,2,0,5,4,inf,0.49090909090909096
s__Mycobacterium_sp001668725--RS_GCF_001668725.1,Phz_genes,2,0,2,0,,1.0
s__Bog-375_sp003142185--GB_GCA_003142185.1,Phz_genes,0,3,0,10,,1.0
s__Paraburkholderia_graminis--RS_GCF_000172415.1,Phz_genes,1,1,2,0,0.0,1.0
s__Acinetobacter_geminorum--RS_GCF_013009345.1,Phz_genes,2,1,3,4,2.667,1.0
s__JABDJY01_sp011087645--GB_GCA_011087645.1,Phz_genes,2,0,2,0,,1.0
s__JADFNQ01_sp022561095--GB_GCA_022561095.1,Phz_genes,0,2,1,2,0.0,1.0
s__CR02bin9_sp004356555--GB_GCA_004356555.1,Phz_genes,0,2,1,3,0.0,1.0
s__Streptomyces_wedmorensis--RS_GCF_000716445.1,Phz_genes,2,2,3,3,1.0,1.0
s__Photorhabdus_khanii--RS_GCF_000517265.1,Phz_genes,0,3,2,0,0.0,0.10000000000000002
s__Cupriavidus_oxalaticus--RS_GCF_016894385.1,Phz_genes,3,0,6,3,inf,0.509090909090909
s__Pseudomonas_F_resinovorans_C--RS_GCF_013393345.1,Phz_genes,2,0,1,1,inf,1.0
s__Flavobacterium_panici--RS_GCF_903819335.1,Phz_genes,3,1,2,3,4.5,0.5238095238095237
s__Actinoalloteichus_fjordicus--RS_GCF_001941625.1,Phz_genes,2,0,3,0,,1.0
s__Metabacillus_litoralis_B--RS_GCF_003667825.1,Phz_genes,2,1,3,1,0.667,1.0
s__Nocardia_arthritidis_A--RS_GCF_011801145.1,Phz_genes,4,1,4,0,0.0,1.0
s__Arthrobacter_E_woluwensis--RS_GCF_900105345.1,Phz_genes,3,1,2,0,0.0,1.0
s__Arthrobacter_sp003097355--RS_GCF_003097355.1,Phz_genes,2,0,4,2,inf,1.0
s__Rufibacter_sediminis--RS_GCF_014269285.1,Phz_genes,2,0,4,0,,1.0
s__Halomonas_campaniensis_A--RS_GCF_002211105.1,Phz_genes,1,2,2,0,0.0,0.4000000000000001
s__Pseudomonas_E_graminis_C--RS_GCF_002093745.1,Phz_genes,1,1,4,0,0.0,0.3333333333333333
s__Pseudorhodoferax_sp001422365--RS_GCF_001422365.1,Phz_genes,1,1,6,3,0.5,1.0
s__Vibrio_caribbeanicus--RS_GCF_000165125.1,Phz_genes,1,1,0,3,inf,0.4000000000000001
s__Clostridium_F_sporogenes--RS_GCF_001020205.1,Phz_genes,1,2,2,8,2.0,1.0
s__Achromobacter_spanius_B--RS_GCF_003600685.1,Phz_genes,1,3,0,2,inf,1.0
s__Pseudoxanthomonas_A_mexicana_A--RS_GCF_001556105.1,Phz_genes,2,0,2,3,inf,0.4285714285714286
s__Clostridium_sp023435985--GB_GCA_023435985.1,Phz_genes,0,5,2,2,0.0,0.16666666666666669
s__Zymomonas_mobilis--RS_GCF_000175255.2,Phz_genes,1,1,2,0,0.0,1.0
s__Rhodospirillum_sp021741145--GB_GCA_021741145.1,Phz_genes,2,0,2,1,inf,1.0
s__Legionella_pneumophila--RS_GCF_000008485.1,Phz_genes,2,2,3,24,8.0,0.11171142539329415
s__Pantoea_sp000468095--RS_GCF_000468095.1,Phz_genes,2,0,3,1,inf,1.0
s__Nocardia_vermiculata--RS_GCF_001613265.1,Phz_genes,3,0,2,0,,1.0
s__Methylobacterium_cerastii--RS_GCF_022179125.1,Phz_genes,1,1,2,2,1.0,1.0
s__Mesorhizobium_sp002294945--RS_GCF_003952525.1,Phz_genes,3,1,3,0,0.0,1.0
s__Streptomyces_aquilus--RS_GCF_003955715.1,Phz_genes,2,1,5,5,2.0,1.0
s__Actinosynnema_texasense--RS_GCF_003752005.1,Phz_genes,4,0,2,2,inf,0.42857142857142855
s__Flavobacterium_geliluteum--RS_GCF_017948595.1,Phz_genes,2,0,3,0,,1.0
s__Pseudomonas_E_saponiphila--RS_GCF_900105185.1,Phz_genes,3,0,3,0,,1.0
s__Pantoea_sp900115075--RS_GCF_900115075.1,Phz_genes,1,1,2,0,0.0,1.0
s__Ochrobactrum_B_haematophila--RS_GCF_005938105.1,Phz_genes,3,0,3,2,inf,0.4642857142857143
s__Paenibacillus_xylanexedens_B--RS_GCF_007680605.1,Phz_genes,2,0,3,0,,1.0
s__AR37_sp003220345--GB_GCA_003220345.1,Phz_genes,3,0,2,0,,1.0
s__PALSA-1003_sp005883655--GB_GCA_005883655.1,Phz_genes,2,0,0,5,inf,0.04761904761904761
s__Paenibacillus_H_larvae--RS_GCF_002003265.1,Phz_genes,1,2,2,3,0.75,1.0
s__Mycobacterium_neoaurum_A--RS_GCF_000317305.3,Phz_genes,2,0,2,1,inf,1.0
s__Hungatella_effluvii--RS_GCF_003201875.1,Phz_genes,0,2,3,2,0.0,0.4285714285714286
s__Sodaliphilus_sp900318255--GB_GCA_900318255.1,Phz_genes,1,1,0,2,inf,1.0
s__Pseudomonas_E_protegens--RS_GCF_000397205.1,Phz_genes,2,1,3,4,2.667,1.0
s__Pseudolabrys_sp903839845--GB_GCA_903839845.1,Phz_genes,4,0,4,2,inf,0.4666666666666667
s__Halomonas_alimentaria--RS_GCF_009902005.1,Phz_genes,0,2,2,3,0.0,1.0
s__Paenibacillus_odorifer--RS_GCF_000758725.1,Phz_genes,1,3,3,6,0.667,1.0
s__Variovorax_paradoxus--RS_GCF_001591365.1,Phz_genes,2,0,5,2,inf,1.0
s__Lacrimispora_amygdalina_A--RS_GCF_900205965.1,Phz_genes,2,1,3,2,1.333,1.0
s__Spirillospora_formosensis--RS_GCF_001552155.1,Phz_genes,3,0,4,0,,1.0
s__Streptomyces_virginiae--RS_GCF_000720455.1,Phz_genes,2,2,6,19,3.167,0.30002947244326555
s__Acinetobacter_wuhouensis--RS_GCF_001696605.3,Phz_genes,0,3,2,0,0.0,0.10000000000000002
s__Rhizobium_grahamii_A--RS_GCF_009498215.1,Phz_genes,2,0,1,1,inf,1.0
s__Marinicauda_algicola--RS_GCF_017161425.1,Phz_genes,2,0,2,0,,1.0
s__Ensifer_adhaerens_A--RS_GCF_017488845.2,Phz_genes,2,2,6,1,0.167,0.49090909090909085
s__Metabacillus_endolithicus--RS_GCF_023078335.1,Phz_genes,1,1,3,2,0.667,1.0
s__Pseudomonas_E_uvaldensis--RS_GCF_021271205.1,Phz_genes,2,0,3,1,inf,1.0
s__Terrabacter_sp001428505--RS_GCF_001428505.1,Phz_genes,2,0,3,0,,1.0
s__Klebsiella_ornithinolytica--RS_GCF_001598295.1,Phz_genes,2,5,3,1,0.133,0.24242424242424238
s__PCC9605_sp000517105--RS_GCF_000517105.1,Phz_genes,1,1,2,4,2.0,1.0
s__Anaerocolumna_sp000702945--RS_GCF_000702945.1,Phz_genes,1,3,2,8,1.333,1.0
s__Rhodococcus_erythropolis--RS_GCF_001552595.1,Phz_genes,1,3,3,7,0.778,1.0
s__Brevibacillus_brevis_D--RS_GCF_000010165.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Bacillus_AB_infantis--RS_GCF_000473245.1,Phz_genes,2,2,2,1,0.5,1.0
s__Thermopolyspora_flexuosa--RS_GCF_006716785.1,Phz_genes,2,0,2,0,,1.0
s__Phyllobacterium_endophyticum--RS_GCF_003010935.1,Phz_genes,2,0,3,0,,1.0
s__Nocardia_jinanensis--RS_GCF_014645735.1,Phz_genes,2,1,2,0,0.0,1.0
s__Leuconostoc_mesenteroides--RS_GCF_000014445.1,Phz_genes,0,2,1,12,0.0,1.0
s__Pseudomonas_B_luteola--RS_GCF_002091675.1,Phz_genes,2,1,3,2,1.333,1.0
s__Priestia_aryabhattai--RS_GCF_000956595.1,Phz_genes,2,1,5,4,1.6,1.0
s__Serratia_J_liquefaciens--RS_GCF_000422085.1,Phz_genes,2,1,4,0,0.0,0.42857142857142855
s__Allorhizobium_rosettiformans--RS_GCF_004912135.1,Phz_genes,2,0,0,3,inf,0.10000000000000002
s__OPU3-GD-OMZ_sp012965425--GB_GCA_012965425.1,Phz_genes,1,1,1,1,1.0,1.0
s__Tardiphaga_sp007018905--RS_GCF_007018905.1,Phz_genes,1,4,1,3,0.75,1.0
s__JACZQN01_sp022545705--GB_GCA_022545705.1,Phz_genes,1,1,1,4,4.0,1.0
s__JAEYLA01_sp023455425--GB_GCA_023455425.1,Phz_genes,2,0,3,1,inf,1.0
s__B33-G16_sp019310725--GB_GCA_019310725.1,Phz_genes,1,1,0,2,inf,1.0
s__Geobacillus_stearothermophilus--RS_GCF_001277805.1,Phz_genes,0,2,4,1,0.0,0.14285714285714288
s__Gp7-AA6_sp020199905--GB_GCA_020199905.1,Phz_genes,1,1,4,0,0.0,0.3333333333333333
s__MMGLQ5-1_sp022484805--GB_GCA_022484805.1,Phz_genes,1,1,1,2,2.0,1.0
s__Paraburkholderia_fungorum--RS_GCF_902833645.1,Phz_genes,1,4,5,7,0.35,0.6000323206205558
s__Acetobacter_oryzifermentans--RS_GCF_001628715.1,Phz_genes,1,3,4,1,0.083,0.2063492063492063
s__Streptomyces_griseostramineus--RS_GCF_014203535.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__Streptomyces_morookaensis--RS_GCF_013030945.1,Phz_genes,2,1,4,0,0.0,0.42857142857142855
s__Streptomyces_spororaveus--RS_GCF_016755875.1,Phz_genes,6,2,6,3,1.5,1.0
s__Achromobacter_sp002902905--RS_GCF_002902905.1,Phz_genes,2,0,3,0,,1.0
s__Phyllobacterium_sp900472835--RS_GCF_020731415.2,Phz_genes,2,0,3,1,inf,1.0
s__Arthrobacter_B_sp022869865--RS_GCF_022869865.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_cyaneofuscatus--RS_GCF_000718135.1,Phz_genes,2,1,2,6,6.0,0.49090909090909085
s__Rhizobium_leguminosarum_D--RS_GCF_001652265.1,Phz_genes,2,1,4,3,1.5,1.0
s__Devosia_subaequoris--RS_GCF_014197055.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__Citrobacter_portucalensis--RS_GCF_002042885.1,Phz_genes,1,1,1,3,3.0,1.0
s__Comamonas_sp002472915--RS_GCF_022387135.1,Phz_genes,2,1,5,6,2.4,1.0
s__Bordetella_pertussis--RS_GCF_000306945.1,Phz_genes,1,4,2,16,2.0,0.5392433653303219
s__Ralstonia_pseudosolanacearum--RS_GCF_024925465.1,Phz_genes,1,1,1,8,8.0,0.3454545454545455
s__Kordiimonas_lacus--RS_GCF_001550055.1,Phz_genes,1,1,1,1,1.0,1.0
s__Stenotrophomonas_geniculata--RS_GCF_001431625.1,Phz_genes,1,2,2,3,0.75,1.0
s__Alicycliphilus_denitrificans--RS_GCF_000204645.1,Phz_genes,0,4,3,12,0.0,1.0
s__WYBL01_sp011526565--GB_GCA_011526565.1,Phz_genes,2,0,1,7,inf,0.06666666666666667
s__Pantoea_sp000295955--RS_GCF_000295955.2,Phz_genes,1,1,4,0,0.0,0.3333333333333333
s__Serratia_ficaria--RS_GCF_900187015.1,Phz_genes,2,0,4,0,,1.0
s__Nocardia_pseudobrasiliensis--RS_GCF_001613105.1,Phz_genes,3,0,3,0,,1.0
s__Gluconobacter_A_japonicus--RS_GCF_002723975.1,Phz_genes,1,2,1,1,0.5,1.0
s__Streptomyces_spinoverrucosus--RS_GCF_006539505.1,Phz_genes,2,2,2,7,3.5,0.5300699300699301
s__Brevibacillus_formosus--RS_GCF_003013405.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Streptomyces_abikoensis--RS_GCF_014648775.1,Phz_genes,2,0,4,0,,1.0
s__Actinoplanes_teichomyceticus--RS_GCF_003711105.1,Phz_genes,3,0,3,0,,1.0
s__Shinella_granuli--RS_GCF_004341885.1,Phz_genes,2,0,3,2,inf,1.0
s__Microbacterium_foliorum_A--RS_GCF_002024885.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Clostridium_AM_magnum--RS_GCF_001623875.1,Phz_genes,2,0,5,0,,1.0
s__Pseudoxanthomonas_A_wuyuanensis--RS_GCF_900215535.1,Phz_genes,2,0,2,0,,1.0
s__Paraburkholderia_caribensis--RS_GCF_002902945.1,Phz_genes,2,0,3,0,,1.0
s__Corynebacterium_durum--RS_GCF_013410305.1,Phz_genes,0,2,1,8,0.0,1.0
s__UBA11996_sp002435305--GB_GCA_002435305.1,Phz_genes,1,1,0,3,inf,0.4000000000000001
s__UBA868_sp002346525--GB_GCA_002346525.1,Phz_genes,0,2,0,3,,1.0
s__Hydrogenophaga_borbori--RS_GCF_003417535.1,Phz_genes,1,2,3,5,0.833,1.0
s__Glycomyces_artemisiae--RS_GCF_003002955.1,Phz_genes,2,1,1,1,2.0,1.0
s__Pararhodobacter_sp020637515--GB_GCA_020637515.1,Phz_genes,2,0,1,1,inf,1.0
s__JAGOEZ01_sp017997455--GB_GCA_017997455.1,Phz_genes,0,3,0,3,,1.0
s__Mycobacterium_neoaurum--RS_GCF_000691525.1,Phz_genes,2,0,2,4,inf,0.4285714285714286
s__GAS188_sp019246665--GB_GCA_019246665.1,Phz_genes,1,2,2,1,0.25,1.0
s__Bulleidia_sp017543005--GB_GCA_017543005.1,Phz_genes,1,2,3,3,0.5,1.0
s__Chelatococcus_sp018398335--RS_GCF_018398335.1,Phz_genes,2,0,3,2,inf,1.0
s__Neorhizobium_sp023006505--RS_GCF_023006505.1,Phz_genes,3,1,4,2,1.5,1.0
s__Serratia_B_rubidaea--GB_GCA_901472405.1,Phz_genes,2,1,3,0,0.0,1.0
s__Bordetella_holmesii--GB_GCA_000612485.1,Phz_genes,2,0,2,0,,1.0
s__Micromonospora_mooreana--RS_GCF_000379065.1,Phz_genes,2,0,2,0,,1.0
s__Tatlockia_drozanskii--RS_GCF_001467585.1,Phz_genes,2,1,2,0,0.0,1.0
s__Pandoraea_fibrosis--RS_GCF_000807775.2,Phz_genes,3,0,3,0,,1.0
s__Curtobacterium_pusillum--RS_GCF_013359865.1,Phz_genes,2,0,4,0,,1.0
s__Novosphingobium_aerophilum--RS_GCF_014230305.1,Phz_genes,2,0,1,1,inf,1.0
s__Morganella_psychrotolerans_B--RS_GCF_001676055.1,Phz_genes,2,0,4,0,,1.0
s__Bradyrhizobium_frederickii--RS_GCF_004570865.1,Phz_genes,3,1,3,0,0.0,1.0
s__Arthrobacter_B_yangruifuii--RS_GCF_009192775.1,Phz_genes,2,0,2,0,,1.0
s__S36-B12_sp010029945--GB_GCA_010029945.1,Phz_genes,0,2,0,7,,1.0
s__Rhizobium_sp900469615--GB_GCA_900469615.1,Phz_genes,2,0,3,1,inf,1.0
s__Pandoraea_cepalis--RS_GCF_902459665.1,Phz_genes,2,2,2,5,2.5,0.5757575757575757
s__Clostridium_AM_aciditolerans--RS_GCF_016316925.1,Phz_genes,3,1,3,1,1.0,1.0
s__Sodaliphilus_sp902762385--GB_GCA_902762385.1,Phz_genes,1,1,2,5,2.5,1.0
s__CAIYLH01_sp903908265--GB_GCA_903908265.1,Phz_genes,1,1,0,4,inf,0.3333333333333333
s__Limnohabitans_sp903910745--GB_GCA_903910745.1,Phz_genes,1,3,3,2,0.222,0.5238095238095237
s__UA16_sp002390615--GB_GCA_905478325.1,Phz_genes,1,1,0,3,inf,0.4000000000000001
s__1XD42-69_sp009911505--GB_GCA_009911505.1,Phz_genes,0,2,2,0,0.0,0.3333333333333333
s__Chryseobacterium_bernardetii_B--RS_GCF_014218825.1,Phz_genes,2,0,1,3,inf,0.4000000000000001
s__Phytobacter_diazotrophicus--GB_GCA_004346725.1,Phz_genes,3,0,2,1,inf,1.0
s__Priestia_aryabhattai_A--GB_GCA_024134725.1,Phz_genes,2,1,3,0,0.0,1.0
s__Acinetobacter_radioresistens--RS_GCF_006757745.1,Phz_genes,1,1,3,8,2.667,1.0
s__Propionicimonas_sp023436925--GB_GCA_023436925.1,Phz_genes,0,2,2,3,0.0,1.0
s__Rhizobium_tropici_A--GB_GCA_000799755.1,Phz_genes,2,0,3,0,,1.0
s__UBA1563_sp023229425--GB_GCA_023229425.1,Phz_genes,0,2,2,4,0.0,1.0
s__Pseudomonas_E_viridiflava--RS_GCF_001642795.1,Phz_genes,2,3,4,12,2.0,0.5975232198142415
s__Pseudomonas_E_sp002282595--RS_GCF_008041835.1,Phz_genes,0,2,1,5,0.0,1.0
s__Mycobacterium_marseillense--RS_GCF_010731675.1,Phz_genes,1,1,2,4,2.0,1.0
s__Micromonospora_fulviviridis--RS_GCF_014648395.1,Phz_genes,2,3,2,0,0.0,0.4285714285714286
s__Burkholderia_latens_A--RS_GCF_001718795.1,Phz_genes,2,0,3,0,,1.0
s__Bordetella_C_bronchialis--RS_GCF_001676705.1,Phz_genes,3,0,2,1,inf,1.0
s__Achromobacter_spanius_C--RS_GCF_003994415.1,Phz_genes,4,0,3,1,inf,1.0
s__Leisingera_sp004123675--RS_GCF_004123675.1,Phz_genes,2,2,3,2,0.667,1.0
s__Stenotrophomonas_maltophilia_O--RS_GCF_006974125.1,Phz_genes,2,0,2,0,,1.0
s__Streptomyces_diastatochromogenes--RS_GCF_002242805.1,Phz_genes,2,1,5,0,0.0,0.375
s__Microbacterium_sp002979515--RS_GCF_002979515.1,Phz_genes,2,0,3,0,,1.0
s__Rhizobium_B_borbori--RS_GCF_014196535.1,Phz_genes,2,1,2,0,0.0,1.0
s__Bacillus_A_paranthracis--RS_GCF_001883995.1,Phz_genes,1,3,3,8,0.889,1.0
s__MedAcidi-G3_sp000817105--GB_GCA_000817105.1,Phz_genes,1,1,0,7,inf,0.2222222222222222
s__Aquamicrobium_A_sediminum--RS_GCF_013240295.1,Phz_genes,1,2,1,3,1.5,1.0
s__Pigmentiphaga_sp001898625--GB_GCA_001898625.1,Phz_genes,6,0,3,1,inf,0.4000000000000001
s__Chryseobacterium_sp006829085--RS_GCF_006829085.1,Phz_genes,2,0,2,0,,1.0
s__Mycobacterium_sp002013375--GB_GCA_002013375.1,Phz_genes,2,0,3,0,,1.0
s__Lysobacter_enzymogenes--RS_GCF_900106525.1,Phz_genes,0,3,2,1,0.0,0.4000000000000001
s__Bacillus_haynesii--RS_GCF_001969855.1,Phz_genes,1,3,3,0,0.0,0.14285714285714285
s__Streptomyces_coelicoflavus--RS_GCF_003112555.1,Phz_genes,2,2,4,3,0.75,1.0
s__Agarivorans_gilvus--RS_GCF_001420915.1,Phz_genes,3,0,1,1,inf,0.4000000000000001
s__Streptomyces_subrutilus--RS_GCF_008704535.1,Phz_genes,3,0,7,0,,1.0
s__Streptomyces_vinaceus--RS_GCF_008704935.1,Phz_genes,4,0,7,2,inf,1.0
s__Pseudodesulfovibrio_indicus--RS_GCF_001563225.1,Phz_genes,2,0,2,0,,1.0
s__Hymenobacter_jejuensis--RS_GCF_006337165.1,Phz_genes,2,0,2,1,inf,1.0
s__Leifsonia_aquatica--RS_GCF_014190775.1,Phz_genes,3,1,1,6,18.0,0.08787878787878788
s__Bradyrhizobium_manausense--RS_GCF_001440035.1,Phz_genes,2,4,3,0,0.0,0.16666666666666663
s__Chelatococcus_asaccharovorans--RS_GCF_003201475.1,Phz_genes,2,0,3,0,,1.0
s__Streptomyces_tibetensis--RS_GCF_007655005.1,Phz_genes,4,0,4,0,,1.0
s__Cohaesibacter_intestini--RS_GCF_003324485.1,Phz_genes,3,0,2,3,inf,0.19642857142857142
s__Xenorhabdus_hominickii--RS_GCF_002632725.1,Phz_genes,4,0,2,0,,1.0
s__Vibrio_campbellii--RS_GCF_002163755.1,Phz_genes,2,3,1,5,3.333,0.5454545454545454
s__Spongiibacter_tropicus--RS_GCF_000420325.1,Phz_genes,2,0,0,7,inf,0.027777777777777776
s__Achromobacter_insolitus--RS_GCF_002209555.1,Phz_genes,3,2,2,3,2.25,1.0
s__Achromobacter_sp002975275--RS_GCF_002975275.1,Phz_genes,2,2,1,1,1.0,1.0
s__Nocardioides_sp020636915--GB_GCA_020636915.1,Phz_genes,2,0,2,2,inf,0.4666666666666667
s__Thiomonas_sp021807445--GB_GCA_021807445.1,Phz_genes,0,4,1,5,0.0,1.0
s__Pseudomonas_pseudonitroreducens--RS_GCF_021603645.1,Phz_genes,2,0,4,0,,1.0
s__Mesorhizobium_opportunistum--RS_GCF_000176035.2,Phz_genes,1,1,5,0,0.0,0.2857142857142857
s__Arthrobacter_sp902506025--RS_GCF_019977395.1,Phz_genes,0,2,3,0,0.0,0.10000000000000002
s__Streptomyces_fulvorobeus--RS_GCF_013167895.1,Phz_genes,3,0,3,0,,1.0
s__Streptomyces_coeruleorubidus--RS_GCF_008705135.1,Phz_genes,1,1,4,2,0.5,1.0
s__Pseudomonas_E_sp004136015--RS_GCF_004136015.1,Phz_genes,1,1,3,1,0.333,1.0
s__Pseudomonas_E_fluorescens_AP--RS_GCF_013407925.2,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Streptomyces_echinatus--RS_GCF_014203595.1,Phz_genes,2,0,6,0,,1.0
s__Brevibacillus_brevis--RS_GCF_900637055.1,Phz_genes,1,1,3,0,0.0,0.4000000000000001
s__Rhizobium_chutanense--RS_GCF_002531935.1,Phz_genes,2,0,4,1,inf,1.0
s__Marinobacter_sp002563885--RS_GCF_002563885.1,Phz_genes,3,0,3,0,,1.0
s__Paenibacillus_sp000499205--RS_GCF_000499205.1,Phz_genes,1,1,3,3,1.0,1.0
s__Acinetobacter_baumannii--RS_GCF_009759685.1,Phz_genes,1,21,3,80,1.27,1.0
s__CAIYYN01_sp903930435--GB_GCA_903930435.1,Phz_genes,2,0,1,2,inf,0.4000000000000001
