genus	genus_norm	gtdb_species_clade_id	species_name	mapping_tier
Acinetobacter	acinetobacter	s__Acinetobacter_sp000369805--RS_GCF_000369805.1	s__Acinetobacter_sp000369805	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_soli--RS_GCF_000760595.1	s__Acinetobacter_soli	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_pittii_H--RS_GCF_002928115.1	s__Acinetobacter_pittii_H	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_seifertii--RS_GCF_000368065.1	s__Acinetobacter_seifertii	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_guillouiae--RS_GCF_000368145.1	s__Acinetobacter_guillouiae	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_nectaris--RS_GCF_000488215.1	s__Acinetobacter_nectaris	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp008017255--GB_GCA_008017255.1	s__Acinetobacter_sp008017255	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp002018365--RS_GCF_002018365.1	s__Acinetobacter_sp002018365	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_calcoaceticus--RS_GCF_000368965.1	s__Acinetobacter_calcoaceticus	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_rudis--RS_GCF_000829675.1	s__Acinetobacter_rudis	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_ursingii--RS_GCF_000368825.1	s__Acinetobacter_ursingii	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_venetianus--RS_GCF_000368585.1	s__Acinetobacter_venetianus	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_colistiniresistens--RS_GCF_000413935.1	s__Acinetobacter_colistiniresistens	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp002367455--RS_GCF_022967985.1	s__Acinetobacter_sp002367455	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_kyonggiensis--RS_GCF_900107285.1	s__Acinetobacter_kyonggiensis	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp016624945--RS_GCF_016624945.1	s__Acinetobacter_sp016624945	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_kanungonis--RS_GCF_009939195.1	s__Acinetobacter_kanungonis	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_chinensis--RS_GCF_002165375.2	s__Acinetobacter_chinensis	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp000400715--RS_GCF_000400715.1	s__Acinetobacter_sp000400715	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_lwoffii--RS_GCF_000487975.1	s__Acinetobacter_lwoffii	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_terrae--RS_GCF_013004375.1	s__Acinetobacter_terrae	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_gerneri--RS_GCF_000368565.1	s__Acinetobacter_gerneri	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_piscicola_A--RS_GCF_015218165.1	s__Acinetobacter_piscicola_A	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_wuhouensis--RS_GCF_001696605.3	s__Acinetobacter_wuhouensis	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp002135315--RS_GCF_002135315.1	s__Acinetobacter_sp002135315	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_geminorum--RS_GCF_013009345.1	s__Acinetobacter_geminorum	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_baretiae--RS_GCF_015627105.1	s__Acinetobacter_baretiae	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp019038395--RS_GCF_019038395.1	s__Acinetobacter_sp019038395	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp000369505--RS_GCF_000369505.1	s__Acinetobacter_sp000369505	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_wanghuae--RS_GCF_009557235.1	s__Acinetobacter_wanghuae	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp003105055--RS_GCF_023824315.1	s__Acinetobacter_sp003105055	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp001626925--GB_GCA_001626925.1	s__Acinetobacter_sp001626925	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_lwoffii_H--RS_GCF_024129735.1	s__Acinetobacter_lwoffii_H	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp002135245--RS_GCF_016599715.1	s__Acinetobacter_sp002135245	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_cumulans--RS_GCF_003024525.3	s__Acinetobacter_cumulans	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_schindleri--RS_GCF_000368625.1	s__Acinetobacter_schindleri	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp002455755--GB_GCA_002455755.1	s__Acinetobacter_sp002455755	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_populi--RS_GCF_002174125.1	s__Acinetobacter_populi	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_lwoffii_G--GB_GCA_013530545.1	s__Acinetobacter_lwoffii_G	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_proteolyticus--RS_GCF_000367945.1	s__Acinetobacter_proteolyticus	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_albensis--RS_GCF_900095025.1	s__Acinetobacter_albensis	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_pittii_E--RS_GCF_000399685.1	s__Acinetobacter_pittii_E	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_pseudolwoffii--RS_GCF_002803605.1	s__Acinetobacter_pseudolwoffii	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_pollinis--RS_GCF_015627175.1	s__Acinetobacter_pollinis	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_lwoffii_F--RS_GCF_024129435.1	s__Acinetobacter_lwoffii_F	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp012371325--RS_GCF_012371325.1	s__Acinetobacter_sp012371325	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_idrijaensis--GB_GCA_000761495.1	s__Acinetobacter_idrijaensis	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_parvus--RS_GCF_000368025.1	s__Acinetobacter_parvus	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_towneri--RS_GCF_000368785.1	s__Acinetobacter_towneri	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_kookii--RS_GCF_900096895.1	s__Acinetobacter_kookii	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_variabilis--RS_GCF_000369625.1	s__Acinetobacter_variabilis	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_sp000369525--RS_GCF_000369525.1	s__Acinetobacter_sp000369525	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_tjernbergiae--RS_GCF_000374425.1	s__Acinetobacter_tjernbergiae	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_baumannii_B--RS_GCF_016508585.1	s__Acinetobacter_baumannii_B	genus_exact
Acinetobacter	acinetobacter	s__Acinetobacter_terrestris--RS_GCF_004331155.1	s__Acinetobacter_terrestris	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp003139615--GB_GCA_003139615.1	s__Rhizomicrobium_sp003139615	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp903902075--GB_GCA_903902075.1	s__Rhizomicrobium_sp903902075	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp016783965--GB_GCA_016783965.1	s__Rhizomicrobium_sp016783965	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp021851325--GB_GCA_021851325.1	s__Rhizomicrobium_sp021851325	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp019245415--GB_GCA_019245415.1	s__Rhizomicrobium_sp019245415	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp018971835--GB_GCA_018971835.1	s__Rhizomicrobium_sp018971835	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp001896865--GB_GCA_017308475.1	s__Rhizomicrobium_sp001896865	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp002429315--GB_GCA_002429315.1	s__Rhizomicrobium_sp002429315	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp903857685--GB_GCA_903857685.1	s__Rhizomicrobium_sp903857685	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp903897605--GB_GCA_903897605.1	s__Rhizomicrobium_sp903897605	genus_exact
Rhizomicrobium	rhizomicrobium	s__Rhizomicrobium_sp001898015--GB_GCA_017308375.1	s__Rhizomicrobium_sp001898015	genus_exact
Salinarimonas	salinarimonas			unmapped
Streptococcus	streptococcus	s__Streptococcus_vestibularis--RS_GCF_000188295.1	s__Streptococcus_vestibularis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sobrinus--RS_GCF_000686605.1	s__Streptococcus_sobrinus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_equinus_B--RS_GCF_900101445.1	s__Streptococcus_equinus_B	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_BE--RS_GCF_003942765.1	s__Streptococcus_mitis_BE	genus_exact
Streptococcus	streptococcus	s__Streptococcus_merionis--RS_GCF_000380085.1	s__Streptococcus_merionis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_thoraltensis--RS_GCF_000380145.1	s__Streptococcus_thoraltensis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_constellatus_A--RS_GCF_902167705.1	s__Streptococcus_constellatus_A	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_AX--RS_GCF_007475365.1	s__Streptococcus_mitis_AX	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp019448285--RS_GCF_019448285.1	s__Streptococcus_sp019448285	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp012843315--RS_GCF_012843315.1	s__Streptococcus_sp012843315	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp000187445--GB_GCA_010604095.1	s__Streptococcus_sp000187445	genus_exact
Streptococcus	streptococcus	s__Streptococcus_iniae--RS_GCF_003674745.1	s__Streptococcus_iniae	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_AA--RS_GCF_002096435.1	s__Streptococcus_oralis_AA	genus_exact
Streptococcus	streptococcus	s__Streptococcus_massiliensis--RS_GCF_000380065.1	s__Streptococcus_massiliensis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_anginosus_C--RS_GCF_001697145.1	s__Streptococcus_anginosus_C	genus_exact
Streptococcus	streptococcus	s__Streptococcus_parasanguinis--RS_GCF_000164675.2	s__Streptococcus_parasanguinis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_Y--RS_GCF_002096855.1	s__Streptococcus_mitis_Y	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_AT--RS_GCF_002860865.1	s__Streptococcus_mitis_AT	genus_exact
Streptococcus	streptococcus	s__Streptococcus_orisratti--RS_GCF_000380105.1	s__Streptococcus_orisratti	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_Y--RS_GCF_000287715.1	s__Streptococcus_oralis_Y	genus_exact
Streptococcus	streptococcus	s__Streptococcus_danieliae--RS_GCF_009767945.1	s__Streptococcus_danieliae	genus_exact
Streptococcus	streptococcus	s__Streptococcus_ferus--RS_GCF_000372425.1	s__Streptococcus_ferus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_equinus--RS_GCF_000187265.1	s__Streptococcus_equinus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_ruminantium--RS_GCF_003609975.1	s__Streptococcus_ruminantium	genus_exact
Streptococcus	streptococcus	s__Streptococcus_lactarius--RS_GCF_016642265.1	s__Streptococcus_lactarius	genus_exact
Streptococcus	streptococcus	s__Streptococcus_infantis_F--RS_GCF_000963255.1	s__Streptococcus_infantis_F	genus_exact
Streptococcus	streptococcus	s__Streptococcus_canis--RS_GCF_900636575.1	s__Streptococcus_canis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_alactolyticus--RS_GCF_012277075.1	s__Streptococcus_alactolyticus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp905221195--GB_GCA_905221195.1	s__Streptococcus_sp905221195	genus_exact
Streptococcus	streptococcus	s__Streptococcus_phocae--RS_GCF_001302265.1	s__Streptococcus_phocae	genus_exact
Streptococcus	streptococcus	s__Streptococcus_halitosis--RS_GCF_003143695.2	s__Streptococcus_halitosis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp945876895--GB_GCA_945876895.1	s__Streptococcus_sp945876895	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_F--RS_GCF_002356415.1	s__Streptococcus_oralis_F	genus_exact
Streptococcus	streptococcus	s__Streptococcus_panodentis--RS_GCF_017884005.1	s__Streptococcus_panodentis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp903645285--RS_GCF_903645285.1	s__Streptococcus_sp903645285	genus_exact
Streptococcus	streptococcus	s__Streptococcus_henryi--RS_GCF_000376985.1	s__Streptococcus_henryi	genus_exact
Streptococcus	streptococcus	s__Streptococcus_pseudopneumoniae_A--RS_GCF_001074155.1	s__Streptococcus_pseudopneumoniae_A	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp934196125--GB_GCA_934196125.1	s__Streptococcus_sp934196125	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sanguinis_J--RS_GCF_019929225.1	s__Streptococcus_sanguinis_J	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp916048145--GB_GCA_916048145.1	s__Streptococcus_sp916048145	genus_exact
Streptococcus	streptococcus	s__Streptococcus_parasanguinis_L--RS_GCF_016648855.1	s__Streptococcus_parasanguinis_L	genus_exact
Streptococcus	streptococcus	s__Streptococcus_pseudopneumoniae_N--RS_GCF_001068775.1	s__Streptococcus_pseudopneumoniae_N	genus_exact
Streptococcus	streptococcus	s__Streptococcus_gallolyticus_C--GB_GCA_019794795.1	s__Streptococcus_gallolyticus_C	genus_exact
Streptococcus	streptococcus	s__Streptococcus_symci--RS_GCF_006385165.1	s__Streptococcus_symci	genus_exact
Streptococcus	streptococcus	s__Streptococcus_equi--GB_GCA_900637675.1	s__Streptococcus_equi	genus_exact
Streptococcus	streptococcus	s__Streptococcus_infantis_H--RS_GCF_019929665.1	s__Streptococcus_infantis_H	genus_exact
Streptococcus	streptococcus	s__Streptococcus_suis_S--RS_GCF_002960425.1	s__Streptococcus_suis_S	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_Q--RS_GCF_001560895.1	s__Streptococcus_mitis_Q	genus_exact
Streptococcus	streptococcus	s__Streptococcus_vulneris--RS_GCF_019218685.1	s__Streptococcus_vulneris	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sanguinis_E--RS_GCF_003943735.1	s__Streptococcus_sanguinis_E	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_I--RS_GCF_002005545.1	s__Streptococcus_mitis_I	genus_exact
Streptococcus	streptococcus	s__Streptococcus_pyogenes--RS_GCF_002055535.1	s__Streptococcus_pyogenes	genus_exact
Streptococcus	streptococcus	s__Streptococcus_cristatus_B--RS_GCF_000385925.1	s__Streptococcus_cristatus_B	genus_exact
Streptococcus	streptococcus	s__Streptococcus_gallinaceus--RS_GCF_024170225.1	s__Streptococcus_gallinaceus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_parasanguinis_B--RS_GCF_000963275.1	s__Streptococcus_parasanguinis_B	genus_exact
Streptococcus	streptococcus	s__Streptococcus_parauberis--RS_GCF_000187935.1	s__Streptococcus_parauberis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp902729355--RS_GCF_902729355.1	s__Streptococcus_sp902729355	genus_exact
Streptococcus	streptococcus	s__Streptococcus_intermedius--RS_GCF_000413475.1	s__Streptococcus_intermedius	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_AP--RS_GCF_000220045.1	s__Streptococcus_mitis_AP	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp001553685--RS_GCF_001553685.1	s__Streptococcus_sp001553685	genus_exact
Streptococcus	streptococcus	s__Streptococcus_suis_F--GB_GCA_000440235.1	s__Streptococcus_suis_F	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_L--RS_GCF_000253155.1	s__Streptococcus_oralis_L	genus_exact
Streptococcus	streptococcus	s__Streptococcus_lutetiensis--RS_GCF_900475675.1	s__Streptococcus_lutetiensis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_infantarius--RS_GCF_000154985.1	s__Streptococcus_infantarius	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_BF--RS_GCF_005844455.1	s__Streptococcus_mitis_BF	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_BB--RS_GCF_005144795.1	s__Streptococcus_mitis_BB	genus_exact
Streptococcus	streptococcus	s__Streptococcus_thermophilus--RS_GCF_010120595.1	s__Streptococcus_thermophilus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_infantis_I--RS_GCF_000279535.1	s__Streptococcus_infantis_I	genus_exact
Streptococcus	streptococcus	s__Streptococcus_suis_Y--RS_GCF_016743335.1	s__Streptococcus_suis_Y	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp905221415--GB_GCA_905221415.1	s__Streptococcus_sp905221415	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp900550895--RS_GCF_019685515.1	s__Streptococcus_sp900550895	genus_exact
Streptococcus	streptococcus	s__Streptococcus_minor--RS_GCF_000377005.1	s__Streptococcus_minor	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_J--RS_GCF_001578705.1	s__Streptococcus_oralis_J	genus_exact
Streptococcus	streptococcus	s__Streptococcus_chosunense--RS_GCF_003626515.1	s__Streptococcus_chosunense	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_C--RS_GCF_002093545.1	s__Streptococcus_oralis_C	genus_exact
Streptococcus	streptococcus	s__Streptococcus_cristatus--RS_GCF_000222765.1	s__Streptococcus_cristatus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_cristatus_C--RS_GCF_003943465.1	s__Streptococcus_cristatus_C	genus_exact
Streptococcus	streptococcus	s__Streptococcus_timonensis--RS_GCF_900095845.1	s__Streptococcus_timonensis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_xiaochunlingii--RS_GCF_006385805.1	s__Streptococcus_xiaochunlingii	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_AQ--RS_GCF_000722765.2	s__Streptococcus_mitis_AQ	genus_exact
Streptococcus	streptococcus	s__Streptococcus_himalayensis--RS_GCF_001708305.1	s__Streptococcus_himalayensis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_parasanguinis_E--RS_GCF_943193075.1	s__Streptococcus_parasanguinis_E	genus_exact
Streptococcus	streptococcus	s__Streptococcus_dentisani--RS_GCF_002096675.1	s__Streptococcus_dentisani	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp900766505--RS_GCF_016648925.1	s__Streptococcus_sp900766505	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis--RS_GCF_900637025.1	s__Streptococcus_oralis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_pseudopneumoniae--RS_GCF_002087075.1	s__Streptococcus_pseudopneumoniae	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp905221305--GB_GCA_905221305.1	s__Streptococcus_sp905221305	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp013276795--RS_GCF_013276795.1	s__Streptococcus_sp013276795	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis--RS_GCF_000148585.2	s__Streptococcus_mitis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sanguinis_G--RS_GCF_900635155.1	s__Streptococcus_sanguinis_G	genus_exact
Streptococcus	streptococcus	s__Streptococcus_australis_D--RS_GCF_019930045.1	s__Streptococcus_australis_D	genus_exact
Streptococcus	streptococcus	s__Streptococcus_catagoni--RS_GCF_011421425.1	s__Streptococcus_catagoni	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_BH--RS_GCF_003944205.1	s__Streptococcus_oralis_BH	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp905221215--GB_GCA_905221215.1	s__Streptococcus_sp905221215	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_BM--RS_GCF_018448765.1	s__Streptococcus_oralis_BM	genus_exact
Streptococcus	streptococcus	s__Streptococcus_infantis_B--RS_GCF_021497965.1	s__Streptococcus_infantis_B	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp015256435--RS_GCF_019929345.1	s__Streptococcus_sp015256435	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp004569635--RS_GCF_004569635.1	s__Streptococcus_sp004569635	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp007859205--RS_GCF_007859205.1	s__Streptococcus_sp007859205	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp934229725--GB_GCA_934229725.1	s__Streptococcus_sp934229725	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_BD--RS_GCF_003942695.1	s__Streptococcus_mitis_BD	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_AC--RS_GCF_016028255.1	s__Streptococcus_oralis_AC	genus_exact
Streptococcus	streptococcus	s__Streptococcus_gordonii--RS_GCF_001553855.1	s__Streptococcus_gordonii	genus_exact
Streptococcus	streptococcus	s__Streptococcus_halichoeri--RS_GCF_009870755.1	s__Streptococcus_halichoeri	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_E--GB_GCA_000344275.1	s__Streptococcus_oralis_E	genus_exact
Streptococcus	streptococcus	s__Streptococcus_uberis--RS_GCF_900475595.1	s__Streptococcus_uberis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp013623465--RS_GCF_017639855.1	s__Streptococcus_sp013623465	genus_exact
Streptococcus	streptococcus	s__Streptococcus_hyointestinalis--RS_GCF_900459405.1	s__Streptococcus_hyointestinalis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sinensis--RS_GCF_000767835.1	s__Streptococcus_sinensis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_BO--RS_GCF_016127915.1	s__Streptococcus_oralis_BO	genus_exact
Streptococcus	streptococcus	s__Streptococcus_anginosus--RS_GCF_900636475.1	s__Streptococcus_anginosus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp001650315--RS_GCF_001650315.1	s__Streptococcus_sp001650315	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_BC--RS_GCF_003943905.1	s__Streptococcus_mitis_BC	genus_exact
Streptococcus	streptococcus	s__Streptococcus_suis--RS_GCF_000294495.1	s__Streptococcus_suis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_constellatus--RS_GCF_023167545.1	s__Streptococcus_constellatus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sanguinis_H--RS_GCF_013343115.1	s__Streptococcus_sanguinis_H	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp013394695--RS_GCF_013394695.1	s__Streptococcus_sp013394695	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_BN--RS_GCF_009496205.1	s__Streptococcus_mitis_BN	genus_exact
Streptococcus	streptococcus	s__Streptococcus_australis--RS_GCF_000186465.1	s__Streptococcus_australis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp024295625--RS_GCF_024295625.1	s__Streptococcus_sp024295625	genus_exact
Streptococcus	streptococcus	s__Streptococcus_dysgalactiae--RS_GCF_900459225.1	s__Streptococcus_dysgalactiae	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_O--RS_GCF_000722695.1	s__Streptococcus_mitis_O	genus_exact
Streptococcus	streptococcus	s__Streptococcus_oralis_H--RS_GCF_001983955.1	s__Streptococcus_oralis_H	genus_exact
Streptococcus	streptococcus	s__Streptococcus_porcinus--RS_GCF_900475415.1	s__Streptococcus_porcinus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_parasuis--RS_GCF_021654455.1	s__Streptococcus_parasuis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_K--RS_GCF_000220085.1	s__Streptococcus_mitis_K	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp905221165--GB_GCA_905221165.1	s__Streptococcus_sp905221165	genus_exact
Streptococcus	streptococcus	s__Streptococcus_parasanguinis_C--RS_GCF_000180035.1	s__Streptococcus_parasanguinis_C	genus_exact
Streptococcus	streptococcus	s__Streptococcus_hyovaginalis--RS_GCF_000420785.1	s__Streptococcus_hyovaginalis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_suis_AA--RS_GCF_022354845.1	s__Streptococcus_suis_AA	genus_exact
Streptococcus	streptococcus	s__Streptococcus_macedonicus--GB_GCA_000283635.1	s__Streptococcus_macedonicus	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_C--RS_GCF_000148545.1	s__Streptococcus_mitis_C	genus_exact
Streptococcus	streptococcus	s__Streptococcus_suis_AB--RS_GCF_019794555.1	s__Streptococcus_suis_AB	genus_exact
Streptococcus	streptococcus	s__Streptococcus_parasanguinis_J--RS_GCF_000507765.1	s__Streptococcus_parasanguinis_J	genus_exact
Streptococcus	streptococcus	s__Streptococcus_salivarius--RS_GCF_000785515.1	s__Streptococcus_salivarius	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp902363395--GB_GCA_902363395.1	s__Streptococcus_sp902363395	genus_exact
Streptococcus	streptococcus	s__Streptococcus_australis_C--RS_GCF_003943615.1	s__Streptococcus_australis_C	genus_exact
Streptococcus	streptococcus	s__Streptococcus_downei--RS_GCF_900459175.1	s__Streptococcus_downei	genus_exact
Streptococcus	streptococcus	s__Streptococcus_criceti--RS_GCF_000187975.2	s__Streptococcus_criceti	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp016458205--RS_GCF_016458205.1	s__Streptococcus_sp016458205	genus_exact
Streptococcus	streptococcus	s__Streptococcus_urinalis--RS_GCF_000188055.2	s__Streptococcus_urinalis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_zalophi--RS_GCF_016481285.1	s__Streptococcus_zalophi	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp013277515--RS_GCF_013277515.1	s__Streptococcus_sp013277515	genus_exact
Streptococcus	streptococcus	s__Streptococcus_pluranimalium--RS_GCF_002953735.1	s__Streptococcus_pluranimalium	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp905221095--GB_GCA_905221095.1	s__Streptococcus_sp905221095	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sanguinis--RS_GCF_000194945.1	s__Streptococcus_sanguinis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_shenyangsis--RS_GCF_006385785.1	s__Streptococcus_shenyangsis	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_BO--RS_GCF_013305725.1	s__Streptococcus_mitis_BO	genus_exact
Streptococcus	streptococcus	s__Streptococcus_sp905221035--GB_GCA_905221035.1	s__Streptococcus_sp905221035	genus_exact
Streptococcus	streptococcus	s__Streptococcus_pseudopneumoniae_C--RS_GCF_001074825.1	s__Streptococcus_pseudopneumoniae_C	genus_exact
Streptococcus	streptococcus	s__Streptococcus_peroris--RS_GCF_000187585.1	s__Streptococcus_peroris	genus_exact
Streptococcus	streptococcus	s__Streptococcus_mitis_BU--RS_GCF_019929545.1	s__Streptococcus_mitis_BU	genus_exact
