genus	genus_norm	gtdb_species_clade_id	species_name	mapping_tier
Flavobacterium	flavobacterium	s__Flavobacterium_kayseriense--RS_GCF_014305095.1	s__Flavobacterium_kayseriense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_crassostreae--RS_GCF_001831475.1	s__Flavobacterium_crassostreae	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp903819815--GB_GCA_903819815.1	s__Flavobacterium_sp903819815	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_frigidimaris--GB_GCA_900129595.1	s__Flavobacterium_frigidimaris	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_chilense--RS_GCF_001602525.1	s__Flavobacterium_chilense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_glaciei--RS_GCF_003350545.1	s__Flavobacterium_glaciei	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_hibernum--RS_GCF_000832125.1	s__Flavobacterium_hibernum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp003096795--RS_GCF_013284035.1	s__Flavobacterium_sp003096795	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_arcticum--RS_GCF_003344925.1	s__Flavobacterium_arcticum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_nitrogenifigens--RS_GCF_003254565.1	s__Flavobacterium_nitrogenifigens	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp018335925--GB_GCA_018335925.1	s__Flavobacterium_sp018335925	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_columnare--RS_GCF_002530675.1	s__Flavobacterium_columnare	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_xanthum--RS_GCF_900142695.1	s__Flavobacterium_xanthum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_odoratum--RS_GCF_000243275.1	s__Flavobacterium_odoratum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_endophyticum--RS_GCF_003634455.1	s__Flavobacterium_endophyticum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_piscis--RS_GCF_001686925.1	s__Flavobacterium_piscis	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_indicum_A--RS_GCF_004364575.1	s__Flavobacterium_indicum_A	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_davisii--RS_GCF_019565505.1	s__Flavobacterium_davisii	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp903839195--GB_GCA_903839195.1	s__Flavobacterium_sp903839195	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp001429295--RS_GCF_001429295.1	s__Flavobacterium_sp001429295	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_anhuiense--RS_GCF_900101855.1	s__Flavobacterium_anhuiense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp009764685--RS_GCF_009764685.1	s__Flavobacterium_sp009764685	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_oncorhynchi--RS_GCF_002217355.1	s__Flavobacterium_oncorhynchi	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_johnsoniae--RS_GCF_000016645.1	s__Flavobacterium_johnsoniae	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp001027725--RS_GCF_020911925.1	s__Flavobacterium_sp001027725	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp903838055--GB_GCA_903838055.1	s__Flavobacterium_sp903838055	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp002150205--RS_GCF_918731615.1	s__Flavobacterium_sp002150205	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_akiainvivens--RS_GCF_001278115.1	s__Flavobacterium_akiainvivens	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_flabelliforme--RS_GCF_017948675.1	s__Flavobacterium_flabelliforme	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_saliperosum--RS_GCF_900100625.1	s__Flavobacterium_saliperosum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_psychrophilum_E--GB_GCA_945861915.1	s__Flavobacterium_psychrophilum_E	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp000708595--RS_GCF_000708595.2	s__Flavobacterium_sp000708595	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp003968755--RS_GCF_003968755.1	s__Flavobacterium_sp003968755	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp000813005--RS_GCF_000813005.1	s__Flavobacterium_sp000813005	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_bernardetii--RS_GCF_011305415.1	s__Flavobacterium_bernardetii	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_ranwuense--RS_GCF_004349315.1	s__Flavobacterium_ranwuense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_aquatile--RS_GCF_000757385.1	s__Flavobacterium_aquatile	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp023457535--GB_GCA_023457535.1	s__Flavobacterium_sp023457535	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_haoranii--RS_GCF_009363055.1	s__Flavobacterium_haoranii	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_pokkalii--RS_GCF_014596575.1	s__Flavobacterium_pokkalii	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp002399805--RS_GCF_016405855.1	s__Flavobacterium_sp002399805	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp002715085--RS_GCF_024054195.1	s__Flavobacterium_sp002715085	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_profundi_A--RS_GCF_000833025.1	s__Flavobacterium_profundi_A	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_circumlabens--RS_GCF_004345565.1	s__Flavobacterium_circumlabens	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_pectinovorum--RS_GCF_900142715.1	s__Flavobacterium_pectinovorum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_hiemivividum--RS_GCF_004349145.1	s__Flavobacterium_hiemivividum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp003497625--GB_GCA_003497625.1	s__Flavobacterium_sp003497625	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_panici--RS_GCF_903819335.1	s__Flavobacterium_panici	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp017984835--GB_GCA_017984835.1	s__Flavobacterium_sp017984835	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_suncheonense--RS_GCF_000430025.1	s__Flavobacterium_suncheonense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_panacis--RS_GCF_024649945.1	s__Flavobacterium_panacis	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_tiangeerense--RS_GCF_007830355.1	s__Flavobacterium_tiangeerense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp903469665--RS_GCF_903469665.1	s__Flavobacterium_sp903469665	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sediminis--RS_GCF_003148385.1	s__Flavobacterium_sediminis	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp002413745--GB_GCA_002413745.1	s__Flavobacterium_sp002413745	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp002786385--GB_GCA_002786385.1	s__Flavobacterium_sp002786385	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_inviolabile--RS_GCF_013389455.1	s__Flavobacterium_inviolabile	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_reichenbachii--RS_GCF_002217435.1	s__Flavobacterium_reichenbachii	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_odoratimimum--RS_GCF_001485415.1	s__Flavobacterium_odoratimimum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp001874325--GB_GCA_001874325.1	s__Flavobacterium_sp001874325	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp903861155--GB_GCA_903861155.1	s__Flavobacterium_sp903861155	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp002482945--RS_GCF_003634615.1	s__Flavobacterium_sp002482945	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_succinicans--RS_GCF_000611675.1	s__Flavobacterium_succinicans	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp009664855--RS_GCF_009664855.1	s__Flavobacterium_sp009664855	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_macrobrachii--RS_GCF_014486675.1	s__Flavobacterium_macrobrachii	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_fryxellicola--RS_GCF_900143245.1	s__Flavobacterium_fryxellicola	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_resistens--RS_GCF_900182645.1	s__Flavobacterium_resistens	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_noncentrifugens--RS_GCF_900100375.1	s__Flavobacterium_noncentrifugens	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_petrolei--RS_GCF_003314435.2	s__Flavobacterium_petrolei	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_piscinae--RS_GCF_004122145.1	s__Flavobacterium_piscinae	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_enshiense--RS_GCF_000498495.1	s__Flavobacterium_enshiense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_flevense--RS_GCF_900142775.1	s__Flavobacterium_flevense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_cheniae--RS_GCF_004363695.1	s__Flavobacterium_cheniae	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_bizetiae--RS_GCF_902804475.1	s__Flavobacterium_bizetiae	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp001800905--GB_GCA_001800905.1	s__Flavobacterium_sp001800905	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_gilvum--RS_GCF_001761465.1	s__Flavobacterium_gilvum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_tructae--RS_GCF_002217475.1	s__Flavobacterium_tructae	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_turcicum--RS_GCF_011365745.1	s__Flavobacterium_turcicum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_salilacus--RS_GCF_004634195.1	s__Flavobacterium_salilacus	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_geliluteum--RS_GCF_017948595.1	s__Flavobacterium_geliluteum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp013874595--RS_GCF_013874595.1	s__Flavobacterium_sp013874595	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_psychrophilum_C--GB_GCA_022730285.1	s__Flavobacterium_psychrophilum_C	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_limi--RS_GCF_010645075.1	s__Flavobacterium_limi	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_rivuli--RS_GCF_000378485.1	s__Flavobacterium_rivuli	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_lindanitolerans--RS_GCF_002846575.1	s__Flavobacterium_lindanitolerans	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp903913315--GB_GCA_903913315.1	s__Flavobacterium_sp903913315	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_araucananum--RS_GCF_002222055.1	s__Flavobacterium_araucananum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_covae--GB_GCA_019565575.1	s__Flavobacterium_covae	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_franklandianum--RS_GCF_007097365.1	s__Flavobacterium_franklandianum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp017875765--RS_GCF_017875765.1	s__Flavobacterium_sp017875765	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_glycines--RS_GCF_900100165.1	s__Flavobacterium_glycines	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp017995345--GB_GCA_017995345.1	s__Flavobacterium_sp017995345	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_salmonis--RS_GCF_903819435.1	s__Flavobacterium_salmonis	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_commune--RS_GCF_001857965.1	s__Flavobacterium_commune	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_psychrophilum--RS_GCF_002217405.1	s__Flavobacterium_psychrophilum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp012270005--GB_GCA_012270005.1	s__Flavobacterium_sp012270005	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_aquidurense--GB_GCA_900107365.1	s__Flavobacterium_aquidurense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp004293165--GB_GCA_004293165.1	s__Flavobacterium_sp004293165	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp002454195--GB_GCA_002454195.1	s__Flavobacterium_sp002454195	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_coralii--RS_GCF_019891545.1	s__Flavobacterium_coralii	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp003668995--RS_GCF_003668995.1	s__Flavobacterium_sp003668995	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp002352205--GB_GCA_002352205.1	s__Flavobacterium_sp002352205	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp900129795--RS_GCF_900129795.1	s__Flavobacterium_sp900129795	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_branchiophilum--RS_GCF_002217205.1	s__Flavobacterium_branchiophilum	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_granuli--RS_GCF_900129705.1	s__Flavobacterium_granuli	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_gawalongense--RS_GCF_007097265.1	s__Flavobacterium_gawalongense	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_marinum_A--RS_GCF_900109075.1	s__Flavobacterium_marinum_A	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp000169355--GB_GCA_000169355.1	s__Flavobacterium_sp000169355	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_micromati--RS_GCF_900129585.1	s__Flavobacterium_micromati	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_notoginsengisoli--RS_GCF_014207905.1	s__Flavobacterium_notoginsengisoli	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sediminilitoris--RS_GCF_023008245.1	s__Flavobacterium_sediminilitoris	genus_exact
Flavobacterium	flavobacterium	s__Flavobacterium_sp009707955--RS_GCF_009707955.1	s__Flavobacterium_sp009707955	genus_exact
Thermoanaerobaculum	thermoanaerobaculum	s__Thermoanaerobaculum_aquaticum--RS_GCF_000687145.1	s__Thermoanaerobaculum_aquaticum	genus_exact
bac2nit3	bac2nit3			unmapped
Treponema	treponema	s__Treponema_D_sp014804085--GB_GCA_014804085.1	s__Treponema_D_sp014804085	genus_exact
Treponema	treponema	s__Treponema_medium--RS_GCF_017161265.1	s__Treponema_medium	genus_exact
Treponema	treponema	s__Treponema_D_sp002394685--GB_GCA_002394685.1	s__Treponema_D_sp002394685	genus_exact
Treponema	treponema	s__Treponema_pallidum--RS_GCF_000410535.2	s__Treponema_pallidum	genus_exact
Treponema	treponema	s__Treponema_D_sp016294035--GB_GCA_016294035.1	s__Treponema_D_sp016294035	genus_exact
Treponema	treponema	s__Treponema_D_sp017525605--GB_GCA_017525605.1	s__Treponema_D_sp017525605	genus_exact
Treponema	treponema	s__Treponema_D_sp002478955--GB_GCA_002478955.1	s__Treponema_D_sp002478955	genus_exact
Treponema	treponema	s__Treponema_D_sp902799665--GB_GCA_902799665.1	s__Treponema_D_sp902799665	genus_exact
Treponema	treponema	s__Treponema_F_excrementipullorum--GB_GCA_018883625.1	s__Treponema_F_excrementipullorum	genus_exact
Treponema	treponema	s__Treponema_D_sp900541945--GB_GCA_022010055.1	s__Treponema_D_sp900541945	genus_exact
Treponema	treponema	s__Treponema_D_sp003455655--GB_GCA_003455655.1	s__Treponema_D_sp003455655	genus_exact
Treponema	treponema	s__Treponema_B_sp024181225--RS_GCF_024181225.1	s__Treponema_B_sp024181225	genus_exact
Treponema	treponema	s__Treponema_D_sp900769975--GB_GCA_900769975.1	s__Treponema_D_sp900769975	genus_exact
Treponema	treponema	s__Treponema_B_denticola--RS_GCF_000008185.1	s__Treponema_B_denticola	genus_exact
Treponema	treponema	s__Treponema_D_sp016292805--GB_GCA_016292805.1	s__Treponema_D_sp016292805	genus_exact
Treponema	treponema	s__Treponema_D_sp018385315--GB_GCA_018385315.1	s__Treponema_D_sp018385315	genus_exact
Treponema	treponema	s__Treponema_D_sp002309305--GB_GCA_002309305.1	s__Treponema_D_sp002309305	genus_exact
Treponema	treponema	s__Treponema_sp000775995--RS_GCF_000775995.1	s__Treponema_sp000775995	genus_exact
Treponema	treponema	s__Treponema_D_sp018384055--GB_GCA_018384055.1	s__Treponema_D_sp018384055	genus_exact
Treponema	treponema	s__Treponema_F_sp017936345--GB_GCA_017936345.1	s__Treponema_F_sp017936345	genus_exact
Treponema	treponema	s__Treponema_D_saccharophilum--RS_GCF_000255555.1	s__Treponema_D_saccharophilum	genus_exact
Treponema	treponema	s__Treponema_D_sp016287815--GB_GCA_016287815.1	s__Treponema_D_sp016287815	genus_exact
Treponema	treponema	s__Treponema_D_sp902803415--GB_GCA_902803415.1	s__Treponema_D_sp902803415	genus_exact
Treponema	treponema	s__Treponema_D_sp016281495--GB_GCA_016281495.1	s__Treponema_D_sp016281495	genus_exact
Treponema	treponema	s__Treponema_D_sp017449265--GB_GCA_017449265.1	s__Treponema_D_sp017449265	genus_exact
Treponema	treponema	s__Treponema_D_sp900319625--GB_GCA_900319625.1	s__Treponema_D_sp900319625	genus_exact
Treponema	treponema	s__Treponema_D_pectinovorum--RS_GCF_900497595.1	s__Treponema_D_pectinovorum	genus_exact
Treponema	treponema	s__Treponema_D_sp002449305--GB_GCA_002449305.1	s__Treponema_D_sp002449305	genus_exact
Treponema	treponema	s__Treponema_D_sp002396325--GB_GCA_002396325.1	s__Treponema_D_sp002396325	genus_exact
Treponema	treponema	s__Treponema_D_sp002395155--GB_GCA_002395155.1	s__Treponema_D_sp002395155	genus_exact
Treponema	treponema	s__Treponema_D_sp016293495--GB_GCA_016293495.1	s__Treponema_D_sp016293495	genus_exact
Treponema	treponema	s__Treponema_D_bryantii_D--GB_GCA_015061465.1	s__Treponema_D_bryantii_D	genus_exact
Treponema	treponema	s__Treponema_B_sp024181385--RS_GCF_024181385.1	s__Treponema_B_sp024181385	genus_exact
Treponema	treponema	s__Treponema_D_sp017940255--GB_GCA_017940255.1	s__Treponema_D_sp017940255	genus_exact
Treponema	treponema	s__Treponema_D_succinifaciens--RS_GCF_000195275.1	s__Treponema_D_succinifaciens	genus_exact
Treponema	treponema	s__Treponema_D_sp002393865--GB_GCA_002393865.1	s__Treponema_D_sp002393865	genus_exact
Treponema	treponema	s__Treponema_D_sp002448445--GB_GCA_002448445.1	s__Treponema_D_sp002448445	genus_exact
Treponema	treponema	s__Treponema_D_sp934725225--GB_GCA_934725225.1	s__Treponema_D_sp934725225	genus_exact
Treponema	treponema	s__Treponema_D_peruense--RS_GCF_016117655.1	s__Treponema_D_peruense	genus_exact
Treponema	treponema	s__Treponema_D_sp003447785--GB_GCA_003447785.1	s__Treponema_D_sp003447785	genus_exact
Treponema	treponema	s__Treponema_D_sp902792795--GB_GCA_902792795.1	s__Treponema_D_sp902792795	genus_exact
Treponema	treponema	s__Treponema_D_sp016293645--GB_GCA_016293645.1	s__Treponema_D_sp016293645	genus_exact
Treponema	treponema	s__Treponema_D_sp002392275--GB_GCA_002392275.1	s__Treponema_D_sp002392275	genus_exact
Treponema	treponema	s__Treponema_D_sp002350445--GB_GCA_002350445.1	s__Treponema_D_sp002350445	genus_exact
Treponema	treponema	s__Treponema_D_sp002309195--GB_GCA_002309195.1	s__Treponema_D_sp002309195	genus_exact
Treponema	treponema	s__Treponema_phagedenis--RS_GCF_008153345.1	s__Treponema_phagedenis	genus_exact
Treponema	treponema	s__Treponema_D_sp902766125--GB_GCA_902766125.1	s__Treponema_D_sp902766125	genus_exact
Treponema	treponema	s__Treponema_D_sp016293915--GB_GCA_016293915.1	s__Treponema_D_sp016293915	genus_exact
Treponema	treponema	s__Treponema_D_sp002392405--GB_GCA_002392405.1	s__Treponema_D_sp002392405	genus_exact
Treponema	treponema	s__Treponema_F_sp017622135--GB_GCA_017622135.1	s__Treponema_F_sp017622135	genus_exact
Treponema	treponema	s__Treponema_B_pedis--RS_GCF_017161325.1	s__Treponema_B_pedis	genus_exact
Treponema	treponema	s__Treponema_F_brennaborense--RS_GCF_000212415.1	s__Treponema_F_brennaborense	genus_exact
Treponema	treponema	s__Treponema_B_denticola_A--RS_GCF_024181645.1	s__Treponema_B_denticola_A	genus_exact
Treponema	treponema	s__Treponema_D_sp002437725--GB_GCA_002437725.1	s__Treponema_D_sp002437725	genus_exact
Treponema	treponema	s__Treponema_D_parvum_A--RS_GCF_017893945.1	s__Treponema_D_parvum_A	genus_exact
Treponema	treponema	s__Treponema_D_sp017553635--GB_GCA_017553635.1	s__Treponema_D_sp017553635	genus_exact
Treponema	treponema	s__Treponema_F_sp017623685--GB_GCA_017623685.1	s__Treponema_F_sp017623685	genus_exact
Treponema	treponema	s__Treponema_D_sp017961705--GB_GCA_017961705.1	s__Treponema_D_sp017961705	genus_exact
Treponema	treponema	s__Treponema_D_sp016296655--GB_GCA_016296655.1	s__Treponema_D_sp016296655	genus_exact
Treponema	treponema	s__Treponema_D_sp900316905--GB_GCA_900316905.1	s__Treponema_D_sp900316905	genus_exact
Treponema	treponema	s__Treponema_D_sp900767955--GB_GCA_900767955.1	s__Treponema_D_sp900767955	genus_exact
Treponema	treponema	s__Treponema_D_sp900769985--GB_GCA_900769985.1	s__Treponema_D_sp900769985	genus_exact
Treponema	treponema	s__Treponema_D_rectale--RS_GCF_014202035.1	s__Treponema_D_rectale	genus_exact
Treponema	treponema	s__Treponema_B_sp024181285--RS_GCF_024181285.1	s__Treponema_B_sp024181285	genus_exact
Treponema	treponema	s__Treponema_D_sp002393835--GB_GCA_002393835.1	s__Treponema_D_sp002393835	genus_exact
Treponema	treponema	s__Treponema_sp010365865--RS_GCF_010365865.1	s__Treponema_sp010365865	genus_exact
Treponema	treponema	s__Treponema_D_sp002399405--GB_GCA_002399405.1	s__Treponema_D_sp002399405	genus_exact
Treponema	treponema	s__Treponema_D_sp934699065--GB_GCA_934699065.1	s__Treponema_D_sp934699065	genus_exact
Treponema	treponema	s__Treponema_D_sp016288205--GB_GCA_016288205.1	s__Treponema_D_sp016288205	genus_exact
Treponema	treponema	s__Treponema_D_sp016296205--GB_GCA_016296205.1	s__Treponema_D_sp016296205	genus_exact
Treponema	treponema	s__Treponema_D_sp017381365--GB_GCA_017381365.1	s__Treponema_D_sp017381365	genus_exact
Treponema	treponema	s__Treponema_D_buccale--RS_GCF_024181585.1	s__Treponema_D_buccale	genus_exact
Treponema	treponema	s__Treponema_D_sp900317625--GB_GCA_900317625.1	s__Treponema_D_sp900317625	genus_exact
Treponema	treponema	s__Treponema_D_sp002477955--GB_GCA_002477955.1	s__Treponema_D_sp002477955	genus_exact
Treponema	treponema	s__Treponema_D_sp900770075--GB_GCA_900770075.1	s__Treponema_D_sp900770075	genus_exact
Treponema	treponema	s__Treponema_D_sp016293005--GB_GCA_016293005.1	s__Treponema_D_sp016293005	genus_exact
Treponema	treponema	s__Treponema_D_sp014804005--GB_GCA_014804005.1	s__Treponema_D_sp014804005	genus_exact
Treponema	treponema	s__Treponema_D_sp017934745--GB_GCA_017934745.1	s__Treponema_D_sp017934745	genus_exact
Treponema	treponema	s__Treponema_D_sp017469785--GB_GCA_017469785.1	s__Treponema_D_sp017469785	genus_exact
Treponema	treponema	s__Treponema_F_sp016294105--GB_GCA_016294105.1	s__Treponema_F_sp016294105	genus_exact
Treponema	treponema	s__Treponema_D_sp017534445--GB_GCA_017534445.1	s__Treponema_D_sp017534445	genus_exact
Treponema	treponema	s__Treponema_D_porcinum--RS_GCF_900167145.1	s__Treponema_D_porcinum	genus_exact
Treponema	treponema	s__Treponema_D_sp902772605--GB_GCA_902772605.1	s__Treponema_D_sp902772605	genus_exact
Treponema	treponema	s__Treponema_D_berlinense--RS_GCF_900167025.1	s__Treponema_D_berlinense	genus_exact
Treponema	treponema	s__Treponema_D_sp002296965--GB_GCA_002296965.1	s__Treponema_D_sp002296965	genus_exact
Treponema	treponema	s__Treponema_D_socranskii--RS_GCF_000468115.1	s__Treponema_D_socranskii	genus_exact
Treponema	treponema	s__Treponema_D_sp018385415--GB_GCA_018385415.1	s__Treponema_D_sp018385415	genus_exact
Treponema	treponema	s__Treponema_vincentii--RS_GCF_000412995.1	s__Treponema_vincentii	genus_exact
Treponema	treponema	s__Treponema_F_sp017629095--GB_GCA_017629095.1	s__Treponema_F_sp017629095	genus_exact
Treponema	treponema	s__Treponema_B_denticola_B--RS_GCF_024181605.1	s__Treponema_B_denticola_B	genus_exact
Treponema	treponema	s__Treponema_D_sp014334325--RS_GCF_014334325.1	s__Treponema_D_sp014334325	genus_exact
Treponema	treponema	s__Treponema_B_putidum--RS_GCF_000755145.1	s__Treponema_B_putidum	genus_exact
Treponema	treponema	s__Treponema_D_paredis--GB_GCA_000413015.1	s__Treponema_D_paredis	genus_exact
Treponema	treponema	s__Treponema_sp018336815--RS_GCF_018336815.1	s__Treponema_sp018336815	genus_exact
Treponema	treponema	s__Treponema_D_sp002369025--GB_GCA_002369025.1	s__Treponema_D_sp002369025	genus_exact
Treponema	treponema	s__Treponema_D_sp002368605--GB_GCA_002368605.1	s__Treponema_D_sp002368605	genus_exact
Treponema	treponema	s__Treponema_D_sp017421145--GB_GCA_017421145.1	s__Treponema_D_sp017421145	genus_exact
Treponema	treponema	s__Treponema_D_sp002373205--GB_GCA_002373205.1	s__Treponema_D_sp002373205	genus_exact
Treponema	treponema	s__Treponema_D_sp945877425--GB_GCA_945877425.1	s__Treponema_D_sp945877425	genus_exact
Treponema	treponema	s__Treponema_D_sp014803985--GB_GCA_014803985.1	s__Treponema_D_sp014803985	genus_exact
Treponema	treponema	s__Treponema_D_sp016286535--GB_GCA_016286535.1	s__Treponema_D_sp016286535	genus_exact
Treponema	treponema	s__Treponema_D_sp017521105--GB_GCA_017521105.1	s__Treponema_D_sp017521105	genus_exact
Treponema	treponema	s__Treponema_D_ruminis--GB_GCA_017161305.1	s__Treponema_D_ruminis	genus_exact
Treponema	treponema	s__Treponema_D_sp902783155--GB_GCA_902783155.1	s__Treponema_D_sp902783155	genus_exact
Treponema	treponema	s__Treponema_D_sp945868875--GB_GCA_945868875.1	s__Treponema_D_sp945868875	genus_exact
Treponema	treponema	s__Treponema_C_lecithinolyticum--GB_GCA_000468055.1	s__Treponema_C_lecithinolyticum	genus_exact
SEEP-SRB1	seep_srb1			unmapped
Advenella	advenella	s__Advenella_sp003533245--RS_GCF_014897675.1	s__Advenella_sp003533245	genus_exact
Advenella	advenella	s__Advenella_faeciporci--RS_GCF_014652395.1	s__Advenella_faeciporci	genus_exact
Advenella	advenella	s__Advenella_kashmirensis--RS_GCF_000219915.2	s__Advenella_kashmirensis	genus_exact
Advenella	advenella	s__Advenella_incenata--RS_GCF_004217095.1	s__Advenella_incenata	genus_exact
Advenella	advenella	s__Advenella_alkanexedens--RS_GCF_019132845.1	s__Advenella_alkanexedens	genus_exact
Methanoregula	methanoregula	s__Methanoregula_sp903832665--GB_GCA_903832665.1	s__Methanoregula_sp903832665	genus_exact
Methanoregula	methanoregula	s__Methanoregula_sp002502245--GB_GCA_002502245.1	s__Methanoregula_sp002502245	genus_exact
