genus	genus_norm	feature_name	feature_value
Hydrogenothermus	hydrogenothermus	cog_metabolism_fraction	0.3246244284781189
Hydrotalea	hydrotalea	cog_metabolism_fraction	0.332315641146078
Hymenobacter	hymenobacter	cog_metabolism_fraction	0.31610190868578153
Hyphomicrobium	hyphomicrobium	cog_metabolism_fraction	0.31103163071420586
Ignavibacterium	ignavibacterium	cog_metabolism_fraction	0.33522525718339835
Ilumatobacter	ilumatobacter	cog_metabolism_fraction	0.40566268000976324
IMCC26134	imcc26134	cog_metabolism_fraction	0.34831460674157305
IMCC26207	imcc26207	cog_metabolism_fraction	0.42231449236538976
IMCC26256	imcc26256	cog_metabolism_fraction	0.40475070555032927
Inhella	inhella	cog_metabolism_fraction	0.3153564899451554
Isoptericola	isoptericola	cog_metabolism_fraction	0.3483809219971287
Janthinobacterium	janthinobacterium	cog_metabolism_fraction	0.27974168906214625
JdFR-54	jdfr_54	cog_metabolism_fraction	0.48482805124747136
Kaistia	kaistia	cog_metabolism_fraction	0.40952583457367636
Ketobacter	ketobacter	cog_metabolism_fraction	0.30784277198211624
Klenkia	klenkia	cog_metabolism_fraction	0.37243878060969515
Kocuria	kocuria	cog_metabolism_fraction	0.3402786296328748
Kribbella	kribbella	cog_metabolism_fraction	0.33194079732633086
Labilithrix	labilithrix	cog_metabolism_fraction	0.29368352507054485
Labrys	labrys	cog_metabolism_fraction	0.41190389515835457
Lachnoclostridium	lachnoclostridium	cog_metabolism_fraction	0.2839981278277601
Lacibacter	lacibacter	cog_metabolism_fraction	0.32601402866727663
Lactobacillus	lactobacillus	cog_metabolism_fraction	0.2491215562458624
Lactococcus	lactococcus	cog_metabolism_fraction	0.2354588894381282
Lacunisphaera	lacunisphaera	cog_metabolism_fraction	0.3847176079734219
Lautropia	lautropia	cog_metabolism_fraction	0.37895886421550784
Lawsonella	lawsonella	cog_metabolism_fraction	0.34479371316306484
Leadbetterella	leadbetterella	cog_metabolism_fraction	0.31243686160062856
Legionella	legionella	cog_metabolism_fraction	0.24969902593849186
Leifsonia	leifsonia	cog_metabolism_fraction	0.3698944094294835
Lentimicrobium	lentimicrobium	cog_metabolism_fraction	0.31294386353092324
Leptolinea	leptolinea	cog_metabolism_fraction	0.3299005061965439
Leptonema	leptonema	cog_metabolism_fraction	0.30355618776671406
Leptospira	leptospira	cog_metabolism_fraction	0.2984851555375418
Leptospirillum	leptospirillum	cog_metabolism_fraction	0.28577781730854757
Leptotrichia	leptotrichia	cog_metabolism_fraction	0.28002358093313123
Leuconostoc	leuconostoc	cog_metabolism_fraction	0.2563787273286197
Levilinea	levilinea	cog_metabolism_fraction	0.3442566402207658
Limnobacter	limnobacter	cog_metabolism_fraction	0.31076432586626396
Longimicrobium	longimicrobium	cog_metabolism_fraction	0.29445196211096075
Longispora	longispora	cog_metabolism_fraction	0.30327993897787947
Luteibacter	luteibacter	cog_metabolism_fraction	0.29387192447470656
Luteimonas	luteimonas	cog_metabolism_fraction	0.29437114380635976
Luteitalea	luteitalea	cog_metabolism_fraction	0.3296392872664059
Luteolibacter	luteolibacter	cog_metabolism_fraction	0.32304797315679695
Lutibacter	lutibacter	cog_metabolism_fraction	0.32803744946450103
Lysinibacillus	lysinibacillus	cog_metabolism_fraction	0.24571117447837362
Lysobacter	lysobacter	cog_metabolism_fraction	0.276246593679782
Macellibacteroides	macellibacteroides	cog_metabolism_fraction	0.3308507841934636
Magnetospirillum	magnetospirillum	cog_metabolism_fraction	0.30932604352854587
Marinicaulis	marinicaulis	cog_metabolism_fraction	0.3143051308188923
Marinobacter	marinobacter	cog_metabolism_fraction	0.30800993546195654
Marmoricola	marmoricola	cog_metabolism_fraction	0.35365853658536583
Meiothermus	meiothermus	cog_metabolism_fraction	0.3596869046632983
Mesorhizobium	mesorhizobium	cog_metabolism_fraction	0.36915347412058036
Methanobacterium	methanobacterium	cog_metabolism_fraction	0.3274073698359159
Methanobrevibacter	methanobrevibacter	cog_metabolism_fraction	0.3228134520393978
Methanomassiliicoccus	methanomassiliicoccus	cog_metabolism_fraction	0.36563720269790556
Methanoregula	methanoregula	cog_metabolism_fraction	0.3123002084781098
Methylobacillus	methylobacillus	cog_metabolism_fraction	0.28663561447509855
Methylobacter	methylobacter	cog_metabolism_fraction	0.24895902945561096
Methylocaldum	methylocaldum	cog_metabolism_fraction	0.274310595065312
Methylocella	methylocella	cog_metabolism_fraction	0.3136777336238944
Methylococcus	methylococcus	cog_metabolism_fraction	0.28801703163017034
Methylocystis	methylocystis	cog_metabolism_fraction	0.29823933154282306
Methylogaea	methylogaea	cog_metabolism_fraction	0.31714069972313114
Methylomicrobium	methylomicrobium	cog_metabolism_fraction	0.24612876935615322
Methylomonas	methylomonas	cog_metabolism_fraction	0.2588195458489408
Methylophilus	methylophilus	cog_metabolism_fraction	0.28365944560913114
Methylotenera	methylotenera	cog_metabolism_fraction	0.3243656842040829
Methyloversatilis	methyloversatilis	cog_metabolism_fraction	0.29370991102834676
Methylovirgula	methylovirgula	cog_metabolism_fraction	0.3344167569519682
Methylovulum	methylovulum	cog_metabolism_fraction	0.2540312664675918
Micrococcus	micrococcus	cog_metabolism_fraction	0.3010178952552947
Micromonospora	micromonospora	cog_metabolism_fraction	0.3000701077382165
Microvirga	microvirga	cog_metabolism_fraction	0.33097791022765677
Microvirgula	microvirgula	cog_metabolism_fraction	0.30314187530682374
Modestobacter	modestobacter	cog_metabolism_fraction	0.35274912463329233
Mucilaginibacter	mucilaginibacter	cog_metabolism_fraction	0.30901704075127734
Mycobacterium	mycobacterium	cog_metabolism_fraction	0.33313077434783706
Mycoplasma	mycoplasma	cog_metabolism_fraction	0.2217862481315396
Nakamurella	nakamurella	cog_metabolism_fraction	0.3837342497136312
Nannocystis	nannocystis	cog_metabolism_fraction	0.29497747005165403
Neisseria	neisseria	cog_metabolism_fraction	0.2820386657646022
Neochlamydia	neochlamydia	cog_metabolism_fraction	0.2471808750563825
Nevskia	nevskia	cog_metabolism_fraction	0.3122056250841071
Niastella	niastella	cog_metabolism_fraction	0.3129318854886476
Nitrosarchaeum	nitrosarchaeum	cog_metabolism_fraction	0.29796191751985457
Nitrosomonas	nitrosomonas	cog_metabolism_fraction	0.26206924996391084
Nitrosospira	nitrosospira	cog_metabolism_fraction	0.2691355880692919
Nitrospina	nitrospina	cog_metabolism_fraction	0.3544186046511628
Nitrospira	nitrospira	cog_metabolism_fraction	0.29628101712470045
Nitrospirillum	nitrospirillum	cog_metabolism_fraction	0.33197199533255545
Niveispirillum	niveispirillum	cog_metabolism_fraction	0.35210319685922603
Nocardia	nocardia	cog_metabolism_fraction	0.30288549254066494
Nocardioides	nocardioides	cog_metabolism_fraction	0.3437961611853182
Nordella	nordella	cog_metabolism_fraction	0.45772311675701916
Noviherbaspirillum	noviherbaspirillum	cog_metabolism_fraction	0.32575452716297787
Novosphingobium	novosphingobium	cog_metabolism_fraction	0.33608516185096676
Oceanobacillus	oceanobacillus	cog_metabolism_fraction	0.32368640345938154
Ochrobactrum	ochrobactrum	cog_metabolism_fraction	0.32714393044971557
Ohtaekwangia	ohtaekwangia	cog_metabolism_fraction	0.30770124288535255
OLB13	olb13	cog_metabolism_fraction	0.3995110024449878
OLB14	olb14	cog_metabolism_fraction	0.35724548291125463
Oleiphilus	oleiphilus	cog_metabolism_fraction	0.28242021767201625
Olsenella	olsenella	cog_metabolism_fraction	0.3272375957490856
Opitutus	opitutus	cog_metabolism_fraction	0.32164268585131894
Paenarthrobacter	paenarthrobacter	cog_metabolism_fraction	0.3771366343184826
Paenibacillus	paenibacillus	cog_metabolism_fraction	0.30907330465369953
Paludibacter	paludibacter	cog_metabolism_fraction	0.32394528106678927
Paludibacterium	paludibacterium	cog_metabolism_fraction	0.34168073532170323
Paludisphaera	paludisphaera	cog_metabolism_fraction	0.2987297415681121
Panacagrimonas	panacagrimonas	cog_metabolism_fraction	0.3457169900615239
Pannonibacter	pannonibacter	cog_metabolism_fraction	0.3472325471379334
Pantoea	pantoea	cog_metabolism_fraction	0.3122142363395601
Parabacteroides	parabacteroides	cog_metabolism_fraction	0.25829822378806727
Paraclostridium	paraclostridium	cog_metabolism_fraction	0.23164781967399115
Paracoccus	paracoccus	cog_metabolism_fraction	0.3536401467368452
Parafilimonas	parafilimonas	cog_metabolism_fraction	0.3039248574303925
Paralcaligenes	paralcaligenes	cog_metabolism_fraction	0.42347072722499346
Paraprevotella	paraprevotella	cog_metabolism_fraction	0.2528647568287808
Parasutterella	parasutterella	cog_metabolism_fraction	0.28726383867189487
Parvibaculum	parvibaculum	cog_metabolism_fraction	0.33761157766862093
Pedobacter	pedobacter	cog_metabolism_fraction	0.302737144941043
Pelagibacterium	pelagibacterium	cog_metabolism_fraction	0.36443936402369326
Pelolinea	pelolinea	cog_metabolism_fraction	0.3919239904988123
Pelosinus	pelosinus	cog_metabolism_fraction	0.37302904564315353
Pelotomaculum	pelotomaculum	cog_metabolism_fraction	0.28319256756756755
Peptoniphilus	peptoniphilus	cog_metabolism_fraction	0.26789602164016624
Permianibacter	permianibacter	cog_metabolism_fraction	0.3053743398570985
Persephonella	persephonella	cog_metabolism_fraction	0.3213879408418658
Petrimonas	petrimonas	cog_metabolism_fraction	0.34499154691462386
Phaeodactylibacter	phaeodactylibacter	cog_metabolism_fraction	0.2890198178896626
Phaeospirillum	phaeospirillum	cog_metabolism_fraction	0.32563897763578276
Phascolarctobacterium	phascolarctobacterium	cog_metabolism_fraction	0.31848902036636706
Phenylobacterium	phenylobacterium	cog_metabolism_fraction	0.33940824504583633
Phreatobacter	phreatobacter	cog_metabolism_fraction	0.3679311147312078
Phycicoccus	phycicoccus	cog_metabolism_fraction	0.3301104972375691
Phycisphaera	phycisphaera	cog_metabolism_fraction	0.32406671961874506
Pirellula	pirellula	cog_metabolism_fraction	0.32564267728523744
Planifilum	planifilum	cog_metabolism_fraction	0.3717383937648255
Pleomorphomonas	pleomorphomonas	cog_metabolism_fraction	0.38205789624534253
Polaromonas	polaromonas	cog_metabolism_fraction	0.36215052545109483
Polycyclovorans	polycyclovorans	cog_metabolism_fraction	0.30612739162024705
Polymorphobacter	polymorphobacter	cog_metabolism_fraction	0.37524271844660195
Polynucleobacter	polynucleobacter	cog_metabolism_fraction	0.36309503642215823
Porphyromonas	porphyromonas	cog_metabolism_fraction	0.2651103343137406
Porticoccus	porticoccus	cog_metabolism_fraction	0.3132655293088364
Pragia	pragia	cog_metabolism_fraction	0.2972018473240967
Prevotella	prevotella	cog_metabolism_fraction	0.284619072854367
Propionivibrio	propionivibrio	cog_metabolism_fraction	0.3188284518828452
Prosthecobacter	prosthecobacter	cog_metabolism_fraction	0.34300082368751894
Prosthecomicrobium	prosthecomicrobium	cog_metabolism_fraction	0.41214233308877474
Proteiniphilum	proteiniphilum	cog_metabolism_fraction	0.3691483766078516
Proteocatella	proteocatella	cog_metabolism_fraction	0.349312654212196
Pseudaminobacter	pseudaminobacter	cog_metabolism_fraction	0.4025119164712113
Pseudoalteromonas	pseudoalteromonas	cog_metabolism_fraction	0.24256359096356025
Pseudobacteroides	pseudobacteroides	cog_metabolism_fraction	0.2507577288341079
Pseudochrobactrum	pseudochrobactrum	cog_metabolism_fraction	0.33881426586382585
Pseudofulvimonas	pseudofulvimonas	cog_metabolism_fraction	0.2900997697620875
Pseudohongiella	pseudohongiella	cog_metabolism_fraction	0.32082421395398497
Pseudolabrys	pseudolabrys	cog_metabolism_fraction	0.387160063218704
Pseudomonas	pseudomonas	cog_metabolism_fraction	0.2972371911935229
Pseudonocardia	pseudonocardia	cog_metabolism_fraction	0.37612800174746414
Pseudorhodobacter	pseudorhodobacter	cog_metabolism_fraction	0.3576833976833977
Pseudorhodoferax	pseudorhodoferax	cog_metabolism_fraction	0.38820121148274955
Pseudorhodoplanes	pseudorhodoplanes	cog_metabolism_fraction	0.3775600282485876
Pseudosphingobacterium	pseudosphingobacterium	cog_metabolism_fraction	0.31924476009007446
Pseudoxanthomonas	pseudoxanthomonas	cog_metabolism_fraction	0.29647735627587807
Psychrobacter	psychrobacter	cog_metabolism_fraction	0.3077341899654262
Puia	puia	cog_metabolism_fraction	0.3378940510198968
Pusillimonas	pusillimonas	cog_metabolism_fraction	0.3842618128332414
Qipengyuania	qipengyuania	cog_metabolism_fraction	0.2980882074578838
Ralstonia	ralstonia	cog_metabolism_fraction	0.2849801149388521
Ramlibacter	ramlibacter	cog_metabolism_fraction	0.3852668584212208
Reyranella	reyranella	cog_metabolism_fraction	0.43864172931701356
Rheinheimera	rheinheimera	cog_metabolism_fraction	0.2881155303030303
Rhizobacter	rhizobacter	cog_metabolism_fraction	0.33645772310095684
Rhizomicrobium	rhizomicrobium	cog_metabolism_fraction	0.34343011353061603
Rhodanobacter	rhodanobacter	cog_metabolism_fraction	0.2960178046260234
Rhodobacter	rhodobacter	cog_metabolism_fraction	0.35631385085829453
Rhodoblastus	rhodoblastus	cog_metabolism_fraction	0.32676262950398827
Rhodococcus	rhodococcus	cog_metabolism_fraction	0.3588238137272609
Rhodoferax	rhodoferax	cog_metabolism_fraction	0.3645156057503869
Rhodoluna	rhodoluna	cog_metabolism_fraction	0.37194197878328644
Rhodomicrobium	rhodomicrobium	cog_metabolism_fraction	0.3286483253588517
Rhodopirellula	rhodopirellula	cog_metabolism_fraction	0.2965567059956658
Rhodoplanes	rhodoplanes	cog_metabolism_fraction	0.32462615937914063
Rhodopseudomonas	rhodopseudomonas	cog_metabolism_fraction	0.33582719922770604
Rhodovastum	rhodovastum	cog_metabolism_fraction	0.40593869731800764
Rickettsia	rickettsia	cog_metabolism_fraction	0.24499637042414185
Roseburia	roseburia	cog_metabolism_fraction	0.235495945102932
Roseiarcus	roseiarcus	cog_metabolism_fraction	0.41016613488832654
Roseococcus	roseococcus	cog_metabolism_fraction	0.41074964639321077
Roseomonas	roseomonas	cog_metabolism_fraction	0.4012770689892161
Rothia	rothia	cog_metabolism_fraction	0.3209228380227012
Rubellimicrobium	rubellimicrobium	cog_metabolism_fraction	0.3999465669249265
Rubrivivax	rubrivivax	cog_metabolism_fraction	0.3612083942310344
Rubrobacter	rubrobacter	cog_metabolism_fraction	0.3887188818129187
Rudaea	rudaea	cog_metabolism_fraction	0.3227176220806794
Rudanella	rudanella	cog_metabolism_fraction	0.2857142857142857
Ruminiclostridium	ruminiclostridium	cog_metabolism_fraction	0.29265249622060724
Runella	runella	cog_metabolism_fraction	0.3015749959196997
Saccharopolyspora	saccharopolyspora	cog_metabolism_fraction	0.35039769115802855
Salinimicrobium	salinimicrobium	cog_metabolism_fraction	0.288961038961039
Sandarakinorhabdus	sandarakinorhabdus	cog_metabolism_fraction	0.33826429980276135
SCADC1-2-3	scadc1_2_3	cog_metabolism_fraction	0.2903755386825364
Schlegelella	schlegelella	cog_metabolism_fraction	0.3286228872263785
Schlesneria	schlesneria	cog_metabolism_fraction	0.30269184035891206
Sedimentibacter	sedimentibacter	cog_metabolism_fraction	0.3216593200893666
Sediminibacterium	sediminibacterium	cog_metabolism_fraction	0.3420410111431351
Serratia	serratia	cog_metabolism_fraction	0.2624907244171153
Shewanella	shewanella	cog_metabolism_fraction	0.26492646514366713
Shinella	shinella	cog_metabolism_fraction	0.3705906525077319
Silanimonas	silanimonas	cog_metabolism_fraction	0.3015625
Silvanigrella	silvanigrella	cog_metabolism_fraction	0.3671988388969521
Singulisphaera	singulisphaera	cog_metabolism_fraction	0.2762449528936743
Sinomonas	sinomonas	cog_metabolism_fraction	0.4174939629729005
Siphonobacter	siphonobacter	cog_metabolism_fraction	0.3352847787259377
Skermanella	skermanella	cog_metabolism_fraction	0.36030798240100564
Smaragdicoccus	smaragdicoccus	cog_metabolism_fraction	0.3112103807700489
Smithella	smithella	cog_metabolism_fraction	0.33696207707247267
Sneathia	sneathia	cog_metabolism_fraction	0.31148262208534977
Soehngenia	soehngenia	cog_metabolism_fraction	0.2877282181650104
Sorangium	sorangium	cog_metabolism_fraction	0.28171797004991683
Sphaerisporangium	sphaerisporangium	cog_metabolism_fraction	0.32521534044298606
Sphingobacterium	sphingobacterium	cog_metabolism_fraction	0.31359652208168604
Sphingobium	sphingobium	cog_metabolism_fraction	0.28513455316423547
Sphingomonas	sphingomonas	cog_metabolism_fraction	0.2966893786063585
Sphingopyxis	sphingopyxis	cog_metabolism_fraction	0.30665813754296184
Sphingorhabdus	sphingorhabdus	cog_metabolism_fraction	0.3513907967032967
Sphingosinicella	sphingosinicella	cog_metabolism_fraction	0.36508858553586987
Spirosoma	spirosoma	cog_metabolism_fraction	0.29382805429864256
Sporomusa	sporomusa	cog_metabolism_fraction	0.3545927384739686
Sporosarcina	sporosarcina	cog_metabolism_fraction	0.315929203539823
Staphylococcus	staphylococcus	cog_metabolism_fraction	0.2688420709468408
Stella	stella	cog_metabolism_fraction	0.45898922949461474
Stenotrophomonas	stenotrophomonas	cog_metabolism_fraction	0.2629270632186084
Steroidobacter	steroidobacter	cog_metabolism_fraction	0.35676026619055345
Sterolibacterium	sterolibacterium	cog_metabolism_fraction	0.3272653721682848
Streptococcus	streptococcus	cog_metabolism_fraction	0.23600218775162943
Streptomyces	streptomyces	cog_metabolism_fraction	0.29887439039202185
Sulfuricella	sulfuricella	cog_metabolism_fraction	0.29482874412357285
Sulfuricurvum	sulfuricurvum	cog_metabolism_fraction	0.2871557544951066
Sulfuriferula	sulfuriferula	cog_metabolism_fraction	0.30450391644908614
Sulfurihydrogenibium	sulfurihydrogenibium	cog_metabolism_fraction	0.33038999264164826
Sulfurimonas	sulfurimonas	cog_metabolism_fraction	0.2874846234452595
Sulfurirhabdus	sulfurirhabdus	cog_metabolism_fraction	0.2754658385093168
Sulfuritalea	sulfuritalea	cog_metabolism_fraction	0.3517598732783848
Sulfuritortus	sulfuritortus	cog_metabolism_fraction	0.2954951379241913
Sulfurospirillum	sulfurospirillum	cog_metabolism_fraction	0.3239635567483579
Sumerlaea	sumerlaea	cog_metabolism_fraction	0.3715068493150685
Symbiobacterium	symbiobacterium	cog_metabolism_fraction	0.3452722063037249
Syntrophomonas	syntrophomonas	cog_metabolism_fraction	0.2782258064516129
Syntrophorhabdus	syntrophorhabdus	cog_metabolism_fraction	0.3226429675425039
Syntrophothermus	syntrophothermus	cog_metabolism_fraction	0.28609715242881073
Syntrophus	syntrophus	cog_metabolism_fraction	0.28336686787391013
Tagaea	tagaea	cog_metabolism_fraction	0.42630586669624043
Telmatospirillum	telmatospirillum	cog_metabolism_fraction	0.3243893412287195
Tepidimonas	tepidimonas	cog_metabolism_fraction	0.33502824858757063
Tepidiphilus	tepidiphilus	cog_metabolism_fraction	0.3398528272656855
Terrabacter	terrabacter	cog_metabolism_fraction	0.3383318140382862
Terracidiphilus	terracidiphilus	cog_metabolism_fraction	0.3293008862005908
Terrimicrobium	terrimicrobium	cog_metabolism_fraction	0.33703002434406276
Terrimonas	terrimonas	cog_metabolism_fraction	0.29187224097636977
Tetrasphaera	tetrasphaera	cog_metabolism_fraction	0.33144927536231883
Thalassobaculum	thalassobaculum	cog_metabolism_fraction	0.3842824601366743
Thauera	thauera	cog_metabolism_fraction	0.31616703481645103
Thermaerobacter	thermaerobacter	cog_metabolism_fraction	0.378672032193159
Thermincola	thermincola	cog_metabolism_fraction	0.2956722827882392
Thermoanaerobaculum	thermoanaerobaculum	cog_metabolism_fraction	0.346078431372549
Thermodesulfobacterium	thermodesulfobacterium	cog_metabolism_fraction	0.3074808276660396
Thermodesulfovibrio	thermodesulfovibrio	cog_metabolism_fraction	0.3341808935706502
Thermoflexus	thermoflexus	cog_metabolism_fraction	0.3763266325383943
Thermomonas	thermomonas	cog_metabolism_fraction	0.2853125103398074
Thermotoga	thermotoga	cog_metabolism_fraction	0.39190725164810186
Thiobacillus	thiobacillus	cog_metabolism_fraction	0.28433749637830336
Thiopseudomonas	thiopseudomonas	cog_metabolism_fraction	0.30887054444815576
Tissierella	tissierella	cog_metabolism_fraction	0.26518345042935204
Tolypothrix	tolypothrix	cog_metabolism_fraction	0.2572875115065971
Treponema	treponema	cog_metabolism_fraction	0.25451592174782234
Trichlorobacter	trichlorobacter	cog_metabolism_fraction	0.28283248414266404
Trichococcus	trichococcus	cog_metabolism_fraction	0.3513046296796499
Turneriella	turneriella	cog_metabolism_fraction	0.3234567901234568
Tyzzerella	tyzzerella	cog_metabolism_fraction	0.23043478260869565
UBA12409	uba12409	cog_metabolism_fraction	0.20765027322404372
UBA12411	uba12411	cog_metabolism_fraction	0.20224719101123595
UBA9983	uba9983	cog_metabolism_fraction	0.17827298050139276
Uliginosibacterium	uliginosibacterium	cog_metabolism_fraction	0.2850899742930591
Undibacterium	undibacterium	cog_metabolism_fraction	0.3097532486494379
UTBCD1	utbcd1	cog_metabolism_fraction	0.31989718425049657
Vampirovibrio	vampirovibrio	cog_metabolism_fraction	0.3235294117647059
Variovorax	variovorax	cog_metabolism_fraction	0.3714164597589778
Veillonella	veillonella	cog_metabolism_fraction	0.3329155176736024
Verrucomicrobium	verrucomicrobium	cog_metabolism_fraction	0.30962343096234307
Vicingus	vicingus	cog_metabolism_fraction	0.281493312038331
Victivallis	victivallis	cog_metabolism_fraction	0.34772956609485367
Vogesella	vogesella	cog_metabolism_fraction	0.33352370074243287
Weissella	weissella	cog_metabolism_fraction	0.2789798854628036
Williamsia	williamsia	cog_metabolism_fraction	0.3571619812583668
Woeseia	woeseia	cog_metabolism_fraction	0.32223858615611195
Wolinella	wolinella	cog_metabolism_fraction	0.33085155886458817
Xanthobacter	xanthobacter	cog_metabolism_fraction	0.3860767991407089
Xanthomonas	xanthomonas	cog_metabolism_fraction	0.2745432324849915
Zoogloea	zoogloea	cog_metabolism_fraction	0.3129979186104931
Zymobacter	zymobacter	cog_metabolism_fraction	0.32936870997255263
