sdt_sample_name	antimony	arsenic	barium	cadmium	caesium	cerium	chromium	cobalt	copper	dysprosium	erbium	europium	gadolinium	gallium	germanium	hafnium	holmium	iron	lanthanum	lead	lutetium	manganese	molybdenum	neodymium	nickel	nitrate	nitrite	palladium	platinum	praseodymium	rhenium	rhodium	rubidium	ruthenium	samarium	strontium	tantalum	tellurium	thallium	thorium	thulium	tin	titanium	tungsten	uranium	vanadium	ytterbium	zinc
DP16D-67-11-27-12	0.00020635346666666668	0.0005879258888888889	0.8116382805555555	0.0018219765499999999	0.0002822899988888889	0.0010163000777777776	0.002092036888888889	0.002263986888888889	0.007425573222222222	0.00014045238555555558	8.689584444444445e-05	0.000231467	0.00021711266666666666	0.2061368758888889	0.0022098766666666667	0.0008801496666666667	2.810403666666667e-05	13.588033730555555	0.00030179352222222224	1.4657044444444444e-05	0.0001979301111111111	40.785292928555556	0.00122502555	0.0007920411888888889	0.003341296333333333	18.640677058543602	0.0	0.0010666454444444445	0.0005196883222222223	0.00015619080111111113	1.6836071555555554e-05	0.0023709493333333334	0.04766640524444445	0.004488338777777778	0.00023019633333333332	3.9223775252222217	6.80662888888889e-05	0.0001639057777777778	9.015714444444444e-06	0.00019009577777777777	1.085561111111111e-05	1.9187403333333333e-05	0.026420804000000003	6.355309888888889e-05	3.527707749777777	0.00013855774444444444	6.904974444444445e-05	0.16987873833333336
FW021-46-11-27-12	0.00021159692222222224	0.0044605897444444445	14.697485807777777	0.6722220126111111	0.0005253175222222223	10.161349205555558	0.021562380333333336	20.741941618555554	1.690900529111111	1.2890984321111112	0.4568940896666667	0.30534168488888885	1.6943439488888887	0.736447665111111	0.008052762111111111	0.011794744111111113	0.22402609422222225	0.5428591272222223	3.4085122303333333	0.009354860999999999	0.046292063333333335	2080.2644443837776	1.0749952222222223e-05	6.6074993153333335	83.83617407411111	68415.82369942196	18.662182	0.0	0.0005703004933333333	1.388365405888889	0.0014152194888888891	8.660200000000001e-05	0.008685882222222222	0.0004627616568888889	1.5222380195555556	0.30090025255555564	0.0021579495555555553	0.0003338186666666667	0.0009342129755555555	0.0019999377333333335	0.05480257862222222	0.0008906759666666668	0.11502052	0.0046396739777777776	24.84692810588889	0.0006229413333333334	0.3122714018888889	0.6821038325
FW021-7-26-12	0.00020632314444444445	0.004218103777777777	13.19870235111111	0.38407913638888885	0.0007617744666666667	4.775086507888889	0.012683056500000001	9.389717513222223	0.9009682538888888	0.6251629175555555	0.27922811233333333	0.15713376899999998	0.6753481952222221	0.7298405795555556	0.008703395	0.002935767888888889	0.10707951511111112	0.7768412697777778	1.7497793765555556	0.010629968	0.02723911122222222	1101.3731313636665	5.0985550000000005e-05	2.973026636333332	39.17231481588888	12531.246267528843	0.0	0.0031464550000000003	0.0007847151555555556	0.6548459416666667	0.0008852877622222221	0.0007061595555555556	0.012033725555555557	0.00018158847922222223	0.6919484504444443	0.37085227277777777	0.001176058888888889	0.00025515555555555557	0.0005639119977777778	0.0003257566	0.03246342555555556	0.0007759258888888889	0.02954144211111111	0.002820990288888889	10.008253968888889	0.00023723961111111113	0.1837217055555556	0.6421634482777778
FW104-67-11-14-12	0.0021146097555555556	0.003962088777777778	1.751060016222222	0.3378143167222223	0.00015057277444444444	0.19847619044444442	0.011234520666666668	1.1439227874444446	0.41543738988888884	0.018889570555555554	0.010932596999999999	0.0034279595555555555	0.016702760111111114	0.1411789048888889	0.006938888777777777	0.002513608	0.004221211999999999	12.868650793777778	0.057149480333333336	0.0009884562222222221	0.004248393822222222	2076.397979575556	0.007266057277777778	0.061405631777777775	11.219518516999997	45371.16613681757	10.020182	0.013165217000000002	0.002600297377777778	0.013992907666666665	0.002873537511111111	0.0	0.08722431388888889	0.0002553036444444445	0.010113378555555556	18.51068181877778	0.00023788824444444443	0.00020929777777777778	4.3608675555555554e-05	0.04790756711111112	0.0012807364444444446	0.0002444814444444445	0.3285761231111112	0.00035495100000000005	52.951447245888886	0.0019997668	0.006335012999999999	0.6575507774999999
FW104-7-26-12	0.0054895502222222226	0.007395348333333333	1.0531224654444444	0.11742277633333337	0.00021985874444444445	0.05358095233333334	0.0045504951111111115	0.8133728812222221	8.603827161111111	0.0032228356666666666	0.00187336	0.0009442338888888888	0.0035550602222222225	0.122516425	0.004004475444444444	0.0009145817777777778	0.0006554074444444445	13.794880952666666	0.010218145444444444	0.011890010777777777	0.0009646982222222222	1764.4763636666667	0.04104463283333334	0.01642473366666667	3.340131481555556	32374.116161616144	0.0	0.015420740555555555	0.0005453783222222222	0.003625374333333333	0.002491744811111111	0.0013567855555555554	0.14858013066666667	0.0004167106666666667	0.003180574555555556	23.299987374555556	9.774396666666666e-05	0.00044694222222222226	0.00015598853666666667	0.0012930077777777776	0.0002188298888888889	0.0015067776666666667	0.12324647744444445	0.0015659951111111113	149.84635854200002	0.0024290196666666665	0.0013062661111111111	1.7589553377222222
FW106-11-13-12	0.0015490453333333334	0.00491007411111111	0.2934509324444445	0.40139712361111113	0.0002882790444444445	1.7304206348888889	2.977679930611111	3.4705988698888883	4.672742504333333	0.10459304700000001	0.04324097733333334	0.015815693333333335	0.06999780611111112	0.018760225555555555	0.006131172777777777	0.006576466888888889	0.01831569711111111	0.7136309524444444	0.0786860911111111	0.16275747866666668	0.006622857222222222	295.67878786977775	0.00017894000000000002	0.22004535766666672	52.6609444441111	2175.6527459999998	12.213064000000001	0.003426984	0.005414438844444445	0.046281481444444446	0.0022985237333333335	0.0	0.22135647033333336	0.0002643851111111111	0.06567573700000001	1.0371893938888888	0.0003854695555555556	0.00040447111111111114	0.003062092288888889	6.275766283444444	0.00635061931111111	0.00038958322222222227	0.019896194	0.0008330524444444445	110.1380018698889	0.00467	0.03164587844444445	2.524144286222222
FW106-7-25-12	0.00033496235555555555	0.004129333222222222	0.3063129764444445	0.43307883266666664	0.0003452531055555556	1.5110053175555556	2.561662671444444	3.131828625111111	3.6875132275555558	0.08831444444444445	0.04025914322222222	0.018251684733333336	0.08114339688888889	0.01539592577777778	0.005203541655555555	0.0005929462222222223	0.015477437066666667	0.5532857142222222	0.09493124700000001	0.22419209411111116	0.004722863444444444	269.778787895	0.00017095716111111112	0.2756049466666667	44.71574074033333	12683.281195937114	0.0	0.004219259333333333	0.005970976044444444	0.05715728922222222	0.0017508834588888889	0.002182869555555555	0.156014379	0.00021043356666666668	0.07935445211111111	0.9909595957777779	0.0001630141111111111	0.0005851555555555555	0.0016619569900000002	1.4658778734444444	0.005184651477777778	0.00010029260000000001	0.016391820333333335	0.0003660927777777778	63.44348272599999	0.0024681916666666665	0.028592751977777782	1.8990491185
FW109-1-7-25-12	0.00016311305555555557	0.0036351111111111107	0.7689407947777778	0.42939509338888887	0.0004650993666666667	1.281084920777778	0.014437047888888888	3.857030131777777	0.06724814811111111	0.098081527	0.04459943122222222	0.02261954977777778	0.10212271755555556	0.03448760055555556	0.006999151111111111	0.001018039888888889	0.017475515222222224	0.6951507935555554	0.15881031155555556	0.003275454	0.004636101555555556	562.5270707029999	0.00021940228888888888	0.4085574581111111	12.900109258888888	5593.464104079228	0.0	0.003979047666666667	0.0005859487111111112	0.08750441311111112	0.00035786473333333335	0.0006097086666666667	0.015849385666666667	0.00021947517777777778	0.10037656822222224	1.0122348484444443	0.0002674401111111111	0.0002588711111111111	0.0007199247111111111	0.0016316715555555555	0.005058778411111111	9.174082222222222e-05	0.01714236411111111	0.0017617338388888888	11.747698412333333	0.001233542577777778	0.028476389000000005	0.5117964943333333
FW109-2-7-25-12	0.00012615503333333335	0.0033620742222222216	0.2811140307777778	0.2285398226666667	0.00010194111666666668	0.517695365	0.04465394372222223	3.623088888888889	0.17073844811111114	0.03676809198888889	0.0166927523	0.0084014553	0.03697788531111112	0.028325297888888892	0.005375784033333333	0.0004360485555555556	0.006473599434444445	0.39094642855555556	0.06030832155555556	0.0031760458777777777	0.002092165111111111	344.47385858288885	0.00027555216111111114	0.14178866066666665	10.235434628888889	2167.3484848484845	0.0	0.004568148222222223	0.00043534853333333334	0.031031684033333333	0.00014078656199999998	0.0005919850000000001	0.04806507177777778	0.0002320318111111111	0.036569524411111116	1.0654684343333334	9.12460888888889e-05	0.00027712	0.00040093162111111115	0.0007784866666666666	0.001960354888888889	6.146762222222222e-05	0.010105011888888888	0.00014700255555555555	29.934869280000004	0.0010383854	0.011112831466666667	1.4008126362222222
FW109-35-61-11-14-12	0.00011900004444444445	0.005207851777777777	0.3041816708888889	0.2302090109444445	9.326818e-05	0.5513095237777779	0.047415955055555556	4.0732787192222215	0.16467389766666668	0.04785432855555555	0.020269002888888887	0.008590864222222223	0.04236532200000001	0.03523913033333334	0.009508348666666666	0.0014569287777777779	0.008473804888888888	0.6641468253333334	0.06590943244444444	0.003671196777777778	0.005029015888888887	439.27858586622216	0.00020713253888888892	0.13859885833333335	11.387907408555556	1096.6983010543454	2.1194599999999997	0.005987100333333334	0.0007093562555555555	0.03132821122222222	0.0003835550144444444	0.0	0.060340130888888885	4.496662666666667e-05	0.03564595611111111	1.2968371212222223	0.00011844767777777779	0.00011534222222222223	0.000603686688888889	0.019628352555555558	0.0026097540666666663	0.0001001304777777778	0.01538015611111111	0.00030794309000000005	54.40340803088888	0.001718584	0.013806421111111113	1.520681843
