sdt_sample_name	sdt_community_name	genus	phylum	read_count
FW301-7-25-12	FW301-7-25-12 10 micron filter	Methylomonas	Proteobacteria	119.0
GW228-12-2-4-13	GW228-12-2-4-13 10 micron filter	Sphingomonas	Proteobacteria	227.0
GW621-21-12-17-12	GW621-21-12-17-12 10 micron filter	Candidatus_Endoecteinascidia	Proteobacteria	23.0
FW104-67-11-14-12	FW104-67-11-14-12 10 micron filter	Desulfobacca	Desulfobacterota	138.0
GW363-94-1-22-13	GW363-94-1-22-13 10 micron filter	cr616	Proteobacteria	4.0
GW283-43-1-29-13	GW283-43-1-29-13 0.2 micron filter	GWC2-45-44	Planctomycetota	31.0
DP16D-67-11-27-12	DP16D-67-11-27-12 0.2 micron filter	Candidatus_Vogelbacteria	Patescibacteria	8.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	Eel-36e1D6	Myxococcota	91.0
GW122-78-11-14-12	GW122-78-11-14-12 10 micron filter	RCP2-54	RCP2-54	53.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	Microvirga	Proteobacteria	38.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	Z195MB87	Planctomycetota	5.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	LCP-89	LCP-89	53.0
GW715-65-2-12-13	GW715-65-2-12-13 0.2 micron filter	Sediminibacterium	Bacteroidota	1479.0
GW755-69-1-8-13	GW755-69-1-8-13 10 micron filter	Sphingobium	Proteobacteria	104.0
GW705-9-2-21-13	GW705-9-2-21-13 10 micron filter	Ornatilinea	Chloroflexi	126.0
GW761-29-1-28-13	GW761-29-1-28-13 10 micron filter	Candidatus_Omnitrophus	Verrucomicrobiota	36.0
GW760-18-1-29-13	GW760-18-1-29-13 10 micron filter	TRA3-20	Proteobacteria	158.0
GW127-16-11-26-12	GW127-16-11-26-12 0.2 micron filter	Gastranaerophilales	Cyanobacteria	9.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	uncultured	Thermoplasmatota	54.0
FW126-7-25-12	FW126-7-25-12 0.2 micron filter	HDB-SIOI1093	Nitrospirota	33.0
GW526-15-11-27-12	GW526-15-11-27-12 10 micron filter	TRA3-20	Proteobacteria	168.0
TPB16-81-11-28-12	TPB16-81-11-28-12 10 micron filter	BIrii41	Myxococcota	80.0
GW086-25-12-3-12	GW086-25-12-3-12 0.2 micron filter	TRA3-20	Proteobacteria	471.0
GW363-94-1-22-13	GW363-94-1-22-13 0.2 micron filter	Methylobacterium-Methylorubrum	Proteobacteria	90.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	bacteriap25	Myxococcota	118.0
FW126-7-25-12	FW126-7-25-12 10 micron filter	uncultured	Verrucomicrobiota	7.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	GW2011_GWC1_47_15	Nanoarchaeota	3.0
GW199-42-1-28-13	GW199-42-1-28-13 10 micron filter	Pedosphaeraceae	Verrucomicrobiota	6.0
FW126-7-25-12	FW126-7-25-12 10 micron filter	Candidatus_Wolfebacteria	Patescibacteria	76.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Candidatus_Paceibacter	Patescibacteria	24.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	SM1A02	Planctomycetota	53.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	TRA3-20	Proteobacteria	597.0
GW753-79-1-7-13	GW753-79-1-7-13 10 micron filter	Methylocystis	Proteobacteria	4904.0
GW247-7-11-14-12	GW247-7-11-14-12 10 micron filter	Ellin6067	Proteobacteria	9.0
FW300-59-10-19-12	FW300-59-10-19-12 10 micron filter	TK10	Chloroflexi	2.0
GW314-97-2-19-13	GW314-97-2-19-13 0.2 micron filter	uncultured	Planctomycetota	38.0
FW021-7-26-12	FW021-7-26-12 10 micron filter	Massilia	Proteobacteria	16.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	Vicinamibacteraceae	Acidobacteriota	836.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 0.2 micron filter	Brevundimonas	Proteobacteria	748.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	0319-6G20	Bdellovibrionota	339.0
GW631-98-12-11-12	GW631-98-12-11-12 0.2 micron filter	ADurb.Bin118	Verrucomicrobiota	154.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	PLTA13	Proteobacteria	54.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	Cytophaga	Bacteroidota	43.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Nitrosarchaeum	Crenarchaeota	474.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	Desulfatiferula	Desulfobacterota	7.0
GW123-93-11-14-12	GW123-93-11-14-12 0.2 micron filter	Dethiobacter	Firmicutes	6360.0
GW750-28-12-12-12	GW750-28-12-12-12 10 micron filter	uncultured	Euryarchaeota	52.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Desulfomonile	Desulfobacterota	49.0
GW350-74-2-12-13	GW350-74-2-12-13 0.2 micron filter	GWA2-50-13	Planctomycetota	441.0
FW602-2-26-2-11-28-12	FW602-2-26-2-11-28-12 10 micron filter	Lineage_IV	Elusimicrobiota	79.0
GW162-37-2-19-13	GW162-37-2-19-13 0.2 micron filter	Desulfovibrio	Desulfobacterota	371.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	WOR-1	WOR-1	4.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	MND1	Proteobacteria	149.0
GW704-5-12-17-12	GW704-5-12-17-12 0.2 micron filter	KD4-96	Chloroflexi	27.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Nitrospira	Nitrospirota	155.0
FW511-7-26-12	FW511-7-26-12 0.2 micron filter	Holophaga	Acidobacteriota	19.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 0.2 micron filter	uncultured	Chloroflexi	182.0
FW109-2-7-25-12	FW109-2-7-25-12 10 micron filter	Candidatus_Peribacteria	Patescibacteria	47.0
GW314-97-2-19-13	GW314-97-2-19-13 0.2 micron filter	Candidatus_Kerfeldbacteria	Patescibacteria	30.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	Oleiphilus	Proteobacteria	23.0
GW641-30-1-23-13	GW641-30-1-23-13 0.2 micron filter	Bacteroidetes_BD2-2	Bacteroidota	2.0
GW736-14-12-3-12	GW736-14-12-3-12 10 micron filter	Lineage_IV	Elusimicrobiota	101.0
GW151-12-12-12	GW151-12-12-12 10 micron filter	FCPU453	Elusimicrobiota	5.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	Thermoanaerobaculum	Acidobacteriota	33.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	67-14	Actinobacteriota	5.0
GW779-8-2-18-13	GW779-8-2-18-13 0.2 micron filter	uncultured	Gemmatimonadota	144.0
GW641-30-1-23-13	GW641-30-1-23-13 0.2 micron filter	Legionella	Proteobacteria	33.0
GW105-12-11-12	GW105-12-11-12 10 micron filter	Subgroup_15	Acidobacteriota	79.0
FW104-7-26-12	FW104-7-26-12 10 micron filter	Bauldia	Proteobacteria	16.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 0.2 micron filter	PAUC34f	PAUC34f	4.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	uncultured	Fibrobacterota	82.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	Syntrophus	Desulfobacterota	591.0
GW531-83-11-28-12	GW531-83-11-28-12 10 micron filter	Rokubacteriales	Methylomirabilota	47.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Leptolinea	Chloroflexi	34.0
GW925-68-1-28-13	GW925-68-1-28-13 0.2 micron filter	CCM19a	Proteobacteria	43.0
GW706-96-12-17-12	GW706-96-12-17-12 0.2 micron filter	bacteriap25	Myxococcota	190.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	RCP2-54	RCP2-54	232.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Candidatus_Campbellbacteria	Patescibacteria	124.0
GW162-37-2-19-13	GW162-37-2-19-13 0.2 micron filter	Solitalea	Bacteroidota	6.0
GW736-14-12-3-12	GW736-14-12-3-12 0.2 micron filter	Lysobacter	Proteobacteria	9.0
GW800-12-12-12	GW800-12-12-12 0.2 micron filter	bacteriap25	Myxococcota	122.0
GW736-14-12-3-12	GW736-14-12-3-12 10 micron filter	[Aquaspirillum]_arcticum_group	Proteobacteria	8.0
GW760-18-1-29-13	GW760-18-1-29-13 10 micron filter	Latescibacterota	Latescibacterota	22.0
GW694-33-12-3-12	GW694-33-12-3-12 0.2 micron filter	AKYH767	Bacteroidota	13.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	Zixibacteria	Zixibacteria	139.0
GW350-74-2-12-13	GW350-74-2-12-13 0.2 micron filter	UBA9983	Patescibacteria	12.0
GW162-37-2-19-13	GW162-37-2-19-13 0.2 micron filter	Salinispira	Spirochaetota	49.0
GW636-32-1-28-13	GW636-32-1-28-13 0.2 micron filter	IS-44	Proteobacteria	101.0
FW303-11-10-23-12	FW303-11-10-23-12 10 micron filter	Sphingopyxis	Proteobacteria	188.0
FW301-81-10-19-12	FW301-81-10-19-12 0.2 micron filter	Candidatus_Solibacter	Acidobacteriota	56.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	TK10	Chloroflexi	4.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	BSN166	Bacteroidota	12.0
FW511-61-11-26-12	FW511-61-11-26-12 10 micron filter	TSAC18	Firmicutes	6.0
GW085-58-12-3-12	GW085-58-12-3-12 10 micron filter	S085	Chloroflexi	195.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	mle1-8	Planctomycetota	11.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	Elev-16S-1166	Acidobacteriota	24.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Schekmanbacteria	Schekmanbacteria	165.0
GW363-94-1-22-13	GW363-94-1-22-13 0.2 micron filter	Phenylobacterium	Proteobacteria	197.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	SCGC_AAA011-D5	Nanoarchaeota	47.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	PAUC34f	PAUC34f	550.0
GW654-0-1-7-13	GW654-0-1-7-13 0.2 micron filter	Methylovirgula	Proteobacteria	29.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	CCM11a	Planctomycetota	127.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Methylogaea	Proteobacteria	75.0
GW122-78-11-14-12	GW122-78-11-14-12 0.2 micron filter	Candidatus_Kerfeldbacteria	Patescibacteria	559.0
GW314-97-2-19-13	GW314-97-2-19-13 0.2 micron filter	uncultured	Verrucomicrobiota	603.0
GW346-47-11-27-12	GW346-47-11-27-12 10 micron filter	DTB120	DTB120	114.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	PHOS-HE36	Bacteroidota	5.0
FW301-81-2-20-13	FW301-81-2-20-13 10 micron filter	Solitalea	Bacteroidota	8.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Sulfurifustis	Proteobacteria	258.0
GW057-10-1-8-13	GW057-10-1-8-13 0.2 micron filter	Porticoccus	Proteobacteria	17.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	4-29-1	Nitrospirota	383.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Polyangia	Myxococcota	7.0
GW683-53-2-18-13	GW683-53-2-18-13 0.2 micron filter	Pseudarcicella	Bacteroidota	557.0
GW694-33-12-3-12	GW694-33-12-3-12 0.2 micron filter	Sediminibacterium	Bacteroidota	326.0
DP16D-67-11-27-12	DP16D-67-11-27-12 10 micron filter	Obscuribacteraceae	Cyanobacteria	9.0
GW804-13-2-11-13	GW804-13-2-11-13 0.2 micron filter	Fluviicola	Bacteroidota	24.0
GW220-50-12-12-12	GW220-50-12-12-12 10 micron filter	Ellin6067	Proteobacteria	117.0
GW928-54-2-11-13	GW928-54-2-11-13 10 micron filter	Thermincola	Firmicutes	17.0
GW929-2-11-13	GW929-2-11-13 0.2 micron filter	Chitinimonas	Proteobacteria	9.0
GW779-8-2-18-13	GW779-8-2-18-13 0.2 micron filter	Lacunisphaera	Verrucomicrobiota	234.0
GW107-91-12-11-12	GW107-91-12-11-12 10 micron filter	RCP2-54	RCP2-54	89.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	Marine_Benthic_Group_A	Crenarchaeota	8.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	Subgroup_25	Acidobacteriota	4.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	JG30-KF-CM66	Chloroflexi	52.0
GW345-51-11-27-12	GW345-51-11-27-12 0.2 micron filter	Lineage_IV	Elusimicrobiota	253.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	Endomicrobium	Elusimicrobiota	15.0
FW301-81-2-20-13	FW301-81-2-20-13 0.2 micron filter	Phenylobacterium	Proteobacteria	61.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	Mucilaginibacter	Bacteroidota	137.0
GW107-91-12-11-12	GW107-91-12-11-12 0.2 micron filter	Rhodococcus	Actinobacteriota	42.0
GW115-2-11-26-12	GW115-2-11-26-12 0.2 micron filter	Sva0485	Sva0485	289.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	TK10	Chloroflexi	577.0
GW162-37-2-19-13	GW162-37-2-19-13 10 micron filter	BSV26	Bacteroidota	4598.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	BMS9AB35	Nitrospirota	154.0
FW511-7-26-12	FW511-7-26-12 10 micron filter	JG30-KF-CM66	Chloroflexi	153.0
GW928-54-2-11-13	GW928-54-2-11-13 0.2 micron filter	4-29-1	Nitrospirota	137.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Subgroup_5	Acidobacteriota	56.0
GW537-24-11-26-12	GW537-24-11-26-12 0.2 micron filter	RBG-13-54-9	Chloroflexi	75.0
GW198-41-2-11-13	GW198-41-2-11-13 10 micron filter	BIyi10	Proteobacteria	12.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	Subgroup_7	Acidobacteriota	95.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	WPS-2	WPS-2	21.0
GW086-25-12-3-12	GW086-25-12-3-12 0.2 micron filter	Parvibaculum	Proteobacteria	5.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Rhodanobacter	Proteobacteria	23.0
GW101-11-13-12	GW101-11-13-12 0.2 micron filter	Sva0485	Sva0485	98.0
FW126-7-25-12	FW126-7-25-12 10 micron filter	Luteitalea	Acidobacteriota	64.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	Candidatus_Kerfeldbacteria	Patescibacteria	3.0
GW151-12-12-12	GW151-12-12-12 0.2 micron filter	Omnitrophales	Verrucomicrobiota	141.0
GW384-12-17-12	GW384-12-17-12 10 micron filter	Hydrogenophaga	Proteobacteria	13.0
GW683-53-2-18-13	GW683-53-2-18-13 10 micron filter	Reyranella	Proteobacteria	266.0
GW775-88-1-29-13	GW775-88-1-29-13 0.2 micron filter	Massilia	Proteobacteria	29.0
GW084-56-11-28-12	GW084-56-11-28-12 10 micron filter	uncultured	Bacteroidota	149.0
GW314-97-2-19-13	GW314-97-2-19-13 10 micron filter	env.OPS_17	Bacteroidota	101.0
FW106-7-25-12	FW106-7-25-12 0.2 micron filter	Rhodanobacter	Proteobacteria	109827.0
GW531-83-11-28-12	GW531-83-11-28-12 0.2 micron filter	Edaphobaculum	Bacteroidota	47.0
FW126-7-25-12	FW126-7-25-12 10 micron filter	JG30-KF-CM66	Chloroflexi	86.0
FW303-11-10-23-12	FW303-11-10-23-12 0.2 micron filter	C0119	Chloroflexi	127.0
GW089-62-1-7-13	GW089-62-1-7-13 0.2 micron filter	CG1-02-32-21	Micrarchaeota	229.0
GW190-22-12-11-12	GW190-22-12-11-12 10 micron filter	Candidatus_Endoecteinascidia	Proteobacteria	6.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Latescibacterota	Latescibacterota	915.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	uncultured	Acidobacteriota	401.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	Subgroup_17	Acidobacteriota	34.0
GW228-12-2-4-13	GW228-12-2-4-13 0.2 micron filter	BD2-11_terrestrial_group	Gemmatimonadota	376.0
FW301-7-25-12	FW301-7-25-12 0.2 micron filter	Opitutus	Verrucomicrobiota	128.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	Lenti-02	Verrucomicrobiota	185.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Methylovirgula	Proteobacteria	27.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	uncultured	Nitrospirota	128.0
GW162-37-2-19-13	GW162-37-2-19-13 0.2 micron filter	DEV114	Verrucomicrobiota	6.0
GW636-32-1-28-13	GW636-32-1-28-13 10 micron filter	Parabacteroides	Bacteroidota	14.0
GW685-6-1-8-13	GW685-6-1-8-13 10 micron filter	uncultured	Planctomycetota	112.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	IS-44	Proteobacteria	34.0
PTMW02-4-12-11-12	PTMW02-4-12-11-12 10 micron filter	Desulfatirhabdium	Desulfobacterota	154.0
FW233-17-2-99-11-28-12	FW233-17-2-99-11-28-12 10 micron filter	Candidatus_Yanofskybacteria	Patescibacteria	19.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	Cnuella	Bacteroidota	3.0
GW098-57-1-22-13	GW098-57-1-22-13 10 micron filter	Geothrix	Acidobacteriota	375.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	Methanoregula	Halobacterota	4.0
GW056-87-1-8-13	GW056-87-1-8-13 0.2 micron filter	Devosia	Proteobacteria	63.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 10 micron filter	Candidatus_Nitrotoga	Proteobacteria	26.0
GW228-12-2-4-13	GW228-12-2-4-13 10 micron filter	MBNT15	MBNT15	4.0
GW220-50-12-12-12	GW220-50-12-12-12 10 micron filter	Lacunisphaera	Verrucomicrobiota	152.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	Candidatus_Latescibacter	Latescibacterota	68.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	Turneriella	Spirochaetota	8.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	PLTA13	Proteobacteria	178.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	Candidatus_Magasanikbacteria	Patescibacteria	135.0
GW715-65-2-12-13	GW715-65-2-12-13 0.2 micron filter	Sphingomonas	Proteobacteria	197.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	OM190	Planctomycetota	564.0
GW754-40-1-7-13	GW754-40-1-7-13 0.2 micron filter	MVP-88	Elusimicrobiota	30.0
GW101-7-26-12	GW101-7-26-12 0.2 micron filter	Spirochaeta	Spirochaetota	5212.0
GW057-10-1-8-13	GW057-10-1-8-13 0.2 micron filter	C86	Planctomycetota	16.0
GW162-37-2-19-13	GW162-37-2-19-13 10 micron filter	Ornatilinea	Chloroflexi	49.0
FW106-7-25-12	FW106-7-25-12 0.2 micron filter	RCP2-54	RCP2-54	31.0
GW105-12-11-12	GW105-12-11-12 0.2 micron filter	uncultured	Firmicutes	4.0
GW921-86-1-28-13	GW921-86-1-28-13 0.2 micron filter	Candidatus_Curtissbacteria	Patescibacteria	36.0
GW098-57-1-22-13	GW098-57-1-22-13 0.2 micron filter	Candidatus_Brennerbacteria	Patescibacteria	3.0
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	Pedomicrobium	Proteobacteria	39.0
GW115-2-11-26-12	GW115-2-11-26-12 10 micron filter	Neochlamydia	Verrucomicrobiota	8.0
GW066-71-2-20-13	GW066-71-2-20-13 0.2 micron filter	Chitinivorax	Proteobacteria	9.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	Hymenobacter	Bacteroidota	2.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	Lawsonella	Actinobacteriota	25.0
GW775-88-1-29-13	GW775-88-1-29-13 0.2 micron filter	Prevotella	Bacteroidota	21.0
GW763-23-1-22-13	GW763-23-1-22-13 0.2 micron filter	Parcubacteria	Patescibacteria	5.0
FW109-1-7-25-12	FW109-1-7-25-12 10 micron filter	Schlesneria	Planctomycetota	38.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Caenarcaniphilales	Cyanobacteria	54.0
GW089-62-1-7-13	GW089-62-1-7-13 10 micron filter	Hydrogenophaga	Proteobacteria	32.0
TPB16-7-26-12	TPB16-7-26-12 10 micron filter	Bosea	Proteobacteria	6.0
GW737-12-12-12	GW737-12-12-12 10 micron filter	Chthonomonadales	Armatimonadota	25.0
FW109-40-92-11-14-12	FW109-40-92-11-14-12 10 micron filter	Rubrobacter	Actinobacteriota	5.0
GW085-58-12-3-12	GW085-58-12-3-12 0.2 micron filter	Vermiphilaceae	Dependentiae	3.0
GW533-48-11-28-12	GW533-48-11-28-12 0.2 micron filter	P3OB-42	Myxococcota	49.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Lenti-02	Verrucomicrobiota	2.0
TPB16-81-11-28-12	TPB16-81-11-28-12 0.2 micron filter	Acinetobacter	Proteobacteria	8.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	JG36-GS-52	Proteobacteria	54.0
GW754-40-1-7-13	GW754-40-1-7-13 10 micron filter	Candidatus_Kerfeldbacteria	Patescibacteria	6.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	B1-7BS	Proteobacteria	195.0
GW537-24-11-26-12	GW537-24-11-26-12 10 micron filter	MND1	Proteobacteria	182.0
GW057-10-1-8-13	GW057-10-1-8-13 10 micron filter	SG8-4	Planctomycetota	4.0
GW804-13-2-11-13	GW804-13-2-11-13 0.2 micron filter	Berkelbacteria	Patescibacteria	5.0
GW385-80-2-18-13	GW385-80-2-18-13 0.2 micron filter	Ferritrophicum	Proteobacteria	2.0
GW101-7-26-12	GW101-7-26-12 10 micron filter	KD4-96	Chloroflexi	87.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Sva0485	Sva0485	453.0
GW383-12-17-12	GW383-12-17-12 0.2 micron filter	Unknown_Family	Proteobacteria	6.0
FW300-59-10-19-12	FW300-59-10-19-12 10 micron filter	Reyranella	Proteobacteria	132.0
GW715-65-2-12-13	GW715-65-2-12-13 10 micron filter	Terrabacter	Actinobacteriota	27.0
GW773-35-2-4-13	GW773-35-2-4-13 10 micron filter	Babeliaceae	Dependentiae	7.0
FW106-11-13-12	FW106-11-13-12 10 micron filter	CG1-02-32-21	Micrarchaeota	96.0
FW301-7-25-12	FW301-7-25-12 10 micron filter	Elev-16S-1166	Acidobacteriota	63.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	SCGC_AAA011-D5	Nanoarchaeota	185.0
FW301-81-10-19-12	FW301-81-10-19-12 10 micron filter	OM27_clade	Bdellovibrionota	22.0
GW761-29-1-28-13	GW761-29-1-28-13 0.2 micron filter	uncultured	Actinobacteriota	33.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	Sh765B-TzT-35	Methylomirabilota	248.0
GW056-87-1-8-13	GW056-87-1-8-13 10 micron filter	Omnitrophales	Verrucomicrobiota	65.0
GW706-96-12-17-12	GW706-96-12-17-12 10 micron filter	SWB02	Proteobacteria	70.0
GW086-25-12-3-12	GW086-25-12-3-12 10 micron filter	S-70	Planctomycetota	18.0
GW804-13-2-11-13	GW804-13-2-11-13 10 micron filter	Aquicella	Proteobacteria	93.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Blfdi19	Myxococcota	44.0
FW106-11-13-12	FW106-11-13-12 0.2 micron filter	AncK6	AncK6	114.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	PRD18C08	Verrucomicrobiota	203.0
GW123-93-11-14-12	GW123-93-11-14-12 0.2 micron filter	TSAC18	Firmicutes	19.0
GW714-34-2-12-13	GW714-34-2-12-13 0.2 micron filter	Geobacter	Desulfobacterota	3.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	JG30-KF-CM66	Chloroflexi	72.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	GOUTA6	Proteobacteria	884.0
GW350-74-2-12-13	GW350-74-2-12-13 10 micron filter	Candidatus_Berkiella	Proteobacteria	4.0
GW066-71-2-20-13	GW066-71-2-20-13 10 micron filter	Candidatus_Solibacter	Acidobacteriota	159.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	Pla1_lineage	Planctomycetota	9.0
GW764-23-1-11-13	GW764-23-1-11-13 10 micron filter	Desulfosporosinus	Firmicutes	29.0
FW303-11-2-20-13	FW303-11-2-20-13 0.2 micron filter	uncultured	Actinobacteriota	79.0
GW223-39-1-8-13	GW223-39-1-8-13 0.2 micron filter	Pedobacter	Bacteroidota	282.0
GW750-28-12-12-12	GW750-28-12-12-12 0.2 micron filter	Candidatus_Methylomirabilis	Methylomirabilota	227.0
GW800-12-12-12	GW800-12-12-12 10 micron filter	Aminobacter	Proteobacteria	15.0
GW084-56-11-28-12	GW084-56-11-28-12 0.2 micron filter	Rokubacteriales	Methylomirabilota	242.0
GW084-56-11-28-12	GW084-56-11-28-12 10 micron filter	Azoarcus	Proteobacteria	1171.0
GW148-12-17-12	GW148-12-17-12 0.2 micron filter	Candidatus_Methylomirabilis	Methylomirabilota	18.0
GW773-35-2-4-13	GW773-35-2-4-13 0.2 micron filter	OM190	Planctomycetota	7.0
GW775-88-1-29-13	GW775-88-1-29-13 0.2 micron filter	Methylogaea	Proteobacteria	20.0
GW247-7-11-14-12	GW247-7-11-14-12 10 micron filter	Nocardioides	Actinobacteriota	82.0
FW215-84-11-27-12	FW215-84-11-27-12 0.2 micron filter	4-29-1	Nitrospirota	67.0
FW301-81-2-20-13	FW301-81-2-20-13 10 micron filter	SWB02	Proteobacteria	58.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	Parvibaculum	Proteobacteria	799.0
GW921-86-1-28-13	GW921-86-1-28-13 10 micron filter	Lactobacillus	Firmicutes	4.0
GW198-41-2-11-13	GW198-41-2-11-13 0.2 micron filter	Sphingopyxis	Proteobacteria	152.0
GW761-29-1-28-13	GW761-29-1-28-13 10 micron filter	Burkholderia-Caballeronia-Paraburkholderia	Proteobacteria	13.0
GW929-2-11-13	GW929-2-11-13 10 micron filter	uncultured	Bacteroidota	13.0
GW105-12-11-12	GW105-12-11-12 0.2 micron filter	Undibacterium	Proteobacteria	211.0
GW765-77-1-11-13	GW765-77-1-11-13 10 micron filter	Methylovulum	Proteobacteria	43.0
GW383-12-17-12	GW383-12-17-12 10 micron filter	Bryobacter	Acidobacteriota	33.0
GW641-30-1-23-13	GW641-30-1-23-13 0.2 micron filter	Spirosoma	Bacteroidota	13.0
GW101-11-13-12	GW101-11-13-12 10 micron filter	OC31	Bacteroidota	37.0
GW198-41-2-11-13	GW198-41-2-11-13 10 micron filter	Subgroup_2	Acidobacteriota	516.0
GW346-47-11-27-12	GW346-47-11-27-12 0.2 micron filter	Subgroup_22	Acidobacteriota	68.0
GW127-16-11-26-12	GW127-16-11-26-12 10 micron filter	Nordella	Proteobacteria	9.0
FW109-2-7-25-12	FW109-2-7-25-12 0.2 micron filter	HDB-SIOI1093	Nitrospirota	64.0
